prop_id	pid	role	role_desc
351	14042	petition
351	14043	petition
351	14044	petition
352	14045	rentpayer
352	14046	rentpayer
353	14047	owner
355	14048	occupier
356	14049	leasegiver
356	14050	leasetaker
357	14051	rentpayer
358	14053	granter
358	14054	grantee
358	14055	grantee
358	14056	owner
359	14057	lateoccup
359	14058	granter
359	14059	grantee
360	14060	rentpayer
361	14062	rentpayer
362	14063	leasegiver
362	14064	leasetaker
362	14065	leasetaker
363	14066	rentpayer
364	14067	leasetaker
364	14067	petition
364	14068	leasegiver
365	14069	rentpayer
366	14070	occupier
367	14072	leasetaker	
367	14072	petition	
367	14073	leasegiver	
367	14073	surveyor	
368	14072	leasetaker	
368	14072	petition	
368	14073	leasegiver	
368	14073	surveyor	
369	14075	rentpayer	
370	14077	granter	will bequest
370	14078	grantee	
371	14079	granter	
371	14080	grantee	
371	14081	petition	
372	14082	occupier	
373	14083	occupier	
374	14084	leaseholder
374	14084	occupier
375	14085	dispute
375	14085	leasetaker
375	14086	dispute
375	14087	dispute
375	14087	leasegiver
375	14088	dispute
376	14090	occupier
377	14090	occupier
378	14090	occupier
379	14090	occupier
380	14095	rebuilder
380	14096	occupier
381	14095	rebuilder
381	14096	occupier
383	14097	leasetaker
383	14097	occupier
383	14098	lateoccup
383	14099	occupier
384	14097	leasetaker
384	14097	occupier
384	14098	lateoccup
384	14099	occupier
385	14100	leasetaker
385	14101	leasegiver
386	14102	rentpayer
387	14103	granter
387	14104	grantee
387	14104	petition
387	14105	grantee
388	14106	rentpayer
389	14107	leasetaker
389	14108	lateoccup
389	14109	leasegiver
390	14110	granter
390	14111	grantee
391	14112	rentpayer
392	14113	occupier
392	14114	occupier
393	14115	leasegiver
393	14115	surveyor
393	14116	leasegiver
393	14116	occupier
394	14115	leasegiver
394	14115	surveyor
394	14116	leasetaker
394	14116	occupier
395	14115	leasegiver
395	14115	surveyor
395	14116	leasetaker
395	14116	occupier
396	14115	leasegiver
396	14115	surveyor
396	14116	leasetaker
396	14116	occupier
397	14120	rentpayer
398	14121	leasegiver
398	14121	surveyor
398	14122	leasetaker
398	14122	occupier
398	14123	leasetaker
398	14123	occupier
399	14124	rentpayer
400	14125	rentpayer
401	14126	granter
401	14126	leasegiver
401	14126	surveyor
401	14127	leasetaker
401	14128	occupier
401	14129	grantee
402	14131	owner
402	14132	occupier
407	14133	rentpayer
408	14134	occupier
408	14135	occupier
409	14136	leasetaker
409	14136	petition
409	14137	leaseholder
409	14138	lateoccup
409	14139	petition
409	14140	petition
409	14141	petition
409	14142	petition
409	14143	leasegiver
410	14145	rentpayer
410	14146	rentpayer
410	14147	lateoccup
411	14148	leasetaker
411	14148	petition
411	14149	leasegiver
411	14149	surveyor
412	14150	rentpayer
414	14152	occupier
414	14153	occupier
415	14154	occupier
416	14155	granter	
416	14156	grantee	
416	14156	petition	
417	14158	tenant	
417	14159	lateoccup	
418	14158	tenant	
418	14159	lateoccup	
419	14160	tenant	
420	14161	tenant	
421	14162	rebuilder	repairs
422	14163	granter	
422	14165	granter	
423	14166	granter	
423	14167	grantee	
423	14170	grantee	
423	14171	grantee	
423	14172	grantee
423	14172	granter
424	14173	rentpayer
424	14174	rentpayer
425	14173	rentpayer
425	14174	rentpayer
426	14175	occupier
426	14176	lateoccup
427	14177	petition
427	14179	lateoccup
429	14180	rentpayer
429	14181	rentpayer
430	14182	rentpayer
431	14183	rentpayer
432	14184	rentpayer
433	14185	rentpayer
434	14186	rebuilder	repairs
435	14186	rebuilder	repairs
436	14188	grantee	received licence to let
436	14188	leasetaker	
436	14188	petition	
436	14188	subletter	
436	14189	occupier	
436	14189	subtenant	
437	14190	rentpayer	
438	14191	grantee	licence to let
438	14191	subletter	
438	14192	subtenant	
439	14193	rentpayer	
440	14194	petition	
440	14195	petition	
440	14196	petition	
440	14197	leasetaker
440	14197	petition
440	14197	tenant
441	14198	rentpayer
442	14200	rentpayer
443	14201	grantee
443	14201	petition
443	14201	subletter
443	14202	grantee
443	14202	petition
443	14202	subletter
443	14203	grantee
443	14203	subtenant
443	14204	grantee
443	14204	subtenant
444	14205	rentpayer
444	14206	rentpayer
445	14208	rentpayer
446	14210	rentpayer
