ind_role_id	pid	role
6063	5380	nattaxassess
6064	5381	nattaxassess
6065	5382	nattaxassess
6066	5383	nattaxassess
6067	5384	nattaxassess
6068	5385	nattaxassess
6069	5386	nattaxassess
6070	5387	nattaxassess
6071	5388	nattaxassess
6072	5389	nattaxassess
6073	5390	nattaxassess
6074	5391	nattaxassess
6075	5392	nattaxassess
6076	5393	nattaxassess
6077	5394	nattaxassess
6078	5395	nattaxassess
6079	5396	nattaxassess
6080	5397	nattaxassess
6081	5398	nattaxassess
6082	5399	nattaxassess
6083	5400	nattaxassess
6084	5401	nattaxassess
6085	5402	nattaxassess
6086	5403	nattaxassess
6087	5404	nattaxassess
6088	5405	nattaxassess
6089	5406	nattaxassess
6090	5407	nattaxassess
6091	5408	nattaxassess
6092	5409	nattaxassess
6093	5410	nattaxassess
6094	5411	nattaxassess
6095	5412	nattaxassess
6096	5413	nattaxassess
6097	5414	nattaxassess
6098	5415	nattaxassess
6099	5416	nattaxassess
6100	5417	nattaxassess
6101	5418	nattaxassess
6102	5419	nattaxassess
6103	5420	nattaxassess
6104	5421	nattaxassess
6105	5422	nattaxassess
6106	5423	nattaxassess
6107	5424	nattaxassess
6108	5425	nattaxassess
6109	5426	nattaxassess
6110	5427	nattaxassess
6111	5428	nattaxassess
6112	5429	nattaxassess
6113	5430	nattaxassess
6114	5431	nattaxassess
6115	5432	nattaxassess
6116	5433	nattaxassess
6117	5434	nattaxassess
6118	5435	nattaxassess
6119	5436	nattaxassess
6120	5437	nattaxassess
6121	5438	nattaxassess
6122	5439	nattaxassess
6123	5440	nattaxassess
6124	5441	nattaxassess
6125	5442	nattaxassess
6126	5443	nattaxassess
6127	5444	nattaxassess
6128	5445	nattaxassess
6129	5446	nattaxassess
6130	5447	nattaxassess
6131	5448	nattaxassess
6132	5449	nattaxassess
6133	5450	nattaxassess
6134	5451	nattaxassess
6135	5452	nattaxassess
6136	5453	nattaxassess
6137	5454	nattaxassess
6138	5455	nattaxassess
6139	5456	nattaxassess
6140	5457	nattaxassess
6141	5458	nattaxassess
6142	5459	nattaxassess
6143	5460	nattaxassess
6144	5461	nattaxassess
6145	5462	nattaxassess
6146	5463	nattaxassess
6147	5464	nattaxassess
6148	5465	nattaxassess
6149	5466	nattaxassess
6150	5467	nattaxassess
6151	5468	nattaxassess
6152	5469	nattaxassess
6153	5470	nattaxassess
6154	5471	nattaxassess
6155	5472	nattaxassess
6156	5473	nattaxassess
6157	5474	nattaxassess
6158	5475	nattaxassess
6159	5476	nattaxassess
6160	5477	nattaxassess
6161	5478	nattaxassess
6162	5479	nattaxassess
6163	5480	nattaxassess
6164	5481	nattaxassess
6165	5482	nattaxassess
6166	5483	nattaxassess
6167	5484	nattaxassess
6168	5485	nattaxassess
6169	5486	nattaxassess
6170	5487	nattaxassess
6171	5488	nattaxassess
6172	5489	nattaxassess
6173	5490	nattaxassess
6174	5491	nattaxassess
6175	5492	nattaxassess
6176	5493	nattaxassess
6177	5494	secofficer
6178	5495	secofficer
6179	5496	secofficer
6180	5497	nattaxassess
6181	5498	nattaxassess
6182	5499	nattaxassess
6183	5500	nattaxassess
6184	5501	nattaxassess
6185	5502	nattaxassess
6186	5503	nattaxassess
6187	5504	nattaxassess
6188	5505	nattaxassess
6189	5506	nattaxassess
6190	5507	nattaxassess
6191	5508	nattaxassess
6192	5509	nattaxassess
6193	5510	nattaxassess
6194	5511	nattaxassess
6195	5512	nattaxassess
6196	5513	nattaxassess
6197	5514	nattaxassess
6198	5515	nattaxassess
6199	5516	nattaxassess
6200	5517	nattaxassess
6201	5518	nattaxassess
6202	5519	nattaxassess
6203	5520	nattaxassess
6204	5521	nattaxassess
6205	5522	nattaxassess
6206	5523	nattaxassess
6207	5524	nattaxassess
6208	5525	nattaxassess
6209	5526	nattaxassess
6210	5527	nattaxassess
6211	5528	nattaxassess
6212	5529	nattaxassess
6213	5530	nattaxassess
6214	5531	nattaxassess
6215	5532	nattaxassess
6216	5533	nattaxassess
6217	5534	nattaxassess
6218	5535	nattaxassess
6219	5536	nattaxassess
6220	5537	nattaxassess
6221	5538	nattaxassess
6222	5539	nattaxassess
6223	5540	nattaxassess
6224	5541	nattaxassess
6225	5542	nattaxassess
6226	5543	nattaxassess
6227	5544	nattaxassess
6228	5545	nattaxassess
6229	5546	nattaxassess
6230	5547	nattaxassess
6231	5548	nattaxassess
6232	5549	nattaxassess
6233	5550	nattaxassess
6234	5551	nattaxassess
6235	5552	nattaxassess
6236	5553	nattaxassess
6237	5554	nattaxassess
6238	5555	nattaxassess
6239	5556	nattaxassess
6240	5557	nattaxassess
6241	5558	nattaxassess
6242	5559	nattaxassess
6243	5560	nattaxassess
6244	5561	nattaxassess
6245	5562	nattaxassess
6246	5563	nattaxassess
6247	5564	nattaxassess
6248	5565	nattaxassess
6249	5566	nattaxassess
6250	5567	nattaxassess
6251	5568	nattaxassess
6252	5569	nattaxassess
6253	5570	nattaxassess
6254	5571	nattaxassess
6255	5572	nattaxassess
6256	5573	nattaxassess
6257	5574	nattaxassess
6258	5575	nattaxassess
6259	5576	nattaxassess
6260	5577	nattaxassess
6261	5578	nattaxassess
6262	5579	nattaxassess
6263	5580	nattaxassess
6264	5581	nattaxassess
6265	5582	nattaxassess
6266	5583	nattaxassess
6267	5584	nattaxassess
6268	5585	nattaxassess
6269	5586	nattaxassess
6270	5587	nattaxassess
6271	5588	nattaxassess
6272	5589	nattaxassess
6273	5590	nattaxassess
6274	5591	nattaxassess
6275	5592	nattaxassess
6276	5593	nattaxassess
6277	5594	nattaxassess
6278	5595	nattaxassess
6279	5596	nattaxassess
6280	5597	nattaxassess
6281	5598	nattaxassess
6282	5599	nattaxassess
6283	5600	nattaxassess
6284	5601	nattaxassess
6285	5602	nattaxassess
6286	5603	nattaxassess
6287	5604	nattaxassess
6288	5605	nattaxassess
6289	5606	nattaxassess
6290	5607	nattaxassess
6291	5608	nattaxassess
6292	5609	nattaxassess
6293	5610	nattaxassess
6294	5611	nattaxassess
6295	5612	nattaxassess
6296	5613	nattaxassess
6297	5614	nattaxassess
6298	5615	nattaxassess
6299	5616	nattaxassess
6300	5617	nattaxassess
6301	5618	nattaxassess
6302	5619	nattaxassess
6303	5620	nattaxassess
6304	5621	nattaxassess
6305	5622	nattaxassess
6306	5623	nattaxassess
6307	5624	nattaxassess
6308	5625	nattaxassess
6309	5626	nattaxassess
6310	5627	nattaxassess
6311	5628	nattaxassess
6312	5629	nattaxassess
6313	5630	nattaxassess
6314	5631	secofficer
6315	5632	secofficer
6316	5633	secofficer
6317	5634	propoccup
6318	5635	propoccup
6319	5636	propowner
6320	5637	propowner
6321	5638	propmention
6322	5639	proptake
6323	5640	propgive
6324	5641	propmention
6325	5642	propowner
6326	5643	propoccup
6327	5644	propowner
6328	5645	propowner
6329	5646	propowner
6330	5647	propowner
6331	5648	propoccup
6332	5649	propoccup
6333	5650	propoccup
6334	5651	propoccup
6335	5652	propoccup
6336	5653	propoccup
6337	5654	propoccup
6338	5655	propoccup
6339	5656	propoccup
6340	5657	propoccup
6341	5658	propoccup
6342	5659	propowner
6343	5660	propoccup
6344	5661	propoccup
6345	5662	propoccup
6346	5663	propmention
6347	5664	propoccup
6348	5665	propoccup
6349	5666	propoccup
6350	5667	propoccup
6351	5668	propoccup
6352	5669	propmention
6353	5670	propoccup
6354	5671	propmention
6355	5672	propmention
6356	5673	propoccup
6357	5674	propmention
6358	5675	propmention
6359	5676	propoccup
6360	5677	propmention
6361	5678	propoccup
6362	5679	propmention
6363	5680	propmention
6364	5681	propmention
6365	5681	exec
6366	5682	propoccup
6367	5683	proptake
6368	5684	propoccup
6369	5685	propowner
6370	5686	propmention
6371	5687	propoccup
6372	5688	propoccup
6373	5689	propoccup
6374	5690	proptake
6375	5691	propoccup
6376	5692	propoccup
6377	5690	propoccup
6378	5693	proptake
6379	5694	propgive
6380	5695	proptake
6381	5696	propoccup
6382	5697	propoccup
6383	5698	propoccup
6384	5699	propoccup
6385	5700	propoccup
6386	5701	propmention
6387	5702	propgive
6388	5703	propgive
6389	5704	propoccup
6390	5705	propoccup
6391	5706	propoccup
6392	5707	proptake
6393	5708	propgive
6394	5709	propowner
6395	5710	propgive
6396	5711	propgive
6397	5712	propoccup
6398	5713	proptake
6399	5714	propgive
6400	5715	propgive
6401	5716	proptake
6402	5716	propoccup
6403	5717	propoccup
6404	5718	proptake
6405	5719	proptake
6406	5720	proptake
6407	5721	propgive
6408	5722	propgive
6409	5723	propgive
6410	5724	propgive
6411	5725	propowner
6412	5726	proptake
6413	5727	propowner
6414	5728	propowner
6415	5729	proptake
6416	5730	proptake
6417	5731	propgive
6418	5732	proptake
6419	5733	propoccup
6420	5734	proptake
6421	5735	proptake
6422	5736	propoccup
6423	5737	propoccup
6424	5738	proptake
6425	5739	propoccup
6426	5740	nattaxassess
6427	5741	nattaxassess
6428	5742	nattaxassess
6429	5743	nattaxassess
6430	5744	nattaxassess
6431	5745	nattaxassess
6432	5746	nattaxassess
6433	5747	nattaxassess
6434	5748	nattaxassess
6435	5749	nattaxassess
6436	5750	nattaxassess
6437	5751	nattaxassess
6438	5752	nattaxassess
6439	5753	nattaxassess
6440	5754	nattaxassess
6441	5755	nattaxassess
6442	5756	nattaxassess
6443	5757	nattaxassess
6444	5758	nattaxassess
6445	5759	nattaxassess
6446	5760	nattaxassess
6447	5761	nattaxassess
6448	5762	nattaxassess
6449	5763	nattaxassess
6450	5764	nattaxassess
6451	5765	nattaxassess
6452	5766	nattaxassess
6453	5767	nattaxassess
6454	5768	nattaxassess
6455	5769	nattaxassess
6456	5770	nattaxassess
6457	5771	nattaxassess
6458	5772	nattaxassess
6459	5773	nattaxassess
6460	5774	nattaxassess
6461	5775	nattaxassess
6462	5776	nattaxassess
6463	5777	nattaxassess
6464	5778	nattaxassess
6465	5779	nattaxassess
6466	5780	nattaxassess
6467	5781	nattaxassess
6468	5782	nattaxassess
6469	5783	nattaxassess
6470	5784	nattaxassess
6471	5785	nattaxassess
6472	5786	nattaxassess
6473	5787	nattaxassess
6474	5788	nattaxassess
6475	5789	nattaxassess
6476	5790	nattaxassess
6477	5791	nattaxassess
6478	5792	nattaxassess
6479	5793	nattaxassess
6480	5794	nattaxassess
6481	5795	nattaxassess
6482	5796	nattaxassess
6483	5797	nattaxassess
6484	5798	nattaxassess
6485	5799	nattaxassess
6486	5800	nattaxassess
6487	5801	nattaxassess
6488	5802	nattaxassess
6489	5803	nattaxassess
6490	5804	nattaxassess
6491	5805	nattaxassess
6492	5806	nattaxassess
6493	5807	nattaxassess
6494	5808	nattaxassess
6495	5809	nattaxassess
6496	5810	nattaxassess
6497	5811	nattaxassess
6498	5812	nattaxassess
6499	5813	nattaxassess
6500	5814	nattaxassess
6501	5815	nattaxassess
6502	5816	nattaxassess
6503	5817	nattaxassess
6504	5818	nattaxassess
6505	5819	nattaxassess
6506	5820	nattaxassess
6507	5821	nattaxassess
6508	5822	nattaxassess
6509	5823	nattaxassess
6510	5824	nattaxassess
6511	5825	nattaxassess
6512	5826	nattaxassess
6513	5827	nattaxassess
6514	5828	nattaxassess
6515	5829	nattaxassess
6516	5830	nattaxassess
6517	5831	nattaxassess
6518	5832	nattaxassess
6519	5833	nattaxassess
6520	5834	nattaxassess
6521	5835	nattaxassess
6522	5836	nattaxassess
6523	5837	nattaxassess
6524	5838	nattaxassess
6525	5839	nattaxassess
6526	5840	nattaxassess
6527	5841	nattaxassess
6528	5842	nattaxassess
6529	5843	nattaxassess
6530	5844	nattaxassess
6531	5845	nattaxassess
6532	5846	nattaxassess
6533	5847	nattaxassess
6534	5848	nattaxassess
6535	5849	nattaxassess
6536	5850	nattaxassess
6537	5851	nattaxassess
6538	5852	nattaxassess
6539	5853	nattaxassess
6540	5854	nattaxassess
6541	5855	nattaxassess
6542	5856	nattaxassess
6543	5857	nattaxassess
6544	5858	nattaxassess
6545	5859	nattaxassess
6546	5860	nattaxassess
6547	5861	nattaxassess
6548	5862	nattaxassess
6549	5863	nattaxassess
6550	5864	nattaxassess
6551	5865	nattaxassess
6552	5866	nattaxassess
6553	5867	nattaxassess
6554	5868	nattaxassess
6555	5869	nattaxassess
6556	5870	nattaxassess
6557	5871	nattaxassess
6558	5872	nattaxassess
6559	5873	nattaxassess
6560	5874	nattaxassess
6561	5875	nattaxassess
6562	5876	nattaxassess
6563	5877	nattaxassess
6564	5878	nattaxassess
6565	5879	nattaxassess
6566	5880	nattaxassess
6567	5881	nattaxassess
6568	5882	nattaxassess
6569	5883	nattaxassess
6570	5884	nattaxassess
6571	5885	nattaxassess
6572	5886	nattaxassess
6573	5887	nattaxassess
6574	5888	nattaxassess
6575	5889	nattaxassess
6576	5890	nattaxassess
6577	5891	nattaxassess
6578	5892	nattaxassess
6579	5893	nattaxassess
6580	5894	nattaxassess
6581	5895	nattaxassess
6582	5896	nattaxassess
6583	5897	nattaxassess
6584	5898	nattaxassess
6585	5899	nattaxassess
6586	5900	nattaxassess
6587	5901	nattaxassess
6588	5902	nattaxassess
6589	5903	nattaxassess
6590	5904	nattaxassess
6591	5905	nattaxassess
6592	5906	nattaxassess
6593	5907	nattaxassess
6594	5908	nattaxassess
6595	5909	nattaxassess
6596	5910	nattaxassess
6597	5911	nattaxassess
6598	5912	nattaxassess
6599	5913	nattaxassess
6600	5914	nattaxassess
6601	5915	nattaxassess
6602	5916	nattaxassess
6603	5917	nattaxassess
6604	5918	nattaxassess
6605	5919	nattaxassess
6606	5920	nattaxassess
6607	5921	nattaxassess
6608	5922	nattaxassess
6609	5923	nattaxassess
6610	5924	nattaxassess
6611	5925	nattaxassess
6612	5926	nattaxassess
6613	5927	nattaxassess
6614	5928	nattaxassess
6615	5929	nattaxassess
6616	5930	nattaxassess
6617	5931	nattaxassess
6618	5932	nattaxassess
6619	5933	nattaxassess
6620	5934	nattaxassess
6621	5935	nattaxassess
6622	5936	nattaxassess
6623	5937	nattaxassess
6624	5938	nattaxassess
6625	5939	nattaxassess
6626	5940	nattaxassess
6627	5941	nattaxassess
6628	5942	nattaxassess
6629	5943	nattaxassess
6630	5944	nattaxassess
6631	5945	nattaxassess
6632	5946	nattaxassess
6633	5947	nattaxassess
6634	5948	nattaxassess
6635	5949	nattaxassess
6636	5950	nattaxassess
6637	5951	nattaxassess
6638	5952	nattaxassess
6639	5953	nattaxassess
6640	5954	nattaxassess
6641	5955	nattaxassess
6642	5956	nattaxassess
6643	5957	nattaxassess
6644	5958	nattaxassess
6645	5959	nattaxassess
6646	5960	nattaxassess
6647	5961	nattaxassess
6648	5962	nattaxassess
6649	5963	nattaxassess
6650	5964	nattaxassess
6651	5965	nattaxassess
6652	5966	nattaxassess
6653	5967	nattaxassess
6654	5968	nattaxassess
6655	5969	nattaxassess
6656	5970	nattaxassess
6657	5971	nattaxassess
6658	5972	nattaxassess
6659	5973	nattaxassess
6660	5974	nattaxassess
6661	5975	nattaxassess
6662	5976	nattaxassess
6663	5977	nattaxassess
6664	5978	nattaxassess
6665	5979	nattaxassess
6666	5980	nattaxassess
6667	5981	nattaxassess
6668	5982	nattaxassess
6669	5983	nattaxassess
6670	5984	nattaxassess
6671	5985	nattaxassess
6672	5986	nattaxassess
6673	5987	nattaxassess
6674	5988	nattaxassess
6675	5989	nattaxassess
6676	5990	nattaxassess
6677	5991	nattaxassess
6678	5992	nattaxassess
6679	5993	nattaxassess
6680	5767	secofficer
6681	5871	secofficer
6682	5947	secofficer
6683	5994	secofficer
6684	5995	secofficer
6685	5996	nattaxassess
6686	5997	nattaxassess
6687	5998	nattaxassess
6688	5999	nattaxassess
6689	6000	nattaxassess
6690	6001	nattaxassess
6691	6002	nattaxassess
6692	6003	nattaxassess
6693	6004	nattaxassess
6694	6005	nattaxassess
6695	6006	nattaxassess
6696	6007	nattaxassess
6697	6008	nattaxassess
6698	6009	nattaxassess
6699	6010	nattaxassess
6700	6011	nattaxassess
6701	6012	nattaxassess
6702	6013	nattaxassess
6703	6014	nattaxassess
6704	6015	nattaxassess
6705	6016	nattaxassess
6706	6017	nattaxassess
6707	6018	nattaxassess
6708	6019	nattaxassess
6709	6020	nattaxassess
6710	6021	nattaxassess
6711	6022	nattaxassess
6712	6023	nattaxassess
6713	6024	nattaxassess
6714	6025	nattaxassess
6715	6026	nattaxassess
6716	6027	nattaxassess
6717	6028	nattaxassess
6718	6029	nattaxassess
6719	6030	nattaxassess
6720	6031	nattaxassess
6721	6032	nattaxassess
6722	6033	nattaxassess
6723	6034	nattaxassess
6724	6035	nattaxassess
6725	6036	nattaxassess
6726	6037	nattaxassess
6727	6038	nattaxassess
6728	6039	nattaxassess
6729	6040	nattaxassess
6730	6041	nattaxassess
6731	6042	nattaxassess
6732	6043	nattaxassess
6733	6044	nattaxassess
6734	6045	nattaxassess
6735	6046	nattaxassess
6736	6047	nattaxassess
6737	6048	nattaxassess
6738	6049	nattaxassess
6739	6050	nattaxassess
6740	6051	nattaxassess
6741	6052	nattaxassess
6742	6053	nattaxassess
6743	6054	nattaxassess
6744	6055	nattaxassess
6745	6056	nattaxassess
6746	6057	nattaxassess
6747	6058	nattaxassess
6748	6059	nattaxassess
6749	6060	nattaxassess
6750	6061	nattaxassess
6751	6062	nattaxassess
6752	6063	nattaxassess
6753	6064	nattaxassess
6754	6065	nattaxassess
6755	6066	nattaxassess
6756	6067	nattaxassess
6757	6068	nattaxassess
6758	6069	nattaxassess
6759	6070	nattaxassess
6760	6071	nattaxassess
6761	6072	nattaxassess
6762	6073	nattaxassess
6763	6074	nattaxassess
6764	6075	nattaxassess
6765	6076	nattaxassess
6766	6077	nattaxassess
6767	6078	nattaxassess
6768	6079	nattaxassess
6769	6080	nattaxassess
6770	6081	nattaxassess
6771	6082	nattaxassess
6772	6083	nattaxassess
6773	6084	nattaxassess
6774	6085	nattaxassess
6775	6086	nattaxassess
6776	6087	nattaxassess
6777	6088	nattaxassess
6778	6089	nattaxassess
6779	6090	nattaxassess
6780	6091	nattaxassess
6781	6092	nattaxassess
6782	6093	nattaxassess
6783	6094	nattaxassess
6784	6095	nattaxassess
6785	6096	nattaxassess
6786	6097	nattaxassess
6787	6098	nattaxassess
6788	6099	nattaxassess
6789	6100	nattaxassess
6790	6101	nattaxassess
6791	6102	nattaxassess
6792	6103	nattaxassess
6793	6104	nattaxassess
6794	6105	nattaxassess
6795	6106	nattaxassess
6796	6107	nattaxassess
6797	6108	nattaxassess
6798	6109	nattaxassess
6799	6110	nattaxassess
6800	6111	nattaxassess
6801	6112	nattaxassess
6802	6113	nattaxassess
6803	6114	nattaxassess
6804	6115	nattaxassess
6805	6116	nattaxassess
6806	6117	nattaxassess
6807	6118	nattaxassess
6808	6119	nattaxassess
6809	6120	nattaxassess
6810	6121	nattaxassess
6811	6122	nattaxassess
6812	6123	nattaxassess
6813	6124	nattaxassess
6814	6125	nattaxassess
6815	6126	nattaxassess
6816	6127	nattaxassess
6817	6128	nattaxassess
6818	6129	nattaxassess
6819	6130	nattaxassess
6820	6131	nattaxassess
6821	6132	nattaxassess
6822	6133	nattaxassess
6823	6134	nattaxassess
6824	6135	nattaxassess
6825	6136	nattaxassess
6826	6137	nattaxassess
6827	6138	nattaxassess
6828	6139	nattaxassess
6829	6140	nattaxassess
6830	6141	nattaxassess
6831	6142	nattaxassess
6832	6143	nattaxassess
6833	6144	nattaxassess
6834	6145	nattaxassess
6835	6146	nattaxassess
6836	6147	nattaxassess
6837	6148	nattaxassess
6838	6149	nattaxassess
6839	6150	nattaxassess
6840	6151	nattaxassess
6841	6152	nattaxassess
6842	6153	nattaxassess
6843	6154	nattaxassess
6844	6155	nattaxassess
6845	6156	nattaxassess
6846	6157	nattaxassess
6847	6158	nattaxassess
6848	6159	nattaxassess
6849	6160	nattaxassess
6850	6161	nattaxassess
6851	6162	nattaxassess
6852	6163	nattaxassess
6853	6164	nattaxassess
6854	6165	nattaxassess
6855	6166	nattaxassess
6856	6167	nattaxassess
6857	6168	nattaxassess
6858	6169	nattaxassess
6859	6170	nattaxassess
6860	6171	nattaxassess
6861	6172	nattaxassess
6862	6173	nattaxassess
6863	6174	nattaxassess
6864	6175	nattaxassess
6865	6176	nattaxassess
6866	6177	nattaxassess
6867	6178	nattaxassess
6868	6179	nattaxassess
6869	6180	nattaxassess
6870	6181	nattaxassess
6871	6182	nattaxassess
6872	6183	nattaxassess
6873	6184	nattaxassess
6874	6185	nattaxassess
6875	6186	nattaxassess
6876	6187	nattaxassess
6877	6188	nattaxassess
6878	6189	nattaxassess
6879	6190	nattaxassess
6880	6191	nattaxassess
6881	6192	nattaxassess
6882	6193	nattaxassess
6883	6194	nattaxassess
6884	6195	nattaxassess
6885	6196	nattaxassess
6886	6197	nattaxassess
6887	6198	nattaxassess
6888	6199	nattaxassess
6889	6200	nattaxassess
6890	6201	nattaxassess
6891	6202	nattaxassess
6892	6203	nattaxassess
6893	6204	nattaxassess
6894	6205	nattaxassess
6895	6206	nattaxassess
6896	6207	nattaxassess
6897	6208	nattaxassess
6898	6209	nattaxassess
6899	6210	nattaxassess
6900	6211	nattaxassess
6901	6212	nattaxassess
6902	6213	nattaxassess
6903	6214	nattaxassess
6904	6215	nattaxassess
6905	6216	nattaxassess
6906	6217	nattaxassess
6907	6218	nattaxassess
6908	6219	nattaxassess
6909	6220	nattaxassess
6910	6221	nattaxassess
6911	6222	nattaxassess
6912	6223	nattaxassess
6913	6224	nattaxassess
6914	6225	nattaxassess
6915	6226	nattaxassess
6916	6227	nattaxassess
6917	6228	nattaxassess
6918	6229	nattaxassess
6919	6230	nattaxassess
6920	6231	nattaxassess
6921	6232	nattaxassess
6922	6233	nattaxassess
6923	6234	nattaxassess
6924	6235	nattaxassess
6925	6236	nattaxassess
6926	6237	nattaxassess
6927	6238	nattaxassess
6928	6239	nattaxassess
6929	6240	nattaxassess
6930	6241	nattaxassess
6931	6242	nattaxassess
6932	6243	nattaxassess
6933	6244	nattaxassess
6934	6245	nattaxassess
6935	6246	nattaxassess
6936	6247	nattaxassess
6937	6248	nattaxassess
6938	6249	nattaxassess
6939	6250	nattaxassess
6940	6251	nattaxassess
6941	6252	nattaxassess
6942	6253	nattaxassess
6943	6254	nattaxassess
6944	6255	nattaxassess
6945	6256	nattaxassess
6946	6257	nattaxassess
6947	6258	nattaxassess
6948	6259	nattaxassess
6949	6260	nattaxassess
6950	6261	nattaxassess
6951	6262	nattaxassess
6952	6263	nattaxassess
6953	6264	nattaxassess
6954	6265	nattaxassess
6955	6266	nattaxassess
6956	6267	nattaxassess
6957	6268	nattaxassess
6958	6269	nattaxassess
6959	6270	nattaxassess
6960	6271	nattaxassess
6961	6272	nattaxassess
6962	6273	nattaxassess
6963	6274	nattaxassess
6964	6275	nattaxassess
6965	6276	nattaxassess
6966	6277	nattaxassess
6967	6278	nattaxassess
6968	6279	nattaxassess
6969	6280	nattaxassess
6970	6281	nattaxassess
6971	6282	nattaxassess
6972	6283	nattaxassess
6973	6284	nattaxassess
6974	6285	nattaxassess
6975	6286	nattaxassess
6976	6287	nattaxassess
6977	6288	nattaxassess
6978	6289	nattaxassess
6979	6290	nattaxassess
6980	6291	nattaxassess
6981	6292	nattaxassess
6982	6293	nattaxassess
6983	6294	nattaxassess
6984	6295	nattaxassess
6985	6296	nattaxassess
6986	6297	nattaxassess
6987	6298	nattaxassess
6988	6299	nattaxassess
6989	6300	nattaxassess
6990	6301	nattaxassess
6991	6302	nattaxassess
6992	6303	nattaxassess
6993	6304	nattaxassess
6994	6305	nattaxassess
6995	6306	nattaxassess
6996	6307	nattaxassess
6997	6308	nattaxassess
6998	6309	nattaxassess
6999	6310	nattaxassess
7000	6311	nattaxassess
7001	6312	nattaxassess
7002	6313	nattaxassess
7003	6314	nattaxassess
7004	6315	nattaxassess
7005	6316	nattaxassess
7006	6317	nattaxassess
7007	6318	nattaxassess
7008	6319	nattaxassess
7009	6320	nattaxassess
7010	6321	nattaxassess
7011	6322	nattaxassess
7012	6323	nattaxassess
7013	6324	nattaxassess
7014	6325	nattaxassess
7015	6326	nattaxassess
7016	6327	nattaxassess
7017	6328	nattaxassess
7018	6329	nattaxassess
7019	6330	nattaxassess
7020	6331	nattaxassess
7021	6332	nattaxassess
7022	6333	nattaxassess
7023	6334	nattaxassess
7024	6335	nattaxassess
7025	6336	nattaxassess
7026	6337	nattaxassess
7027	6338	nattaxassess
7028	6339	nattaxassess
7029	6340	nattaxassess
7030	6341	nattaxassess
7031	6342	nattaxassess
7032	6343	nattaxassess
7033	6344	nattaxassess
7034	6345	nattaxassess
7035	6346	nattaxassess
7036	6347	nattaxassess
7037	6348	nattaxassess
7038	6349	nattaxassess
7039	6350	nattaxassess
7040	6351	nattaxassess
7041	6352	nattaxassess
7042	6353	nattaxassess
7043	6122	secofficer
7044	6354	secofficer
7045	6069	secofficer
7046	6278	secofficer
7047	6355	nattaxassess
7048	6356	nattaxassess
7049	6357	nattaxassess
7050	6358	nattaxassess
7051	6359	nattaxassess
7052	6360	nattaxassess
7053	6361	nattaxassess
7054	6362	nattaxassess
7055	6363	nattaxassess
7056	6364	nattaxassess
7057	6365	nattaxassess
7058	6366	nattaxassess
7059	6367	nattaxassess
7060	6368	nattaxassess
7061	6369	nattaxassess
7062	6370	nattaxassess
7063	6371	nattaxassess
7064	6372	nattaxassess
7065	6373	nattaxassess
7066	6374	nattaxassess
7067	6375	nattaxassess
7068	6376	nattaxassess
7069	6377	nattaxassess
7070	6378	nattaxassess
7071	6379	nattaxassess
7072	6380	nattaxassess
7073	6381	nattaxassess
7074	6382	nattaxassess
7075	6383	nattaxassess
7076	6384	nattaxassess
7077	6385	nattaxassess
7078	6386	nattaxassess
7079	6387	nattaxassess
7080	6388	nattaxassess
7081	6389	nattaxassess
7082	6390	nattaxassess
7083	6391	nattaxassess
7084	6392	nattaxassess
7085	6393	nattaxassess
7086	6394	nattaxassess
7087	6395	nattaxassess
7088	6396	nattaxassess
7089	6397	nattaxassess
7090	6398	nattaxassess
7091	6399	nattaxassess
7092	6400	nattaxassess
7093	6401	nattaxassess
7094	6402	nattaxassess
7095	6403	nattaxassess
7096	6404	nattaxassess
7097	6405	nattaxassess
7098	6406	nattaxassess
7099	6407	nattaxassess
7100	6408	nattaxassess
7101	6409	nattaxassess
7102	6410	nattaxassess
7103	6411	nattaxassess
7104	6412	nattaxassess
7105	6413	nattaxassess
7106	6414	nattaxassess
7107	6415	nattaxassess
7108	6416	nattaxassess
7109	6417	nattaxassess
7110	6418	nattaxassess
7111	6419	nattaxassess
7112	6420	nattaxassess
7113	6421	nattaxassess
7114	6422	nattaxassess
7115	6423	nattaxassess
7116	6424	nattaxassess
7117	6425	nattaxassess
7118	6426	nattaxassess
7119	6427	nattaxassess
7120	6428	nattaxassess
7121	6429	nattaxassess
7122	6430	nattaxassess
7123	6431	nattaxassess
7124	6432	nattaxassess
7125	6433	nattaxassess
7126	6434	nattaxassess
7127	6435	nattaxassess
7128	6436	nattaxassess
7129	6437	nattaxassess
7130	6438	nattaxassess
7131	6439	nattaxassess
7132	6440	nattaxassess
7133	6441	nattaxassess
7134	6442	nattaxassess
7135	6443	nattaxassess
7136	6444	nattaxassess
7137	6445	nattaxassess
7138	6446	nattaxassess
7139	6447	nattaxassess
7140	6448	nattaxassess
7141	6449	nattaxassess
7142	6450	nattaxassess
7143	6451	nattaxassess
7144	6452	nattaxassess
7145	6453	nattaxassess
7146	6454	nattaxassess
7147	6455	nattaxassess
7148	6456	nattaxassess
7149	6457	nattaxassess
7150	6458	nattaxassess
7151	6459	nattaxassess
7152	6460	nattaxassess
7153	6461	nattaxassess
7154	6462	nattaxassess
7155	6463	nattaxassess
7156	6464	nattaxassess
7157	6465	nattaxassess
7158	6466	nattaxassess
7159	6467	nattaxassess
7160	6468	nattaxassess
7161	6469	nattaxassess
