doc_id	tithe_pid	tithe-id	prop_type	global_prop_id	location	rent_mod_valued	tithe_assessment	tithe_paid	tithe_notes
361	10297	755			Hounsditch Precinct	3			
361		756			Hounsditch Precinct	2			blank
361		757			Hounsditch Precinct	2			blank
361	10298	758			Hounsditch Precinct	3			
361	10299	759			Hounsditch Precinct	2			
361	10300	760			Hounsditch Precinct	2			
361	10301	761			Hounsditch Precinct	2			
361	10302	762	rents		Hounsditch Precinct	16			rents 16 tenements 20
361	10303	764	house and rents		Hounsditch Precinct	123			house and rents consisting of 45 tenements
361	10304	765			Hounsditch Precinct	6			
361	10305	766			Hounsditch Precinct	4			
361	10306	767			Hounsditch Precinct	2			
361	10307	768			Hounsditch Precinct	2			
361	10308	769			Hounsditch Precinct	2			
361	10309	770			Hounsditch Precinct	2			
361	10310	771			Hounsditch Precinct	2			
361	10311	772			Hounsditch Precinct	2
361	10312	773			Hounsditch Precinct	6
361	10313	774			Hounsditch Precinct	2
361	10314	775			Hounsditch Precinct	2
361	10315	776			Hounsditch Precinct	2
361	10316	777			Hounsditch Precinct	4
361	10317	778			Hounsditch Precinct	3
361	10318	779			Hounsditch Precinct	3
361	10319	780			Hounsditch Precinct	6
361	10320	781			Hounsditch Precinct	8
361	10321	782			Hounsditch Precinct	5
361	10322	783			Hounsditch Precinct	3
361	10323	784			Hounsditch Precinct	6
361	10324	785			Hounsditch Precinct	5
361	10325	786			Hounsditch Precinct	18
361	10326	787			Hounsditch Precinct	3
361	10327	788			Hounsditch Precinct	3
361	10328	789			Hounsditch Precinct	3
361	10329	790			Hounsditch Precinct	5
361	10330	791			Hounsditch Precinct	1
361	10331	792			Hounsditch Precinct	5
361	10332	793			Hounsditch Precinct	10
361	10333	794			Hounsditch Precinct	3
361	10334	795			Hounsditch Precinct	4
361	10335	796			Hounsditch Precinct	10
361	10336	797			Hounsditch Precinct	5
361	10337	798			Hounsditch Precinct	5
361	10338	799			Hounsditch Precinct	5
361	10339	800			Hounsditch Precinct	5
361	10340	801			Hounsditch Precinct	5
361	10341	802			Hounsditch Precinct	5
361	10342	803			Hounsditch Precinct	5
361	10343	804			Hounsditch Precinct	4			
361	10344	805			Hounsditch Precinct	5			[or gone]
361	10345	806			Hounsditch Precinct	5			
361	10346	807			Hounsditch Precinct	5			
361	10347	808			Hounsditch Precinct	3			
361	10348	809			Hounsditch Precinct	3			
361	10349	810			Hounsditch Precinct	3			
361	10350	811			Hounsditch Precinct	8			
361	10351	812			Hounsditch Precinct	6			
361	10352	813			Hounsditch Precinct	8			
361	10353	814			Hounsditch Precinct	4			
361	10354	815			Hounsditch Precinct	4			
361	10355	816			Hounsditch Precinct	2			
361	10356	817			Hounsditch Precinct	3			
361	10357	818			Hounsditch Precinct	2			
361	10358	819			Hounsditch Precinct	2			
361	10359	820			Hounsditch Precinct	2
361	10360	821			Hounsditch Precinct	2
361	10361	822			Hounsditch Precinct	2
361	10362	823			Hounsditch Precinct	2
361	10363	824			Hounsditch Precinct	2
361	10364	825			Hounsditch Precinct	2
361	10365	826			Hounsditch Precinct	2
361	10366	827			Hounsditch Precinct	15
361	10367	828			Hounsditch Precinct	5
361	10368	829			Hounsditch Precinct	5
361	10369	830			Hounsditch Precinct	5
361	10370	831			Hounsditch Precinct	5
361	10371	832			Hounsditch Precinct	2
361	10372	833			Hounsditch Precinct	2
361	10373	834			Hounsditch Precinct	2
361	10374	835			Hounsditch Precinct	6
361	10375	836			Hounsditch Precinct	8
361	10376	837			Hounsditch Precinct	6
361	10377	838			Hounsditch Precinct	6
361	10378	839			Hounsditch Precinct	2
361	10379	840			Hounsditch Precinct	3
361	10380	841			Hounsditch Precinct	6
361	10381	842			Hounsditch Precinct	5
361	10382	843			Hounsditch Precinct	6
361	10383	844			Hounsditch Precinct	6
361	10384	845			Hounsditch Precinct	4
361	10385	846			Hounsditch Precinct	8
361	10386	847			Hounsditch Precinct	8
361	10387	848			Hounsditch Precinct	6
361	10388	849			Hounsditch Precinct	6
361	10389	850			Hounsditch Precinct	16
361	10390	851			Hounsditch Precinct	6
361	10391	852			Hounsditch Precinct	6			
361	10392	853			Hounsditch Precinct	12			
361	10393	854			Hounsditch Precinct	12			
361	10394	855			Hounsditch Precinct	8			
361	10395	856			Hounsditch Precinct	4			
361	10396	857			Hounsditch Precinct	5			
361	10397	858			Hounsditch Precinct	10			
361	10398	859			Hounsditch Precinct	6			
361	10399	860			Hounsditch Precinct	6			
361	10400	861			Hounsditch Precinct	6			
361	10401	862			Hounsditch Precinct	6			
361	10402	863			Hounsditch Precinct	6			
361	10403	864			Hounsditch Precinct	3			
361		865			Hounsditch Precinct	4			blank
361	10404	866			Hounsditch Precinct	6			
361	10405	867			Hounsditch Precinct	3			
361	10406	868			Hounsditch Precinct	3
361	10407	869			Hounsditch Precinct	3
361	10408	870			Hounsditch Precinct	3
361	10409	871			Hounsditch Precinct	3
361	10410	872			Hounsditch Precinct	12
361	10411	873			Hounsditch Precinct	10
361	10412	874			High St Precinct	4
361	10413	875			High St Precinct	8
361	10414	876			High St Precinct	30
361	10415	877			High St Precinct	10
361	10416	878			High St Precinct	20
361	10417	879			High St Precinct	10
361	10418	880			High St Precinct	3
361	10419	881			High St Precinct	3
361	10420	882			High St Precinct	
361	10421	883			High St Precinct	5
361	10422	884			High St Precinct	4
361	10423	885			High St Precinct	3
361	10424	886			High St Precinct	
361	10425	887			High St Precinct	2
361	10426	888			High St Precinct	5
361	10427	889			High St Precinct	5
361	10428	890			High St Precinct	5
361	10429	891			High St Precinct	3
361	10430	892			High St Precinct	4
361	10431	893			High St Precinct	
361	10432	894			High St Precinct	6
361	10433	895			High St Precinct	16
361	10434	896			High St Precinct	2
361	10435	897			High St Precinct	2
361	10436	898			High St Precinct	2
361	10437	899			High St Precinct	2
361	10438	900			High St Precinct	2
361	10439	901			High St Precinct	2
361	10440	902			High St Precinct	2
361	10441	903			High St Precinct	2
361	10442	904			High St Precinct	2
361	10443	905			High St Precinct	2
361	10444	906			High St Precinct	2
361	10445	907			High St Precinct	2
361	10446	908			High St Precinct	2
361	10447	909			High St Precinct	2
361	10448	910			High St Precinct	10
361	10449	911			High St Precinct	6
361	10450	912			High St Precinct	2
361	10451	913			High St Precinct	2
361	10452	914			High St Precinct	2
361	10453	915			High St Precinct	4
361	10454	916			High St Precinct	2			
361	10455	917			High St Precinct	2			
361	10456	918			High St Precinct	2			
361	10457	919			High St Precinct	2			
361	10458	920			High St Precinct	2			
361	10459	921			High St Precinct	2			
361	10460	922			High St Precinct	1			
361	10461	923			High St Precinct	2			
361	10462	924			High St Precinct	2			
361	10463	925			High St Precinct	5			
361	10464	926			High St Precinct	10			
361	10465	927			High St Precinct	10			
361	10466	928	shop		High St Precinct	2			shop
361	10467	929			High St Precinct	6			
361	10468	930			High St Precinct	1			
361	10469	931			High St Precinct	8			
361	10470	932	shop		High St Precinct	1			a shop
361	10471	933			High St Precinct	3			
361	10472	934			High St Precinct	2			
361	10473	935			High St Precinct	2			
361	10474	936			High St Precinct	2			
361	10475	937			High St Precinct	2			
361	10476	938			High St Precinct	2			
361	10477	939			High St Precinct	2			
361	10478	940			High St Precinct	2			
361	10479	941			High St Precinct	2			
361	10480	942			High St Precinct	2			
361	10481	943			High St Precinct	2			
361	10482	944			High St Precinct	2			
361	10483	945			High St Precinct	2			
361	10484	946			High St Precinct	2			
361	10485	947			High St Precinct	2			
361	10486	948			High St Precinct	2
361	10487	949			High St Precinct	2
361	10488	950			High St Precinct	2
361	10489	951			High St Precinct	2
361	10490	952			High St Precinct	2
361	10491	953			High St Precinct	2
361	10492	954			High St Precinct	2
361	10493	955			High St Precinct	4
361	10494	956			High St Precinct	16
361	10495	957			High St Precinct	1
361	10496	958			High St Precinct	6
361	10497	959			High St Precinct	16
361	10498	960			High St Precinct	3
361	10499	961			High St Precinct	30
361	10500	962			High St Precinct	8
361	10501	963			High St Precinct	2
361	10502	964			High St Precinct	8			
361	10503	965			High St Precinct	2			
361	10504	966			High St Precinct	4			
361	10505	967			High St Precinct	2			
361	10506	968			High St Precinct	8			
361	10507	969			High St Precinct	8			
361	10508	970			High St Precinct	10			
361	10509	971			High St Precinct	20			
361		972	shop		High St Precinct	20			pid10510 and 10511 listed jointly; a shop
361	10512	973			High St Precinct	6			
361	10513	974			High St Precinct	12			
361	10514	975			High St Precinct	10			
361	10515	976			High St Precinct	8			
361	10516	977			High St Precinct	8			
361	10517	978			High St Precinct	8			
361	10518	979			High St Precinct	2			
361	10519	980			High St Precinct	8			
361	10520	981			High St Precinct				surname might be Harridavie
361	10521	982			High St Precinct	6			
361	10522	983			High St Precinct	8			
361	10523	984			High St Precinct				
361	10524	985			High St Precinct				
361	10525	986			High St Precinct				
361	10526	987			High St Precinct	2			
361	10527	988			High St Precinct	3			
361	10528	989			High St Precinct	4			
361	10529	990			High St Precinct				
361	10530	991			High St Precinct	6			
361	10531	992			High St Precinct				
361	10532	993			High St Precinct				
361	10533	994			High St Precinct	4			
361	10534	995			High St Precinct	6			
361	10535	996			High St Precinct	5			
361	10536	997			High St Precinct	8			
361		998	tenements		High St Precinct	30			3 Kings Alley consisting of - tenements
361	10537	999			High St Precinct	8			
361	10538	1000			High St Precinct	3			
361	10539	1001			High St Precinct	2			
361	10540	1002			High St Precinct	10			
361	10541	1003			High St Precinct	4			
361	10542	1004			High St Precinct	4			
361	10543	1005			High St Precinct	10			
361	10544	1006			High St Precinct	6			
361	10545	1007			High St Precinct	4			
361	10546	1008			High St Precinct	12			
361	10547	1009			High St Precinct	14			
361	10548	1010			High St Precinct	2			
361	10549	1011			High St Precinct	2			
361	10550	1012			High St Precinct	2
361	10551	1013			High St Precinct	2
361	10552	1014			High St Precinct	6
361	10553	1015			High St Precinct	8
361	10554	1016			High St Precinct	3
361	10555	1017			High St Precinct	8
361	10556	1018			High St Precinct	2
361	10557	1019			High St Precinct	2
361	10558	1020			High St Precinct	2
361	10559	1021			High St Precinct	2
361	10560	1022			High St Precinct	2
361	10561	1023			High St Precinct	2
361	10562	1024			High St Precinct	2
361	10563	1025			High St Precinct	2
361	10564	1026			High St Precinct	2
361	10565	1027			High St Precinct	2
361	10566	1028			High St Precinct	2
361	10567	1029			High St Precinct	2
361	10568	1030			High St Precinct	2
361	10569	1031			High St Precinct	2
361	10570	1032			High St Precinct	2
361	10571	1033			High St Precinct	2
361	10572	1034			High St Precinct	2
361	10573	1035			High St Precinct	2
361	10574	1036			High St Precinct	2
361	10575	1037			High St Precinct	5
361	10576	1038			High St Precinct	4
361	10577	1039			High St Precinct	3
361	10578	1040			High St Precinct	3
361	10579	1041			High St Precinct	8
361	10580	1042			High St Precinct	
361	10581	1043			High St Precinct	8
361	10582	1044			High St Precinct	3
361	10583	1045			High St Precinct	3
361	10584	1046			High St Precinct	4
361	10585	1047			High St Precinct	
361	10586	1048			High St Precinct	2
361	10587	1049			High St Precinct	
361	10588	1050			High St Precinct	1
361	10589	1051			High St Precinct	10
361	10590	1052			High St Precinct	10
361	10591	1053			High St Precinct	3
361	10592	1054			High St Precinct	3
361	10593	1055			High St Precinct	4
361	10594	1056			High St Precinct	2
361	10595	1057			High St Precinct	10
361	10596	1058			High St Precinct	5
361	10597	1059			High St Precinct	3
361	10598	1060			High St Precinct	6
361	10599	1061			High St Precinct	8
361	10600	1062			High St Precinct	8
361	10601	1063			High St Precinct	8
361	10602	1064			High St Precinct	8
361	10603	1065			High St Precinct	8
361	10604	1066			High St Precinct	4
361	10605	1067			High St Precinct	5
361	10606	1068			High St Precinct	10
361	10607	1069			High St Precinct	8
361	10608	1070			High St Precinct	8
361	10609	1071			High St Precinct	8
361	10610	1072			High St Precinct	2
361	10611	1073			High St Precinct	14
361	10612	1074			The Barrs Precinct	3
361	10613	1075			The Barrs Precinct	3
361	10614	1076			The Barrs Precinct	3
361	10615	1077			The Barrs Precinct	2
361	10616	1078			The Barrs Precinct	1
361	10617	1079			The Barrs Precinct	1
361	10618	1080			The Barrs Precinct	2
361	10619	1081			The Barrs Precinct	2
361	10620	1082			The Barrs Precinct	
361	10621	1083			The Barrs Precinct	4
361	10622	1084			The Barrs Precinct	
361	10623	1085			The Barrs Precinct	3
361	10624	1086			The Barrs Precinct	3
361	10625	1087			The Barrs Precinct	3
361	10626	1088			The Barrs Precinct	8
361	10627	1089			The Barrs Precinct	
361	10628	1090			The Barrs Precinct	12
361	10629	1091			The Barrs Precinct	3
361	10630	1092			The Barrs Precinct	10
361	10631	1093			The Barrs Precinct	2
361	10632	1094			The Barrs Precinct	2
361	10633	1095			The Barrs Precinct	2
361	10634	1096			The Barrs Precinct	12
361	10635	1097			The Barrs Precinct	12
361	10636	1098			The Barrs Precinct	4
361	10637	1099			The Barrs Precinct	4
361	10638	1100			The Barrs Precinct	5
361	10639	1101			The Barrs Precinct	4
361	10640	1102			The Barrs Precinct	10
361	10641	1103			The Barrs Precinct	10
361	10642	1104			The Barrs Precinct	10
361	10643	1105			The Barrs Precinct	6
361		1106			The Barrs Precinct	3
361	10644	1107			The Barrs Precinct	3
361	10645	1108			The Barrs Precinct	4
361	10646	1109			The Barrs Precinct	5
361	10647	1110			The Barrs Precinct	
361	10648	1111			The Barrs Precinct	5
361	10649	1112			The Barrs Precinct	6
361	10650	1113			The Barrs Precinct	8
361	10651	1114			The Barrs Precinct	4
361	10652	1115			The Barrs Precinct	3
361	10653	1116			The Barrs Precinct	3
361	10654	1117			The Barrs Precinct	5
361	10655	1118			The Barrs Precinct	6
361	10656	1119			The Barrs Precinct	6
361	10657	1120			The Barrs Precinct	8
361	10658	1121			The Barrs Precinct	
361	10659	1122			The Barrs Precinct	10
361	10660	1123			The Barrs Precinct	8
361	10661	1124			The Barrs Precinct	8			
361	10662	1125			The Barrs Precinct	10			
361	10663	1126			The Barrs Precinct	8			surname might be Charvill
361	10664	1127			The Barrs Precinct	4			
361	10665	1128			The Barrs Precinct	6			
361	10666	1129	shop		The Barrs Precinct				a shop
361	10667	1130			The Barrs Precinct	6			
361	10668	1131			The Barrs Precinct	5			
361	10669	1132	shop		The Barrs Precinct	8			a shop
361	10670	1133			The Barrs Precinct				
361	10671	1134			The Barrs Precinct	6			
361	10672	1135			The Barrs Precinct	5			
361	10673	1136			The Barrs Precinct	10			
361	10674	1137			The Barrs Precinct				
361	10675	1138			The Barrs Precinct				
361	10676	1139			The Barrs Precinct	3			
361	10677	1140			The Barrs Precinct	4
361	10678	1141			The Barrs Precinct	4
361	10679	1142			The Barrs Precinct	4
361	10680	1143			The Barrs Precinct	3
361	10681	1144			The Barrs Precinct	2
361	10682	1145			The Barrs Precinct	3
361	10683	1146			The Barrs Precinct	
361	10684	1147			The Barrs Precinct	4
361	10685	1148			The Barrs Precinct	
361	10686	1149			The Barrs Precinct	
361	10687	1150			The Barrs Precinct	2
361	10688	1151			The Barrs Precinct	
361	10689	1152			The Barrs Precinct	3
361	10690	1153			The Barrs Precinct	6
361	10691	1154			The Barrs Precinct	3
361	10692	1155			The Barrs Precinct	
361	10693	1156			The Barrs Precinct	2
361	10694	1157			The Barrs Precinct	2
361	10695	1158			The Barrs Precinct	2
361	10696	1159			The Barrs Precinct	4
361	10697	1160			The Barrs Precinct	4
361	10698	1161			The Barrs Precinct	4
361	10699	1162			The Barrs Precinct	
361	10700	1163			The Barrs Precinct	3
361	10701	1164			The Barrs Precinct	3
361	10702	1165			The Barrs Precinct	
361	10703	1166			The Barrs Precinct	3
361	10704	1167			The Barrs Precinct	1
361	10705	1168			The Barrs Precinct	
361	10706	1169			The Barrs Precinct	5
361	10707	1170			The Barrs Precinct	3
361	10708	1171			The Barrs Precinct	5
361	10709	1172			The Barrs Precinct	4			
361	10710	1173			The Barrs Precinct	2			
361	10711	1174			The Barrs Precinct	6			
361	10712	1175			The Barrs Precinct	2			
361	10713	1176			The Barrs Precinct	6			
361	10714	1177			The Barrs Precinct	3			
361	10715	1178			The Barrs Precinct				
361	10716	1179			The Barrs Precinct	2			William Huett and
361	10717	1180			The Barrs Precinct				
361	10718	1181			The Barrs Precinct	2			
361	10719	1182			The Barrs Precinct	2			
361	10720	1183			The Barrs Precinct	2			
361	10721	1184			The Barrs Precinct				
361	10722	1185			The Barrs Precinct	2			
361	10723	1186			The Barrs Precinct	2			
361	10724	1187			The Barrs Precinct				
361	10725	1188			The Barrs Precinct	2
361	10726	1189			The Barrs Precinct	3
361	10727	1190			The Barrs Precinct	3
361	10728	1191			The Barrs Precinct	3
361	10729	1192			The Barrs Precinct	3
361	10730	1193			The Barrs Precinct	3
361	10731	1194			The Barrs Precinct	3
361	10732	1195			The Barrs Precinct	3
361	10733	1196			The Barrs Precinct	3
361	10734	1197			The Barrs Precinct	3
361	10735	1198			The Barrs Precinct	2
361	10736	1199			The Barrs Precinct	4
361	10737	1200			The Barrs Precinct	
361	10738	1201			The Barrs Precinct	1
361	10739	1202			The Barrs Precinct	2
361	10740	1203			The Barrs Precinct	
361	10741	1204			The Barrs Precinct	2
361	10742	1205			The Barrs Precinct	3
361	10743	1206			The Barrs Precinct	3
361	10744	1207			The Barrs Precinct	
361	10745	1208			The Barrs Precinct	4
361	10746	1209			The Barrs Precinct	
361	10747	1210			The Barrs Precinct	4
361	10748	1211			The Barrs Precinct	2
361	10749	1212			The Barrs Precinct	2
361	10750	1213			The Barrs Precinct	3
361	10751	1214			The Barrs Precinct	3
361	10752	1215			The Barrs Precinct	3
361	10753	1216			The Barrs Precinct	3
361	10754	1217			The Barrs Precinct	3
361	10755	1218			The Barrs Precinct	3
361	10756	1219			The Barrs Precinct	3
361	10757	1220			The Barrs Precinct	3
361	10758	1221			The Barrs Precinct	8
361	10759	1222			The Barrs Precinct	8
361	10760	1223			The Barrs Precinct	8
361	10761	1224			The Barrs Precinct	8
361	10762	1225			The Barrs Precinct	6
361	10763	1226			The Barrs Precinct	
361	10764	1227			The Barrs Precinct	8
361	10765	1228			The Barrs Precinct	3
361	10766	1229			The Barrs Precinct	3
361	10767	1230			The Barrs Precinct	3
361	10768	1231			The Barrs Precinct	3
361	10769	1232			The Barrs Precinct	
361	10770	1233			The Barrs Precinct	3
361	10771	1234			The Barrs Precinct	8
361	10772	1235			The Barrs Precinct	8
361	10773	1236			The Barrs Precinct	10
361	10774	1237			Tower Hill Precinct	2
361	10775	1238			Tower Hill Precinct	3
361	10776	1239			Tower Hill Precinct	
361	10777	1240			Tower Hill Precinct	
361	10778	1241			Tower Hill Precinct	3
361	10779	1242			Tower Hill Precinct	5
361	10780	1243			Tower Hill Precinct	5
361	10781	1244			Tower Hill Precinct	2
361	10782	1245			Tower Hill Precinct	8
361	10783	1246			Tower Hill Precinct	2
361	10784	1247			Tower Hill Precinct	2
361	10785	1248			Tower Hill Precinct	2
361	10786	1249			Tower Hill Precinct	
361	10787	1250			Tower Hill Precinct	
361	10788	1251			Tower Hill Precinct	2
361	10789	1252			Tower Hill Precinct	3			
361	10790	1253			Tower Hill Precinct	5			
361	10791	1254			Tower Hill Precinct	5			
361	10792	1255			Tower Hill Precinct	12			
361	10793	1256			Tower Hill Precinct	15			
361		1257	rents		Tower Hill Precinct	30			"Squirrel Alley rents, consisting of"
361	10794	1258			Tower Hill Precinct	14			
361	11386	1259	rents		east smithfield	20			"Bridgehouse rents, consisting of ; is Bridgehouse a person or place?"
361	10795	1260			Tower Hill Precinct	6			
361	10796	1261			Tower Hill Precinct	8			
361	10797	1262			Tower Hill Precinct	10			
361	10798	1263			Tower Hill Precinct				
361	10799	1264			Tower Hill Precinct	3			
361	10800	1265			Tower Hill Precinct	8			
361	10801	1266			Tower Hill Precinct	8			
361	10802	1267			Tower Hill Precinct	8			
361	10803	1268			Tower Hill Precinct	3			
361	10804	1269			Tower Hill Precinct	4			
361	10805	1270			Tower Hill Precinct	8			
361	10806	1271			Tower Hill Precinct	5			
361	10807	1272			Tower Hill Precinct	5			
361	10808	1273			Tower Hill Precinct	8			
361	10809	1274			Tower Hill Precinct				
361	10810	1275			Tower Hill Precinct	8			
361	10811	1276			Tower Hill Precinct				
361	10812	1277			Tower Hill Precinct	1			
361	10813	1278			Tower Hill Precinct				surname might be Toiney
361	10814	1279			Tower Hill Precinct				
361	10815	1280			Tower Hill Precinct	30			
361	10816	1281			Tower Hill Precinct	4			
361	10817	1282			Tower Hill Precinct	2			
361	10818	1283			Tower Hill Precinct	4			
361	10819	1284			Tower Hill Precinct	20			
361	10820	1285			Tower Hill Precinct				
361	10821	1286			Tower Hill Precinct				
361	10822	1287			Tower Hill Precinct	5			
361	10823	1288			Tower Hill Precinct	4			
361	10824	1289			Tower Hill Precinct	5			
361	10825	1290			Tower Hill Precinct	10			
361	10826	1291			Tower Hill Precinct				
361	10827	1292			Tower Hill Precinct	8			
361	10828	1293			Tower Hill Precinct	8			
361	10829	1294			Tower Hill Precinct	3			
361	10830	1295			Tower Hill Precinct	3			
361	10831	1296			Tower Hill Precinct	5			
361		1297	tenements		Tower Hill Precinct	60			Red Lyon Allie consisting of 30 tenements or more 
361	10832	1298			Tower Hill Precinct	8			
361	10833	1299			Tower Hill Precinct	12			
361	10834	1300			Tower Hill Precinct				
361	10835	1301			Tower Hill Precinct	10			
361	10836	1302			Tower Hill Precinct				
361	10837	1303			Tower Hill Precinct	10			
361	10838	1304			Tower Hill Precinct	10			
361		1305	tenements		Tower Hill Precinct	50			Redgate Yard consisting of 28 tenements
361	10839	1306			Tower Hill Precinct	5			
361	10840	1307			Tower Hill Precinct	8			
361	10841	1308			Tower Hill Precinct	2			
361	10842	1309			Tower Hill Precinct	3			
361	10843	1310			Tower Hill Precinct	5			
361	10844	1311			Tower Hill Precinct	3			
361	10845	1312			Tower Hill Precinct	3			
361	10846	1313			Tower Hill Precinct	4			
361	10847	1314			Tower Hill Precinct	6			
361	10848	1315			Tower Hill Precinct	3			
361	10849	1316			Tower Hill Precinct	5			
361	10850	1317			Tower Hill Precinct				
361		1318	tenements		Tower Hill Precinct	30			Bell Alley consisting of 14 tenements
361		1319	tenements		Tower Hill Precinct	40			Blue Anchor Alley consisting of 24 tenements
361	10851	1320			Tower Hill Precinct	2			
361	10852	1321			Tower Hill Precinct	3			
361	10853	1322			Tower Hill Precinct	3			surname might be Nonisse
361	10854	1323			Tower Hill Precinct	2			
361	10855	1324			Tower Hill Precinct	3			
361	10856	1325			Tower Hill Precinct	3			
361	10857	1326			Tower Hill Precinct	3			
361	10858	1327	almshouses		Tower Hill Precinct				Marchant Taylours Almshouses
361	10859	1328			Tower Hill Precinct	6			
361	10860	1329			Tower Hill Precinct				
361	10861	1330			Tower Hill Precinct	2			
361	10862	1331			Tower Hill Precinct	2			
361	10863	1332			Tower Hill Precinct	2			
361	10864	1333			Tower Hill Precinct	2			
361	10865	1334			Tower Hill Precinct	2			
361	10866	1335			Tower Hill Precinct	3			
361	10867	1336			Tower Hill Precinct	3			
361	10868	1337			Tower Hill Precinct	4			
361	10869	1338			Tower Hill Precinct	2			
361	10870	1339			Tower Hill Precinct				
361	10871	1340			Tower Hill Precinct	3			
361	10872	1341			Tower Hill Precinct	5			
361	10873	1342			Tower Hill Precinct	5			
361	10874	1343			Tower Hill Precinct	4			
361	10875	1344			Tower Hill Precinct	4			
361	10876	1345			Tower Hill Precinct	4			
361	10877	1346			Tower Hill Precinct	2			surname might be Morris
361	10878	1347	rents		Tower Hill Precinct	15			Hunters Rents consisting of 5 tenements; is Hunter a person or place?
361	10879	1348			Tower Hill Precinct	6			
361	10880	1349			Tower Hill Precinct	3			
361	10881	1350			Tower Hill Precinct	18			
361	10882	1351			Tower Hill Precinct	6			
361	10883	1352			Tower Hill Precinct	6			
361	10884	1353			Tower Hill Precinct	3			
361	10885	1354			Tower Hill Precinct	12			
361	10886	1355			Tower Hill Precinct	3			
361	10885	1356	rents		Tower Hill Precinct	12			Hubberstey's Rents consisting of 5 tenements; Hubbersty treated as same as tithe record 761
361	10887	1357			Tower Hill Precinct	6			
361	10888	1358			Tower Hill Precinct	6			
361	10889	1359			Tower Hill Precinct	4			
361	10890	1360			Tower Hill Precinct	5			
361	10891	1361			Tower Hill Precinct	5			
361	10892	1362			Tower Hill Precinct	5			
361	10893	1363			Tower Hill Precinct	5			
361		1364			Tower Hill Precinct	5			Blank
361	10894	1365			Tower Hill Precinct	8			
361	10895	1366			Tower Hill Precinct	5			
361	10896	1367			Tower Hill Precinct	10			surname might be Addisse
361	10897	1368			Tower Hill Precinct	10			
361	10898	1369			Tower Hill Precinct	5			
361	10899	1370			Tower Hill Precinct	3			
361	10900	1371			Tower Hill Precinct	10			
361	10901	1372			Tower Hill Precinct	2			
361	10902	1373			Tower Hill Precinct	2			
361	10903	1374			Tower Hill Precinct	2			
361	10904	1375			Tower Hill Precinct	3			
361	10905	1376			Tower Hill Precinct	3			
361	10906	1377			Tower Hill Precinct	4			
361	10907	1378			Tower Hill Precinct	6			
361	10908	1379			Tower Hill Precinct	8			
361	10909	1380	rents		Tower Hill Precinct	18			Banks his rents consisting of 9 tenements
361	10909	1381	house and yard		Tower Hill Precinct	10			his house and yard
361	10910	1382			Tower Hill Precinct	6			
361	10911	1383			Tower Hill Precinct	3			
361	10912	1384			Tower Hill Precinct	3			
361	10913	1385			Tower Hill Precinct	3			
361	10914	1386			Tower Hill Precinct	6			
361	10915	1387			Tower Hill Precinct	8			
361	10916	1388			Tower Hill Precinct	3			
361	10917	1389			Tower Hill Precinct	3			
361	10918	1390			Tower Hill Precinct	3			
361	10919	1391			Tower Hill Precinct				
361	10920	1392			Tower Hill Precinct	8			
361	10921	1393			Tower Hill Precinct	3			
361	10922	1394			Tower Hill Precinct	3			
361	10923	1395			Tower Hill Precinct	8			
361	10924	1396			Tower Hill Precinct	10
361	10925	1397			Tower Hill Precinct	5
361	10926	1398			Tower Hill Precinct	2
361	10927	1399			Tower Hill Precinct	2
361	10928	1400			Tower Hill Precinct	3
361	10929	1401			Tower Hill Precinct	3
361	10930	1402			Tower Hill Precinct	3
361	10931	1403			Tower Hill Precinct	3
361	10932	1404			Tower Hill Precinct	6
361	10933	1405			Tower Hill Precinct	10
361	10934	1406			Tower Hill Precinct	8
361	10935	1407			Tower Hill Precinct	6
361	10936	1408			Tower Hill Precinct	3
361	10937	1409			Tower Hill Precinct	6
361	10938	1410			Tower Hill Precinct	10
361	10939	1411			Tower Hill Precinct	8
361	10940	1412			Tower Hill Precinct	12			
361	10941	1413			Tower Hill Precinct	14			
361		1414			Tower Hill Precinct				East Smithfield
361	10942	1415			east smithfield	2			
361	10943	1416			east smithfield	2			
361	10944	1417			east smithfield	2			
361	10945	1418			east smithfield				
361	10946	1419			east smithfield	2			
361	10947	1420			east smithfield	2			
361	10948	1421			east smithfield				
361	10949	1422			east smithfield	2			
361	10950	1423			east smithfield	2			
361	10951	1424			east smithfield	2			
361	10952	1425			east smithfield	3			
361	10953	1426			east smithfield	3			
361	10954	1427			east smithfield	2			
361	10955	1428			east smithfield	3			
361	10956	1429			east smithfield	4			
361	10957	1430			east smithfield	3			
361	10958	1431			east smithfield	2			
361	10959	1432			east smithfield	3			
361	10960	1433			east smithfield	4			
361	10961	1434			east smithfield	3			
361	10962	1435			east smithfield	3			
361	10963	1436			east smithfield	3			
361	10964	1437			east smithfield	2			
361	10965	1438			east smithfield	2			
361	10966	1439			east smithfield	2			surname might be Pavie
361	10967	1440			east smithfield	2			
361	10968	1441			east smithfield	2			
361	10969	1442			east smithfield	2			
361	10970	1443			east smithfield	2			
361	10971	1444			east smithfield	2
361	10972	1445			east smithfield	
361	10973	1446			east smithfield	2
361	10974	1447			east smithfield	2
361	10975	1448			east smithfield	2
361	10976	1449			east smithfield	2
361	10977	1450			east smithfield	
361	10978	1451			east smithfield	2
361	10979	1452			east smithfield	
361	10980	1453			east smithfield	3
361	10981	1454			east smithfield	4
361	10982	1455			east smithfield	
