par_list_id	doc_id	pid	global_prop_id	assessement	week_assess	notes
962	551	56473		17s 4d		
963	551	56474		13s 		
964	551	56475		8s 8d		
965	551	56476		8s 8d		
966	551	56477		17s 4d		
967	551	56478		8s 8d		
968	551	56479		4s 4d		
969	551	56480		8s 8d		
970	551	56481		8s 8d		
971	551	56482		8s 8d		
972	551	56483		£1 1s 8d		
973	551	56484		8s 8d		
974	551	56485		8s 8d		
975	551	56486		8s 8d		
976	551	56487		8s 8d		
977	551	56488		4s 4d		
978	551	56489		8s 8d		no values
979	551	56490		8s 8d		
980	551	56491		£1 1s 8d		
981	551	56492		g13s		listed jointly with pid56496
982	551	56493		2s 		inserted later
983	551	56494		g13s		listed jointly with pid56456
984	551	56495		g8s 8d		listed jointly with pid56471
985	551	56496		g13s		listed jointly with pid56492
986	552	56497		17s 4d	4d	
987	552	56498		13s 	3d	
988	552	56499		8s 8d	2d	
989	552	56500		4s 4d	1d	
990	552	56501		13s 	3d	
991	552	56502		4s 4d	1d	
992	552	56503		17s 4d	4d	
993	552	56504		£5 4s 	2s	
994	552	56505		17s 4d	4d	
995	552	56506		4s 4d	1d	
996	552	56507		8s 8d	2d	
997	552	56508		4s 4d	1d	
998	552	56509		4s 4d	1d	sic Deardes
999	552	56510		4s 4d	1d	
1000	552	56511		1s 6d	6d	
1001	552	56512		13s 	3d	
1002	552	56513		8s 8d	2d	
1003	552	56514		17s 4d	4d	
1004	552	56515		4s 4d	1d	
1005	552	56516		4s 4d	1d	
1006	552	56517		4s 4d	1d	
1007	552	56518		4s 4d	1d	
1008	552	56519		8s 8d	2d	
1009	552	56520		g13s 	3d	& ptner
1010	552	56521		8s 8d	2d	
1011	552	56522		8s 8d	2d	
1012	552	56523		13s 	3d	
1013	552	56524		4s 4d	1d	
1014	552	56525		8s 8d	2d	
1015	552	56526		17s 4d	4d	
1016	552	56527		8s 8d	2d	sic Pitchford
1017	552	56528		4s 4d	1d	
1018	552	56529		4s 4d	1d	
1019	552	56530		g4s 4d	1d	& ptner
1020	552	56531		4s 4d	1d	
1021	552	56532		8s 8d	2d	
1022	552	56533		£1 1s 8d	5d	
1023	552	56534		4s 4d	1d	
1024	552	56535		8s 8d	2d	
1025	552	56536		8ss 8d	2d	
1026	552	56537		8s 8d	2d	
1027	552	56538		4s 4d	1d	
1028	552	56539		8s 8d	2d	
1029	552	56540		£1 1s 8d	5d	
1030	552	56541		g13s 	3d	& ptner
1031	552	56542		8s 8d	2d	
1032	553	56586		17s 4d	4d	
1033	553	56587		13s 	3d	
1034	553	56588		8s 8d	2d	
1035	553	56589		4s 4d	1d	
1036	553	56590		13s 	3d	
1037	553	56591		4s 4d	1d	
1038	553	56592		17s 4d	4d	
1039	553	56593		£5 4s 	2s	
1040	553	56594		8s 8d	2d	
1041	553	56595		4s 4d	1d	
1042	553	56596		8s 8d	2d	
1043	553	56597		4s 4d	1d	
1044	553	56598		4s 4d	1d	
1045	553	56599		1s 6d	6d	
1046	553	56600		13s 	3d	
1047	553	56601		8s 8d	2d	
1048	553	56602		17s 4d	4d	
1049	553	56603		4s 4d	1d	
1050	553	56604		4s 4d	1d	
1051	553	56605		 		
1052	553	56606		 		
1053	553	56607		8s 8d	2d	sic Basse?
1054	553	56608		13s 	3d	
1055	553	56609		8s 8d	2d	
1056	553	56610		g8s 8d	g2d	& ptner
1057	553	56611		13s 	3d	
1058	553	56612		4s 4d	1d	
1059	553	56613		8s 8d	2d	
1060	553	56614		17s 4d	4d	
1061	553	56615		8s 8d	2d	
1062	553	56616		4s 4d	1d	
1063	553	56617		4s 4d	1d	
1064	553	56618		4s 4d	1d	
1065	553	56619		8s 8d	2d	
1066	553	56620		£1 1s 8d	5d	
1067	553	56621		8s 8d	2d	
1068	553	56622		8s 8d	2d	
1069	553	56623		8s 8d	2d	
1070	553	56624		4s 4d	1d	
1071	553	56625		4s 4d	1d	
1072	553	56626		8s 8d	2d	
1073	553	56627		£1 1s 8d	5d	
1074	553	56628		g13s 	g3d	& ptner
1075	554	56629		5s 4d		
1076	554	56630		4s 		
1077	554	56631		4s 8d		
1078	554	56632		4s 		
1079	554	56633		1s 		shope
1080	554	56634		6s 		
1081	554	56635		5s 4d		
1082	554	56636		6s 8d		
1083	554	56637		6s 		
1084	554	56638		4s 		
1085	554	56639		4s 		
1086	554	56640		2s 8d		
1087	554	56641		2s 8d		
1088	554	56642		2s 8d		
1089	554	56643		2s 8d		
1090	554	56644		1s 4d		
1091	554	56645		5s 4d		
1092	554	56646		6s 8d		
1093	554	56647		4s 		
1094	554	56648		4s 		
1095	554	56649		5s 4d		sic Behoutle
1096	554	56650		2s 8d		
1097	554	56651		2s 8d		
1098	554	56652		2s 8d		
1099	554	56653		2s 8d		
1100	554	56654		5s 		
1101	554	56655		5s 4d		
1102	554	56656		4s 		
1103	554	56657		2s 		
1104	554	56658		5s 4d
1105	554	56659		4s 
1106	554	56660		4s 
1107	554	56661		4s 
1108	554	56662		4s 8d
1109	554	56663		4s 
1110	554	56664		3s 4d
1111	554	56665		3s 4d
1112	554	56666		4s 
1113	554	56667		5s 
1114	554	56668		4s 8d
1115	554	56669		4s 
1116	554	56670		4s 8d
1117	554	56671		4s 
1118	554	56672		2s 8d
1119	554	56673		2s 8d
1120	554	56674		2s 8d		
1121	554	56675		2s 8d		
1122	554	56676		3s 4d		
1123	554	56677		6s 		
1124	554	56678		1s 4d		shope
1125	554	56679		2s 		shope
1126	554	56680		2s 8d		2 shopes in one
1127	554	56681		s 8d		
1128	554	56682		1s 4d		his shope
1129	554	56683		1s 4d		his shope
1130	554	56684		1s 4d		shope
1131	554	56685		1s 		shope
1132	555	56686		£1 1s 8d	5d	
1133	555	56687		8s 8d	2d	
1134	555	56688		8s 8d	2d	
1135	555	56689		4s 4d	1d	
1136	555	56690		17s 4d	4d
1137	555	56691		4s 4d	1d
1138	555	56692		£1 1s 8d	5d
1139	555	56693		£5 4s 	2s
1140	555	56694		8s 8d	2d
1141	555	56695		8s 8d	2d
1142	555	56696		4s 4d	1d
1143	555	56697		1s 6d	6d
1144	555	56698		13s 	3d
1145	555	56699		8s 8d	2d
1146	555	56700		17s 4d	4d
1147	555	56701		4s 4d	1d
1148	555	56702		4s 4d	1d
1149	555	56703		4s 4d	1d
1150	555	56704		4s 4d	1d
1151	555	56705		13s 	3d
1152	555	56706		13s 	3d	
1153	555	56707		8s 8d	2d	
1154	555	56708		g13s 	3d	& pt
1155	555	56709		8s 8d	2d	
1156	555	56710		8s 8d	2d	
1157	555	56711		4s 4d	1d	
1158	555	56712		13s 	3d	
1159	555	56713		4s 4d	1d	
1160	555	56714		4s 4d	1d	
1161	555	56715		4s 4d	1d	
1162	555	56716		8s 8d	2d	
1163	555	56717		g8s 8d	2d	& ptnr
1164	555	56718		g8s 8d	2d	& pt
1165	555	56719		8s 8d	2d	
1166	555	56720		8s 8d	2d	
1167	555	56721		13s 	3d	
1168	555	56722		4s 4d	1d	
1169	555	56723		4s 4d	1d	
1170	555	56724		£1 1s 8d	5d	
1171	555	56725		g17s 4d	4d	& pt
1172	556	56726		£1 1s 8d	5d	
1173	556	56727		8s 8d	2d	
1174	556	56728		13s 	3d	
1175	556	56729		4s 4d	1d	
1176	556	56730		17s 4d	4d	
1177	556	56731		4s 4d	1d	
1178	556	56732		£1 1s 8d	5d	
1179	556	56733		£5 4s 	2s	
1180	556	56734		8s 8d	2d	
1181	556	56735		8s 8d	2d	
1182	556	56736		8s 8d	2d	
1183	556	56737		1s 6d	6d	
1184	556	56738		13s 	3d	
1185	556	56739		8s 8d	2d	
1186	556	56740		17s 4d	4d	
1187	556	56741		4s 4d	1d	
1188	556	56742		4s 4d	1d	
1189	556	56743		13s 	3d	
1190	556	56744		8s 8d	2d	
1191	556	56745		8s 8d	2d	
1192	556	56746		g13s	g3d	listed jointly with pid56764
1193	556	56747		8s 8d	2d	
1194	556	56748		13s	3d	
1195	556	56749		8s 8d	2d	
1196	556	56750		13s 	3d	
1197	556	56751		4s 4d	1d	
1198	556	56752		8s 8d	2d	
1199	556	56753		4s 4d	1d	
1200	556	56754		13s 	3d	
1201	556	56755		8s 8d	2d	
1202	556	56756		8s 8d	2d	
1203	556	56757		8s 8d	2d	
1204	556	56758		13s 	3d	
1205	556	56759		4s 4d	1d	
1206	556	56760		4ss 4d	1d	
1207	556	56761		4s 4d	1d	
1208	556	56762		13s 	3d	
1209	556	56763		4s 4d	1d	
1210	556	56764		g13s	g3d	listed jointly with pid56746
1211	557	56765		£1 1s 8d	5d	
1212	557	56766		4s 4d	1d	
1213	557	56767		4s 4d	1d	
1214	557	56768		13s 	3d	
1215	557	56769		4s 4d	1d	
1216	557	56770		17s 4d	4d	star before this entry
1217	557	56771		4s 4d	1d	
1218	557	56772		£1 1s 8d	5d	
1219	557	56773		£5 4s 	2s	
1220	557	56774		8s 8d	2d	
1221	557	56775		8s 8d	2d	
1222	557	56776		8s 8d	2d	
1223	557	56777		1s 6d	6d	
1224	557	56778		13s 	3d	
1225	557	56779		8s 8d	2d	
1226	557	56780		17s 4d	4d	
1227	557	56781		4s 4d	1d	cross after this entry
1228	557	56782		4s 4d	1d	
1229	557	56783		13s 	3d	
1230	557	56784		8s 8d	2d	
1231	557	56785		8s 8d	2d	
1232	557	56786		g13s 	g3d	listed jointly with pid56803
1233	557	56787		8s 8d	2d	
1234	557	56788		8s 8d	2d	
1235	557	56789		8s 8d	2d	
1236	557	56790		13s 	3d	
1237	557	56791		4s 4d	1d	
1238	557	56792		8s 8d	2d	
1239	557	56793		13s 	3d	
1240	557	56794		8s 8d	2d	
1241	557	56795		g13s 	g3d	listed jointly with pid56804
1242	557	56796		8s 8d	2d	
1243	557	56797		13s 	3d	
1244	557	56798		4s 4d	1d	
1245	557	56799		4s 4d	1d	
1246	557	56800		4s 4d	1d	
1247	557	56801		13s 	3d	
1248	557	56802		4s 4d	1d	
1249	557	56803		g13s 	g3d	listed jointly with pid56786
1250	557	56804		g13s 	g3d	listed jointly with pid56795
1251	558	56805			5d	
1252	558	56806			1d	
1253	558	56807			2d	written over Mr Broome
1254	558	56808			4d	
1255	558	56809			1d	
1256	558	56810			5d	
1257	558	56811			2s	
1258	558	56812			2d	
1259	558	56813			2d	
1260	558	56814			2d	
1261	558	56815			6d	
1262	558	56816			3d	
1263	558	56817			1d	
1264	558	56818			3d	
1265	558	56819			2d	
1266	558	56820			2d	
1267	558	56821			3d	
1268	558	56822			2d	
1269	558	56823			2d	
1270	558	56824			2d	
1271	558	56825			3d	
1272	558	56826			1d	
1273	558	56827			2d	
1274	558	56828			2d	The following crossed out entry follows: Ralfe Edmond [inserted above] Slyegh
1275	558	56829			deleted	deleted;  Ralfe Edmond [inserted above] Slyegh
1276	558	56830			deleted	deleted;  Ralfe Edmond [inserted above] Slyegh
1277	558	56831			3d	
1278	558	56832			2d	
1279	558	56833			3d	
1280	558	56834			1d	
1281	558	56835			3d	
1282	558	56836			1d	
1283	558	56837			1d	
1284	558	56838			1d	
1285	559	56839		£1 1s 8d	5d	
1286	559	56840		8s 8d	2d	cross by this entry
1287	559	56841		8s 8d	2d	
1288	559	56842		17s 4d	4d	
1289	559	56843		4s 4d	1d	
1290	559	56844		£1 1s 8d	5d	
1291	559	56845		£5 4s 	2s	
1292	559	56846		8s 8d	2d	
1293	559	56847		8s 8d	2d	
1294	559	56848		4s 4d	1d	
1295	559	56849		4s 4d	1d	
1296	559	56850		8s 8d	2d	cross by this entry?
1297	559	56851		£1 6s 	6d	cross by this entry?
1298	559	56852		13s 	3d	
1299	559	56853		8s 8d	2d	
1300	559	56854		8s 8d	2d	
1301	559	56855		8s 8d	2d	
1302	559	56856		13s 	3d	
1303	559	56857		8s 8d	2d	
1304	559	56858		8s 8d	2d	
1305	559	56859		g13s	g3d	cross by this entry; listed jointly with pid56880
1306	559	56860		8s 8d	2d	
1307	559	56861		8s 8d	2d	
1308	559	56862		8s 8d	2d	
1309	559	56863		13s 	3d	
1310	559	56864		4s 4d	1d	
1311	559	56865		8s 8d	2d	
1312	559	56866		8s 8d	2d	
1313	559	56867		4s 4d	1d	
1314	559	56868		8s 8d	2d	
1315	559	56869		8s 8d	2d	
1316	559	56870		13s 	3d	
1317	559	56871		13s 	3d	
1318	559	56872		4s 4d	1d	
1319	559	56873		13s 	3d	
1320	559	56874		4s 4d	1d	
1321	559	56875		4s 4d	1d	
1322	559	56876		8s 8d	2d	
1323	559	56877		8s 8d	2d	
1324	559	56878		4s 4d	1d	
1325	559	56879		4s 4d	1d	
1326	559	56880		g13s	g3d	cross by this entry; listed jointly with pid56859
1327	560	56881		£1 1s 8d	5d	
1328	560	56882		 	
1329	560	56883		8s 8d	2d
1330	560	56884		8s 8d	2d
1331	560	56885		 	1d
1332	560	56886		£5 4s 	2s
1333	560	56887		17s 4d	4d
1334	560	56888		8s 8d	2d
1335	560	56889		£1 1s 8d	5d
1336	560	56890		8s 8d	2d
1337	560	56891		 	1d
1338	560	56892		8s 8d	2d
1339	560	56893		4s 4d	1d
1340	560	56894		4s 4d	1d
1341	560	56895		4s 4d	1d
1342	560	56896		8s 8d	2d
1343	560	56897		 	
1344	560	56898		£1 6s 	6d	
1345	560	56899		13s 	3d	
1346	560	56900		 		poss landlord of pid56910
1347	560	56901		4s 4d	1d	
1348	560	56902		8s 8d	2d	
1349	560	56903		8s 8d	2d	
1350	560	56904		 	1d	
1351	560	56905		 	1d	
1352	560	56906		g4s 4d	g1d	and ptner
1353	560	56907		g13s 	g3d	& Hen Washborne; listed jointly with pid56933
1354	560	56908		8s 8d	2d	
1355	560	56909		8s 8d	2d	
1356	560	56910		13s 	3d	at [sic?] Mr Walker - pid56900?
1357	560	56911		8s 8d	2d	
1358	560	56912		8s 8d	2d	
1359	560	56913		8s 8d	2d	
1360	560	56914		13s 	3d	
1361	560	56915		4s 4d	1d	
1362	560	56916		8s 8d	2d	
1363	560	56917		8s 8d	2d	
1364	560	56918		4s 4d	1d	
1365	560	56919		8s 8d	2d	
1366	560	56920		8s 8d	2d	
1367	560	56921		13s 	3d	
1368	560	56922		13s 	3d	
1369	560	56923		4s 4d	1d	
1370	560	56924		17s 4d	4d	
1371	560	56925		4s 4d	1d	
1372	560	56926		4s 4d	1d	gon
1373	560	56927		 	2d	
1374	560	56928		 	1d	"Johnson gon 1s, crossed out, follows this entry"
1375	560	56929		na 	na	"Johnson gon 1s, crossed out"
1376	560	56930		 	1d	
1377	560	56931		4s 4d	1d	
1378	560	56932		4s 4d	1d	
1379	560	56933		g13s 	g3d	listed jointly with pid56907
1380	561	56934		£1 1s 8d	5d	
1381	561	56935		g8s 8d	g2d	listed with pid56984
1382	561	56936		8s 8d	2d	
1383	561	56937		4s 4d	1d	
1384	561	56938		£5 4s 	2s	
1385	561	56939		17s 4d	4d	
1386	561	56940		8s 8d	2d	
1387	561	56941		£1 1s 8d	5d	
1388	561	56942		8s 8d	2d	
1389	561	56943		8s 8d	2d	
1390	561	56944		8s 8d	2d	
1391	561	56945		4s 4d	1d	
1392	561	56946		4s 4d	1d	
1393	561	56947		4s 4d	1d	
1394	561	56948		8s 8d	2d	
1395	561	56949		8s 8d	2d	
1396	561	56950		£1 6s 	6d	
1397	561	56951		13s 	3d	
1398	561	56952		4s 4d	1d	
1399	561	56953		4s 4d	1d	
1400	561	56954		8s 8d	2d	
1401	561	56955		8s 8d	2d	
1402	561	56956		4s 4d	1d	
1403	561	56957		4s 4d	1d	
1404	561	56958		g4s 4d	g1d	and ptner
1405	561	56959		 	1d	names appear as a single entry - probably listed jointly with pid56960
1406	561	56960		3s 13d	2d	names appear as a single entry - probably listed jointly with 56959
1407	561	56961		8s 8d	2d	
1408	561	56962		8s 8d	2d
1409	561	56963		8s 8d	2d
1410	561	56964		8s 8d	2d
1411	561	56965		8s 8d	2d
1412	561	56966		8s 8d	2d
1413	561	56967		13s 	3d
1414	561	56968		4s 4d	1d
1415	561	56969		8s 8d	2d
1416	561	56970		8s 8d	2d
1417	561	56971		4s 4d	1d
1418	561	56972		8s 8d	2d
1419	561	56973		8s 8d	2d
1420	561	56974		13s 	3d
1421	561	56975		13s 	3d
1422	561	56976		4s 4d	1d
1423	561	56977		17s 4d	4d
1424	561	56978		8s 8d	2d	
1425	561	56979		4s 4d	1d	
1426	561	56980		8s 8d	2d	
1427	561	56981		4s 4d	1d	gap follows this entry
1428	561	56982		4s 4d	1d	
1429	561	56983		4s 4d	1d	
1430	561	56984		g8s 8d	g2d	listed with pid56935
1431	562	56985		£1 1s 8d	5d	
1432	562	56986		13s 	3d	
1433	562	56987		8s 8d	2d	
1434	562	56988		4s 4d	1d	
1435	562	56989		17s 4d	4d	
1436	562	56990		£1 1s 8d	5d	
1437	562	56991		£5 4s 	2s	
1438	562	56992		13s 	3d	
1439	562	56993		4s 4d	1d	
1440	562	56994		8s 8d	2d	
1441	562	56995		4s 4d	1d	
1442	562	56996		4s 4d	1d	
1443	562	56997		4s 4d	1d	
1444	562	56998		8s 8d	2d	
1445	562	56999		8s 8d	2d	
1446	562	57000		£1 6s 	6d	
1447	562	57001		4s 4d	1d	
1448	562	57002		4s 4d	1d	
1449	562	57003		4s 4d	1d	
1450	562	57004		8s 8d	2d	
1451	562	57005		4s 4d	1d	
1452	562	57006		 		"assessed at ""nothing"""
1453	562	57007		4s 4d	1d	
1454	562	57008		4s 4d	1d	
1455	562	57009		8s 8d	2d	"Originally Henry, which is crossed out"
1456	562	57010		4s 4d	1d
1457	562	57011		8s 8d	2d
1458	562	57012		8s 8d	2d
1459	562	57013		8s 8d	2d
1460	562	57014		8s 8d	2d
1461	562	57015		8s 8d	2d
1462	562	57016		8s 8d	2d
1463	562	57017		13s 	3d
1464	562	57018		4s 4d	1d
1465	562	57019		8s 8d	2d
1466	562	57020		4s 4d	1d
1467	562	57021		4s 4d	1d
1468	562	57022		8s 8d	2d
1469	562	57023		13s 	3d
1470	562	57024		8s 8d	2d
1471	562	57025		13s 	3d
1472	562	57026		13s 	3d	
1473	562	57027		4s 4d	1d	
1474	562	57028		 		assessment left blank
1475	562	57029		8s 8d	2d	
1476	562	57030		4s 4d	1d	
1477	562	57031		17s 4d	4d	
1478	562	57032		8s 8d	2d	
1479	562	57033		4s 4d	1d	
1480	562	57034		4s 4d	1d	
1481	562	57035		 		"assessed at ""nothing"""
1482	563	57036		£15; £15; *		cross by first 15
1483	563	57037		£9; £9; *		
1484	563	57038		£9; £9; *		
1485	563	57039		£6; £2; £4		
1486	563	57040		£12; £8; £4		
1487	563	57041		£15; £15; *		
1488	563	57042		£9; *; £9		cross by first 9
1489	563	57043		£3; *; £3		
1490	563	57044		£6; *; £6		
1491	563	57045		£3; £3; *		
1492	563	57046		£3; £1; £2		
1493	563	57047		£3; *; £3		cross by second 3
1494	563	57048		£6; *; £6		
1495	563	57049		£9; £9; *		
1496	563	57050		£3; *; £3		
1497	563	57051		£6; *; £6		cross by first 6
1498	563	57052		£3; *; £3		is this the same person as pid57077?
1499	563	57053		£3; *; £3		
1500	563	57054		£3; *; £3		
1501	563	57055		£3; *; £3		
1502	563	57056		£3; *; £3		
1503	563	57057		£9; £6; £3		
1504	563	57058		£9; £6; £3		
1505	563	57059		£9; £9; *		cross by first 9
1506	563	57060		£6; *; £6		cross by second 6
1507	563	57061		£6; £2; £4		
1508	563	57062		£8; *; £8		listed jointly with pid57077
1509	563	57063		£9; £9; *		officer
1510	563	57064		£6; *; £6		
1511	563	57065		£9; £6; £3		
1512	563	57066		£9; £6; £3		
1513	563	57067		£3; *; £3		
1514	563	57068		£9; *; £9		
1515	563	57069		£9; *; £9		crosses by both 9s
1516	563	57070		£9; *; £9		
1517	563	57071		£12; *; £12		
1518	563	57072		£4; £2; £2		
1519	563	57073		£15; *; £15		
1520	563	57074		£3; *; £3		
1521	563	57075		£5; *; £5		
1522	563	57076		£6; *; £6		
1523	563	57077		£8; *; £8		listed jointly with pid57062; is this the same person as pid57052?
1524	564	57078		5s 6d		
1525	564	57079		2s 6d		
1526	564	57080		5s 		
1527	564	57081		2s 		
1528	564	57082		2s 8d		
1529	564	57083		2s 8d		elder; house
1530	564	57084		10s 		
1531	564	57085		2s 8d		
1532	564	57086		10s 		
1533	564	57087		2s 9d		
1534	564	57088		2s 9d		
1535	564	57089		2s 9d		
1536	564	57090		2s 9d		
1537	564	57091		3s 		
1538	564	57092		2s 6d		house
1539	564	57093		1s 		shope
1540	564	57094		1s 6d		shope
1541	564	57095		2s 		shopp
1542	564	57096		1s 		shopp
1543	564	57097		6s 8d		
1544	564	57098		5s 		Shopp
1545	564	57099		4s 		Shopp
1546	564	57100		4s 		Shopp
1547	564	57101		6s 8d		
1548	564	57102		6s 10d		
1549	564	57103		5s 		
1550	564	57104		6s 8d		
1551	564	57105		6s 		
1552	564	57106		7s 3d		
1553	564	57107		10s 		
1554	564	57108		4s 		
1555	564	57109		2s 9d		
1556	564	57110		2s 6d		
1557	564	57111		7s 6d		
1558	564	57112		5s 		
1559	564	57113		5s 		
1560	564	57114		5s 6d		values torn off
1561	564	57115		 		values torn off
1562	564	57116		 		values torn off
1563	564	57117		 		values torn off
1564	564	57118		 		name not complete; values torn off
1565	564	57119		 		collector?; values torn off
1566	565	57120		£1 6s 	6d	possibly churchwarden for the poor
1567	565	57121		13s 	3d	possibly churchwarden for the poor
1568	565	57122		13s 	3d	churchwarden for the poor
1569	565	57123		8s 8d	2d	
1570	565	57124		17s 4d	4d	possibly churchwarden for the poor
1571	565	57125		£1 6s 	6d	
1572	565	57126		13s 	3d	
1573	565	57127		4s 4d	1d	
1574	565	57128		4s 4d	1d	
1575	565	57129		4s 4d	1d	
1576	565	57130		8s 8d	2d	
1577	565	57131		 		
1578	565	57132		13s 	3d	
1579	565	57133		4s 4d	1d	
1580	565	57134		8s 8d	2d	
1581	565	57135		4s 4d	1d	
1582	565	57136		4s 4d	1d	possibly churchwarden for the poor
1583	565	57137		4s 4d	1d	
1584	565	57138		 		
1585	565	57139		4s 4d	1d	
1586	565	57140		13s 	3d	
1587	565	57141		13s 	3d	possibly churchwarden for the poor
1588	565	57142		13s 	3d	
1589	565	57143		8s 8d	2d	
1590	565	57144		8s 8d	2d	possibly churchwarden for the poor
1591	565	57145		13s 	3d	
1592	565	57146		8s 8d	2d	
1593	565	57147		13s 	3d	
1594	565	57148		8s 8d	2d	
1595	565	57149		13s 	3d	
1596	565	57150		4s 4d	1d	
1597	565	57151		13s 	3d	
1598	565	57152		13s 	3d	churchwarden for the poor
1599	565	57153		13s 	3d	
1600	565	57154		13s 	3d	
1601	565	57155		4s 4d	1d	
1602	565	57156		13s 	3d	
1603	565	57157		g13s 	g3d	Mr Birkenheed follows - joint listing with pid57164?  
1604	565	57158		4s 4d	1d	
1605	565	57159		4s 4d	1d	
1606	565	57160		£5 4s 	2s	
1607	565	57161		4s 4d	1d	
1608	565	57162		g8s 8d	g2d	& Mattingle follows - joint listing with pid57165
1609	565	57163		4s 4d		
1610	565	57164		g13s 	g3d	joint listing with pid57157?  
1611	565	57165		g8s 8d	g2d	joint listing with pid57162
1612	566	57166		£1 6s 	6d	Alderman
1613	566	57167		13s 	3d	churchwarden
1614	566	57168		13s 	3d	churchwarden
1615	566	57169		13s 	3d	
1616	566	57170		17s 4d	4d	churchwarden
1617	566	57171		£1 6s 	6d	churchwarden
1618	566	57172		13s 	3d	
1619	566	57173		4s 4d	1d	
1620	566	57174		4s 4d	1d	
1621	566	57175		4s 4d	1d	
1622	566	57176		8s 8d	2d	
1623	566	57177		8s 8d	2d	
1624	566	57178		13s 	3d	
1625	566	57179		4s 4d	1d	
1626	566	57180		8s 8d	2d	
1627	566	57181		4s 4d	1d	
1628	566	57182		4s 4d	1d	
1629	566	57183		4s 4d	1d	
1630	566	57184		4s 4d	1d	
1631	566	57185		13s 	3d	
1632	566	57186		13s 	3d	
1633	566	57187		13s 	3d	churchwarden
1634	566	57188		8s 8d	2d	churchwarden
1635	566	57189		8s 8d	2d	
1636	566	57190		8s 8d	2d	
1637	566	57191		8s 8d	2d	
1638	566	57192		13s 	3d	
1639	566	57193		£5 4s 	2s	
1640	566	57194		8s 8d	2d	
1641	566	57195		13s 	3d	churchwarden
1642	566	57196		13s 	3d	churchwarden
1643	566	57197		13s 	3d	churchwarden
1644	566	57198		13s 	3d	
1645	566	57199		13s 	3d	
1646	566	57200		8s 8d	2d	
1647	566	57201		13s 	3d	
1648	566	57202		13s 	3d	
1649	566	57203		4s 4d	1d	
1650	566	57204		8s 8d	2d	
1651	566	57205		8s 8d	2d	
1652	566	57206		g8s 8d	g2d	& Mattingly follows - joint listing with pid57209
1653	566	57207		4s 4d	1d	
1654	566	57208		4s 4d	1d	
1655	566	57209		g8s 8d	g2d	joint listing with pid57206
1656	567	57211		£1 6s 	6d	Alderman
1657	567	57212		13s 	3d	poss churchwarden
1658	567	57213		13s 	3d	
1659	567	57214		13s 	3d	
1660	567	57215		17s 4d	4d	
1661	567	57216		£1 6s 	6d	poss churchwarden
1662	567	57217		£5 4s 	2s	
1663	567	57218		13s 	3d	
1664	567	57219		4s 4d	1d	
1665	567	57220		4s 4d	1d	
1666	567	57221		4s 4d	1d	
1667	567	57222		4s 4d	1d	
1668	567	57223		4s 4d	1d	
1669	567	57224		4s 4d	1d	
1670	567	57225		8s 8d	2d	
1671	567	57226		13s 	3d	
1672	567	57227		4s 4d	1d	& pner; linked with pid57228 by brackets
1673	567	57228		4s 4d	1d	linked with pid57227 by brackets
1674	567	57229		4s 4d	1d	
1675	567	57230		£1 6s 4d	6d	values overwritten
1676	567	57231		4s 4d	1d	
1677	567	57232		4s 4d	1d	
1678	567	57233		4s 4d	1d	
1679	567	57234		4s 4d	1d	
1680	567	57235		4s 4d	1d	
1681	567	57236		13s 	3d	linked with 57237 by brackets
1682	567	57237		4s 4d	1d	linked with 57236 by brackets
1683	567	57238		8s 8d	2d	poss churchwarden
1684	567	57239		13s 	3d	
1685	567	57240		8s 8d	2d	churchwarden
1686	567	57241		8s 8d	2d	churchwarden
1687	567	57242		4s 4d	1d	
1688	567	57243		8s 8d	2d	
1689	567	57244		8s 8d	2d	
1690	567	57245		13s 	3d	
1691	567	57246		8s 8d	2d	
1692	567	57247		8s 8d	2d	poss churchwarden
1693	567	57248		4s 4d	1d	
1694	567	57249		4s 4d	1d	& pner; linked with pid 57250 by brackets
1695	567	57250		4s 4d	1d	linked with pid57249 by brackets
1696	567	57251		13s 	3d	poss same person as pid57210
1697	567	57252		13s 	3d	poss churchwarden
1698	567	57253		13s 	3d	poss churchwarden
1699	567	57254		13s 	3d	
1700	567	57255		8s 8d	2d	
1701	567	57256		8s 8d	2d	linked with pid57257 by brackets
1702	567	57257		8s 8d	2d	linked with pid57256 by brackets
1703	567	57258		4s 4d	1d	
1704	567	57259		4s 4d	1d	
1705	567	57260		8s 8d	2d	
1706	567	57261		4s 4d	1d	
1707	567	57262		4s 4d	1d	
1708	568	57263		7s 		Alderman
1709	568	57264		5s 		
1710	568	57265		5s 8d		
1711	568	57266		5s 		
1712	568	57267		g1s 4d		& Coventris - joint listing with pid57325; shope
1713	568	57268		6s 8d		
1714	568	57269		7s 		
1715	568	57270		8s 		
1716	568	57271		2s 		shop
1717	568	57272		2s 		shop
1718	568	57273		3s 4d		shop
1719	568	57274		g7s 		& William Hodson; joint listing with pid57324
1720	568	57275		1s 		shop
1721	568	57276		1s 8d		first letter of name unclear; shop
1722	568	57277		1s 8d		shop
1723	568	57278		1s 8d		shop
1724	568	57279		3s 		
1725	568	57280		3s 		house
1726	568	57281		3s 		
1727	568	57282		3s 		
1728	568	57283		3s 		
1729	568	57284		3s 		
1730	568	57285		3s 		
1731	568	57286		1s 8d		
1732	568	57287		6s 8d		
1733	568	57288		7s 		
1734	568	57289		4s 8d		
1735	568	57290		4s 4d		
