flag_id	person_id	flags
2935	16873	child
2936	16873	stillborn
2938	16878	child
2939	16880	child
2940	16880	stillborn
2941	16882	gentle(wo)man
2942	16884	child
2943	16887	bachelor
2944	16888	servant/belonging to/man of/nurse
2945	16889	householder
2946	16893	servant/belonging to/man of/nurse
2947	16894	child
2948	16896	householder
2949	16897	servant/belonging to/man of/nurse
2950	16902	servant/belonging to/man of/nurse
2951	16904	servant/belonging to/man of/nurse
2952	16905	bachelor
2953	16906	householder
2954	16908	child
2955	16912	householder
2956	16913	householder
2957	16914	servant/belonging to/man of/nurse
2958	16915	servant/belonging to/man of/nurse
2959	16916	servant/belonging to/man of/nurse
2960	16917	householder
2961	16917	clerk
2962	16918	widow(er)
2963	16921	servant/belonging to/man of/nurse
2964	16936	child
2965	16937	servant/belonging to/man of/nurse
2966	16944	child
2967	16946	child
2968	16947	servant/belonging to/man of/nurse
2969	16948	twins/multiple birth
2970	16949	twins/multiple birth
2971	16951	child
2972	16952	child
2973	16961	servant/belonging to/man of/nurse
2974	16962	servant/belonging to/man of/nurse
2975	16965	servant/belonging to/man of/nurse
2976	16966	householder
2977	16968	servant/belonging to/man of/nurse
2978	16969	servant/belonging to/man of/nurse
2979	16973	householder
2980	16974	gentle(wo)man
2981	16975	householder
2982	16977	householder
2983	16978	householder
2984	16979	servant/belonging to/man of/nurse
2985	16981	child
2986	16981	stillborn
2987	16983	householder
2988	16991	child
2989	16991	stillborn
2990	16996	child
2991	16996	stillborn
2992	16998	householder
2993	17000	servant/belonging to/man of/nurse
2994	17001	child
2995	17001	stillborn
2996	17004	servant/belonging to/man of/nurse
2997	17009	householder
2998	17011	servant/belonging to/man of/nurse
2999	17017	child
3000	17017	stillborn
3001	17018	householder
3002	17019	householder
3003	17027	householder
3004	17028	widow(er)
3005	17030	child
3006	17030	stillborn
3007	17032	widow(er)
3008	17033	servant/belonging to/man of/nurse
3009	17034	servant/belonging to/man of/nurse
3010	17035	servant/belonging to/man of/nurse
3011	17037	widow(er)
3012	17040	servant/belonging to/man of/nurse
3013	17041	doctor
3014	17045	child
3015	17045	stillborn
3016	17048	householder
3017	17050	householder
3018	17051	minister
3019	17060	servant/belonging to/man of/nurse
3020	17066	widow(er)
3021	17068	householder
3022	17071	servant/belonging to/man of/nurse
3023	17083	householder
3024	17084	servant/belonging to/man of/nurse
3025	17085	child
3026	17085	stillborn
3027	17088	child
3028	17099	child
3030	17109	child
3031	17110	servant/belonging to/man of/nurse
3032	17112	child
3033	17124	alderman
3034	17132	householder
3035	17136	householder
3036	17137	servant/belonging to/man of/nurse
3037	17142	stillborn
3038	17142	child
3039	17153	child
3040	17157	householder
3041	17158	servant/belonging to/man of/nurse
3042	17159	child
3043	17161	householder
3044	17164	child
3046	17167	child
3047	17172	child
3048	17178	servant/belonging to/man of/nurse
3049	17181	servant/belonging to/man of/nurse
3050	17182	servant/belonging to/man of/nurse
3051	17184	householder
3052	17188	servant/belonging to/man of/nurse
3053	17189	servant/belonging to/man of/nurse
3054	17190	child
3055	17195	child
3057	17202	esquire
3058	17206	servant/belonging to/man of/nurse
3060	17213	doctor
3061	17217	servant/belonging to/man of/nurse
3062	17218	gentle(wo)man
3063	17219	servant/belonging to/man of/nurse
3065	17297	foundling
3066	17317	foundling
3069	17333	foundling
3072	17375	foundling
3073	17389	foundling
3074	17400	foundling
3075	17419	foundling
3076	17474	foundling
3078	17529	foundling
3079	17531	foundling
3081	17557	twins/multiple birth
3082	17558	twins/multiple birth
3086	17608	foundling
3087	17656	foundling
3090	17705	stillborn
3091	17705	child
3092	17707	stranger
3093	17717	apprentice
3094	17718	lodger
3095	17726	child
3096	17729	servant/belonging to/man of/nurse
3097	17729	maid
3098	17731	servant/belonging to/man of/nurse
3099	17731	maid
3100	17733	child
3101	17740	servant/belonging to/man of/nurse
3103	17741	parish child/child of the people
3104	17741	foundling
3106	17747	child
3107	17751	apprentice
3108	17753	servant/belonging to/man of/nurse
3109	17755	servant/belonging to/man of/nurse
3110	17760	servant/belonging to/man of/nurse
3111	17762	stillborn
3112	17762	child
3113	17763	servant/belonging to/man of/nurse
3114	17768	servant/belonging to/man of/nurse
3115	17785	esquire
3116	17793	stillborn
3117	17793	child
3118	17795	apprentice
3119	17803	stillborn
3120	17803	child
3121	17809	clerk
3122	17822	foundling
3123	17870	servant/belonging to/man of/nurse
3124	17999	clerk
3125	18063	child
3126	18064	child
3128	18262	child
3129	18532	servant/belonging to/man of/nurse
3130	18589	foundling
3131	18624	stillborn
3133	18810	twins/multiple birth
3134	18814	twins/multiple birth
3135	18815	twins/multiple birth
3136	18891	twins/multiple birth
3137	18892	twins/multiple birth
3140	19076	child
3141	19078	child
3142	19079	child
3143	19127	child
3144	19128	child
3145	19142	widow(er)
3146	19157	servant/belonging to/man of/nurse
3147	19267	child
3148	19267	stillborn
3149	19274	servant/belonging to/man of/nurse
3151	19333	widow(er)
3152	18255	servant/belonging to/man of/nurse
3154	18950	unchristened
3155	19066	child
3156	19066	unchristened
3157	19348	widow(er)
3159	19371	servant/belonging to/man of/nurse
3160	19378	child
3162	19392	servant/belonging to/man of/nurse
3163	19393	servant/belonging to/man of/nurse
3164	19395	servant/belonging to/man of/nurse
3165	19407	servant/belonging to/man of/nurse
3166	19414	servant/belonging to/man of/nurse
3167	19416	servant/belonging to/man of/nurse
3168	19421	child
3169	19422	child
3170	19422	stillborn
3171	19427	servant/belonging to/man of/nurse
3172	19429	servant/belonging to/man of/nurse
3173	19430	widow(er)
3174	19431	widow(er)
3175	19432	servant/belonging to/man of/nurse
3176	19469	servant/belonging to/man of/nurse
3177	19470	servant/belonging to/man of/nurse
3178	19471	servant/belonging to/man of/nurse
3179	19472	servant/belonging to/man of/nurse
3180	19473	servant/belonging to/man of/nurse
3181	19479	child
3182	19479	unchristened
3183	19496	servant/belonging to/man of/nurse
3184	19499	stillborn
3185	19531	widow(er)
3186	19532	child
3187	19534	child
3188	19540	child
3189	19540	foundling
3190	19580	gentle(wo)man
3191	19582	child
3192	19582	stillborn
3193	19584	widow(er)
3194	19606	child
3195	19606	foundling
3196	19609	widow(er)
3197	19632	child
3198	19666	child
3199	19666	stillborn
3200	19701	child
3201	19701	stillborn
3202	19707	widow(er)
3203	19708	parson
3204	19717	widow(er)
3205	19729	gentle(wo)man
3206	19740	widow(er)
3207	19741	widow(er)
3208	19751	servant/belonging to/man of/nurse
3209	19754	servant/belonging to/man of/nurse
3210	19760	widow(er)
3211	19765	widow(er)
3212	19775	rector
3213	19794	widow(er)
3214	19796	servant/belonging to/man of/nurse
3215	19797	servant/belonging to/man of/nurse
3216	19800	stranger
3217	19801	servant/belonging to/man of/nurse
3218	19802	stranger
3219	19809	widow(er)
3220	19817	widow(er)
3221	19818	servant/belonging to/man of/nurse
3222	19819	died presently
3223	19820	widow(er)
3224	19822	servant/belonging to/man of/nurse
3225	19832	widow(er)
3226	19838	servant/belonging to/man of/nurse
3227	19843	widow(er)
3228	19859	servant/belonging to/man of/nurse
3229	19860	child
3230	19862	servant/belonging to/man of/nurse
3231	19876	servant/belonging to/man of/nurse
3232	19878	servant/belonging to/man of/nurse
3233	19882	servant/belonging to/man of/nurse
3234	19908	widow(er)
3235	19912	servant/belonging to/man of/nurse
3236	19950	twins/multiple birth
3237	19951	twins/multiple birth
3238	19956	servant/belonging to/man of/nurse
3239	19963	widow(er)
3240	19965	widow(er)
3241	19971	widow(er)
3242	19980	servant/belonging to/man of/nurse
3243	19991	widow(er)
3244	20001	servant/belonging to/man of/nurse
3245	20002	servant/belonging to/man of/nurse
3246	20005	servant/belonging to/man of/nurse
3247	20007	servant/belonging to/man of/nurse
3248	20012	minister
3249	20015	widow(er)
3250	20026	servant/belonging to/man of/nurse
3251	20045	foundling
3252	20045	child
3253	20051	twins/multiple birth
3254	20052	twins/multiple birth
3256	20065	minister
3257	20070	widow(er)
3258	20083	child
3259	20083	stillborn
3260	20084	child
3261	20084	died presently
3262	20085	child
3263	20089	servant/belonging to/man of/nurse
3264	20094	widow(er)
3265	20098	widow(er)
3266	20125	servant/belonging to/man of/nurse
3267	20130	widow(er)
3268	20131	citizen of London
3269	20132	stillborn
3270	20135	child
3271	20136	servant/belonging to/man of/nurse
3272	20144	widow(er)
3273	20159	servant/belonging to/man of/nurse
3274	20165	widow(er)
3275	20176	rector
3276	20181	widow(er)
3277	20182	widow(er)
3278	20196	foundling
3279	20199	widow(er)
3280	20200	widow(er)
3281	20203	servant/belonging to/man of/nurse
3282	20205	servant/belonging to/man of/nurse
3283	20213	widow(er)
3284	20228	servant/belonging to/man of/nurse
3285	20236	spinster
3286	20239	widow(er)
3287	20243	widow(er)
3288	20244	widow(er)
3289	20249	foundling
3290	20251	maid
3291	20251	ancient/old/aged
3292	20258	servant/belonging to/man of/nurse
3293	20259	servant/belonging to/man of/nurse
3294	20261	servant/belonging to/man of/nurse
3295	20268	minister
3296	20313	child
3297	20313	foundling
3298	20317	widow(er)
3299	20340	of Inn of Court
3300	20340	gentle(wo)man
3301	20343	deceased
3302	20346	bachelor
3303	20359	servant/belonging to/man of/nurse
3304	20360	child
3305	20361	servant/belonging to/man of/nurse
3306	20370	child
3307	20370	foundling
3308	20374	servant/belonging to/man of/nurse
3309	20385	black
3310	20391	servant/belonging to/man of/nurse
3311	20392	servant/belonging to/man of/nurse
3312	20395	servant/belonging to/man of/nurse
3313	20396	child
3314	20396	stillborn
3315	20408	child
3316	20409	widow(er)
3317	20422	twins/multiple birth
3318	20423	twins/multiple birth
3319	20429	child
3320	20429	foundling
3321	20437	lodger
3322	20438	servant/belonging to/man of/nurse
3323	20439	child
3324	20449	widow(er)
3325	20456	stranger
3327	20457	stillborn
3328	20469	servant/belonging to/man of/nurse
3329	20470	free of the
3330	20474	widow(er)
3331	20477	child
3332	20489	free of the
3333	20490	child
3334	20492	child
3335	20495	widow(er)
3336	20508	widow(er)
3337	20509	widow(er)
3338	20510	widow(er)
3339	20524	gentle(wo)man
3340	20531	alias
3341	20532	child
3342	20533	child
3343	20543	servant/belonging to/man of/nurse
3344	20544	gentle(wo)man
3345	20549	junior/the younger
3346	20550	senior/ the elder
3349	20587	widow(er)
3350	20588	servant/belonging to/man of/nurse
3351	20589	stillborn
3352	20589	child
3353	20602	widow(er)
3354	20607	servant/belonging to/man of/nurse
3355	20609	lodger
3356	20620	stillborn
3357	20620	child
3358	20624	servant/belonging to/man of/nurse
3359	20626	alias
3360	20641	child
3361	20642	child
3362	20647	servant/belonging to/man of/nurse
3363	20662	foundling
3364	20665	foundling
3365	20685	child
3366	20689	foundling
3367	20689	child
3368	20691	foundling
3369	20691	child
3370	20697	foundling
3371	20697	child
3373	20699	foundling
3374	20699	child
3375	20702	child
3376	20703	maid
3377	20713	sexton
3378	20716	servant/belonging to/man of/nurse
3379	20720	foundling
3380	20742	foundling
3381	20746	foundling
3383	20758	foundling
3384	20760	foundling
3385	20765	foundling
3386	20768	servant/belonging to/man of/nurse
3387	20774	minister
3388	20787	foundling
3389	20797	servant/belonging to/man of/nurse
3390	20798	servant/belonging to/man of/nurse
3391	20800	child
3392	20816	foundling
3393	20820	foundling
3394	20822	foundling
3395	20825	foundling
3396	20826	foundling
3397	20830	foundling
3398	20833	foundling
3399	20834	twins/multiple birth
3400	20838	widow(er)
3401	20840	widow(er)
3402	20842	twins/multiple birth
3403	20845	widow(er)
3404	20850	widow(er)
3405	20851	widow(er)
3406	20853	twins/multiple birth
3407	20852	twins/multiple birth
3408	20865	widow(er)
3409	20875	servant/belonging to/man of/nurse
3410	20876	baronet
3411	20888	foundling
3412	20889	foundling
3413	20892	foundling
3414	20902	servant/belonging to/man of/nurse
3415	20908	foundling
3416	20913	foundling
3417	20915	foundling
3418	20919	foundling
3419	20921	foundling
3420	20922	foundling
3421	20933	servant/belonging to/man of/nurse
3422	20941	servant/belonging to/man of/nurse
3423	20944	junior/the younger
3424	20946	senior/ the elder
3425	20954	widow(er)
3426	20957	senior/ the elder
3427	20957	esquire
3428	20961	foundling
3429	20966	foundling
3430	20987	clerk
3431	21005	alias
3432	21015	servant/belonging to/man of/nurse
3433	21020	servant/belonging to/man of/nurse
3434	21021	ancient/old/aged
3435	21021	maiden
3436	21027	widow(er)
3437	21049	foundling
3438	21056	widow(er)
3439	21057	servant/belonging to/man of/nurse
3440	21063	servant/belonging to/man of/nurse
3441	21070	widow(er)
3442	21074	foundling
3445	21092	widow(er)
3446	21112	foundling
3447	21113	foundling
3448	21130	gentle(wo)man
3449	21133	spinster
3450	21188	minister
3451	21196	minister
3452	21244	minister
3453	21250	esquire
3454	21260	widow(er)
3455	21262	esquire
3456	21272	esquire
3457	21276	bachelor
3458	21277	spinster
3459	21278	minister
3460	21282	widow(er)
3461	21283	widow(er)
3462	21284	bachelor
3463	21285	spinster
3464	21286	bachelor
3465	21287	spinster
3466	21288	clerk
3468	21296	bachelor
3469	21298	bachelor
3470	21299	spinster
3471	21300	bachelor
3472	21302	bachelor
3473	21303	spinster
3474	21304	bachelor
3475	21305	spinster
3476	21308	bachelor
3477	21309	spinster
3478	21312	widow(er)
3479	21314	widow(er)
3480	21315	widow(er)
3481	21316	clerk
3482	21316	bachelor
3483	21317	spinster
3484	21318	bachelor
3485	21320	of Inn of Court
3486	21320	esquire
3487	21320	widow(er)
3488	21321	widow(er)
3489	21322	gentle(wo)man
3490	21322	bachelor
3491	21324	bachelor
3492	21325	spinster
3493	21326	widow(er)
3494	21327	spinster
3495	21328	bachelor
3496	21329	spinster
3497	21330	bachelor
3498	21331	spinster
3499	21332	bachelor
3500	21333	spinster
3501	21336	bachelor
3502	21337	spinster
3503	21338	widow(er)
3504	21339	spinster
3505	21340	widow(er)
3506	21341	spinster
3507	21342	bachelor
3508	21343	spinster
3509	21344	bachelor
3510	21345	spinster
3511	21346	bachelor
3512	21347	spinster
3513	21348	of Inn of Court
3514	21348	bachelor
3515	21349	spinster
3516	21350	bachelor
3517	21351	spinster
3518	21352	widow(er)
3519	21353	widow(er)
3520	21354	bachelor
3521	21355	spinster
3522	21356	bachelor
3523	21357	spinster
3524	21358	widow(er)
3525	21359	widow(er)
3526	21360	bachelor
3527	21361	spinster
3528	21362	bachelor
3529	21363	spinster
3530	21364	widow(er)
3531	21365	spinster
3532	21366	bachelor
3533	21367	spinster
3534	21368	bachelor
3535	21369	spinster
3536	21370	widow(er)
3537	21371	widow(er)
3538	21372	bachelor
3539	21374	widow(er)
3540	21375	widow(er)
3541	21376	bachelor
3542	21377	spinster
3543	21378	bachelor
3544	21378	of Inn of Court
3545	21379	spinster
3546	21380	bachelor
3547	21382	bachelor
3548	21384	bachelor
3549	21386	bachelor
3550	21388	bachelor
3551	21390	bachelor
3552	21394	esquire
3553	21394	widow(er)
3554	21395	spinster
3555	21400	bachelor
3556	21401	spinster
3557	21402	widow(er)
3558	21404	bachelor
3559	21405	spinster
3560	21407	widow(er)
3561	21408	clerk
3562	21410	bachelor
3563	21411	spinster
3564	21412	bachelor
3565	21414	widow(er)
3566	21415	spinster
3567	21416	bachelor
3568	21417	spinster
3569	21418	bachelor
3570	21419	spinster
3571	21420	bachelor
3572	21421	spinster
3573	21422	bachelor
3574	21423	spinster
3575	21424	sergeant
3576	21424	widow(er)
3577	21425	spinster
3578	21428	bachelor
3579	21429	spinster
3580	21430	widow(er)
3581	21431	spinster
3582	21432	bachelor
3583	21433	spinster
3584	21434	rector
3585	21434	bachelor
3586	21435	spinster
3587	21436	widow(er)
3588	21437	widow(er)
3589	21438	widow(er)
3590	21439	spinster
3591	21440	bachelor
3592	21441	spinster
3593	21443	spinster
3594	21444	bachelor
3595	21445	spinster
3596	21446	bachelor
3597	21447	spinster
3598	21448	bachelor
3599	21449	spinster
3600	21450	bachelor
3601	21451	widow(er)
3602	21453	spinster
3603	21454	widow(er)
3604	21455	widow(er)
3605	21456	bachelor
3606	21457	spinster
3607	21458	bachelor
3608	21459	spinster
3609	21460	esquire
3610	21460	widow(er)
3611	21461	spinster
3612	21462	widow(er)
3613	21463	spinster
3614	21464	bachelor
3615	21465	spinster
3616	21466	bachelor
3617	21467	spinster
3618	21468	widow(er)
3619	21469	spinster
3620	21470	bachelor
3621	21471	spinster
3622	21472	bachelor
3623	21473	spinster
3624	21474	widow(er)
3625	21475	spinster
3626	21476	junior/the younger
3627	21477	spinster
3628	21478	clerk
3629	21478	bachelor
3630	21479	widow(er)
3631	21480	widow(er)
3632	21481	widow(er)
3633	21482	bachelor
3634	21483	spinster
3635	21484	doctor
3636	21484	widow(er)
3637	21485	spinster
3638	21486	bachelor
3639	21487	spinster
3640	21488	bachelor
3641	21489	spinster
3643	21491	widow(er)
3644	21492	widow(er)
3645	21493	spinster
3646	21494	bachelor
3647	21495	spinster
3648	21496	bachelor
3649	21497	spinster
3650	21498	bachelor
3651	21499	widow(er)
3652	21500	widow(er)
3653	21501	widow(er)
3654	21502	bachelor
3655	21503	spinster
3656	21504	bachelor
3657	21505	spinster
3658	21506	widow(er)
3659	21507	spinster
3660	21508	widow(er)
3661	21509	spinster
3662	21510	bachelor
3663	21511	spinster
3664	21514	bachelor
3665	21515	spinster
3666	21516	bachelor
3667	21518	bachelor
3668	21519	spinster
3669	21520	bachelor
3670	21520	of Inn of Court
3671	21521	spinster
3672	21522	widow(er)
3673	21523	spinster
3674	21524	bachelor
3675	21525	spinster
3676	21526	bachelor
3677	21527	spinster
3678	21528	bachelor
3679	21529	spinster
3680	21530	bachelor
3681	21532	widow(er)
3682	21533	spinster
3683	21534	bachelor
3684	21538	widow(er)
3685	21539	spinster
3686	21540	widow(er)
3687	21541	widow(er)
3688	21542	widow(er)
3689	21543	spinster
3690	21544	bachelor
3691	21545	spinster
3692	21546	widow(er)
3693	21547	spinster
3694	21548	bachelor
3695	21549	spinster
3696	21550	bachelor
3697	21551	spinster
3698	21552	bachelor
3699	21553	spinster
3700	21554	widow(er)
3701	21555	spinster
3702	21556	bachelor
3703	21557	spinster
3704	21558	bachelor
3705	21560	widow(er)
3706	21561	spinster
3707	21562	bachelor
3708	21566	bachelor
3709	21567	spinster
3710	21570	bachelor
3711	21571	widow(er)
3712	21572	bachelor
3713	21573	spinster
3714	21574	bachelor
3715	21575	spinster
3716	21576	widow(er)
3717	21577	widow(er)
3718	21578	bachelor
3719	21579	spinster
3720	21580	widow(er)
3721	21581	spinster
3722	21582	bachelor
3723	21583	spinster
3724	21584	bachelor
3725	21585	widow(er)
3726	21586	bachelor
3727	21587	spinster
3728	21588	bachelor
3729	21588	minister
3730	21588	clerk
3731	21589	spinster
3732	21590	bachelor
3733	21591	spinster
3734	21592	bachelor
3735	21594	bachelor
3736	21596	bachelor
3737	21598	bachelor
3738	21599	spinster
3739	21600	widow(er)
3740	21601	spinster
3741	21602	bachelor
3742	21603	spinster
3743	21604	bachelor
3744	21605	spinster
3745	21606	bachelor
3746	21607	widow(er)
3747	21608	bachelor
3748	21609	spinster
3749	21610	bachelor
3750	21612	bachelor
3751	21613	spinster
3752	21614	bachelor
3753	21615	spinster
3754	21616	bachelor
3755	21617	spinster
3756	21618	bachelor
3757	21618	rector
3758	21619	spinster
3759	21620	bachelor
3760	21621	spinster
3761	21622	widow(er)
3762	21623	spinster
3763	21624	bachelor
3764	21625	spinster
3765	21626	bachelor
3766	21627	widow(er)
3767	21628	bachelor
3768	21629	spinster
3769	21630	bachelor
3770	21631	spinster
3771	21632	widow(er)
3772	21633	widow(er)
3773	21649	widow(er)
3774	21650	bachelor
3775	21652	bachelor
3776	21654	widow(er)
3777	21656	widow(er)
3778	21658	bachelor
3779	21660	bachelor
3780	21662	bachelor
3781	21664	bachelor
3782	21666	widow(er)
3783	21668	bachelor
3784	21670	bachelor
3785	21673	bachelor
3786	21675	widow(er)
3787	21677	bachelor
3788	21679	bachelor
3789	21681	widow(er)
3790	21682	widow(er)
3791	21683	bachelor
3792	21685	widow(er)
3793	21687	bachelor
3794	21689	bachelor
3795	21691	bachelor
3796	21693	widow(er)
3797	21695	bachelor
3798	15231	twins/multiple birth
3800	16244	senior/ the elder
3801	16849	child
3802	16960	child
3803	16909	child
3804	16875	child
3805	16879	child
3806	16866	child
3807	16846	child
3808	16804	child
3809	16802	child
3810	13673	chrisom
3811	16909	chrisom
3812	16936	chrisom
3813	16960	chrisom
3814	8490	chrisom
3815	13719	chrisom
3816	17099	chrisom
3817	13800	chrisom
3818	13814	chrisom
3819	13839	chrisom
3820	20642	chrisom
3821	20641	chrisom
3822	13946	chrisom
3823	13940	chrisom
3824	13942	chrisom
3825	13950	chrisom
3826	8572	chrisom
3827	14583	chrisom
3828	8583	chrisom
3829	8609	chrisom
3830	8626	chrisom
3831	8632	chrisom
3832	8654	chrisom
3833	8705	chrisom
3834	8730	chrisom
3835	8831	chrisom
3836	17726	chrisom
3837	17733	chrisom
3838	9150	chrisom
3839	9233	chrisom
3840	8014	chrisom
3841	8017	chrisom
3842	8084	chrisom
3843	16802	chrisom
3844	16804	chrisom
3845	16839	chrisom
3846	16846	chrisom
3847	16866	chrisom
3848	8420	chrisom
3849	16875	chrisom
3850	16879	chrisom
3851	8470	chrisom
3891	22064	sheriff
3892	22067	senior/ the elder
3893	22068	esquire
3894	22069	esquire
3895	22074	knight
3896	22077	esquire
3897	22090	senior/ the elder
3898	22103	widow(er)
3899	22104	spinster
3900	22106	esquire
3901	22107	spinster
3902	22108	widow(er)
3903	22109	knight
3904	22131	senior/ the elder
3905	22299	baronet
3906	22377	of Inn of Court
3907	22399	of Inn of Court
3908	22419	rector
3909	22421	of Inn of Court
3910	22449	minister
3911	22455	gentle(wo)man
3912	22500	of Inn of Court
3913	22532	of Inn of Court
3914	22620	baronet
3915	22661	alias
3916	22712	of Inn of Court
3917	22722	esquire
3918	22740	free of the
3919	21706	widow(er)
3920	21741	gentle(wo)man
3921	21743	esquire
3922	21749	citizen of London
3923	21751	citizen of London
3924	21755	gentle(wo)man
3925	21755	of Inn of Court
3926	21769	widow(er)
3927	21770	spinster
3928	21782	spinster
3929	21784	spinster
3930	21792	spinster
3931	21797	widow(er)
3932	21798	widow(er)
3933	21799	widow(er)
3934	21800	spinster
3935	21802	spinster
3936	21804	spinster
3937	21806	spinster
3938	21807	widow(er)
3939	21808	spinster
3940	21809	bachelor
3941	21810	spinster
3942	21814	spinster
3943	21815	junior/the younger
3944	21816	spinster
3945	21817	widow(er)
3946	21818	spinster
3947	21820	spinster
3948	21822	spinster
3949	21824	spinster
3950	21826	spinster
3951	21828	spinster
3952	21830	spinster
3953	21834	spinster
3954	21836	widow(er)
3955	21837	widow(er)
3956	21838	widow(er)
3957	21839	widow(er)
3958	21840	widow(er)
3959	21852	widow(er)
3960	21859	gentle(wo)man
3961	21861	junior/the younger
3962	21867	junior/the younger
3963	21879	alias
3964	21891	widow(er)
3965	21896	widow(er)
3966	21921	clerk
3967	21973	widow(er)
3968	21991	esquire
3969	22001	of Inn of Court
3970	22001	esquire
3971	22017	widow(er)
3972	22025	widow(er)
3973	22026	widow(er)
3974	22036	child
3975	22045	child
3976	22050	doctor
3977	22054	gentle(wo)man
3978	22059	alderman
