event_id	link_event_id	event_date	parish	event	memo	marriage_location	marriage_authorisation
20000	20000	12/11/1551 00:00:00	Clerkenwell	baptism			
20001	20001	17/11/1551 00:00:00	Clerkenwell	baptism			
20002	20002	1/12/1551 00:00:00	Clerkenwell	baptism			
20003	20003	26/12/1551 00:00:00	Clerkenwell	baptism			
20004	20004	13/3/1552 00:00:00	Clerkenwell	baptism			
20005	20005	17/3/1552 00:00:00	Clerkenwell	baptism			
20006	20006	25/5/1552 00:00:00	Clerkenwell	baptism			
20007	20007	19/6/1552 00:00:00	Clerkenwell	baptism			
20008	20008	20/6/1552 00:00:00	Clerkenwell	baptism			
20009	20009	13/1/1561 00:00:00	Clerkenwell	baptism			
20010	20010	17/1/1561 00:00:00	Clerkenwell	baptism			
20011	20011	23/2/1561 00:00:00	Clerkenwell	baptism			
20012	20012	24/3/1561 00:00:00	Clerkenwell	baptism			
20013	20013	10/5/1561 00:00:00	Clerkenwell	baptism			
20014	20014	14/9/1561 00:00:00	Clerkenwell	baptism			
20015	20015	4/12/1561 00:00:00	Clerkenwell	baptism
20016	20016	7/12/1561 00:00:00	Clerkenwell	baptism
20017	20017	7/12/1561 00:00:00	Clerkenwell	baptism
20018	20018	16/12/1561 00:00:00	Clerkenwell	baptism
20019	20019	11/1/1562 00:00:00	Clerkenwell	baptism
20020	20020	15/1/1562 00:00:00	Clerkenwell	baptism
20021	20021	1/2/1562 00:00:00	Clerkenwell	baptism
20022	20022	1/3/1562 00:00:00	Clerkenwell	baptism
20023	20023	25/3/1562 00:00:00	Clerkenwell	baptism
20024	20024	28/3/1562 00:00:00	Clerkenwell	baptism
20025	20025	5/4/1562 00:00:00	Clerkenwell	baptism
20026	20026	18/5/1562 00:00:00	Clerkenwell	baptism
20027	20027	30/5/1562 00:00:00	Clerkenwell	baptism
20028	20028	28/6/1562 00:00:00	Clerkenwell	baptism
20029	20029	21/7/1562 00:00:00	Clerkenwell	baptism
20030	20030	22/7/1562 00:00:00	Clerkenwell	baptism
20031	20031	5/8/1562 00:00:00	Clerkenwell	baptism
20032	20032	23/8/1562 00:00:00	Clerkenwell	baptism
20033	20033	20/9/1562 00:00:00	Clerkenwell	baptism
20034	20034	27/9/1562 00:00:00	Clerkenwell	baptism
20035	20035	27/9/1562 00:00:00	Clerkenwell	baptism
20036	20036	15/11/1562 00:00:00	Clerkenwell	baptism
20037	20037	22/12/1562 00:00:00	Clerkenwell	baptism
20038	20038	29/12/1562 00:00:00	Clerkenwell	baptism
20039	20039	6/1/1563 00:00:00	Clerkenwell	baptism
20040	20040	12/1/1563 00:00:00	Clerkenwell	baptism
20041	20041	22/1/1563 00:00:00	Clerkenwell	baptism
20042	20042	26/3/1563 00:00:00	Clerkenwell	baptism
20043	20043	2/4/1563 00:00:00	Clerkenwell	baptism
20044	20044	18/4/1563 00:00:00	Clerkenwell	baptism
20045	20045	21/4/1563 00:00:00	Clerkenwell	baptism
20046	20046	15/5/1563 00:00:00	Clerkenwell	baptism
20047	20047	16/5/1563 00:00:00	Clerkenwell	baptism
20048	20048	19/5/1563 00:00:00	Clerkenwell	baptism
20049	20049	30/5/1563 00:00:00	Clerkenwell	baptism
20050	20050	13/6/1563 00:00:00	Clerkenwell	baptism
20051	20051	15/6/1563 00:00:00	Clerkenwell	baptism
20052	20052	19/6/1563 00:00:00	Clerkenwell	baptism
20053	20053	25/7/1563 00:00:00	Clerkenwell	baptism
20054	20054	25/7/1563 00:00:00	Clerkenwell	baptism
20055	20055	22/8/1563 00:00:00	Clerkenwell	baptism
20056	20056	28/8/1563 00:00:00	Clerkenwell	baptism
20057	20057	17/9/1563 00:00:00	Clerkenwell	baptism
20058	20058	17/9/1563 00:00:00	Clerkenwell	baptism
20059	20059	17/9/1563 00:00:00	Clerkenwell	baptism
20060	20060	21/11/1563 00:00:00	Clerkenwell	baptism
20061	20061	19/11/1563 00:00:00	Clerkenwell	baptism
20062	20062	22/11/1563 00:00:00	Clerkenwell	baptism
20063	20063	20/12/1563 00:00:00	Clerkenwell	baptism	
20064	20064	20/12/1563 00:00:00	Clerkenwell	baptism	
20065	20065	3/1/1564 00:00:00	Clerkenwell	baptism	
20066	20066	26/1/1564 00:00:00	Clerkenwell	baptism	
20067	20067	26/1/1564 00:00:00	Clerkenwell	baptism	
20068	20068	17/2/1564 00:00:00	Clerkenwell	baptism	
20069	20069	9/3/1564 00:00:00	Clerkenwell	baptism	
20070	20070	28/3/1564 00:00:00	Clerkenwell	baptism	
20071	20071	20/4/1564 00:00:00	Clerkenwell	baptism	"borne Hauckes, in the feildes"
20072	20072	14/5/1564 00:00:00	Clerkenwell	baptism	
20073	20073	28/5/1564 00:00:00	Clerkenwell	baptism	
20074	20074	17/6/1564 00:00:00	Clerkenwell	baptism	
20075	20075	18/6/1564 00:00:00	Clerkenwell	baptism	
20076	20076	21/6/1564 00:00:00	Clerkenwell	baptism	
20077	20077	22/6/1564 00:00:00	Clerkenwell	baptism	
20078	20078	7/7/1564 00:00:00	Clerkenwell	baptism	
20079	20079	25/7/1564 00:00:00	Clerkenwell	baptism
20080	20080	4/8/1564 00:00:00	Clerkenwell	baptism
20081	20081	10/8/1564 00:00:00	Clerkenwell	baptism
20082	20082	14/8/1564 00:00:00	Clerkenwell	baptism
20083	20083	21/9/1564 00:00:00	Clerkenwell	baptism
20084	20084	24/9/1564 00:00:00	Clerkenwell	baptism
20085	20085	5/10/1564 00:00:00	Clerkenwell	baptism
20086	20086	8/10/1564 00:00:00	Clerkenwell	baptism
20087	20087	7/11/1564 00:00:00	Clerkenwell	baptism
20088	20088	6/12/1564 00:00:00	Clerkenwell	baptism
20089	20089	31/12/1564 00:00:00	Clerkenwell	baptism
20090	20090	8/1/1565 00:00:00	Clerkenwell	baptism
20091	20091	8/1/1565 00:00:00	Clerkenwell	baptism
20092	20092	27/1/1565 00:00:00	Clerkenwell	baptism
20093	20093	2/2/1565 00:00:00	Clerkenwell	baptism
20094	20094	4/2/1565 00:00:00	Clerkenwell	baptism
20095	20095	8/2/1565 00:00:00	Clerkenwell	baptism
20096	20096	3/3/1565 00:00:00	Clerkenwell	baptism
20097	20097	25/3/1565 00:00:00	Clerkenwell	baptism
20098	20098	19/4/1565 00:00:00	Clerkenwell	baptism
20099	20099	13/5/1565 00:00:00	Clerkenwell	baptism
20100	20100	17/6/1565 00:00:00	Clerkenwell	baptism
20101	20101	19/6/1565 00:00:00	Clerkenwell	baptism
20102	20102	26/6/1565 00:00:00	Clerkenwell	baptism
20103	20103	1/7/1565 00:00:00	Clerkenwell	baptism
20104	20104	28/7/1565 00:00:00	Clerkenwell	baptism
20105	20105	2/8/1565 00:00:00	Clerkenwell	baptism
20106	20106	5/8/1565 00:00:00	Clerkenwell	baptism
20107	20107	14/8/1565 00:00:00	Clerkenwell	baptism
20108	20108	21/8/1565 00:00:00	Clerkenwell	baptism
20109	20109	28/8/1565 00:00:00	Clerkenwell	baptism
20110	20110	26/9/1565 00:00:00	Clerkenwell	baptism
20111	20111	7/10/1565 00:00:00	Clerkenwell	baptism
20112	20112	23/10/1565 00:00:00	Clerkenwell	baptism
20113	20113	8/11/1565 00:00:00	Clerkenwell	baptism
20114	20114	23/11/1565 00:00:00	Clerkenwell	baptism
20115	20115	10/12/1565 00:00:00	Clerkenwell	baptism
20116	20116	10/12/1565 00:00:00	Clerkenwell	baptism
20117	20117	27/12/1565 00:00:00	Clerkenwell	baptism
20118	20118	30/12/1565 00:00:00	Clerkenwell	baptism
20119	20119	3/2/1566 00:00:00	Clerkenwell	baptism
20120	20120	10/3/1566 00:00:00	Clerkenwell	baptism
20121	20121	24/3/1566 00:00:00	Clerkenwell	baptism
20122	20122	31/3/1566 00:00:00	Clerkenwell	baptism
20123	20123	22/4/1566 00:00:00	Clerkenwell	baptism
20124	20124	1/5/1566 00:00:00	Clerkenwell	baptism
20125	20125	5/5/1566 00:00:00	Clerkenwell	baptism
20126	20126	11/5/1566 00:00:00	Clerkenwell	baptism
20127	20127	21/5/1566 00:00:00	Clerkenwell	baptism
20128	20128	29/5/1566 00:00:00	Clerkenwell	baptism
20129	20129	8/6/1566 00:00:00	Clerkenwell	baptism
20130	20130	11/6/1566 00:00:00	Clerkenwell	baptism
20131	20131	16/6/1566 00:00:00	Clerkenwell	baptism
20132	20132	20/7/1566 00:00:00	Clerkenwell	baptism
20133	20133	4/8/1566 00:00:00	Clerkenwell	baptism
20134	20134	8/8/1566 00:00:00	Clerkenwell	baptism
20135	20135	28/8/1566 00:00:00	Clerkenwell	baptism
20136	20136	12/9/1566 00:00:00	Clerkenwell	baptism
20137	20137	30/9/1566 00:00:00	Clerkenwell	baptism
20138	20138	12/10/1566 00:00:00	Clerkenwell	baptism
20139	20139	2/11/1566 00:00:00	Clerkenwell	baptism
20140	20140	24/11/1566 00:00:00	Clerkenwell	baptism
20141	20141	13/1/1567 00:00:00	Clerkenwell	baptism
20142	20142	17/1/1567 00:00:00	Clerkenwell	baptism
20143	20143	2/2/1567 00:00:00	Clerkenwell	baptism
20144	20144	28/2/1567 00:00:00	Clerkenwell	baptism
20145	20145	25/3/1567 00:00:00	Clerkenwell	baptism
20146	20146	27/3/1567 00:00:00	Clerkenwell	baptism
20147	20147	1/4/1567 00:00:00	Clerkenwell	baptism
20148	20148	27/4/1567 00:00:00	Clerkenwell	baptism
20149	20149	3/5/1567 00:00:00	Clerkenwell	baptism
20150	20150	1/6/1567 00:00:00	Clerkenwell	baptism
20151	20151	15/6/1567 00:00:00	Clerkenwell	baptism
20152	20152	18/6/1567 00:00:00	Clerkenwell	baptism
20153	20153	25/7/1567 00:00:00	Clerkenwell	baptism
20154	20154	13/8/1567 00:00:00	Clerkenwell	baptism
20155	20155	30/9/1567 00:00:00	Clerkenwell	baptism
20156	20156	3/10/1567 00:00:00	Clerkenwell	baptism
20157	20157	28/10/1567 00:00:00	Clerkenwell	baptism
