struct_idx	OldPhillimore	NewPhillimore
14909	10W20	"10,20"
14910	10W21	"10,21"
14911	10W22	"10,22"
14912	10W23	"10,23"
14913	10W24	"10,24"
14914	10W25	"10,25"
14915	10W26	"10,26"
14916	10W27	"10,27"
14917	10W28	"10,28"
14918	10W29	"10,29"
14919	10W30	"10,30"
14920	10W31	"10,31"
14921	10W32	"10,32"
14922	10W33	"10,33"
14923	10W34	"10,34"
14924	10W35	"10,35"
14925	10W36	"10,36"
14926	10W37	"10,37"
14927	10W38	"10,38"
14928	10W39	"10,39"
14929	10W40	"10,40"
14930	10W41	"10,41"
14931	10W42	"10,42"
14932	10W43	"10,43"
14933	11	11
14934	1.10E+02	"11,1"
14935	1.10E+03	"11,2"
14936	1.10E+04	"11,3"
14937	1.10E+05	"11,4"
14938	1.10E+06	"11,5"
14939	1.10E+07	"11,6"
14940	1.10E+08	"11,7"
14941	1.10E+09	"11,8"
14942	1.10E+10	"11,9"
14943	11N1	"11,10"
14944	11N2	"11,11"
14945	11N3	"11,12"
14946	11N4	"11,13"
14947	11N5	"11,14"
14948	11N6	"11,15"
14949	11N7	"11,16"
14950	11N8	"11,17"
14951	11N9	"11,18"
14952	11N10	"11,19"
14953	11N11	"11,20"
14954	11N12	"11,21"
14955	11N13	"11,22"
14956	11N14	"11,23"
14957	11N15	"11,24"
14958	11N16	"11,25"
14959	11N17	"11,26"
14960	11N18	"11,27"
14961	11N19	"11,28"
14962	11N20	"11,29"
14963	11N21	"11,30"
14964	11N22	"11,31"
14965	11N23	"11,32"
14966	11W1	"11,33"
14967	11W2	"11,34"
14968	11W3	"11,35"
14969	11W4	"11,36"
14970	12	12
14971	12W1	"12,1"
14972	12W2	"12,2"
14973	12W3	"12,3"
14974	12W4	"12,4"
14975	12W5	"12,5"
14976	12W6	"12,6"
14977	12W7	"12,7"
14978	12W8	"12,8"
14979	12W9	"12,9"
14980	12W10	"12,10"
14981	12W11	"12,11"
14982	12W12	"12,12"
14983	12W13	"12,13"
14984	12W14	"12,14"
14985	12W15	"12,15"
14986	12W16	"12,16"
14987	12W17	"12,17"
14988	12W18	"12,18"
14989	12W19	"12,19"
14990	12W20	"12,20"
14991	12W21	"12,21"
14992	12W22	"12,22"
14993	12W23	"12,23"
14994	12W24	"12,24"
14995	12W25	"12,25"
14996	12W26	"12,26"
14997	12W27	"12,27"
14998	12W28	"12,28"
14999	13	13
15000	13W1	"13,1"
15001	13W2	"13,2"
15002	13W3	"13,3"
15003	13W4	"13,4"
15004	13W5	"13,5"
15005	13W6	"13,6"
15006	13W7	"13,7"
15007	13W8	"13,8"
15008	13W9	"13,9"
15009	13W10	"13,10"
15010	13W11	"13,11"
15011	13W12	"13,12"
15012	13W13	"13,13"
15013	13W14	"13,14"
15014	13W15	"13,15"
15015	13W16	"13,16"
15016	13W17	"13,17"
15017	13W18	"13,18"
15018	13W19	"13,19"
15019	13W20	"13,20"
15020	13W21	"13,21"
15021	13W22	"13,22"
15022	13W23	"13,23"
15023	13W24	"13,24"
15024	13W25	"13,25"
15025	13W26	"13,26"
15026	13W27	"13,27"
15027	13W28	"13,28"
15028	13W29	"13,29"
15029	13W30	"13,30"
15030	13W31	"13,31"
15031	13W32	"13,32"
15032	13W33	"13,33"
15033	13W34	"13,34"
15034	13W35	"13,35"
15035	13W36	"13,36"
15036	13W37	"13,37"
15037	13W38	"13,38"
15038	13W39	"13,39"
15039	13W40	"13,40"
15040	13W41	"13,41"
15041	13W42	"13,42"
15042	13W43	"13,43"
15043	13W44	"13,44"
15044	13W45	"13,45"
15045	1.30E+02	"13,46"
15046	1.30E+03	"13,47"
15047	1.30E+04	"13,48"
15048	1.30E+05	"13,49"
15049	1.30E+06	"13,50"
15050	1.30E+07	"13,51"
15051	1.30E+08	"13,52"
15052	1.30E+09	"13,53"
15053	1.30E+10	"13,54"
15054	1.30E+11	"13,55"
15055	1.30E+12	"13,56"
15056	1.30E+13	"13,57"
15057	1.30E+14	"13,58"
15058	1.30E+15	"13,59"
15059	1.30E+16	"13,60"
15060	1.30E+17	"13,61"
15061	13N1	"13,62"
15062	13N2	"13,63"
15063	13N3	"13,64"
15064	13N4	"13,65"
15065	13N5	"13,66"
15066	13N6	"13,67"
15067	13N7	"13,68"
15068	13N8	"13,69"
15069	13N9	"13,70"
15070	13N10	"13,71"
15071	13N11	"13,72"
15072	13N12	"13,73"
15073	13N13	"13,74"
15074	13N14	"13,75"
15075	13N15	"13,76"
15076	13N16	"13,77"
15077	13N17	"13,78"
15078	13N18	"13,79"
15079	13N19	"13,80"
15080	14	14
15081	1.40E+02	"14,1"
15082	1.40E+03	"14,2"
15083	1.40E+04	"14,3"
15084	1.40E+05	"14,4"
15085	1.40E+06	"14,5"
15086	1.40E+07	"14,6"
15087	1.40E+08	"14,7"
15088	1.40E+09	"14,8"
15089	1.40E+10	"14,9"
15090	1.40E+11	"14,10"
15091	1.40E+12	"14,11"
15092	1.40E+13	"14,12"
15093	1.40E+14	"14,13"
15094	1.40E+15	"14,14"
15095	1.40E+16	"14,15"
15096	1.40E+17	"14,16"
15097	1.40E+18	"14,17"
15098	1.40E+19	"14,18"
15099	1.40E+20	"14,19"
15100	1.40E+21	"14,20"
15101	1.40E+22	"14,21"
15102	1.40E+23	"14,22"
15103	1.40E+24	"14,23"
15104	1.40E+25	"14,24"
15105	1.40E+26	"14,25"
15106	1.40E+27	"14,26"
15107	1.40E+28	"14,27"
15108	1.40E+29	"14,28"
15109	1.40E+30	"14,29"
15110	1.40E+31	"14,30"
15111	1.40E+32	"14,31"
15112	1.40E+33	"14,32"
15113	1.40E+34	"14,33"
15114	1.40E+35	"14,34"
15115	1.40E+36	"14,35"
15116	1.40E+37	"14,36"
15117	1.40E+38	"14,37"
15118	1.40E+39	"14,38"
15119	1.40E+40	"14,39"
15120	1.40E+41	"14,40"
15121	1.40E+42	"14,41"
15122	1.40E+43	"14,42"
15123	1.40E+44	"14,43"
15124	1.40E+45	"14,44"
15125	1.40E+46	"14,45"
15126	1.40E+47	"14,46"
15127	1.40E+48	"14,47"
15128	1.40E+49	"14,48"
15129	1.40E+50	"14,49"
15130	1.40E+51	"14,50"
15131	1.40E+52	"14,51"
15132	1.40E+53	"14,52"
15133	1.40E+54	"14,53"
15134	1.40E+55	"14,54"
15135	15	15
15136	1.50E+02	"15,1"
15137	1.50E+03	"15,2"
15138	1.50E+04	"15,3"
15139	1.50E+05	"15,4"
15140	1.50E+06	"15,5"
15141	1.50E+07	"15,6"
15142	1.50E+08	"15,7"
15143	1.50E+09	"15,8"
15144	1.50E+10	"15,9"
15145	1.50E+11	"15,10"
15146	1.50E+12	"15,11"
15147	1.50E+13	"15,12"
15148	1.50E+14	"15,13"
15149	1.50E+15	"15,14"
15150	1.50E+16	"15,15"
15151	1.50E+17	"15,16"
15152	1.50E+18	"15,17"
15153	16	16
15154	1.60E+02	"16,1"
15155	1.60E+03	"16,2"
15156	1.60E+04	"16,3"
15157	1.60E+05	"16,4"
15158	1.60E+06	"16,5"
15159	16N1	"16,6"
15160	16N2	"16,7"
15161	16W1	"16,8"
15162	16W2	"16,9"
15163	16W3	"16,10"
15164	16W4	"16,11"
15165	16W5	"16,12"
15166	16W6	"16,13"
15167	17	17
15168	17W1	"17,1"
15169	18	18
15170	18W1	"18,1"
15171	18W2	"18,2"
15172	18W3	"18,3"
15173	19	19
15174	19W1	"19,1"
15175	19W2	"19,2"
15176	19W3	"19,3"
15177	20	20
15178	2.00E+02	"20,1"
15179	2.00E+03	"20,2"
15180	2.00E+04	"20,3"
15181	2.00E+05	"20,4"
15182	21	21
15183	2.10E+02	"21,1"
15184	2.10E+03	"21,2"
15185	2.10E+04	"21,3"
15186	2.10E+05	"21,4"
15187	2.10E+06	"21,5"
15188	2.10E+07	"21,6"
15189	2.10E+08	"21,7"
15190	2.10E+09	"21,8"
15191	2.10E+10	"21,9"
15192	2.10E+11	"21,10"
15193	2.10E+12	"21,11"
15194	2.10E+13	"21,12"
15195	21W1	"21,13"
15196	21W2	"21,14"
15197	21W3	"21,15"
15198	21W4	"21,16"
15199	21W5	"21,17"
15200	21W6	"21,18"
15201	21W7	"21,19"
15202	21W8	"21,20"
15203	21W9	"21,21"
15204	21W10	"21,22"
15205	21W11	"21,23"
15206	21W12	"21,24"
15207	21W13	"21,25"
15208	21W14	"21,26"
15209	21W15	"21,27"
15210	21W16	"21,28"
15211	21W17	"21,29"
15212	22	22
15213	22W1	"22,1"
15214	22W2	"22,2"
15215	22W3	"22,3"
15216	22W4	"22,4"
15217	22W5	"22,5"
15218	22W6	"22,6"
15219	23	23
15220	23N1	"23,1"
15221	23N2	"23,2"
15222	23N3	"23,3"
15223	23N4	"23,4"
15224	23N5	"23,5"
15225	23N6	"23,6"
15226	23N7	"23,7"
15227	23N8	"23,8"
15228	23N9	"23,9"
15229	23N10	"23,10"
15230	23N11	"23,11"
15231	23N12	"23,12"
15232	23N13	"23,13"
15233	23N14	"23,14"
15234	23N15	"23,15"
15235	23N16	"23,16"
15236	23N17	"23,17"
15237	23N18	"23,18"
15238	23N19	"23,19"
15239	23N20	"23,20"
15240	23N21	"23,21"
15241	23N22	"23,22"
15242	23N23	"23,23"
15243	23N24	"23,24"
15244	23N25	"23,25"
15245	23N26	"23,26"
15246	23N27	"23,27"
15247	23N28	"23,28"
15248	23N29	"23,29"
15249	23N30	"23,30"
15250	23N31	"23,31"
15251	23N32	"23,32"
15252	23N33	"23,33"
15253	23N34	"23,34"
15254	23N35	"23,35"
15255	23N36	"23,36"
15256	2.30E+02	"23,37"
15257	2.30E+03	"23,38"
15258	2.30E+04	"23,39"
15259	2.30E+05	"23,40"
15260	2.30E+06	"23,41"
15261	2.30E+07	"23,42"
15262	2.30E+08	"23,43"
15263	2.30E+09	"23,44"
15264	2.30E+10	"23,45"
15265	2.30E+11	"23,46"
15266	2.30E+12	"23,47"
15267	2.30E+13	"23,48"
15268	2.30E+14	"23,49"
15269	2.30E+15	"23,50"
15270	2.30E+16	"23,51"
15271	2.30E+17	"23,52"
15272	2.30E+18	"23,53"
15273	2.30E+19	"23,54"
15274	2.30E+20	"23,55"
15275	24	24
15276	24W1	"24,1"
15277	24W2	"24,2"
15278	24W3	"24,3"
15279	24W4	"24,4"
15280	24W5	"24,5"
15281	24W6	"24,6"
15282	24W7	"24,7"
15283	24W8	"24,8"
15284	24W9	"24,9"
15285	24W10	"24,10"
15286	24W11	"24,11"
15287	24W12	"24,12"
15288	24W13	"24,13"
15289	24W14	"24,14"
15290	24W15	"24,15"
15291	24W16	"24,16"
15292	24W17	"24,17"
15293	24W18	"24,18"
15294	24W19	"24,19"
15295	24W20	"24,20"
15296	24W21	"24,21"
15297	2.40E+02	"24,22"
15298	2.40E+03	"24,23"
15299	25	25
15300	25W1	"25,1"
15301	25W2	"25,2"
15302	25W3	"25,3"
15303	25W4	"25,4"
15304	25W5	"25,5"
15305	25W6	"25,6"
15306	25W7	"25,7"
15307	25W8	"25,8"
15308	25W9	"25,9"
15309	25W10	"25,10"
15310	25W11	"25,11"
15311	25W12	"25,12"
15312	25W13	"25,13"
15313	25W14	"25,14"
15314	25W15	"25,15"
15315	25W16	"25,16"
15316	25W17	"25,17"
15317	25W18	"25,18"
15318	25W19	"25,19"
15319	25W20	"25,20"
15320	25W21	"25,21"
15321	25W22	"25,22"
15322	25W23	"25,23"
15323	25W24	"25,24"
15324	25W25	"25,25"
15325	25W26	"25,26"
15326	25W27	"25,27"
15327	25W28	"25,28"
15328	25W29	"25,29"
15329	25W30	"25,30"
15330	25W31	"25,31"
15331	25W32	"25,32"
15332	25W33	"25,33"
15333	26	26
15334	2.60E+02	"26,1"
15335	2.60E+03	"26,2"
15336	2.60E+04	"26,3"
15337	2.60E+05	"26,4"
15338	2.60E+06	"26,5"
15339	2.60E+07	"26,6"
15340	2.60E+08	"26,7"
15341	2.60E+09	"26,8"
15342	2.60E+10	"26,9"
15343	2.60E+11	"26,10"
15344	2.60E+12	"26,11"
15345	2.60E+13	"26,12"
15346	27	27
15347	27W1	"27,1"
15348	27W2	"27,2"
15349	28	28
15350	28W1	"28,1"
15351	28W2	"28,2"
15352	28W3	"28,3"
15353	28W4	"28,4"
15354	28W5	"28,5"
15355	28W6	"28,6"
15356	28W7	"28,7"
15357	28W8	"28,8"
15358	28W9	"28,9"
15359	28W10	"28,10"
15360	28W11	"28,11"
15361	28W12	"28,12"
15362	28W13	"28,13"
15363	28W14	"28,14"
15364	28W15	"28,15"
15365	28W16	"28,16"
15366	28W17	"28,17"
15367	28W18	"28,18"
15368	28W19	"28,19"
15369	28W20	"28,20"
15370	28W21	"28,21"
15371	28W22	"28,22"
15372	28W23	"28,23"
15373	28W24	"28,24"
15374	28W25	"28,25"
15375	28W26	"28,26"
15376	28W27	"28,27"
15377	28W28	"28,28"
15378	28W29	"28,29"
15379	28W30	"28,30"
15380	28W31	"28,31"
15381	28W32	"28,32"
15382	28W33	"28,33"
15383	28W34	"28,34"
15384	28W35	"28,35"
15385	28W36	"28,36"
15386	28W37	"28,37"
15387	28W38	"28,38"
15388	28W39	"28,39"
15389	28W40	"28,40"
15390	28W41	"28,41"
15391	29	29
15392	29W1	"29,1"
15393	29W2	"29,2"
15394	29W3	"29,3"
15395	29W4	"29,4"
15396	29W5	"29,5"
15397	29W6	"29,6"
15398	29W7	"29,7"
15399	29W8	"29,8"
15400	29W9	"29,9"
15401	29W10	"29,10"
15402	29W11	"29,11"
15403	29W12	"29,12"
15404	29W13	"29,13"
15405	29W14	"29,14"
15406	29W15	"29,15"
15407	29W16	"29,16"
15408	29W17	"29,17"
15409	29W18	"29,18"
15410	29W19	"29,19"
15411	29W20	"29,20"
15412	29W21	"29,21"
15413	29W22	"29,22"
15414	29W23	"29,23"
15415	29W24	"29,24"
15416	29W25	"29,25"
15417	29W26	"29,26"
15418	29W27	"29,27"
15419	29W28	"29,28"
15420	29W29	"29,29"
15421	29W30	"29,30"
15422	29W31	"29,31"
15423	29W32	"29,32"
15424	29W33	"29,33"
15425	29W34	"29,34"
15426	29W35	"29,35"
15427	29W36	"29,36"
15428	29W37	"29,37"
15429	29W38	"29,38"
15430	29W39	"29,39"
15431	29W40	"29,40"
15432	29W41	"29,41"
15433	29W42	"29,42"
15434	29W43	"29,43"
15435	29W44	"29,44"
15436	29W45	"29,45"
15437	29W46	"29,46"
15438	29W47	"29,47"
15439	29W48	"29,48"
15440	29W49	"29,49"
15441	29W50	"29,50"
15442	29W51	"29,51"
15443	2.90E+02	"29,52"
15444	2.90E+03	"29,53"
15445	2.90E+04	"29,54"
15446	2.90E+05	"29,55"
15447	2.90E+06	"29,56"
15448	2.90E+07	"29,57"
15449	2.90E+08	"29,58"
15450	2.90E+09	"29,59"
15451	2.90E+10	"29,60"
15452	2.90E+11	"29,61"
15453	2.90E+12	"29,62"
15454	2.90E+13	"29,63"
15455	2.90E+14	"29,64"
15456	2.90E+15	"29,65"
15457	2.90E+16	"29,66"
15458	2.90E+17	"29,67"
15459	2.90E+18	"29,68"
15460	2.90E+19	"29,69"
15461	2.90E+20	"29,70"
15462	2.90E+21	"29,71"
15463	2.90E+22	"29,72"
15464	2.90E+23	"29,73"
15465	2.90E+24	"29,74"
15466	2.90E+25	"29,75"
15467	2.90E+26	"29,76"
15468	2.90E+27	"29,77"
15469	2.90E+28	"29,78"
15470	2.90E+29	"29,79"
15471	2.90E+30	"29,80"
15472	2.90E+31	"29,81"
15473	29N1	"29,82"
15474	29N2	"29,83"
15475	29N3	"29,84"
15476	29N4	"29,85"
15477	29N5	"29,86"
15478	29N6	"29,87"
15479	29N7	"29,88"
15480	29N8	"29,89"
15481	29N9	"29,90"
15482	29N10	"29,91"
15483	29N11	"29,92"
15484	29N12	"29,93"
15485	29N13	"29,94"
15486	30	30
15487	30W1	"30,1"
15488	30W2	"30,2"
15489	30W3	"30,3"
15490	30W4	"30,4"
15491	30W5	"30,5"
15492	30W6	"30,6"
15493	30W7	"30,7"
15494	30W8	"30,8"
15495	30W9	"30,9"
15496	30W10	"30,10"
15497	30W11	"30,11"
15498	30W12	"30,12"
15499	30W13	"30,13"
15500	30W14	"30,14"
15501	30W15	"30,15"
15502	30W16	"30,16"
15503	30W17	"30,17"
15504	30W18	"30,18"
15505	30W19	"30,19"
15506	30W20	"30,20"
15507	30W21	"30,21"
15508	30W22	"30,22"
15509	30W23	"30,23"
15510	30W24	"30,24"
15511	30W25	"30,25"
15512	30W26	"30,26"
15513	30W27	"30,27"
15514	30W28	"30,28"
15515	30W29	"30,29"
15516	30W30	"30,30"
15517	30W31	"30,31"
15518	30W32	"30,32"
15519	30W33	"30,33"
15520	30W34	"30,34"
15521	30W35	"30,35"
15522	30W36	"30,36"
15523	30W37	"30,37"
15524	30W38	"30,38"
15525	30W39	"30,39"
15526	30W40	"30,40"
15527	31	Z
15528	3.10E+02	Z1
15529	3.10E+03	Z2
15530	3.10E+04	Z3
15531	3.10E+05	Z4
15532	3.10E+06	Z5
15533	3.10E+07	Z6
15534	3.10E+08	Z7
15535	3.10E+09	Z8
15536	31W1	Z9
15537	31W2	Z10
15538	31W3	Z11
15539	31W4	Z12
15540	31W5	Z13
15541	31N1	Z14
15542	31N2	Z15
15543	31N3	Z16
15544	31N4	Z17
15545	31N5	Z18
15546	31N6	Z19
15547	31N7	Z20
15548	31N8	Z21
15549	31N9	Z22
15550	31N10	Z23
17333	****	****
17334	CN1	CN1
17335	CN2	CN2
17336	CN3	CN3
17337	CN4	CN4
17338	CN5	CN5
17339	CE1	CE1
17340	CE2	CE2
17341	CE3	CE3
17342	CE4	CE4
17343	CE5	CE5
17344	CE6	CE6
17345	CE7	CE7
17346	CE8	CE8
17347	CE9	CE9
17348	CE10	CE10
17349	CE11	CE11
17350	CE12	CE12
17351	CE13	CE13
17352	CE14	CE14
17353	CE15	CE15
17354	CE16	CE16
17355	CE17	CE17
17356	CE18	CE18
17357	CE19	CE19
17358	CE20	CE20
17359	CE21	CE21
17360	CE22	CE22
17361	CE23	CE23
17362	CE24	CE24
17363	CE25	CE25
17364	CE26	CE26
17365	CE27	CE27
17366	CE28	CE28
17367	CE29	CE29
17368	CE30	CE30
17369	CE31	CE31
17370	CE32	CE32
17371	CE33	CE33
17372	CW1	CW1
17373	CW2	CW2
17374	CW3	CW3
17375	CW4	CW4
17376	CW5	CW5
17377	CW6	CW6
17378	CW7	CW7
17379	CW8	CW8
17380	CW9	CW9
17381	CW10	CW10
17382	CW11	CW11
17383	CW12	CW12
17384	CW13	CW13
17385	CW14	CW14
17386	CW15	CW15
17387	CW16	CW16
17388	CW17	CW17
17389	CW18	CW18
17390	CW19	CW19
17391	CW20	CW20
17392	CW21	CW21
17393	CW22	CW22
17394	CW23	CW23
17395	CW24	CW24
17396	CW25	CW25
17397	CW26	CW26
17398	CW27	CW27
17399	CW28	CW28
17400	CW29	CW29
17401	CW30	CW30
17402	CW31	CW31
17403	CW32	CW32
17404	CW33	CW33
17405	CW34	CW34
17406	CW35	CW35
17407	CW36	CW36
17408	CW37	CW37
17409	CW38	CW38
17410	CW39	CW39
17411	CE34	CE34
17412	CE35	CE35
17413	CE36	CE36
17414	CE37	CE37
17415	CE38	CE38
17416	CE39	CE39
17417	CE40	CE40
17418	CE41	CE41
17419	CE42	CE42
17420	CE43	CE43
17421	CE44	CE44
17422	CE45	CE45
17423	CE46	CE46
17424	CE47	CE47
17425	CE48	CE48
17426	CE49	CE49
17427	CE50	CE50
17428	CE51	CE51
17429	CE52	CE52
17430	CW40	CW40
17431	CW41	CW41
17432	CW42	CW42
17598	****	****
17599	"SN,Y1"	S1
17600	"SN,Y2"	S2
17601	"SN,Y3"	S3
17602	"SN,Y4"	S4
17603	"SN,Y5"	S5
17604	"SN,Y6"	S6
17605	"SN,Y7"	S7
17606	"SN,Y8"	S8
17607	"SW,Sk1"	S9
17608	"SW,Sk2"	S10
17609	"SW,Sk3"	S11
17610	"SW,Sk4"	S12
17611	"SW,Sk5"	S13
17612	"SW,Sk6"	S14
17613	"SW,Sk7"	S15
17614	"SW,Sk8"	S16
17615	"SW,Sk9"	S17
17616	"SW,Sk10"	S18
17617	"SW,Sk11"	S19
17618	"SW,Sk12"	S20
17619	"SW,Sk13"	S21
17620	"SW,Sk14"	S22
17621	"SW,Sk15"	S23
17622	"SW,Sk16"	S24
17623	"SW,Sk17"	S25
17624	"SW,Sk18"	S26
17625	"SW,Sk19"	S27
17626	"SW,Sk20"	S28
17627	"SW,BA1"	S29
17628	"SW,BA2"	S30
17629	"SW,BA3"	S31
17630	"SW,BA4"	S32
17631	"SW,BA5"	S33
17632	"SW,BA6"	S34
17633	"SW,BA7"	S35
17634	"SW,BA8"	S36
17635	"SW,BA9"	S37
17636	"SW,BA10"	S38
17637	"SW,BA11"	S39
17638	"SW,BA12"	S40
17639	"SW,BA13"	S41
17640	"SW,Sf1"	S42
17641	"SW,Sf2"	S43
17642	"SW,Sf3"	S44
17643	"SW,Sf4"	S45
17644	"SW,Sf5"	S46
17645	"SW,Sf6"	S47
17646	"SW,Sf7"	S48
17647	"SW,Sf8"	S49
17648	"SW,Sf9"	S50
17649	"SW,Sf10"	S51
17650	"SW,Sf11"	S52
17651	"SW,Sf12"	S53
17652	"SW,Sf13"	S54
17653	"SW,Sf14"	S55
17654	"SW,Sf15"	S56
17655	"SW,Sf16"	S57
17656	"SW,Sf17"	S58
17657	"SW,Sf18"	S59
17658	"SW,Sf19"	S60
17659	"SW,Sf20"	S61
17660	"SW,Sf21"	S62
17661	"SW,Sf22"	S63
17662	"SW,Sf23"	S64
17663	"SW,Sf24"	S65
17664	"SW,Sf25"	S66
17665	"SW,Sf26"	S67
17666	"SW,Sf27"	S68
17667	"SW,Sf28"	S69
17668	"SW,Sf29"	S70
17669	"SW,Sf30"	S71
17670	"SW,Sf31"	S72
17671	"SW,Sf32"	S73
17672	"SW,Sf33"	S74
17673	"SW,Sf34"	S75
17674	"SW,Sf35"	S76
17675	"SW,Sf36"	S77
17676	"SW,Sf37"	S78
17677	"SW,O1"	S79
17678	"SW,O2"	S80
17679	"SW,O3"	S81
17680	"SW,O4"	S82
17681	"SW,O5"	S83
17682	"SW,O6"	S84
17683	"SW,O7"	S85
17684	"SW,O8"	S86
17685	"SW,O9"	S87
17686	"SW,O10"	S88
17687	"SW,O11"	S89
17688	"SW,O12"	S90
17689	"SW,O13"	S91
17690	"SW,O14"	S92
17691	"SW,O15"	S93
17692	"SW,O16"	S94
17693	"SW,St1"	S95
17694	"SW,St2"	S96
17695	"SW,St3"	S97
17696	"SW,St4"	S98
17697	"SW,St5"	S99
17698	"SW,St6"	S100
17699	"SW,St7"	S101
17700	"SW,St8"	S102
17701	"SW,St9"	S103
17702	"SW,St10"	S104
17703	"SW,St11"	S105
17704	"SW,St12"	S106
17705	"SW,St13"	S107
17706	"SW,St14"	S108
17707	"SW,St15"	S109
17708	"SW,St16"	S110
17709	"SW,Ag1"	S111
17710	"SW,Ag2"	S112
17711	"SW,Ag3"	S113
17712	"SW,Ag4"	S114
17713	"SW,Ag5"	S115
17714	"SW,Ag6"	S116
17715	"SW,Ag7"	S117
17716	"SW,Ag8"	S118
17717	"SW,Ag9"	S119
17718	"SW,Ag10"	S120
17719	"SW,Ag11"	S121
17720	"SW,Ag12"	S122
17721	"SW,Ag13"	S123
17722	"SW,Ag14"	S124
17723	"SW,Ag15"	S125
17724	"SW,Ag16"	S126
17725	"SW,M1"	S127
17726	"SW,M2"	S128
17727	"SW,M3"	S129
17728	"SW,M4"	S130
17729	"SW,M5"	S131
17730	"SW,M6"	S132
17731	"SW,M7"	S133
17732	"SW,M8"	S134
17733	"SW,M9"	S135
17734	"SW,M10"	S136
17735	"SW,M11"	S137
17736	"SW,M12"	S138
17737	"SW,M13"	S139
17738	"SW,M14"	S140
17739	"SW,An1"	S141
17740	"SW,An2"	S142
17741	"SW,An3"	S143
17742	"SW,An4"	S144
17743	"SW,An5"	S145
17744	"SW,An6"	S146
17745	"SW,An7"	S147
17746	"SW,An8"	S148
17747	"SW,An9"	S149
17748	"SW,An10"	S150
17749	"SW,An11"	S151
17750	"SW,An12"	S152
17751	"SW,An13"	S153
17752	"SW,An14"	S154
17753	"SW,An15"	S155
17754	"SW,An16"	S156
17755	"SW,An17"	S157
17756	"SW,An18"	S158
17757	"SW,Bu1"	S159
17758	"SW,Bu2"	S160
17759	"SW,Bu3"	S161
17760	"SW,Bu4"	S162
17761	"SW,Bu5"	S163
17762	"SW,Bu6"	S164
17763	"SW,Bu7"	S165
17764	"SW,Bu8"	S166
17765	"SW,Bu9"	S167
17766	"SW,Bu10"	S168
17767	"SW,Bu11"	S169
17768	"SW,Bu12"	S170
17769	"SW,Bu13"	S171
17770	"SW,Bu14"	S172
17771	"SW,Bu15"	S173
17772	"SW,Bu16"	S174
17773	"SW,Bu17"	S175
17774	"SW,Bu18"	S176
17775	"SW,Bu19"	S177
17776	"SW,Bu20"	S178
17777	"SW,Bu21"	S179
17778	"SW,Bu22"	S180
17779	"SW,Bu23"	S181
17780	"SW,Bu24"	S182
17781	"SW,Bu25"	S183
17782	"SW,Bu26"	S184
17783	"SW,Bu27"	S185
17784	"SW,Bu28"	S186
17785	"SW,Bu29"	S187
17786	"SW,Bu30"	S188
17787	"SW,Bu31"	S189
17788	"SW,Bu32"	S190
17789	"SW,Bu33"	S191
17790	"SW,Bu34"	S192
17791	"SW,Bu35"	S193
17792	"SW,Bu36"	S194
17793	"SW,Bu37"	S195
17794	"SW,Bu38"	S196
17795	"SW,Bu39"	S197
17796	"SW,Bu40"	S198
17797	"SW,Bu41"	S199
17798	"SW,Bu42"	S200
17799	"SW,Bu43"	S201
17800	"SW,Bu44"	S202
17801	"SW,Bu45"	S203
17802	"SW,Bu46"	S204
17803	"SW,Bu47"	S205
17804	"SW,Bu48"	S206
17805	"SW,Bu49"	S207
17806	"SW,H1"	S208
17807	"SW,H2"	S209
17808	"SW,H3"	S210
17809	"SW,H4"	S211
17810	"SW,H5"	S212
17811	"SW,H6"	S213
17812	"SW,H7"	S214
17813	"SW,H8"	S215
17814	"SW,H9"	S216
17815	"SW,Cr1"	S217
17816	"SW,Cr2"	S218
17817	"SW,Cr3"	S219
17818	"SW,Cr4"	S220
17819	"SW,Cr5"	S221
17820	"SN,L1"	S222
17821	"SN,L2"	S223
17822	"SN,L3"	S224
17823	"SN,L4"	S225
17824	"SN,L5"	S226
17825	"SN,L6"	S227
17826	"SN,L7"	S228
17827	"SN,L8"	S229
17828	"SN,L9"	S230
17829	"SN,L10"	S231
17830	"SN,L11"	S232
17831	"SN,L12"	S233
17832	"SN,L13"	S234
17833	"SN,L14"	S235
17834	"SN,L15"	S236
17835	"SN,L16"	S237
17836	"SN,L17"	S238
17837	"SN,L18"	S239
17838	"SN,L19"	S240
17839	"SN,L20"	S241
17840	"SN,L21"	S242
17841	"SN,L22"	S243
17842	"SN,L23"	S244
17843	"SN,L24"	S245
17844	"SN,L25"	S246
17845	"SN,L26"	S247
17846	"SN,L27"	S248
17847	"SN,L28"	S249
17848	"SN,L29"	S250
17849	"SN,L30"	S251
17850	"SN,L31"	S252
17851	"SN,L32"	S253
17852	"SN,L33"	S254
17853	"SN,L34"	S255
17854	"SN,L35"	S256
17855	"SN,L36"	S257
17856	"SN,L37"	S258
17857	"SN,L38"	S259
17858	"SN,L39"	S260
17859	"SN,L40"	S261
17860	"SN,L41"	S262
17861	"SN,L42"	S263
17862	"SN,L43"	S264
17863	"SN,L44"	S265
17864	"SN,L45"	S266
17865	"SN,D1"	S267
17866	"SN,D2"	S268
17867	"SN,D3"	S269
17868	"SN,D4"	S270
17869	"SN,D5"	S271
17870	"SN,D6"	S272
17871	"SN,D7"	S273
17872	"SN,D8"	S274
17873	"SN,D9"	S275
