place_id	struct_idx	county	phillimore	borough_place	holding	units	value
11500	13893	YKS	C25	Sandburn [House]		-	
11520	13893	YKS	C25	York		-	
11540	13894	YKS	C26	Heworth		-	
11560	13894	YKS	C26	York		-	
11580	13895	YKS	C27	Heworth		-
11600	13895	YKS	C27	York		-
11620	13896	YKS	C28	[Gate] Fulford		-
11640	13896	YKS	C28	York		-
11660	13897	YKS	C29	York		-
11680	13898	YKS	C30	Clifton		-
11700	13898	YKS	C30	York		-
11720	13899	YKS	C31	Rawcliffe		-
11740	13899	YKS	C31	York		-
11760	13900	YKS	C32	Overton		-
11780	13900	YKS	C32	York		-
11800	13901	YKS	C33	Skelton		-
11820	13901	YKS	C33	Overton		-
11840	13901	YKS	C33	York		-
11860	13902	YKS	C34	{Mortun}		-
11880	13902	YKS	C34	York		-
11900	13903	YKS	C35	Wigginton		-	
11920	13903	YKS	C35	York		-	
11940	13904	YKS	C36	Cottingham		-	
11960	13904	YKS	C36	Coxwold		-	
11980	13904	YKS	C36	York		-	
12000	13905	YKS	C37	York		-	
12020	13906	YKS	C38	York		-	
12040	13907	YKS	C39	York		-	
12060	13908	YKS	C40	York		-	
12080	15552	LIN	C1	Lincoln		-	
12100	15553	LIN	C2	Lincoln		-	
12120	15554	LIN	C3	Lincoln		-	
12140	15555	LIN	C4	Lincoln	31	messuages	0.12
12160	15555	LIN	C4	Lincoln	1	hall	
12180	15556	LIN	C5	Lincoln	1	messuages	
12200	15557	LIN	C6	Lincoln	1	messuages	
12220	15558	LIN	C7	Lincoln	3	messuages
12240	15559	LIN	C8	Lincoln	3	messuages
12260	15560	LIN	C9	Lincoln	1	messuages
12280	15561	LIN	C10	Lincoln	1	messuages
12300	15562	LIN	C11	`Willingthorpe'	81	messuages
12320	15562	LIN	C11	`Willingthorpe'	1	geld
12340	15562	LIN	C11	Lincoln	2	churches
12360	15563	LIN	C12	Lincoln	8	geld
12380	15563	LIN	C12	Lincoln	231	acres
12400	15563	LIN	C12	Lincoln	100	acres of meadow
12420	15563	LIN	C12	Lincoln	1	ships
12440	15564	LIN	C13	Lincoln	1	geld
12460	15565	LIN	C14	Lincoln	1	geld
12480	15565	LIN	C14	Lincoln	6	acres of meadow
12500	15566	LIN	C15	Lincoln	1	geld
12520	15567	LIN	C16	Lincoln	1	geld
12540	15567	LIN	C16	Lincoln	12	plots
12560	15567	LIN	C16	Lincoln	4	crofts
12580	15567	LIN	C16	Lincoln	1	churches
12600	15568	LIN	C17	Lincoln	0.5	geld
12620	15569	LIN	C18	Lincoln	36	crofts
12640	15570	LIN	C19	Lincoln	760	messuages
12660	15571	LIN	C20	Lincoln	9	houses
12680	15571	LIN	C20	Lincoln	7	plots
12700	15571	LIN	C20	Lincoln		land
12720	15572	LIN	C21	Lincoln	1	houses
12740	15573	LIN	C22	Lincoln	4	plots
12760	15573	LIN	C22	Lincoln	36	houses
12780	15573	LIN	C22	Lincoln	2	churches
12800	15574	LIN	C23	Lincoln	3	plots
12820	15575	LIN	C24	Lincoln	0.5	messuages
12840	15576	LIN	C25	Lincoln	2	plots
12860	15577	LIN	C26	Lincoln		-	
12880	15578	LIN	C27	Lincoln		value	100
12900	15578	LIN	C27	Lincoln		mint	75
12920	15579	LIN	C28	Lincoln		customary dues	28
12940	15580	LIN	C29	Lincoln		customary dues	24
12960	15581	LIN	C30	Lincoln		customary dues	12
12980	15582	LIN	C31	Lincoln		customary dues	15
13000	15583	LIN	C32	Lincoln		-	
13020	15584	LIN	C33	Lincoln		-	
13040	15586	LIN	S1	Stamford	150	geld	
13060	15587	LIN	S2	Stamford	136	messuages	
13080	15588	LIN	S3	Stamford	6	messuages	
13100	15589	LIN	S4	Stamford	77	messuages	
13120	15589	LIN	S4	Stamford	1	mills	
13140	15590	LIN	S5	Stamford	51.5	messuages	
13160	15590	LIN	S5	Stamford	0.5	mills	
13180	15591	LIN	S6	Stamford	23	messuages	
13200	15591	LIN	S6	Stamford	2	churches	
13220	15591	LIN	S6	Stamford	12	acres	0.7
13240	15592	LIN	S7	Stamford	7	messuages	
13260	15592	LIN	S7	Stamford	0.5	mills	
13280	15592	LIN	S7	Stamford	70	acres	
13300	15593	LIN	S8	Stamford	14	messuages	
13320	15593	LIN	S8	Stamford	70	acres	
13340	15594	LIN	S9	Stamford	70	messuages	
13344	15594	LIN	S9	Stamford	2.5	geld	
13348	15594	LIN	S9	Stamford	1	ploughteams	
13352	15594	LIN	S9	Stamford	45	acres of meadow	
13356	15594	LIN	S9	Stamford		value	6
13360	15595	LIN	S10	Stamford	10	messuages	
13380	15595	LIN	S10	Stamford	1	mills	2
13400	15595	LIN	S10	Stamford		houses	0.25
13420	15595	LIN	S10	Stamford	8	acres	
13440	15596	LIN	S11	Stamford	10	messuages	
13460	15597	LIN	S12	Stamford		-	
13480	15598	LIN	S13	Hambleton	0.5	geld	
13500	15598	LIN	S13	Stamford	1	churches	0.5
13520	15598	LIN	S13	Stamford	2	messuages	
13540	15599	LIN	S14	Stamford	600	acres	
13560	15600	LIN	S15	Stamford	272	acres	
13580	15601	LIN	S16	Stamford		value	50
13600	15601	LIN	S16	Stamford		customary dues	28
13620	15603	LIN	T1	Torksey		-	
13640	15603	LIN	T1	Lincoln		-	
13660	15603	LIN	T1	York		-	
13680	15604	LIN	T2	Torksey	11	fisheries	
13700	15604	LIN	T2	outside Torksey	2	geld	
13720	15604	LIN	T2	Torksey	102	burgesses	
13740	15604	LIN	T2	Torksey	111	messuages	
13760	15604	LIN	T2	Torksey	20	acres of meadow	
13780	15604	LIN	T2	Hardwick		-	
13800	15604	LIN	T2	Torksey	60	acres of underwood	
13820	15604	LIN	T2	Torksey		value	30
13840	15605	LIN	T3	Hardwick		-	
13860	15605	LIN	T3	Torksey		-	
13880	15605	LIN	T3	Lincoln		-	
13900	15605	LIN	T3	Torksey		-	
13920	15605	LIN	T3	Hardwick		-	
13940	15605	LIN	T3	Torksey		-	
13960	15606	LIN	T4	Hardwick	1	geld	
13980	15606	LIN	T4	Torksy		-	
14000	15607	LIN	T5	Torksey		-	
14020	19253	ESS	B1	Colchester	2	houses	
14040	19253	ESS	B1	Greenstead		-	
14060	19254	ESS	B2	Lexden	5	geld	
14080	19254	ESS	B2	Colchester		-	
14100	19255	ESS	B3a	Colchester	356.5	houses	
14120	19255	ESS	B3a	Colchester	1	mills	
14140	19255	ESS	B3a	Colchester	1302	acres	
14160	19255	ESS	B3a	Colchester	51	acres of meadow	
14180	19256	ESS	B3b	Colchester	1	houses	
14200	19256	ESS	B3b	Colchester	15	burgesses	
14220	19257	ESS	B3c	Colchester	3	houses	
14240	19257	ESS	B3c	Colchester	4	acres	
14260	19258	ESS	B3d	Colchester	5	houses	
14280	19258	ESS	B3d	Colchester	40	acres	
14300	19258	ESS	B3d	Colchester	0.25	churches	
14320	19258	ESS	B3d	Colchester		value	1.5
14340	19259	ESS	B3e	Colchester	1	houses	
14360	19260	ESS	B3f	Colchester	1	houses	
14380	19261	ESS	B3g	Colchester	13	houses	0.6
14400	19262	ESS	B3h	Colchester	2	houses	
14420	19263	ESS	B3j	Shalford	3	houses	
14440	19263	ESS	B3j	Colchester		-	
14460	19264	ESS	B3k	Feering	4	houses	
14480	19264	ESS	B3k	Colchester		-	
14500	19265	ESS	B3l	Ardleigh	2	houses	
14520	19265	ESS	B3l	Colchester		-	
14540	19266	ESS	B3m	Elmstead	1	houses	
14560	19266	ESS	B3m	Colchester		-	
14580	19267	ESS	B3n	Colchester	1	houses	
14600	19268	ESS	B3p	Colchester	3	houses	
14620	19268	ESS	B3p	Colchester	0.5	geld	0.25
14640	19269	ESS	B3q	Terling	5	houses	
14660	19269	ESS	B3q	Colchester		-	
14680	19270	ESS	B3r	Tolleshunt	1	houses	
14700	19270	ESS	B3r	Colchester		-	
14720	19271	ESS	B3s	Colchester	3	houses	
14740	19272	ESS	B3t	Colchester	2	houses	
14760	19272	ESS	B3t	Colchester	3	acres	
14780	19273	ESS	B4	Colchester	92	acres	
14800	19273	ESS	B4	Colchester	10	acres of meadow	
14820	19273	ESS	B4	Colchester	10	smallholders	
14840	19273	ESS	B4	Colchester	240	acres of pasture and scrubland	
14860	19274	ESS	B5	Colchester	24	acres	
14880	19274	ESS	B5	Colchester	8	perches	
14900	19275	ESS	B6	Colchester		burgesses	1.33
14920	19275	ESS	B6	Colchester		mint	10
14940	19275	ESS	B6	Colchester		payments	82.8
14960	19275	ESS	B6	Maldon		mint	10
14980	19276	ESS	B7	Colchester		-	
93360	8258	HEF	A1	Archenfield	3	churches	
93370	8259	HEF	A2	Archenfield		-
93380	8260	HEF	A3	Archenfield		-
93390	8261	HEF	A4	Archenfield		-
93400	8262	HEF	A5	Archenfield		-
93410	8263	HEF	A6	Archenfield		-
93420	8264	HEF	A7	Archenfield		-
93430	8265	HEF	A8	Archenfield		-
93440	8266	HEF	A9	Archenfield		-
138320	12431	CHS	B1	Chester		-
138330	12432	CHS	B2	Chester		-
149100	13260	NTT	S1	Nottinghamshire and Derbyshire		-
149110	13261	NTT	S2	Nottinghamshire and Derbyshire		-
149120	13262	NTT	S3	Nottinghamshire and Derbyshire		-
149130	13263	NTT	S4	Nottinghamshire and Derbyshire		-
149140	13264	NTT	S5	Newark Wapentake		customary dues
149141	13264	NTT	S5	Collingham		customary dues
149142	13264	NTT	S5	Markeaton		customary dues
149143	13264	NTT	S5	Worksop		customary dues
149144	13264	NTT	S5	Ednaston		customary dues
149145	13264	NTT	S5	Doveridge		customary dues
149146	13264	NTT	S5	Brailsford		customary dues
149147	13264	NTT	S5	Granby		customary dues
149148	13264	NTT	S5	Morton		customary dues
149149	13264	NTT	S5	Pilsey		customary dues
149150	13265	NTT	S6	Nottinghamshire and Derbyshire		-
155820	13837	RUT	R1	Alstoe Wapentake		-
155830	13838	RUT	R2	Martinsley Wapentake		-
155840	13839	RUT	R3	Alstoe  & Martinsley Wapentakes		-
155860	19339	NFK	"1,61"	Norwich	665	burgesses
155880	19339	NFK	"1,61"	Norwich	480	smallholders
155900	19339	NFK	"1,61"	Norwich	322	acres of land
155920	19339	NFK	"1,61"	Norwich	297	messuages
155940	19339	NFK	"1,61"	Norwich	50	houses	
155960	19339	NFK	"1,61"	Norwich	43	chapels	
155980	19339	NFK	"1,61"	Norwich	41	acres of meadow	
156000	19339	NFK	"1,61"	Norwich	6.16	churches	
156020	19339	NFK	"1,61"	Norwich	1.5	mills	
156040	19339	NFK	"1,61"	Norwich	1	ploughteams	
156060	19339	NFK	"1,61"	Norwich	1	goshawk	
156080	19339	NFK	"1,61"	Norwich		value	97
156090	19342	NFK	"1,64"	Norwich	2	houses	
156100	19342	NFK	"1,64"	Norwich	3.5	acres of meadow	
156110	19342	NFK	"1,64"	Norwich	14	acres of land	
156115	19342	NFK	"1,64"	Norwich	1	churches	
156200	19344	NFK	"1,66"	Norwich	124	"burgesses, French"	
156220	19344	NFK	"1,66"	Norwich	36	burgesses	
156240	19344	NFK	"1,66"	Norwich	6	Englishmen	
156260	19344	NFK	"1,66"	Norwich	1	messuages	
156280	19344	NFK	"1,66"	Norwich	1	churches	
156300	19344	NFK	"1,66"	Norwich		value	3
156320	21084	SUF	"1,122a"	Ipswich		-	
156360	21086	SUF	"1,122c"	Ipswich	210	burgesses	
156370	21086	SUF	"1,122c"	Ipswich	40	acres	
156380	21087	SUF	"1,122d"	Ipswich	5	churches	
156390	21087	SUF	"1,122d"	Ipswich	73	acres	
156400	21088	SUF	"1,122e"	Ipswich		-	
156410	21088	SUF	"1,122e"	Thurleston	1	acres	
156412	21088	SUF	"1,122e"	Thurleston	1	churches	
156420	21089	SUF	"1,122f"	Ipswich	13	acres	
156430	21089	SUF	"1,122f"	Ipswich	4	churches	
156440	21090	SUF	"1,122g"	Ipswich	1	acres	20
