geld	land	l_ploughs	m_ploughs	total_ploughs	villagers	smallholders	slaves	ancillae	priests	other	misc	mills	m_value	burgesses	val_66	val_qr	val_86	churches	ch_land
551.96	1063.83	201	298.95	540.95	678	581	194	11	30	163	216	25	2.36	55	298.17	24.9	430.65	18	5
