struct_idx	county	phillimore	text_type
3564	DOR	"55,36"	E
3565	DOR	"55,37"	E
3566	DOR	"55,38"	E
3567	DOR	"55,39"	E
3568	DOR	"55,40"	E
3569	DOR	"55,41"	E
3570	DOR	"55,42"	E
3571	DOR	"55,43"	E
3572	DOR	"55,44"	E
3573	DOR	"55,45"	E
3574	DOR	"55,46"	E
3575	DOR	"55,47"	E
3576	DOR	"55,48"	E
3578	DOR	"55a,1"	E
3580	DOR	"56,1"	E
3581	DOR	"56,2"	E
3582	DOR	"56,3"	E
3583	DOR	"56,4"	E
3584	DOR	"56,5"	E
3585	DOR	"56,6"	E
3586	DOR	"56,7"	E
3587	DOR	"56,8"	E
3588	DOR	"56,9"	E
3589	DOR	"56,10"	E
3590	DOR	"56,11"	E
3591	DOR	"56,12"	E
3592	DOR	"56,13"	E
3593	DOR	"56,14"	E
3594	DOR	"56,15"	E
3595	DOR	"56,16"	E
3596	DOR	"56,17"	E
3597	DOR	"56,18"	E
3598	DOR	"56,19"	E
3599	DOR	"56,20"	E
3600	DOR	"56,21"	E
3601	DOR	"56,22"	E
3602	DOR	"56,23"	E
3603	DOR	"56,24"	E
3604	DOR	"56,25"	E
3605	DOR	"56,26"	E
3606	DOR	"56,27"	E
3607	DOR	"56,28"	E
3608	DOR	"56,29"	E
3609	DOR	"56,30"	E
3610	DOR	"56,31"	E
3611	DOR	"56,32"	E
3612	DOR	"56,33"	E
3613	DOR	"56,34"	E
3614	DOR	"56,35"	E
3615	DOR	"56,36"	E
3616	DOR	"56,37"	E
3617	DOR	"56,38"	E
3618	DOR	"56,39"	E
3619	DOR	"56,40"	E
3620	DOR	"56,41"	E
3621	DOR	"56,42"	E
3622	DOR	"56,43"	E
3623	DOR	"56,44"	E
3624	DOR	"56,45"	E
3625	DOR	"56,46"	E
3626	DOR	"56,47"	E
3627	DOR	"56,48"	E
3628	DOR	"56,49"	E
3629	DOR	"56,50"	E
3630	DOR	"56,51"	E
3631	DOR	"56,52"	E
3632	DOR	"56,53"	E
3633	DOR	"56,54"	E
3634	DOR	"56,55"	E
3635	DOR	"56,56"	E
3636	DOR	"56,57"	E
3637	DOR	"56,58"	E
3638	DOR	"56,59"	E
3639	DOR	"56,60"	E
3640	DOR	"56,61"	E
3641	DOR	"56,62"	E
3642	DOR	"56,63"	E
3643	DOR	"56,64"	E
3644	DOR	"56,65"	E
3645	DOR	"56,66"	E
3647	DOR	"57,1"	E
3648	DOR	"57,2"	E
3649	DOR	"57,3"	E
3650	DOR	"57,4"	E
3651	DOR	"57,5"	E
3652	DOR	"57,6"	E
3653	DOR	"57,7"	E
3654	DOR	"57,8"	E
3655	DOR	"57,9"	E
3656	DOR	"57,10"	E
3657	DOR	"57,11"	E
3658	DOR	"57,12"	E
3659	DOR	"57,13"	E
3660	DOR	"57,14"	E
3661	DOR	"57,15"	E
3662	DOR	"57,16"	E
3663	DOR	"57,17"	E
3664	DOR	"57,18"	E
3665	DOR	"57,19"	E
3666	DOR	"57,20"	E
3667	DOR	"57,21"	E
3668	DOR	"57,22"	E
3670	DOR	"58,1"	E
3671	DOR	"58,2"	E
3672	DOR	"58,3"	E
3676	SOM	"1,1"	E
3677	SOM	"1,2"	E
3678	SOM	"1,3"	E
3679	SOM	"1,4"	E
3680	SOM	"1,5"	E
3681	SOM	"1,6"	E
3682	SOM	"1,7"	E
3683	SOM	"1,8"	E
3684	SOM	"1,9"	E
3685	SOM	"1,10"	E
3686	SOM	"1,11"	E
3687	SOM	"1,12"	E
3688	SOM	"1,13"	E
3689	SOM	"1,14"	E
3690	SOM	"1,15"	E
3691	SOM	"1,16"	E
3692	SOM	"1,17"	E
3693	SOM	"1,18"	E
3694	SOM	"1,19"	E
3695	SOM	"1,20"	E
3696	SOM	"1,21"	E
3697	SOM	"1,22"	E
3698	SOM	"1,23"	E
3699	SOM	"1,24"	E
3700	SOM	"1,25"	E
3702	SOM	"1,26"	E
3703	SOM	"1,27"	E
3704	SOM	"1,28"	E
3705	SOM	"1,29"	E
3706	SOM	"1,30"	E
3707	SOM	"1,31"	E
3709	SOM	"1,32"	E
3710	SOM	"1,33"	E
3711	SOM	"1,34"	E
3712	SOM	"1,35"	E
3714	SOM	"2,1"	E
3715	SOM	"2,2"	E
3716	SOM	"2,3"	E
3717	SOM	"2,4"	E
3718	SOM	"2,5"	E
3719	SOM	"2,6"	E
3720	SOM	"2,7"	E
3721	SOM	"2,8"	E
3722	SOM	"2,9"	E
3723	SOM	"2,10"	E
3724	SOM	"2,11"	E
3725	SOM	"2,12"	E
3727	SOM	"3,1"	E
3728	SOM	"3,2"	E
3730	SOM	"4,1"	E
3732	SOM	"5,1"	E
3733	SOM	"5,2"	E
3734	SOM	"5,3"	E
3735	SOM	"5,4"	E
3736	SOM	"5,5"	E
3737	SOM	"5,6"	E
3738	SOM	"5,7"	E
3739	SOM	"5,8"	E
3740	SOM	"5,9"	E
3741	SOM	"5,10"	E
3742	SOM	"5,11"	E
3743	SOM	"5,12"	E
3744	SOM	"5,13"	E
3745	SOM	"5,14"	E
3746	SOM	"5,15"	E
3747	SOM	"5,16"	E
3748	SOM	"5,17"	E
3749	SOM	"5,18"	E
3750	SOM	"5,19"	E
3751	SOM	"5,20"	E
3752	SOM	"5,21"	E
3753	SOM	"5,22"	E
3754	SOM	"5,23"	E
3755	SOM	"5,24"	E
3756	SOM	"5,25"	E
3757	SOM	"5,26"	E
3758	SOM	"5,27"	E
3759	SOM	"5,28"	E
3760	SOM	"5,29"	E
3761	SOM	"5,30"	E
3762	SOM	"5,31"	E
3763	SOM	"5,32"	E
3764	SOM	"5,33"	E
3765	SOM	"5,34"	E
3766	SOM	"5,35"	E
3767	SOM	"5,36"	E
3768	SOM	"5,37"	E
3769	SOM	"5,38"	E
3770	SOM	"5,39"	E
3771	SOM	"5,40"	E
3772	SOM	"5,41"	E
3773	SOM	"5,42"	E
3774	SOM	"5,43"	E
3775	SOM	"5,44"	E
3776	SOM	"5,45"	E
3777	SOM	"5,46"	E
3778	SOM	"5,47"	E
3779	SOM	"5,48"	E
3780	SOM	"5,49"	E
3781	SOM	"5,50"	E
3782	SOM	"5,51"	E
3783	SOM	"5,52"	E
3784	SOM	"5,53"	E
3785	SOM	"5,54"	E
3786	SOM	"5,55"	E
3787	SOM	"5,56"	E
3788	SOM	"5,57"	E
3789	SOM	"5,58"	E
3790	SOM	"5,59"	E
3791	SOM	"5,60"	E
3792	SOM	"5,61"	E
3793	SOM	"5,62"	E
3794	SOM	"5,63"	E
3795	SOM	"5,64"	E
3796	SOM	"5,65"	E
3797	SOM	"5,66"	E
3798	SOM	"5,67"	E
3799	SOM	"5,68"	E
3800	SOM	"5,69"	E
3801	SOM	"5,70"	E
3803	SOM	"6,1"	E
3804	SOM	"6,2"	E
3805	SOM	"6,3"	E
3806	SOM	"6,4"	E
3807	SOM	"6,5"	E
3808	SOM	"6,6"	E
3809	SOM	"6,7"	E
3810	SOM	"6,8"	E
3811	SOM	"6,9"	E
3812	SOM	"6,10"	E
3813	SOM	"6,11"	E
3814	SOM	"6,12"	E
3815	SOM	"6,13"	E
3816	SOM	"6,14"	E
3817	SOM	"6,15"	E
3818	SOM	"6,16"	E
3819	SOM	"6,17"	E
3820	SOM	"6,18"	E
3821	SOM	"6,19"	E
3823	SOM	"7,1"	E
3824	SOM	"7,2"	E
3825	SOM	"7,3"	E
3826	SOM	"7,4"	E
3827	SOM	"7,5"	E
3828	SOM	"7,6"	E
3829	SOM	"7,7"	E
3830	SOM	"7,8"	E
3831	SOM	"7,9"	E
3832	SOM	"7,10"	E
3833	SOM	"7,11"	E
3834	SOM	"7,12"	E
3835	SOM	"7,13"	E
3836	SOM	"7,14"	E
3837	SOM	"7,15"	E
3839	SOM	"8,1"	E
3840	SOM	"8,2"	E
3841	SOM	"8,3"	E
3842	SOM	"8,4"	E
3843	SOM	"8,5"	E
3844	SOM	"8,6"	E
3845	SOM	"8,7"	E
3846	SOM	"8,8"	E
3847	SOM	"8,9"	E
3848	SOM	"8,10"	E
3849	SOM	"8,11"	E
3850	SOM	"8,12"	E
3851	SOM	"8,13"	E
3852	SOM	"8,14"	E
3853	SOM	"8,15"	E
3854	SOM	"8,16"	E
3855	SOM	"8,17"	E
3856	SOM	"8,18"	E
3857	SOM	"8,19"	E
3858	SOM	"8,20"	E
3859	SOM	"8,21"	E
3860	SOM	"8,22"	E
3861	SOM	"8,23"	E
3862	SOM	"8,24"	E
3863	SOM	"8,25"	E
3864	SOM	"8,26"	E
3865	SOM	"8,27"	E
3866	SOM	"8,28"	E
3867	SOM	"8,29"	E
3868	SOM	"8,30"	E
3869	SOM	"8,31"	E
3870	SOM	"8,32"	E
3871	SOM	"8,33"	E
3872	SOM	"8,34"	E
3873	SOM	"8,35"	E
3874	SOM	"8,36"	E
3875	SOM	"8,37"	E
3876	SOM	"8,38"	E
3877	SOM	"8,39"	E
3878	SOM	"8,40"	E
3879	SOM	"8,41"	E
3881	SOM	"9,1"	E
3882	SOM	"9,2"	E
3883	SOM	"9,3"	E
3884	SOM	"9,4"	E
3885	SOM	"9,5"	E
3886	SOM	"9,6"	E
3887	SOM	"9,7"	E
3888	SOM	"9,8"	E
3890	SOM	"10,1"	E
3891	SOM	"10,2"	E
3892	SOM	"10,3"	E
3893	SOM	"10,4"	E
3894	SOM	"10,5"	E
3895	SOM	"10,6"	E
3897	SOM	"11,1"	E
3899	SOM	"12,1"	E
3901	SOM	"13,1"	E
3903	SOM	"14,1"	E
3905	SOM	"15,1"	E
3907	SOM	"16,1"	E
3908	SOM	"16,2"	E
3909	SOM	"16,3"	E
3910	SOM	"16,4"	E
3911	SOM	"16,5"	E
3912	SOM	"16,6"	E
3913	SOM	"16,7"	E
3914	SOM	"16,8"	E
3915	SOM	"16,9"	E
3916	SOM	"16,10"	E
3917	SOM	"16,11"	E
3918	SOM	"16,12"	E
3919	SOM	"16,13"	E
3920	SOM	"16,14"	E
3922	SOM	"17,1"	E
3923	SOM	"17,2"	E
3924	SOM	"17,3"	E
3925	SOM	"17,4"	E
3926	SOM	"17,5"	E
3927	SOM	"17,6"	E
3928	SOM	"17,7"	E
3929	SOM	"17,8"	E
3931	SOM	"18,1"	E
3932	SOM	"18,2"	E
3933	SOM	"18,3"	E
3934	SOM	"18,4"	E
3936	SOM	"19,1"	E
3937	SOM	"19,2"	E
3938	SOM	"19,3"	E
3939	SOM	"19,4"	E
3940	SOM	"19,5"	E
3941	SOM	"19,6"	E
3942	SOM	"19,7"	E
3943	SOM	"19,8"	E
3944	SOM	"19,9"	E
3945	SOM	"19,10"	E
3946	SOM	"19,11"	E
3947	SOM	"19,12"	E
3948	SOM	"19,13"	E
3949	SOM	"19,14"	E
3950	SOM	"19,15"	E
3951	SOM	"19,16"	E
3952	SOM	"19,17"	E
3953	SOM	"19,18"	E
3954	SOM	"19,19"	E
3955	SOM	"19,20"	E
3956	SOM	"19,21"	E
3957	SOM	"19,22"	E
3958	SOM	"19,23"	E
3959	SOM	"19,24"	E
3960	SOM	"19,25"	E
3961	SOM	"19,26"	E
3962	SOM	"19,27"	E
3963	SOM	"19,28"	E
3964	SOM	"19,29"	E
3965	SOM	"19,30"	E
3966	SOM	"19,31"	E
3967	SOM	"19,32"	E
3968	SOM	"19,33"	E
3969	SOM	"19,34"	E
3970	SOM	"19,35"	E
3971	SOM	"19,36"	E
3972	SOM	"19,37"	E
3973	SOM	"19,38"	E
3974	SOM	"19,39"	E
3975	SOM	"19,40"	E
3976	SOM	"19,41"	E
3977	SOM	"19,42"	E
3978	SOM	"19,43"	E
3979	SOM	"19,44"	E
3980	SOM	"19,45"	E
3981	SOM	"19,46"	E
3982	SOM	"19,47"	E
3983	SOM	"19,48"	E
3984	SOM	"19,49"	E
3985	SOM	"19,50"	E
3986	SOM	"19,51"	E
3987	SOM	"19,52"	E
3988	SOM	"19,53"	E
3989	SOM	"19,54"	E
3990	SOM	"19,55"	E
3991	SOM	"19,56"	E
3992	SOM	"19,57"	E
3993	SOM	"19,58"	E
3994	SOM	"19,59"	E
3995	SOM	"19,60"	E
3996	SOM	"19,61"	E
3997	SOM	"19,62"	E
3998	SOM	"19,63"	E
3999	SOM	"19,64"	E
4000	SOM	"19,65"	E
4001	SOM	"19,66"	E
4002	SOM	"19,67"	E
4003	SOM	"19,68"	E
4004	SOM	"19,69"	E
4005	SOM	"19,70"	E
4006	SOM	"19,71"	E
4007	SOM	"19,72"	E
4008	SOM	"19,73"	E
4009	SOM	"19,74"	E
4010	SOM	"19,75"	E
4011	SOM	"19,76"	E
4012	SOM	"19,77"	E
4013	SOM	"19,78"	E
4014	SOM	"19,79"	E
4015	SOM	"19,80"	E
4016	SOM	"19,81"	E
4017	SOM	"19,82"	E
4018	SOM	"19,83"	E
4019	SOM	"19,84"	E
4020	SOM	"19,85"	E
4021	SOM	"19,86"	E
4022	SOM	"19,87"	E
4024	SOM	"20,1"	E
4025	SOM	"20,2"	E
4026	SOM	"20,3"	E
4028	SOM	"21,1"	E
4029	SOM	"21,2"	E
4030	SOM	"21,3"	E
4031	SOM	"21,4"	E
4032	SOM	"21,5"	E
4033	SOM	"21,6"	E
4034	SOM	"21,7"	E
4035	SOM	"21,8"	E
4036	SOM	"21,9"	E
4037	SOM	"21,10"	E
4038	SOM	"21,11"	E
4039	SOM	"21,12"	E
4040	SOM	"21,13"	E
4041	SOM	"21,14"	E
4042	SOM	"21,15"	E
4043	SOM	"21,16"	E
4044	SOM	"21,17"	E
4045	SOM	"21,18"	E
4046	SOM	"21,19"	E
4047	SOM	"21,20"	E
4048	SOM	"21,21"	E
4049	SOM	"21,22"	E
4050	SOM	"21,23"	E
4051	SOM	"21,24"	E
4052	SOM	"21,25"	E
4053	SOM	"21,26"	E
4054	SOM	"21,27"	E
4055	SOM	"21,28"	E
4056	SOM	"21,29"	E
4057	SOM	"21,30"	E
4058	SOM	"21,31"	E
4059	SOM	"21,32"	E
4060	SOM	"21,33"	E
4061	SOM	"21,34"	E
4062	SOM	"21,35"	E
4063	SOM	"21,36"	E
4064	SOM	"21,37"	E
4065	SOM	"21,38"	E
4066	SOM	"21,39"	E
4067	SOM	"21,40"	E
4068	SOM	"21,41"	E
4069	SOM	"21,42"	E
4070	SOM	"21,43"	E
4071	SOM	"21,44"	E
4072	SOM	"21,45"	E
4073	SOM	"21,46"	E
4074	SOM	"21,47"	E
4075	SOM	"21,48"	E
4076	SOM	"21,49"	E
4077	SOM	"21,50"	E
4078	SOM	"21,51"	E
4079	SOM	"21,52"	E
4080	SOM	"21,53"	E
4081	SOM	"21,54"	E
4082	SOM	"21,55"	E
4083	SOM	"21,56"	E
4084	SOM	"21,57"	E
4085	SOM	"21,58"	E
4086	SOM	"21,59"	E
4087	SOM	"21,60"	E
4088	SOM	"21,61"	E
4089	SOM	"21,62"	E
4090	SOM	"21,63"	E
4091	SOM	"21,64"	E
4092	SOM	"21,65"	E
4093	SOM	"21,66"	E
4094	SOM	"21,67"	E
4095	SOM	"21,68"	E
4096	SOM	"21,69"	E
4097	SOM	"21,70"	E
4098	SOM	"21,71"	E
4099	SOM	"21,72"	E
4100	SOM	"21,73"	E
4101	SOM	"21,74"	E
4102	SOM	"21,75"	E
4103	SOM	"21,76"	E
4104	SOM	"21,77"	E
4105	SOM	"21,78"	E
4106	SOM	"21,79"	E
4107	SOM	"21,80"	E
4108	SOM	"21,81"	E
4109	SOM	"21,82"	E
4110	SOM	"21,83"	E
4111	SOM	"21,84"	E
4112	SOM	"21,85"	E
4113	SOM	"21,86"	E
4114	SOM	"21,87"	E
4115	SOM	"21,88"	E
4116	SOM	"21,89"	E
4117	SOM	"21,90"	E
4118	SOM	"21,91"	E
4119	SOM	"21,92"	E
4120	SOM	"21,93"	E
4121	SOM	"21,94"	E
4122	SOM	"21,95"	E
4123	SOM	"21,96"	E
4124	SOM	"21,97"	E
4125	SOM	"21,98"	E
4127	SOM	"22,1"	E
4128	SOM	"22,2"	E
4129	SOM	"22,3"	E
4130	SOM	"22,4"	E
4131	SOM	"22,5"	E
4132	SOM	"22,6"	E
4133	SOM	"22,7"	E
4134	SOM	"22,8"	E
4135	SOM	"22,9"	E
4136	SOM	"22,10"	E
4137	SOM	"22,11"	E
4138	SOM	"22,12"	E
4139	SOM	"22,13"	E
4140	SOM	"22,14"	E
4141	SOM	"22,15"	E
4142	SOM	"22,16"	E
4143	SOM	"22,17"	E
4144	SOM	"22,18"	E
4145	SOM	"22,19"	E
4146	SOM	"22,20"	E
4147	SOM	"22,21"	E
4148	SOM	"22,22"	E
4149	SOM	"22,23"	E
4150	SOM	"22,24"	E
4151	SOM	"22,25"	E
4152	SOM	"22,26"	E
4153	SOM	"22,27"	E
4154	SOM	"22,28"	E
4156	SOM	"23,1"	E
4158	SOM	"24,1"	E
4159	SOM	"24,2"	E
4160	SOM	"24,3"	E
4161	SOM	"24,4"	E
4162	SOM	"24,5"	E
4163	SOM	"24,6"	E
4164	SOM	"24,7"	E
4165	SOM	"24,8"	E
4166	SOM	"24,9"	E
4167	SOM	"24,10"	E
4168	SOM	"24,11"	E
4169	SOM	"24,12"	E
4170	SOM	"24,13"	E
4171	SOM	"24,14"	E
4172	SOM	"24,15"	E
4173	SOM	"24,16"	E
4174	SOM	"24,17"	E
4175	SOM	"24,18"	E
4176	SOM	"24,19"	E
4177	SOM	"24,20"	E
4178	SOM	"24,21"	E
4179	SOM	"24,22"	E
4180	SOM	"24,23"	E
4181	SOM	"24,24"	E
4182	SOM	"24,25"	E
4183	SOM	"24,26"	E
4184	SOM	"24,27"	E
4185	SOM	"24,28"	E
4186	SOM	"24,29"	E
4187	SOM	"24,30"	E
4188	SOM	"24,31"	E
4189	SOM	"24,32"	E
4190	SOM	"24,33"	E
4191	SOM	"24,34"	E
4192	SOM	"24,35"	E
4193	SOM	"24,36"	E
4194	SOM	"24,37"	E
4196	SOM	"25,1"	E
4197	SOM	"25,2"	E
4198	SOM	"25,3"	E
4199	SOM	"25,4"	E
4200	SOM	"25,5"	E
4201	SOM	"25,6"	E
4202	SOM	"25,7"	E
4203	SOM	"25,8"	E
4204	SOM	"25,9"	E
4205	SOM	"25,10"	E
4206	SOM	"25,11"	E
4207	SOM	"25,12"	E
4208	SOM	"25,13"	E
4209	SOM	"25,14"	E
4210	SOM	"25,15"	E
4211	SOM	"25,16"	E
4212	SOM	"25,17"	E
4213	SOM	"25,18"	E
4214	SOM	"25,19"	E
4215	SOM	"25,20"	E
4216	SOM	"25,21"	E
4217	SOM	"25,22"	E
4218	SOM	"25,23"	E
4219	SOM	"25,24"	E
4220	SOM	"25,25"	E
4221	SOM	"25,26"	E
4222	SOM	"25,27"	E
4223	SOM	"25,28"	E
4224	SOM	"25,29"	E
4225	SOM	"25,30"	E
4226	SOM	"25,31"	E
4227	SOM	"25,32"	E
4228	SOM	"25,33"	E
4229	SOM	"25,34"	E
4230	SOM	"25,35"	E
4231	SOM	"25,36"	E
4232	SOM	"25,37"	E
4233	SOM	"25,38"	E
4234	SOM	"25,39"	E
4235	SOM	"25,40"	E
4236	SOM	"25,41"	E
4237	SOM	"25,42"	E
4238	SOM	"25,43"	E
4239	SOM	"25,44"	E
4240	SOM	"25,45"	E
4241	SOM	"25,46"	E
4242	SOM	"25,47"	E
4243	SOM	"25,48"	E
4244	SOM	"25,49"	E
4245	SOM	"25,50"	E
4246	SOM	"25,51"	E
4247	SOM	"25,52"	E
4248	SOM	"25,53"	E
4249	SOM	"25,54"	E
4250	SOM	"25,55"	E
4251	SOM	"25,56"	E
4253	SOM	"26,1"	E
4254	SOM	"26,2"	E
4255	SOM	"26,3"	E
4256	SOM	"26,4"	E
4257	SOM	"26,5"	E
4258	SOM	"26,6"	E
4259	SOM	"26,7"	E
4260	SOM	"26,8"	E
4262	SOM	"27,1"	E
4263	SOM	"27,2"	E
4264	SOM	"27,3"	E
4266	SOM	"28,1"	E
4267	SOM	"28,2"	E
4269	SOM	"29,1"	E
4271	SOM	"30,1"	E
4272	SOM	"30,2"	E
4274	SOM	"31,1"	E
4275	SOM	"31,2"	E
4276	SOM	"31,3"	E
4277	SOM	"31,4"	E
4278	SOM	"31,5"	E
4280	SOM	"32,1"	E
4281	SOM	"32,2"	E
4282	SOM	"32,3"	E
4283	SOM	"32,4"	E
4284	SOM	"32,5"	E
4285	SOM	"32,6"	E
4286	SOM	"32,7"	E
4287	SOM	"32,8"	E
4289	SOM	"33,1"	E
4290	SOM	"33,2"	E
4292	SOM	"34,1"	E
4294	SOM	"35,1"	E
4295	SOM	"35,2"	E
4296	SOM	"35,3"	E
4297	SOM	"35,4"	E
4298	SOM	"35,5"	E
4299	SOM	"35,6"	E
4300	SOM	"35,7"	E
4301	SOM	"35,8"	E
4302	SOM	"35,9"	E
4303	SOM	"35,10"	E
4304	SOM	"35,11"	E
4305	SOM	"35,12"	E
4306	SOM	"35,13"	E
4307	SOM	"35,14"	E
4308	SOM	"35,15"	E
4309	SOM	"35,16"	E
4310	SOM	"35,17"	E
4311	SOM	"35,18"	E
4312	SOM	"35,19"	E
4313	SOM	"35,20"	E
4314	SOM	"35,21"	E
4315	SOM	"35,22"	E
4316	SOM	"35,23"	E
4317	SOM	"35,24"	E
4319	SOM	"36,1"	E
4320	SOM	"36,2"	E
4321	SOM	"36,3"	E
4322	SOM	"36,4"	E
4323	SOM	"36,5"	E
4324	SOM	"36,6"	E
4325	SOM	"36,7"	E
4326	SOM	"36,8"	E
4327	SOM	"36,9"	E
4328	SOM	"36,10"	E
4329	SOM	"36,11"	E
4330	SOM	"36,12"	E
4331	SOM	"36,13"	E
4332	SOM	"36,14"	E
4334	SOM	"37,1"	E
4335	SOM	"37,2"	E
4336	SOM	"37,3"	E
4337	SOM	"37,4"	E
4338	SOM	"37,5"	E
4339	SOM	"37,6"	E
4340	SOM	"37,7"	E
4341	SOM	"37,8"	E
4342	SOM	"37,9"	E
4343	SOM	"37,10"	E
4344	SOM	"37,11"	E
4345	SOM	"37,12"	E
4347	SOM	"38,1"	E
4349	SOM	"39,1"	E
4350	SOM	"39,2"	E
4351	SOM	"39,3"	E
4353	SOM	"40,1"	E
4354	SOM	"40,2"	E
4356	SOM	"41,1"	E
4357	SOM	"41,2"	E
4358	SOM	"41,3"	E
4360	SOM	"42,1"	E
4361	SOM	"42,2"	E
4362	SOM	"42,3"	E
4364	SOM	"43,1"	E
4366	SOM	"44,1"	E
4367	SOM	"44,2"	E
4368	SOM	"44,3"	E
4370	SOM	"45,1"	E
4371	SOM	"45,2"	E
4373	SOM	"45,3"	E
4374	SOM	"45,4"	E
4375	SOM	"45,5"	E
4376	SOM	"45,6"	E
4377	SOM	"45,7"	E
4378	SOM	"45,8"	E
4379	SOM	"45,9"	E
4380	SOM	"45,10"	E
4381	SOM	"45,11"	E
4382	SOM	"45,12"	E
4383	SOM	"45,13"	E
4384	SOM	"45,14"	E
4385	SOM	"45,15"	E
4386	SOM	"45,16"	E
4387	SOM	"45,17"	E
4388	SOM	"45,18"	E
4390	SOM	"46,1"	E
4391	SOM	"46,2"	E
4392	SOM	"46,3"	E
4393	SOM	"46,4"	E
4394	SOM	"46,5"	E
4395	SOM	"46,6"	E
4396	SOM	"46,7"	E
4397	SOM	"46,8"	E
4398	SOM	"46,9"	E
4399	SOM	"46,10"	E
4400	SOM	"46,11"	E
4401	SOM	"46,12"	E
4402	SOM	"46,13"	E
4403	SOM	"46,14"	E
4404	SOM	"46,15"	E
4405	SOM	"46,16"	E
4406	SOM	"46,17"	E
4407	SOM	"46,18"	E
4408	SOM	"46,19"	E
4409	SOM	"46,20"	E
4410	SOM	"46,21"	E
4411	SOM	"46,22"	E
4412	SOM	"46,23"	E
4413	SOM	"46,24"	E
4414	SOM	"46,25"	E
4416	SOM	"47,1"	E
4417	SOM	"47,2"	E
4418	SOM	"47,3"	E
4419	SOM	"47,4"	E
4420	SOM	"47,5"	E
4421	SOM	"47,6"	E
4422	SOM	"47,7"	E
4423	SOM	"47,8"	E
4424	SOM	"47,9"	E
4425	SOM	"47,10"	E
4426	SOM	"47,11"	E
4427	SOM	"47,12"	E
4428	SOM	"47,13"	E
4429	SOM	"47,14"	E
4430	SOM	"47,15"	E
4431	SOM	"47,16"	E
4432	SOM	"47,17"	E
4433	SOM	"47,18"	E
4434	SOM	"47,19"	E
4435	SOM	"47,20"	E
4436	SOM	"47,21"	E
4437	SOM	"47,22"	E
4438	SOM	"47,23"	E
4439	SOM	"47,24"	E
4440	SOM	"47,25"	E
4442	DEV	C1	U
4443	DEV	C2	U
4444	DEV	C3	U
4445	DEV	C4	U
4446	DEV	C5	U
4447	DEV	C6	U
4448	DEV	C7	U
4452	DEV	"1,1"	E
4453	DEV	"1,2"	E
4454	DEV	"1,3"	E
4455	DEV	"1,4"	E
4456	DEV	"1,5"	E
4457	DEV	"1,6"	E
4458	DEV	"1,7"	E
4459	DEV	"1,8"	E
4460	DEV	"1,9"	E
4461	DEV	"1,10"	E
4462	DEV	"1,11"	E
4463	DEV	"1,12"	E
4464	DEV	"1,13"	E
4465	DEV	"1,14"	E
4466	DEV	"1,15"	E
4467	DEV	"1,16"	E
4468	DEV	"1,17"	E
4469	DEV	"1,18"	E
4470	DEV	"1,19"	E
4471	DEV	"1,20"	E
4472	DEV	"1,21"	E
4473	DEV	"1,22"	E
4475	DEV	"1,23"	E
4476	DEV	"1,24"	E
4478	DEV	"1,25"	E
4479	DEV	"1,26"	E
4480	DEV	"1,27"	E
4481	DEV	"1,28"	E
4483	DEV	"1,29"	E
4484	DEV	"1,30"	E
4485	DEV	"1,31"	E
4486	DEV	"1,32"	E
4487	DEV	"1,33"	E
4488	DEV	"1,34"	E
4489	DEV	"1,35"	E
4491	DEV	"1,36"	E
4492	DEV	"1,37"	E
4493	DEV	"1,38"	E
4494	DEV	"1,39"	E
4495	DEV	"1,40"	E
4496	DEV	"1,41"	E
4497	DEV	"1,42"	E
4498	DEV	"1,43"	E
4499	DEV	"1,44"	E
4500	DEV	"1,45"	E
4501	DEV	"1,46"	E
4502	DEV	"1,47"	E
4503	DEV	"1,48"	E
4504	DEV	"1,49"	E
4505	DEV	"1,50"	E
4507	DEV	"1,51"	E
4508	DEV	"1,52"	E
4509	DEV	"1,53"	E
4510	DEV	"1,54"	E
4511	DEV	"1,55"	E
4512	DEV	"1,56"	E
4514	DEV	"1,57"	E
4515	DEV	"1,58"	E
4516	DEV	"1,59"	E
4517	DEV	"1,60"	E
4518	DEV	"1,61"	E
4519	DEV	"1,62"	E
4520	DEV	"1,63"	E
4521	DEV	"1,64"	E
4522	DEV	"1,65"	E
4523	DEV	"1,66"	E
4524	DEV	"1,67"	E
4525	DEV	"1,68"	E
4526	DEV	"1,69"	E
4527	DEV	"1,70"	E
4528	DEV	"1,71"	E
4529	DEV	"1,72"	E
4531	DEV	"2,1"	E
4532	DEV	"2,2"	E
4533	DEV	"2,3"	E
4534	DEV	"2,4"	E
4535	DEV	"2,5"	E
4536	DEV	"2,6"	E
4537	DEV	"2,7"	E
4538	DEV	"2,8"	E
4540	DEV	"2,9"	E
4541	DEV	"2,10"	E
4542	DEV	"2,11"	E
4543	DEV	"2,12"	E
4544	DEV	"2,13"	E
4545	DEV	"2,14"	E
4546	DEV	"2,15"	E
4547	DEV	"2,16"	E
4548	DEV	"2,17"	E
4549	DEV	"2,18"	E
4550	DEV	"2,19"	E
4551	DEV	"2,20"	E
4552	DEV	"2,21"	E
4553	DEV	"2,22"	E
4554	DEV	"2,23"	E
4555	DEV	"2,24"	E
4557	DEV	"3,1"	E
4558	DEV	"3,2"	E
4559	DEV	"3,3"	E
4560	DEV	"3,4"	E
4561	DEV	"3,5"	E
4562	DEV	"3,6"	E
4563	DEV	"3,7"	E
4564	DEV	"3,8"	E
4566	DEV	"3,9"	E
