struct_idx	phillimore	county	text_type
17825	"SN,L6"	YS	E
17826	"SN,L7"	YS	E
17826	"SN,L7"	YS	E
17826	"SN,L7"	YS	E
17827	"SN,L8"	YS	E
17827	"SN,L8"	YS	E
17827	"SN,L8"	YS	E
17828	"SN,L9"	YS	E
17828	"SN,L9"	YS	E
17828	"SN,L9"	YS	E
17828	"SN,L9"	YS	E
17829	"SN,L10"	YS	E
17829	"SN,L10"	YS	E
17829	"SN,L10"	YS	E
17830	"SN,L11"	YS	E
17830	"SN,L11"	YS	E
17831	"SN,L12"	YS	E
17831	"SN,L12"	YS	E
17831	"SN,L12"	YS	E
17831	"SN,L12"	YS	E
17832	"SN,L13"	YS	E
17832	"SN,L13"	YS	E
17832	"SN,L13"	YS	E
17833	"SN,L14"	YS	E
17833	"SN,L14"	YS	E
17833	"SN,L14"	YS	E
17833	"SN,L14"	YS	E
17834	"SN,L15"	YS	E
17834	"SN,L15"	YS	E
17834	"SN,L15"	YS	E
17834	"SN,L15"	YS	E
17835	"SN,L16"	YS	E
17835	"SN,L16"	YS	E
17835	"SN,L16"	YS	E
17836	"SN,L17"	YS	E
17836	"SN,L17"	YS	E
17836	"SN,L17"	YS	E
17836	"SN,L17"	YS	E
17837	"SN,L18"	YS	E
17837	"SN,L18"	YS	E
17837	"SN,L18"	YS	E
17837	"SN,L18"	YS	E
17838	"SN,L19"	YS	E
17838	"SN,L19"	YS	E
17838	"SN,L19"	YS	E
17839	"SN,L20"	YS	E
17839	"SN,L20"	YS	E
17839	"SN,L20"	YS	E
17840	"SN,L21"	YS	E
17840	"SN,L21"	YS	E
17840	"SN,L21"	YS	E
17840	"SN,L21"	YS	E
17841	"SN,L22"	YS	E
17841	"SN,L22"	YS	E
17841	"SN,L22"	YS	E
17841	"SN,L22"	YS	E
17842	"SN,L23"	YS	E
17842	"SN,L23"	YS	E
17842	"SN,L23"	YS	E
17843	"SN,L24"	YS	E
17843	"SN,L24"	YS	E
17843	"SN,L24"	YS	E
17844	"SN,L25"	YS	E
17844	"SN,L25"	YS	E
17844	"SN,L25"	YS	E
17845	"SN,L26"	YS	E
17845	"SN,L26"	YS	E
17845	"SN,L26"	YS	E
17846	"SN,L27"	YS	E
17846	"SN,L27"	YS	E
17846	"SN,L27"	YS	E
17846	"SN,L27"	YS	E
17847	"SN,L28"	YS	E
17847	"SN,L28"	YS	E
17847	"SN,L28"	YS	E
17847	"SN,L28"	YS	E
17847	"SN,L28"	YS	E
17848	"SN,L29"	YS	E
17848	"SN,L29"	YS	E
17848	"SN,L29"	YS	E
17848	"SN,L29"	YS	E
17849	"SN,L30"	YS	E
17849	"SN,L30"	YS	E
17850	"SN,L31"	YS	E
17850	"SN,L31"	YS	E
17850	"SN,L31"	YS	E
17851	"SN,L32"	YS	E
17851	"SN,L32"	YS	E
17851	"SN,L32"	YS	E
17851	"SN,L32"	YS	E
17852	"SN,L33"	YS	E
17852	"SN,L33"	YS	E
17852	"SN,L33"	YS	E
17852	"SN,L33"	YS	E
17853	"SN,L34"	YS	E
17853	"SN,L34"	YS	E
17853	"SN,L34"	YS	E
17853	"SN,L34"	YS	E
17854	"SN,L35"	YS	E
17854	"SN,L35"	YS	E
17854	"SN,L35"	YS	E
17855	"SN,L36"	YS	E
17855	"SN,L36"	YS	E
17855	"SN,L36"	YS	E
17856	"SN,L37"	YS	E
17856	"SN,L37"	YS	E
17856	"SN,L37"	YS	E
17857	"SN,L38"	YS	E
17857	"SN,L38"	YS	E
17857	"SN,L38"	YS	E
17857	"SN,L38"	YS	E
17858	"SN,L39"	YS	E
17858	"SN,L39"	YS	E
17858	"SN,L39"	YS	E
17859	"SN,L40"	YS	E
17859	"SN,L40"	YS	E
17859	"SN,L40"	YS	E
17860	"SN,L41"	YS	E
17860	"SN,L41"	YS	E
17860	"SN,L41"	YS	E
17860	"SN,L41"	YS	E
17861	"SN,L42"	YS	E
17861	"SN,L42"	YS	E
17861	"SN,L42"	YS	E
17861	"SN,L42"	YS	E
17862	"SN,L43"	YS	E
17862	"SN,L43"	YS	E
17862	"SN,L43"	YS	E
17862	"SN,L43"	YS	E
17863	"SN,L44"	YS	E
17863	"SN,L44"	YS	E
17863	"SN,L44"	YS	E
17863	"SN,L44"	YS	E
17863	"SN,L44"	YS	E
17864	"SN,L45"	YS	E
17864	"SN,L45"	YS	E
17865	"SN,D1"	YS	E
17865	"SN,D1"	YS	E
17865	"SN,D1"	YS	E
17866	"SN,D2"	YS	E
17866	"SN,D2"	YS	E
17866	"SN,D2"	YS	E
17866	"SN,D2"	YS	E
17867	"SN,D3"	YS	E
17867	"SN,D3"	YS	E
17867	"SN,D3"	YS	E
17867	"SN,D3"	YS	E
17868	"SN,D4"	YS	E
17868	"SN,D4"	YS	E
17868	"SN,D4"	YS	E
17868	"SN,D4"	YS	E
17868	"SN,D4"	YS	E
17868	"SN,D4"	YS	E
17869	"SN,D5"	YS	E
17869	"SN,D5"	YS	E
17869	"SN,D5"	YS	E
17869	"SN,D5"	YS	E
17870	"SN,D6"	YS	E
17870	"SN,D6"	YS	E
17870	"SN,D6"	YS	E
17870	"SN,D6"	YS	E
17871	"SN,D7"	YS	E
17871	"SN,D7"	YS	E
17871	"SN,D7"	YS	E
17871	"SN,D7"	YS	E
17871	"SN,D7"	YS	E
17871	"SN,D7"	YS	E
17872	"SN,D8"	YS	E
17872	"SN,D8"	YS	E
17872	"SN,D8"	YS	E
17872	"SN,D8"	YS	E
17872	"SN,D8"	YS	E
17873	"SN,D9"	YS	E
17874	"SN,D10"	YS	E
17874	"SN,D10"	YS	E
17874	"SN,D10"	YS	E
17874	"SN,D10"	YS	E
17875	"SN,D11"	YS	E
17875	"SN,D11"	YS	E
17875	"SN,D11"	YS	E
17875	"SN,D11"	YS	E
17875	"SN,D11"	YS	E
17876	"SN,D12"	YS	E
17876	"SN,D12"	YS	E
17876	"SN,D12"	YS	E
17876	"SN,D12"	YS	E
17876	"SN,D12"	YS	E
17876	"SN,D12"	YS	E
17876	"SN,D12"	YS	E
17876	"SN,D12"	YS	E
17876	"SN,D12"	YS	E
17876	"SN,D12"	YS	E
17877	"SN,D13"	YS	E
17877	"SN,D13"	YS	E
17877	"SN,D13"	YS	E
17877	"SN,D13"	YS	E
17878	"SN,D14"	YS	E
17878	"SN,D14"	YS	E
17878	"SN,D14"	YS	E
17879	"SN,D15"	YS	E
17879	"SN,D15"	YS	E
17879	"SN,D15"	YS	E
17880	"SN,D16"	YS	E
17880	"SN,D16"	YS	E
17880	"SN,D16"	YS	E
17880	"SN,D16"	YS	E
17881	"SN,D17"	YS	E
17881	"SN,D17"	YS	E
17881	"SN,D17"	YS	E
17882	"SN,D18"	YS	E
17882	"SN,D18"	YS	E
17882	"SN,D18"	YS	E
17883	"SN,D19"	YS	E
17883	"SN,D19"	YS	E
17883	"SN,D19"	YS	E
17884	"SN,D20"	YS	E
17884	"SN,D20"	YS	E
17884	"SN,D20"	YS	E
17884	"SN,D20"	YS	E
17885	"SN,D21"	YS	E
17885	"SN,D21"	YS	E
17885	"SN,D21"	YS	E
17886	"SN,Ma1"	YS	E
17886	"SN,Ma1"	YS	E
17886	"SN,Ma1"	YS	E
17887	"SN,Ma2"	YS	E
17887	"SN,Ma2"	YS	E
17887	"SN,Ma2"	YS	E
17888	"SN,Ma3"	YS	E
17888	"SN,Ma3"	YS	E
17888	"SN,Ma3"	YS	E
17888	"SN,Ma3"	YS	E
17889	"SN,Ma4"	YS	E
17889	"SN,Ma4"	YS	E
17889	"SN,Ma4"	YS	E
17890	"SN,Ma5"	YS	E
17890	"SN,Ma5"	YS	E
17890	"SN,Ma5"	YS	E
17890	"SN,Ma5"	YS	E
17891	"SN,Ma6"	YS	E
17891	"SN,Ma6"	YS	E
17891	"SN,Ma6"	YS	E
17892	"SN,Ma7"	YS	E
17892	"SN,Ma7"	YS	E
17892	"SN,Ma7"	YS	E
17893	"SN,Ma8"	YS	E
17893	"SN,Ma8"	YS	E
17893	"SN,Ma8"	YS	E
17893	"SN,Ma8"	YS	E
17894	"SN,Ma9"	YS	E
17894	"SN,Ma9"	YS	E
17894	"SN,Ma9"	YS	E
17895	"SN,Ma10"	YS	E
17895	"SN,Ma10"	YS	E
17895	"SN,Ma10"	YS	E
17896	"SN,Ma11"	YS	E
17896	"SN,Ma11"	YS	E
17897	"SN,Ma12"	YS	E
17897	"SN,Ma12"	YS	E
17897	"SN,Ma12"	YS	E
17898	"SN,Ma13"	YS	E
17898	"SN,Ma13"	YS	E
17898	"SN,Ma13"	YS	E
17899	"SN,Ma14"	YS	E
17899	"SN,Ma14"	YS	E
17899	"SN,Ma14"	YS	E
17899	"SN,Ma14"	YS	E
17900	"SN,Ma15"	YS	E
17900	"SN,Ma15"	YS	E
17900	"SN,Ma15"	YS	E
17900	"SN,Ma15"	YS	E
17901	"SN,Ma16"	YS	E
17901	"SN,Ma16"	YS	E
17901	"SN,Ma16"	YS	E
17902	"SN,Ma17"	YS	E
17902	"SN,Ma17"	YS	E
17902	"SN,Ma17"	YS	E
17902	"SN,Ma17"	YS	E
17903	"SN,Ma18"	YS	E
17903	"SN,Ma18"	YS	E
17903	"SN,Ma18"	YS	E
17903	"SN,Ma18"	YS	E
17904	"SN,Ma19"	YS	E
17904	"SN,Ma19"	YS	E
17904	"SN,Ma19"	YS	E
17904	"SN,Ma19"	YS	E
17905	"SN,Ma20"	YS	E
17905	"SN,Ma20"	YS	E
17905	"SN,Ma20"	YS	E
17905	"SN,Ma20"	YS	E
17906	"SN,Ma21"	YS	E
17906	"SN,Ma21"	YS	E
17906	"SN,Ma21"	YS	E
17906	"SN,Ma21"	YS	E
17907	"SN,Ma22"	YS	E
17907	"SN,Ma22"	YS	E
17907	"SN,Ma22"	YS	E
17907	"SN,Ma22"	YS	E
17908	"SN,Ma23"	YS	E
17908	"SN,Ma23"	YS	E
17908	"SN,Ma23"	YS	E
17909	"SN,Ma24"	YS	E
17910	"SN,B1"	YS	E
17910	"SN,B1"	YS	E
17910	"SN,B1"	YS	E
17911	"SN,B2"	YS	E
17911	"SN,B2"	YS	E
17911	"SN,B2"	YS	E
17912	"SN,B3"	YS	E
17912	"SN,B3"	YS	E
17912	"SN,B3"	YS	E
17912	"SN,B3"	YS	E
17913	"SN,B4"	YS	E
17913	"SN,B4"	YS	E
17914	"SN,B5"	YS	E
17914	"SN,B5"	YS	E
17914	"SN,B5"	YS	E
17915	"SN,B6"	YS	E
17915	"SN,B6"	YS	E
17915	"SN,B6"	YS	E
17915	"SN,B6"	YS	E
17916	"SN,B7"	YS	E
17916	"SN,B7"	YS	E
17916	"SN,B7"	YS	E
17917	"SN,B8"	YS	E
17917	"SN,B8"	YS	E
17917	"SN,B8"	YS	E
17917	"SN,B8"	YS	E
17918	"SN,B9"	YS	E
17918	"SN,B9"	YS	E
17918	"SN,B9"	YS	E
17918	"SN,B9"	YS	E
17919	"SN,B10"	YS	E
17919	"SN,B10"	YS	E
17919	"SN,B10"	YS	E
17919	"SN,B10"	YS	E
17919	"SN,B10"	YS	E
17920	"SN,B11"	YS	E
17920	"SN,B11"	YS	E
17920	"SN,B11"	YS	E
17920	"SN,B11"	YS	E
17921	"SN,B12"	YS	E
17921	"SN,B12"	YS	E
17921	"SN,B12"	YS	E
17921	"SN,B12"	YS	E
17922	"SN,B13"	YS	E
17922	"SN,B13"	YS	E
17922	"SN,B13"	YS	E
17923	"SN,B14"	YS	E
17923	"SN,B14"	YS	E
17923	"SN,B14"	YS	E
17924	"SN,B15"	YS	E
17924	"SN,B15"	YS	E
17924	"SN,B15"	YS	E
17924	"SN,B15"	YS	E
17925	"SN,B16"	YS	E
17925	"SN,B16"	YS	E
17925	"SN,B16"	YS	E
17925	"SN,B16"	YS	E
17926	"SN,B17"	YS	E
17926	"SN,B17"	YS	E
17926	"SN,B17"	YS	E
17926	"SN,B17"	YS	E
17927	"SN,B18"	YS	E
17927	"SN,B18"	YS	E
17927	"SN,B18"	YS	E
17928	"SN,B19"	YS	E
17928	"SN,B19"	YS	E
17928	"SN,B19"	YS	E
17929	"SN,B20"	YS	E
17929	"SN,B20"	YS	E
17929	"SN,B20"	YS	E
17929	"SN,B20"	YS	E
17930	"SN,B21"	YS	E
17930	"SN,B21"	YS	E
17930	"SN,B21"	YS	E
17931	"SN,B22"	YS	E
17931	"SN,B22"	YS	E
17931	"SN,B22"	YS	E
17932	"SN,B23"	YS	E
17932	"SN,B23"	YS	E
17932	"SN,B23"	YS	E
17932	"SN,B23"	YS	E
17932	"SN,B23"	YS	E
17933	"SN,B24"	YS	E
17933	"SN,B24"	YS	E
17933	"SN,B24"	YS	E
17934	"SN,B25"	YS	E
17934	"SN,B25"	YS	E
17934	"SN,B25"	YS	E
17935	"SN,B26"	YS	E
17935	"SN,B26"	YS	E
17935	"SN,B26"	YS	E
17935	"SN,B26"	YS	E
17936	"SN,B27"	YS	E
17936	"SN,B27"	YS	E
17936	"SN,B27"	YS	E
17937	"SN,Bi1"	YS	E
17937	"SN,Bi1"	YS	E
17937	"SN,Bi1"	YS	E
17938	"SN,Bi2"	YS	E
17938	"SN,Bi2"	YS	E
17938	"SN,Bi2"	YS	E
17939	"SN,Bi3"	YS	E
17939	"SN,Bi3"	YS	E
17939	"SN,Bi3"	YS	E
17940	"SN,Bi4"	YS	E
17940	"SN,Bi4"	YS	E
17940	"SN,Bi4"	YS	E
17941	"SN,Bi5"	YS	E
17941	"SN,Bi5"	YS	E
17941	"SN,Bi5"	YS	E
17942	"SN,Bi6"	YS	E
17942	"SN,Bi6"	YS	E
17942	"SN,Bi6"	YS	E
17942	"SN,Bi6"	YS	E
17943	"SN,Bi7"	YS	E
17943	"SN,Bi7"	YS	E
17943	"SN,Bi7"	YS	E
17943	"SN,Bi7"	YS	E
17944	"SN,Bi8"	YS	E
17944	"SN,Bi8"	YS	E
17944	"SN,Bi8"	YS	E
17944	"SN,Bi8"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17945	"SN,A1"	YS	E
17946	"SN,A2"	YS	E
17946	"SN,A2"	YS	E
17946	"SN,A2"	YS	E
17947	"SN,A3"	YS	E
17947	"SN,A3"	YS	E
17947	"SN,A3"	YS	E
17947	"SN,A3"	YS	E
17948	"SN,A4"	YS	E
17948	"SN,A4"	YS	E
17948	"SN,A4"	YS	E
17949	"SN,A5"	YS	E
17949	"SN,A5"	YS	E
17949	"SN,A5"	YS	E
17949	"SN,A5"	YS	E
17950	"SN,A6"	YS	E
17950	"SN,A6"	YS	E
17950	"SN,A6"	YS	E
17950	"SN,A6"	YS	E
17951	"SN,A7"	YS	E
17951	"SN,A7"	YS	E
17951	"SN,A7"	YS	E
17951	"SN,A7"	YS	E
17952	"SN,A8"	YS	E
17952	"SN,A8"	YS	E
17952	"SN,A8"	YS	E
17952	"SN,A8"	YS	E
17953	"SN,A9"	YS	E
17953	"SN,A9"	YS	E
17953	"SN,A9"	YS	E
17953	"SN,A9"	YS	E
17954	"SN,A10"	YS	E
17954	"SN,A10"	YS	E
17954	"SN,A10"	YS	E
17954	"SN,A10"	YS	E
17955	"SN,A11"	YS	E
17955	"SN,A11"	YS	E
17957	"SN,CtA1"	YS	E
17957	"SN,CtA1"	YS	E
17957	"SN,CtA1"	YS	E
17958	"SN,CtA2"	YS	E
17958	"SN,CtA2"	YS	E
17958	"SN,CtA2"	YS	E
17958	"SN,CtA2"	YS	E
17959	"SN,CtA3"	YS	E
17959	"SN,CtA3"	YS	E
17959	"SN,CtA3"	YS	E
17960	"SN,CtA4"	YS	E
17960	"SN,CtA4"	YS	E
17960	"SN,CtA4"	YS	E
17960	"SN,CtA4"	YS	E
17960	"SN,CtA4"	YS	E
17961	"SN,CtA5"	YS	E
17961	"SN,CtA5"	YS	E
17961	"SN,CtA5"	YS	E
17961	"SN,CtA5"	YS	E
17961	"SN,CtA5"	YS	E
17962	"SN,CtA6"	YS	E
17962	"SN,CtA6"	YS	E
17962	"SN,CtA6"	YS	E
17962	"SN,CtA6"	YS	E
17963	"SN,CtA7"	YS	E
17963	"SN,CtA7"	YS	E
17963	"SN,CtA7"	YS	E
17963	"SN,CtA7"	YS	E
17963	"SN,CtA7"	YS	E
17964	"SN,CtA8"	YS	E
17964	"SN,CtA8"	YS	E
17964	"SN,CtA8"	YS	E
17964	"SN,CtA8"	YS	E
17964	"SN,CtA8"	YS	E
17965	"SN,CtA9"	YS	E
17965	"SN,CtA9"	YS	E
17965	"SN,CtA9"	YS	E
17965	"SN,CtA9"	YS	E
17966	"SN,CtA10"	YS	E
17966	"SN,CtA10"	YS	E
17966	"SN,CtA10"	YS	E
17966	"SN,CtA10"	YS	E
17966	"SN,CtA10"	YS	E
17967	"SN,CtA11"	YS	E
17967	"SN,CtA11"	YS	E
17967	"SN,CtA11"	YS	E
17967	"SN,CtA11"	YS	E
17967	"SN,CtA11"	YS	E
17967	"SN,CtA11"	YS	E
17968	"SN,CtA12"	YS	E
17968	"SN,CtA12"	YS	E
17968	"SN,CtA12"	YS	E
17968	"SN,CtA12"	YS	E
17968	"SN,CtA12"	YS	E
17969	"SN,CtA13"	YS	E
17969	"SN,CtA13"	YS	E
17969	"SN,CtA13"	YS	E
17969	"SN,CtA13"	YS	E
17969	"SN,CtA13"	YS	E
17970	"SN,CtA14"	YS	E
17970	"SN,CtA14"	YS	E
17970	"SN,CtA14"	YS	E
17970	"SN,CtA14"	YS	E
17970	"SN,CtA14"	YS	E
17971	"SN,CtA15"	YS	E
17971	"SN,CtA15"	YS	E
17971	"SN,CtA15"	YS	E
17971	"SN,CtA15"	YS	E
17971	"SN,CtA15"	YS	E
17972	"SN,CtA16"	YS	E
17972	"SN,CtA16"	YS	E
17972	"SN,CtA16"	YS	E
17972	"SN,CtA16"	YS	E
17973	"SN,CtA17"	YS	E
17973	"SN,CtA17"	YS	E
17973	"SN,CtA17"	YS	E
17973	"SN,CtA17"	YS	E
17973	"SN,CtA17"	YS	E
17974	"SN,CtA18"	YS	E
17974	"SN,CtA18"	YS	E
17974	"SN,CtA18"	YS	E
17976	"SN,CtA19"	YS	E
17976	"SN,CtA19"	YS	E
17976	"SN,CtA19"	YS	E
17976	"SN,CtA19"	YS	E
17977	"SN,CtA20"	YS	E
17977	"SN,CtA20"	YS	E
17977	"SN,CtA20"	YS	E
17977	"SN,CtA20"	YS	E
17977	"SN,CtA20"	YS	E
17978	"SN,CtA21"	YS	E
17978	"SN,CtA21"	YS	E
17978	"SN,CtA21"	YS	E
17978	"SN,CtA21"	YS	E
17979	"SN,CtA22"	YS	E
17979	"SN,CtA22"	YS	E
17979	"SN,CtA22"	YS	E
17979	"SN,CtA22"	YS	E
17979	"SN,CtA22"	YS	E
17980	"SN,CtA23"	YS	E
17980	"SN,CtA23"	YS	E
17980	"SN,CtA23"	YS	E
17980	"SN,CtA23"	YS	E
17981	"SN,CtA24"	YS	E
17981	"SN,CtA24"	YS	E
17981	"SN,CtA24"	YS	E
17981	"SN,CtA24"	YS	E
17981	"SN,CtA24"	YS	E
17982	"SN,CtA25"	YS	E
17982	"SN,CtA25"	YS	E
17982	"SN,CtA25"	YS	E
17982	"SN,CtA25"	YS	E
17982	"SN,CtA25"	YS	E
17982	"SN,CtA25"	YS	E
17983	"SN,CtA26"	YS	E
17983	"SN,CtA26"	YS	E
17983	"SN,CtA26"	YS	E
17983	"SN,CtA26"	YS	E
17983	"SN,CtA26"	YS	E
17984	"SN,CtA27"	YS	E
17984	"SN,CtA27"	YS	E
17984	"SN,CtA27"	YS	E
17984	"SN,CtA27"	YS	E
17984	"SN,CtA27"	YS	E
17985	"SN,CtA28"	YS	E
17985	"SN,CtA28"	YS	E
17985	"SN,CtA28"	YS	E
17985	"SN,CtA28"	YS	E
17985	"SN,CtA28"	YS	E
17985	"SN,CtA28"	YS	E
17986	"SN,CtA29"	YS	E
17986	"SN,CtA29"	YS	E
17986	"SN,CtA29"	YS	E
17986	"SN,CtA29"	YS	E
17986	"SN,CtA29"	YS	E
17987	"SN,CtA30"	YS	E
17987	"SN,CtA30"	YS	E
17987	"SN,CtA30"	YS	E
17987	"SN,CtA30"	YS	E
17987	"SN,CtA30"	YS	E
17988	"SN,CtA31"	YS	E
17988	"SN,CtA31"	YS	E
17988	"SN,CtA31"	YS	E
17988	"SN,CtA31"	YS	E
17988	"SN,CtA31"	YS	E
17989	"SN,CtA32"	YS	E
17989	"SN,CtA32"	YS	E
17989	"SN,CtA32"	YS	E
17989	"SN,CtA32"	YS	E
17989	"SN,CtA32"	YS	E
17990	"SN,CtA33"	YS	E
17990	"SN,CtA33"	YS	E
17990	"SN,CtA33"	YS	E
17990	"SN,CtA33"	YS	E
17990	"SN,CtA33"	YS	E
17991	"SN,CtA34"	YS	E
17991	"SN,CtA34"	YS	E
17991	"SN,CtA34"	YS	E
17991	"SN,CtA34"	YS	E
17991	"SN,CtA34"	YS	E
17992	"SN,CtA35"	YS	E
17992	"SN,CtA35"	YS	E
17992	"SN,CtA35"	YS	E
17992	"SN,CtA35"	YS	E
17992	"SN,CtA35"	YS	E
17992	"SN,CtA35"	YS	E
17993	"SN,CtA36"	YS	E
17993	"SN,CtA36"	YS	E
17993	"SN,CtA36"	YS	E
17993	"SN,CtA36"	YS	E
17993	"SN,CtA36"	YS	E
17993	"SN,CtA36"	YS	E
17994	"SN,CtA37"	YS	E
17994	"SN,CtA37"	YS	E
17994	"SN,CtA37"	YS	E
17994	"SN,CtA37"	YS	E
17994	"SN,CtA37"	YS	E
17994	"SN,CtA37"	YS	E
17995	"SN,CtA38"	YS	E
17995	"SN,CtA38"	YS	E
17995	"SN,CtA38"	YS	E
17995	"SN,CtA38"	YS	E
17995	"SN,CtA38"	YS	E
17996	"SN,CtA39"	YS	E
17996	"SN,CtA39"	YS	E
17996	"SN,CtA39"	YS	E
17996	"SN,CtA39"	YS	E
17996	"SN,CtA39"	YS	E
17997	"SN,CtA40"	YS	E
17997	"SN,CtA40"	YS	E
17997	"SN,CtA40"	YS	E
17997	"SN,CtA40"	YS	E
17998	"SN,CtA41"	YS	E
17998	"SN,CtA41"	YS	E
17998	"SN,CtA41"	YS	E
17998	"SN,CtA41"	YS	E
17998	"SN,CtA41"	YS	E
17999	"SN,CtA42"	YS	E
17999	"SN,CtA42"	YS	E
17999	"SN,CtA42"	YS	E
17999	"SN,CtA42"	YS	E
17999	"SN,CtA42"	YS	E
18000	"SN,CtA43"	YS	E
18000	"SN,CtA43"	YS	E
18000	"SN,CtA43"	YS	E
18000	"SN,CtA43"	YS	E
18001	"SN,CtA44"	YS	E
18001	"SN,CtA44"	YS	E
18001	"SN,CtA44"	YS	E
18001	"SN,CtA44"	YS	E
18002	"SN,CtA45"	YS	E
18003	"SE,He1"	YS	E
18003	"SE,He1"	YS	E
18003	"SE,He1"	YS	E
18004	"SE,He2"	YS	E
18004	"SE,He2"	YS	E
18005	"SE,He3"	YS	E
18005	"SE,He3"	YS	E
18005	"SE,He3"	YS	E
18006	"SE,He4"	YS	E
18006	"SE,He4"	YS	E
18006	"SE,He4"	YS	E
18006	"SE,He4"	YS	E
18006	"SE,He4"	YS	E
18007	"SE,He5"	YS	E
18007	"SE,He5"	YS	E
18007	"SE,He5"	YS	E
18008	"SE,He6"	YS	E
18008	"SE,He6"	YS	E
18008	"SE,He6"	YS	E
18009	"SE,He7"	YS	E
18009	"SE,He7"	YS	E
18009	"SE,He7"	YS	E
18010	"SE,He8"	YS	E
18010	"SE,He8"	YS	E
18010	"SE,He8"	YS	E
18011	"SE,He9"	YS	E
18011	"SE,He9"	YS	E
18011	"SE,He9"	YS	E
18012	"SE,He10"	YS	E
18012	"SE,He10"	YS	E
18012	"SE,He10"	YS	E
18013	"SE,He11"	YS	E
18013	"SE,He11"	YS	E
18014	"SE,Wel1"	YS	E
18014	"SE,Wel1"	YS	E
18014	"SE,Wel1"	YS	E
18015	"SE,Wel2"	YS	E
18015	"SE,Wel2"	YS	E
18016	"SE,Wel3"	YS	E
18016	"SE,Wel3"	YS	E
18017	"SE,Wel4"	YS	E
18017	"SE,Wel4"	YS	E
18017	"SE,Wel4"	YS	E
18018	"SE,Wel5"	YS	E
18018	"SE,Wel5"	YS	E
18018	"SE,Wel5"	YS	E
18019	"SE,Wel6"	YS	E
18019	"SE,Wel6"	YS	E
18020	"SE,Wel7"	YS	E
18020	"SE,Wel7"	YS	E
18021	"SE,C1"	YS	E
18021	"SE,C1"	YS	E
18022	"SE,C2"	YS	E
18022	"SE,C2"	YS	E
18022	"SE,C2"	YS	E
18022	"SE,C2"	YS	E
18023	"SE,C3"	YS	E
18023	"SE,C3"	YS	E
18023	"SE,C3"	YS	E
18024	"SE,C4"	YS	E
18024	"SE,C4"	YS	E
18024	"SE,C4"	YS	E
18025	"SE,C5"	YS	E
18025	"SE,C5"	YS	E
18025	"SE,C5"	YS	E
18025	"SE,C5"	YS	E
18025	"SE,C5"	YS	E
18026	"SE,C6"	YS	E
18026	"SE,C6"	YS	E
18026	"SE,C6"	YS	E
18027	"SE,C7"	YS	E
18027	"SE,C7"	YS	E
18027	"SE,C7"	YS	E
18027	"SE,C7"	YS	E
18027	"SE,C7"	YS	E
18028	"SE,C8"	YS	E
18028	"SE,C8"	YS	E
18028	"SE,C8"	YS	E
18028	"SE,C8"	YS	E
18029	"SE,C9"	YS	E
18029	"SE,C9"	YS	E
18029	"SE,C9"	YS	E
18030	"SE,C10"	YS	E
18030	"SE,C10"	YS	E
18030	"SE,C10"	YS	E
18030	"SE,C10"	YS	E
18031	"SE,How1"	YS	E
18031	"SE,How1"	YS	E
18031	"SE,How1"	YS	E
18031	"SE,How1"	YS	E
18032	"SE,How2"	YS	E
18032	"SE,How2"	YS	E
18032	"SE,How2"	YS	E
18032	"SE,How2"	YS	E
18032	"SE,How2"	YS	E
18032	"SE,How2"	YS	E
18033	"SE,How3"	YS	E
18033	"SE,How3"	YS	E
18033	"SE,How3"	YS	E
18033	"SE,How3"	YS	E
18033	"SE,How3"	YS	E
18033	"SE,How3"	YS	E
18034	"SE,How4"	YS	E
18034	"SE,How4"	YS	E
18034	"SE,How4"	YS	E
18034	"SE,How4"	YS	E
18034	"SE,How4"	YS	E
18035	"SE,How5"	YS	E
18035	"SE,How5"	YS	E
18035	"SE,How5"	YS	E
18035	"SE,How5"	YS	E
18035	"SE,How5"	YS	E
18035	"SE,How5"	YS	E
18036	"SE,How6"	YS	E
18036	"SE,How6"	YS	E
18036	"SE,How6"	YS	E
18037	"SE,How7"	YS	E
18037	"SE,How7"	YS	E
18037	"SE,How7"	YS	E
18037	"SE,How7"	YS	E
18038	"SE,How8"	YS	E
18038	"SE,How8"	YS	E
18038	"SE,How8"	YS	E
18039	"SE,How9"	YS	E
18039	"SE,How9"	YS	E
18039	"SE,How9"	YS	E
18039	"SE,How9"	YS	E
