geld	land	sum_of_lords_ploughs	sum_of_mens_ploughs	sum_of_total_ploughs	sum_of_villagers	sum_of_smallholders	slaves	sum_of_female_slaves	priests	other	misc	mills	m_value	burgesses	val_66	val_qr	val_86	sum_of_churches	ch_land
473.87	20	13	80.5	93.5	119	81	20	3	4	12	26			6	297.88	120	91.65	7	6.75
