statistics_id	struct_idx	county	phillimore	tenant_in_chief	riding	wapentake	vill	carucates	g_code	notes	phillimore_ref
35620	18068	YS	"SE,Wa4"	King William	East Riding	Warter	Hawold	5	geld		1.00E+10
35630	18068	YS	"SE,Wa4"	Archbishop of York	East Riding	Warter	Hawold	1	geld	This holding is not recorded in the main text.	-
35640	18068	YS	"SE,Wa4"	King William	East Riding	Warter	Kilnwick [Percy]	16	geld		1Y10
35660	18068	YS	"SE,Wa4"	King William	East Riding	Warter	Meltonby	8	geld		1Y10
35680	18068	YS	"SE,Wa4"	King William	East Riding	Warter	[Ouse]thorpe [Farm]	3	geld		1Y10
35700	18069	YS	"SE,Wa5"	King William	East Riding	Warter	Yapham	11	geld		1.00E+11
35720	18069	YS	"SE,Wa5"	King William	East Riding	Warter	[Great] Givendale	8	geld		1Y10
35740	18069	YS	"SE,Wa5"	King William	East Riding	Warter	[Little] Givendale	4	geld	This holding is not recorded in the main text.	-
35760	18069	YS	"SE,Wa5"	Archbishop of York	East Riding	Warter	[Little] Givendale	2	geld	This holding is not recorded in the main text.	-
35780	18070	YS	"SE,Wa6"	King William	East Riding	Warter	Grimthorpe [Manor]	4	geld		1Y10
35800	18070	YS	"SE,Wa6"	King William	East Riding	Warter	Millington	15	geld		1Y10
35820	18070	YS	"SE,Wa6"	Archbishop of York	East Riding	Warter	Millington	3	geld		2B13
35840	18070	YS	"SE,Wa6"	Archbishop of York	East Riding	Warter	`[Water] Fulford'	1.25	geld	This holding is not recorded in the main text.	-
35860	18071	YS	"SE,Wa7"	Count Alan	East Riding	Warter	`[Water] Fulford'	1.37	geld		6.00E+01
35880	18071	YS	"SE,Wa7"	Erneis of Buron	East Riding	Warter	`[Water] Fulford'	1.37	geld	attributed to Count Alan in the main text.	6.00E+01
35920	18071	YS	"SE,Wa7"	Archbishop of York	East Riding	Warter	Heslington	4	geld	This holding is not recorded in the main text.	-
35940	18071	YS	"SE,Wa7"	Count Alan	East Riding	Warter	Heslington	5	geld	This holding is not recorded in the main text.	-
35960	18071	YS	"SE,Wa7"	Hugh son of Baldric	East Riding	Warter	Heslington	3	geld		23N29
35980	18072	YS	"SE,Wa8"	Count Alan	East Riding	Warter	Langwith [Lodge]	1.5	geld		6.00E+01
36000	18072	YS	"SE,Wa8"	Hugh son of Baldric	East Riding	Warter	Langwith [Lodge]	0.5	geld	This holding is not apparently recorded in the main text.	-
36020	18073	YS	"SE,P1"	King William	East Riding	Pocklington	Pocklington	13	geld		1Y10
36040	18073	YS	"SE,P1"	King William	East Riding	Pocklington	Bielby	3	geld		"1Y10, 1E11a"
36060	18073	YS	"SE,P1"	King William	East Riding	Pocklington	Hayton	9.5	geld		1Y10
36080	18073	YS	"SE,P1"	William of Percy	East Riding	Pocklington	Hayton	2.5	geld		1.30E+11
36100	18074	YS	"SE,P2"	King William	East Riding	Pocklington	Burnby	1.5	geld		1Y10
36120	18074	YS	"SE,P2"	Archbishop of York	East Riding	Pocklington	Burnby	4	geld		2A3
36140	18074	YS	"SE,P2"	Robert Malet	East Riding	Pocklington	Burnby	2	geld		1.10E+10
36150	18074	YS	"SE,P2"	William of Percy	East Riding	Pocklington	Burnby	2.5	geld	2.875 carucates in the main text.	1.30E+12
36160	18074	YS	"SE,P2"	King William	East Riding	Pocklington	Waplington [Hall]	2	geld		1Y10
36180	18075	YS	"SE,P3"	King William	East Riding	Pocklington	Allerthorpe	6	geld		1Y10
36200	18075	YS	"SE,P3"	Gilbert Tison	East Riding	Pocklington	Thorpe [le Street]	3	geld		2.10E+13
36220	18075	YS	"SE,P3"	Archbishop of York	East Riding	Pocklington	Everingham	3	geld		2B9
36240	18075	YS	"SE,P3"	Count of Mortain	East Riding	Pocklington	Sutton [upon Derwent]	6	geld		5.00E+44
36260	18076	YS	"SE,P4"	William of Percy	East Riding	Pocklington	Sutton [upon Derwent]	6	geld		1.30E+13
36300	18076	YS	"SE,P4"	Earl Hugh	North Riding	`Yarlestre'	Catton	40	geld		4.00E+02
36320	18076	YS	"SE,P4"	Count Alan	East Riding	Pocklington	Kelfield	2.12	geld		6.00E+01
36340	18076	YS	"SE,P4"	Hugh son of Baldric	East Riding	Pocklington	Kelfield	1.87	geld		2.30E+11
36360	18077	YS	"SE,P5"	King William	East Riding	Pocklington	Stillingfleet	0.25	geld		1E11a
36380	18077	YS	"SE,P5"	Count Alan	East Riding	Pocklington	Stillingfleet	0.25	geld		6W5
36400	18077	YS	"SE,P5"	Erneis of Buron	East Riding	Pocklington	Stillingfleet	2	geld		2.40E+03
36410	18077	YS	"SE,P5"	Hugh son of Baldric	East Riding	Pocklington	Stillingfleet	1.5	geld		2.30E+12
36420	18077	YS	"SE,P5"	Count Alan	East Riding	Pocklington	Escrick	4	geld		6.00E+01
36440	18078	YS	"SE,P6"	Count Alan	East Riding	Pocklington	Moreby [Hall]	1	geld		6.00E+01
36460	18078	YS	"SE,P6"	Hugh son of Baldric	East Riding	Pocklington	Moreby [Hall]	1	geld		2.30E+13
36480	18078	YS	"SE,P6"	Count Alan	East Riding	Pocklington	Deighton	4	geld		6.00E+01
36500	18078	YS	"SE,P6"	Count Alan	East Riding	Pocklington	{Chetelstorp}	4	geld		6.00E+01
36520	18078	YS	"SE,P6"	Archbishop of York	East Riding	Pocklington	[Bishop] Wilton	15	geld		2B11
36540	18079	YS	"SE,P7"	William of Percy	East Riding	Pocklington	Wheldrake	6.75	geld		1.30E+14
36560	18079	YS	"SE,P7"	William of Percy	East Riding	Pocklington	Elvington	6	geld		1.30E+15
36580	18079	YS	"SE,P7"	King William	East Riding	Pocklington	Bolton	1	geld		2.90E+06
36600	18079	YS	"SE,P7"	Archbishop of York	East Riding	Pocklington	Bolton	4.5	geld		2B11
36620	18080	YS	"SE,P8"	King William	East Riding	Pocklington	Fangfoss	8	geld		1Y10
36640	18080	YS	"SE,P8"	Archbishop of York	East Riding	Pocklington	Gowthorpe	4	geld		2B11
36660	18080	YS	"SE,P8"	Odo the bowman	East Riding	Pocklington	Youlthorpe	4	geld		2.60E+04
36680	18080	YS	"SE,P8"	Archbishop of York	East Riding	Pocklington	Youlthorpe	2	geld		2B11
36700	18081	YS	"SE,P9"	Archbishop of York	East Riding	Pocklington	Greenwick	3	geld		2B11
36720	18081	YS	"SE,P9"	Archbishop of York	East Riding	Pocklington	Belthorpe	4	geld		2N16
36740	18081	YS	"SE,P9"	Archbishop of York	East Riding	Pocklington	Barmby [Moor]	7.25	geld		2B13
36760	18081	YS	"SE,P9"	King William	East Riding	Pocklington	Barmby [Moor]	0.75	geld		1Y10
36780	18082	YS	"SE,Hu1"	Earl Hugh	East Riding	Hunthow	Flamborough	15	geld		4.00E+01
36800	18082	YS	"SE,Hu1"	Earl Hugh	East Riding	Hunthow	Sewerby	1.5	geld		4.00E+01
36820	18082	YS	"SE,Hu1"	Count of Mortain	East Riding	Hunthow	Sewerby	6.5	geld		5.00E+45
36840	18083	YS	"SE,Hu2"	King William	East Riding	Hunthow	Sewerby	1.5	geld		2.90E+28
36880	18083	YS	"SE,Hu2"	King William	East Riding	Hunthow	Marton	5	geld		1Y11
36900	18083	YS	"SE,Hu2"	Archbishop of York	East Riding	Hunthow	Marton	3	geld		2N20
36920	18083	YS	"SE,Hu2"	Count of Mortain	East Riding	Hunthow	Marton	1	geld		5.00E+46
36940	18083	YS	"SE,Hu2"	King William	East Riding	Hunthow	Bridlington	13	geld		1Y11
36960	18084	YS	"SE,Hu3"	Count of Mortain	East Riding	Hunthow	Bridlington	5	geld		5.00E+47
37000	18084	YS	"SE,Hu3"	King William	East Riding	Hunthow	Hilderthorpe	2.5	geld		1Y11
37020	18084	YS	"SE,Hu3"	Count of Mortain	East Riding	Hunthow	Hilderthorpe	3.5	geld	This holding is not apparently recorded in the main text.	-
37040	18084	YS	"SE,Hu3"	King William	East Riding	Hunthow	Wilsthorpe	2	geld		1Y11
37060	18085	YS	"SE,Hu4"	Drogo of la Beuvriﬁre	East Riding	Hunthow	Wilsthorpe	2	geld		1.40E+55
37100	18085	YS	"SE,Hu4"	King William	East Riding	Hunthow	Bessingby	8	geld		1Y11
37120	18085	YS	"SE,Hu4"	King William	East Riding	Hunthow	Fraisthorpe	1	geld		2.90E+11
37140	18085	YS	"SE,Hu4"	Count of Mortain	East Riding	Hunthow	Fraisthorpe	7	geld		5.00E+48
37160	18085	YS	"SE,Hu4"	Hugh son of Baldric	East Riding	Hunthow	Fraisthorpe	1	geld		2.30E+14
37180	18086	YS	"SE,Hu5"	King William	East Riding	Hunthow	Auburn	0.5	geld		1.00E+13
37200	18086	YS	"SE,Hu5"	King William	East Riding	Hunthow	Easton	6	geld		1Y11
37220	18086	YS	"SE,Hu5"	King William	East Riding	Hunthow	Boynton	8.5	geld		1Y11
37240	18086	YS	"SE,Hu5"	Count of Mortain	East Riding	Hunthow	Boynton	5.5	geld		5.00E+49
37260	18087	YS	"SE,Hu6"	Archbishop of York	East Riding	Hunthow	Grindale	4	geld		2B12
37280	18087	YS	"SE,Hu6"	King William	East Riding	Hunthow	Grindale	8	geld		1Y11
37300	18087	YS	"SE,Hu6"	Archbishop of York	East Riding	Hunthow	Reighton	3	geld		2.00E+14
37320	18087	YS	"SE,Hu6"	King William	East Riding	Hunthow	Reighton	5	geld		1.00E+16
37340	18087	YS	"SE,Hu6"	Count of Mortain	East Riding	Hunthow	Bempton	6	geld		5.00E+52
37360	18088	YS	"SE,Hu7"	King William	East Riding	Hunthow	Speeton	4	geld		1Y11
37380	18088	YS	"SE,Hu7"	Count of Mortain	East Riding	Hunthow	Speeton	6	geld		5.00E+50
37400	18088	YS	"SE,Hu7"	King William	East Riding	Hunthow	Buckton	5.75	geld	5 carucates in the main text.	1Y11
37420	18088	YS	"SE,Hu7"	Count of Mortain	East Riding	Hunthow	Buckton	3.75	geld		5.00E+51
37440	18089	YS	"SE,Hu8"	Earl Hugh	East Riding	Hunthow	Buckton	2.5	geld	This holding is not recorded in the main text.	-
37480	18089	YS	"SE,Hu8"	King William	East Riding	Hunthow	Flixton	14	geld		1Y11
37500	18089	YS	"SE,Hu8"	King William	East Riding	Hunthow	Staxton	6	geld		"1Y11, 1E18"
37520	18089	YS	"SE,Hu8"	King William	East Riding	Hunthow	Foxholes	8	geld		1Y11
37540	18090	YS	"SE,Tu1"	Gilbert of Ghent	East Riding	{Torbar}	Hunmanby	24	geld		20E1-2
37560	18090	YS	"SE,Tu1"	Gilbert of Ghent	East Riding	{Torbar}	{Ricstorp}	4	geld		2.00E+04
37580	18090	YS	"SE,Tu1"	Gilbert of Ghent	East Riding	{Torbar}	Muston	4	geld		2.00E+04
37600	18091	YS	"SE,Tu2"	Gilbert of Ghent	East Riding	{Torbar}	{Scloftone}	3	geld		2.00E+04
37620	18091	YS	"SE,Tu2"	Gilbert of Ghent	East Riding	{Torbar}	[Wold] Newton	7	geld		2.00E+05
37640	18091	YS	"SE,Tu2"	Gilbert of Ghent	East Riding	{Torbar}	[East and West] Flotmanby	5.87	geld		2.00E+04
37660	18092	YS	"SE,Tu3"	Archbishop of York	East Riding	{Torbar}	[East and West] Flotmanby	0.12	geld		2.00E+03
37700	18092	YS	"SE,Tu3"	King William	East Riding	{Torbar}	Muston	2	geld		1.00E+19
37720	18092	YS	"SE,Tu3"	King William	East Riding	{Torbar}	[Wold] Newton	4	geld		1E20-21
37740	18092	YS	"SE,Tu3"	King William	East Riding	{Torbar}	Fordon	5	geld		1.00E+22
37760	18093	YS	"SE,Tu4"	King William	East Riding	{Torbar}	{Ledemare}	1	geld		1.00E+22
37780	18093	YS	"SE,Tu4"	King William	East Riding	{Torbar}	Burton [Fleming]	16	geld		"1E23, 1E26"
37800	18093	YS	"SE,Tu4"	King William	East Riding	{Torbar}	Folkton	9	geld		1.00E+25
37820	18093	YS	"SE,Tu4"	Archbishop of York	East Riding	{Torbar}	[Great] Kelk	5	geld		2.00E+14
37840	18094	YS	"SE,Tu5"	King William	East Riding	{Torbar}	[Little] Kelk	2	geld		1.00E+28
37860	18094	YS	"SE,Tu5"	King William	East Riding	{Torbar}	Argam	1	geld		1.00E+26
37880	18094	YS	"SE,Tu5"	Count of Mortain	East Riding	{Torbar}	Argam	1	geld	attributed to the king in the main text.	1.00E+26
37900	18094	YS	"SE,Tu5"	Count of Mortain	East Riding	{Torbar}	Brigham	3.5	geld		5.00E+53
37920	18095	YS	"SE,Tu6"	King William	East Riding	{Torbar}	Brigham	0.5	geld	This holding is not recorded in the main text.	-
37960	18095	YS	"SE,Tu6"	King William	East Riding	{Torbar}	{Estolf}	1	geld		1Y11
37980	18095	YS	"SE,Tu6"	William of Percy	East Riding	{Torbar}	Foston [on the Wolds]	5	geld		1.30E+16
38000	18095	YS	"SE,Tu6"	Archbishop of York	East Riding	{Torbar}	Gembling	5	geld		2.00E+14
38020	18096	YS	"SE,Tu7"	William of Percy	East Riding	{Torbar}	Nafferton	23	geld		1.30E+17
38040	18096	YS	"SE,Tu7"	King William	East Riding	{Torbar}	Nafferton	0.75	geld		1.00E+27
38060	18096	YS	"SE,Tu7"	William of Percy	East Riding	{Torbar}	Pockthorpe	5	geld		1.30E+17
38080	18096	YS	"SE,Tu7"	Count of Mortain	East Riding	{Torbar}	Pockthorpe	1	geld	This holding is not apparently recorded in the main text.	-
38100	18097	YS	"SE,Tu8"	King William	East Riding	{Torbar}	Elmswell	9	geld		1Y8
38120	18097	YS	"SE,Tu8"	Archbishop of York	East Riding	{Torbar}	Garton [on the Wolds]	9	geld		2.00E+15
38130	18097	YS	"SE,Tu8"	Count of Mortain	East Riding	{Torbar}	Garton [on the Wolds]	25	geld	"The 3 holdings in the main text total 17 carucates; the remaining holding in the vill (2E15) would bring the total to 26, but that holding is assigned to the archbishop."	5N1a. 5E55-56
38140	18098	YS	"SE,Bt1"	King William	East Riding	Burton	Burton [Agnes]	12	geld		1Y14
38160	18098	YS	"SE,Bt1"	King William	East Riding	Burton	Gransmoor	4	geld		1Y14
38180	18098	YS	"SE,Bt1"	Ernwin the priest	East Riding	Burton	Gransmoor	2	geld		2.90E+13
38200	18098	YS	"SE,Bt1"	King William	East Riding	Burton	Harpham	4	geld		1Y14
38220	18099	YS	"SE,Bt2"	Ernwin the priest	East Riding	Burton	Harpham	8	geld		2.90E+13
38260	18099	YS	"SE,Bt2"	Ernwin the Priest	East Riding	Burton	Kilham	30	geld		2.90E+13
38280	18099	YS	"SE,Bt2"	King William	East Riding	Burton	Kilham	11	geld		"1Y8, 1E29"
38300	18099	YS	"SE,Bt2"	Odo the bowman	East Riding	Burton	Kilham	7	geld		2.60E+13
38320	18100	YS	"SE,Bt3"	Archbishop of York	East Riding	Burton	Ruston [Parva]	9	geld		2.00E+16
38340	18100	YS	"SE,Bt3"	King William	East Riding	Burton	Ruston [Parva]	3	geld		1.00E+30
38360	18100	YS	"SE,Bt3"	Archbishop of York	East Riding	Burton	Lowthorpe	1.5	geld		2.00E+16
38380	18100	YS	"SE,Bt3"	King William	East Riding	Burton	Lowthorpe	5.5	geld		1.00E+31
38400	18101	YS	"SE,Bt4"	King William	East Riding	Burton	Thornholme	7	geld		1Y14
38420	18101	YS	"SE,Bt4"	King William	East Riding	Burton	Haisthorpe	4	geld		1Y14
38440	18101	YS	"SE,Bt4"	Archbishop of York	East Riding	Burton	Haisthorpe	2	geld		2.00E+16
38460	18101	YS	"SE,Bt4"	Count of Mortain	East Riding	Burton	Thorpe [Hall]	3	geld	This holding is not recorded in the main text.	-
38480	18102	YS	"SE,Bt5"	King William	East Riding	Burton	Carnaby	13	geld		2.90E+29
38500	18102	YS	"SE,Bt5"	King William	East Riding	Burton	[Low] Caythorpe	5	geld		1.00E+32
38520	18102	YS	"SE,Bt5"	Archbishop of York	East Riding	Burton	[Low] Caythorpe	4	geld		2B15
38540	18102	YS	"SE,Bt5"	Count of Mortain	East Riding	Burton	[Low] Caythorpe	3	geld	This holding is not recorded in the main text although 2 other holdings not in the Summary are entered there (1E32. 2B15).	-
38560	18103	YS	"SE,Bt6"	King William	East Riding	Burton	Rudston	8	geld		2.90E+15
38580	18103	YS	"SE,Bt6"	Count of Mortain	East Riding	Burton	Rudston	8	geld		5.00E+54
38600	18103	YS	"SE,Bt6"	Ralph Payenel	East Riding	Burton	Rudston	8	geld		1.60E+06
38620	18103	YS	"SE,Bt6"	King William	East Riding	Burton	Thwing	17.25	geld		1Y14
38640	18104	YS	"SE,Bt7"	Odo the bowman	East Riding	Burton	Swaythorpe	9	geld		2.60E+10
38660	18104	YS	"SE,Bt7"	King William	East Riding	Burton	{Fornetorp}	4	geld		1.00E+34
38680	18104	YS	"SE,Bt7"	King William	East Riding	Burton	Octon		recorded elsewhere		1.00E+35
38700	18104	YS	"SE,Bt7"	Count of Mortain	East Riding	Burton	Octon	14	geld	This holding is not apparently recorded in the main text.	-
38720	18104	YS	"SE,Bt7"	Count of Mortain	East Riding	Burton	Butterwick	12	geld	This holding is not recorded in the main text.	-
38740	18105	YS	"SE,Bt8"	Archbishop of York	East Riding	Burton	Langtoft	9	geld		2B16
38750	18105	YS	"SE,Bt8"	King William	East Riding	Burton	Langtoft	6	geld		1Y14. 1E36
38760	18105	YS	"SE,Bt8"	King William	East Riding	Burton	Boythorpe	5	geld		1Y14
38780	18105	YS	"SE,Bt8"	King William	East Riding	Burton	[Potter] Brompton	3	geld		1Y14
38800	18106	YS	"SE,Bt9"	King William	East Riding	Burton	Ganton	8	geld		1Y11
38820	18106	YS	"SE,Bt9"	Count of Mortain	East Riding	Burton	Binnington	6	geld		5.00E+57
38840	18106	YS	"SE,Bt9"	King William	East Riding	Burton	Willerby	5	geld		1Y11
38860	18107	YS	"SE,Sc1"	Hugh son of Baldric	East Riding	{Scard}	Langton	18	geld		2.30E+15
38880	18107	YS	"SE,Sc1"	Hugh son of Baldric	East Riding	{Scard}	Kennythorpe	2.62	geld		2.30E+15
38900	18107	YS	"SE,Sc1"	Count of Mortain	East Riding	{Scard}	Birdsall	13.5	geld	13.5 carucates between Birdsall & Sutton; only Birdsall named in the main text.	5.00E+58
38920	18107	YS	"SE,Sc1"	Count of Mortain	East Riding	{Scard}	Sutton [Grange]		recorded elsewhere	13.5 carucates between Birdsall & Sutton; only Birdsall named in the main text.	-
38940	18107	YS	"SE,Sc1"	King William	East Riding	{Scard}	Sutton [Grange]	3.5	geld		1.00E+37
38960	18107	YS	"SE,Sc1"	Archbishop of York	East Riding	{Scard}	Sutton [Grange]	2.5	geld		2B18
38980	18108	YS	"SE,Sc2"	Ralph of Mortimer	East Riding	{Scard}	Welham	5.62	geld		1.50E+11
39000	18108	YS	"SE,Sc2"	Hugh son of Baldric	East Riding	{Scard}	Welham	1.37	geld		2.30E+16
39020	18108	YS	"SE,Sc2"	King William	East Riding	{Scard}	Sutton [Grange]	2.75	geld		1.00E+37
39040	18109	YS	"SE,Sc3"	Archbishop of York	East Riding	{Scard}	Sutton [Grange]	0.5	geld		2B18
39060	18109	YS	"SE,Sc3"	Ralph of Mortimer	East Riding	{Scard}	Sutton [Grange]	4	geld		1.50E+12
39080	18109	YS	"SE,Sc3"	Hugh son of Baldric	East Riding	{Scard}	Sutton [Grange]	1.5	geld	This holding is not apparently recorded in the main text.	-
39120	18109	YS	"SE,Sc3"	King William	East Riding	{Scard}	Norton	1.12	geld		1.00E+39
39140	18110	YS	"SE,Sc4"	Ralph of Mortimer	East Riding	{Scard}	Norton	1	geld		1.50E+12
39160	18110	YS	"SE,Sc4"	Hugh son of Baldric	East Riding	{Scard}	Norton	3	geld		2.30E+16
39200	18110	YS	"SE,Sc4"	Berengar of Tosny	East Riding	{Scard}	Settrington	9	geld		8.00E+03
39220	18110	YS	"SE,Sc4"	Count of Mortain	East Riding	{Scard}	Wharram [le Street]	12	geld		5.00E+59
39240	18111	YS	"SE,Sc5"	Berengar of Tosny	East Riding	{Scard}	Buckton [Holms]	22.75	geld		8.00E+01
39260	18111	YS	"SE,Sc5"	Hugh son of Baldric	East Riding	{Scard}	Buckton [Holms]	3	geld		2.30E+17
39280	18111	YS	"SE,Sc5"	King William	East Riding	{Scard}	[North] Grimston	4.25	geld		1.00E+53
39300	18112	YS	"SE,Sc6"	Archbishop of York	East Riding	{Scard}	[North] Grimston	3.5	geld		2B18
39320	18112	YS	"SE,Sc6"	Hugh son of Baldric	East Riding	{Scard}	[North] Grimston	2.25	geld		2.30E+18
39360	18112	YS	"SE,Sc6"	Berengar of Tosny	East Riding	{Scard}	Duggleby	8	geld		8.00E+04
39380	18112	YS	"SE,Sc6"	King William	East Riding	{Scard}	Duggleby	2	geld		1Y7
39400	18113	YS	"SE,Sc7"	King William	East Riding	{Scard}	Towthorpe	6	geld		1.00E+40
39420	18113	YS	"SE,Sc7"	Count of Mortain	East Riding	{Scard}	Towthorpe	3	geld		5.00E+60
39440	18113	YS	"SE,Sc7"	Hugh son of Baldric	East Riding	{Scard}	Burdale	6	geld		2.30E+15
39460	18113	YS	"SE,Sc7"	King William	East Riding	{Scard}	Burdale	1.25	geld		1.00E+42
39480	18114	YS	"SE,Sc8"	Ralph of Mortimer	East Riding	{Scard}	Wintringham	20	geld		1.50E+13
39500	18114	YS	"SE,Sc8"	Ralph of Mortimer	East Riding	{Scard}	Linton	4	geld	This holding is not recorded in the main text.	-
39520	18114	YS	"SE,Sc8"	Ralph of Mortimer	East Riding	{Scard}	Scampston	4	geld		1.50E+14
39540	18115	YS	"SE,Sc9"	King William	East Riding	{Scard}	Scampston	5.5	geld		1E43-44
39580	18115	YS	"SE,Sc9"	King William	East Riding	{Scard}	Thorpe [Bassett]	5	geld		1.00E+45
39600	18115	YS	"SE,Sc9"	Count of Mortain	East Riding	{Scard}	Thorpe [Bassett]	0.75	geld	This holding is not apparently recorded in the main text.	-
39620	18115	YS	"SE,Sc9"	King William	East Riding	{Scard}	Rillington	2	geld		1.00E+43
39640	18116	YS	"SE,Sc10"	Count of Mortain	East Riding	{Scard}	Rillington	2.25	geld		5.00E+62
39660	18116	YS	"SE,Sc10"	Berengar of Tosny	East Riding	{Scard}	Rillington	5	geld	This holding is not apparently recorded in the main text.	-
39700	18116	YS	"SE,Sc10"	Berengar of Tosny	East Riding	{Scard}	Scagglethorpe	2.5	geld	This holding is not apparently recorded in the main text.	-
39720	18116	YS	"SE,Sc10"	Count of Mortain	East Riding	{Scard}	Scagglethorpe	1	geld		5.00E+61
39740	18117	YS	"SE,Ac1"	Berengar of Tosny	East Riding	Acklam	Menethorpe	6	geld		8.00E+02
39760	18117	YS	"SE,Ac1"	King William	East Riding	Acklam	Menethorpe	2	geld		1.00E+47
39780	18117	YS	"SE,Ac1"	King William	East Riding	Acklam	Eddlethorpe	4	geld		1.00E+48
39800	18118	YS	"SE,Ac2"	Berengar of Tosny	East Riding	Acklam	Burythorpe	3	geld		8.00E+06
39820	18118	YS	"SE,Ac2"	King William	East Riding	Acklam	Burythorpe	2	geld		1.00E+49
39840	18118	YS	"SE,Ac2"	King William	East Riding	Acklam	Kirby [Underdale]	6	geld		1.00E+50
39860	18118	YS	"SE,Ac2"	King William	East Riding	Acklam	[Pains]thorpe	5	geld		1.00E+52
39880	18118	YS	"SE,Ac2"	Gilbert Maminot	East Riding	Acklam	[Pains]Thorpe	1	geld	attributed to the king in the main text.	2.90E+19
39900	18119	YS	"SE,Ac3"	Berengar of Tosny	East Riding	Acklam	Uncleby	4	geld		8.00E+01
39920	18119	YS	"SE,Ac3"	King William	East Riding	Acklam	Uncleby	2	geld		1.00E+51
39940	18119	YS	"SE,Ac3"	King William	East Riding	Acklam	[Hanging] Grimston	4.5	geld		2.90E+17
39960	18119	YS	"SE,Ac3"	Odo the bowman	East Riding	Acklam	[Hanging] Grimston	4.5	geld		2.60E+12
39980	18120	YS	"SE,Ac4"	King William	East Riding	Acklam	Acklam	6.5	geld		2.90E+30
40000	18120	YS	"SE,Ac4"	Count of Mortain	East Riding	Acklam	Acklam	2.5	geld		5.00E+63
40020	18120	YS	"SE,Ac4"	King William	East Riding	Acklam	Garrowby [Hall]	3	geld		2.90E+20
40040	18121	YS	"SE,Ac5"	Count of Mortain	East Riding	Acklam	Garrowby [Hall]	3	geld		2.90E+20
40080	18121	YS	"SE,Ac5"	King William	East Riding	Acklam	Leavening	5	geld		2.90E+31
40100	18121	YS	"SE,Ac5"	Count of Mortain	East Riding	Acklam	Another Leavening	7	geld	This holding is not recorded in the main text.	-
40120	18121	YS	"SE,Ac5"	Count of Mortain	East Riding	Acklam	Howsham	8	geld	14 carucates with Sudnicton in the main text.	5.00E+65
40140	18122	YS	"SE,Ac6"	Archbishop of York	East Riding	Acklam	Bugthorpe	4.5	geld		2B19
40160	18122	YS	"SE,Ac6"	Odo the bowman	East Riding	Acklam	Bugthorpe	4.5	geld		2.60E+02
40180	18122	YS	"SE,Ac6"	King William	East Riding	Acklam	Thoralby [Hall]	4	geld		2.90E+21
40200	18123	YS	"SE,Ac7"	Odo the bowman	East Riding	Acklam	Skirpenbeck	5.75	geld	9 carucates; 'of these' the count has 3.25.	2.60E+11
40220	18123	YS	"SE,Ac7"	Count of Mortain	East Riding	Acklam	Skirpenbeck	3.25	geld	9 carucates; 'of these' the count has 3.25. The Count of Mortain's holding is not recorded in the main text.	-
40230	18123	YS	"SE,Ac7"	Hugh son of Baldric	East Riding	Acklam	Scrayingham	12	geld		2.30E+19
40240	18124	YS	"SE,Ac8"	Odo the bowman	East Riding	Acklam	{Scradiztorp}	3	geld		2.60E+09
40260	18124	YS	"SE,Ac8"	Count of Mortain	East Riding	Acklam	Barthorpe [Grange]	6	geld		5.00E+64
40280	18124	YS	"SE,Ac8"	Odo the bowman	East Riding	Acklam	Barthorpe [Grange]	2	geld		2.60E+03
40300	18125	YS	"SE,Ac9"	Count of Mortain	East Riding	Acklam	Leppington	8	geld	This holding is not recorded in the main text.	-
40320	18125	YS	"SE,Ac9"	Count of Mortain	East Riding	Acklam	{Sudcniton}	6	geld		5.00E+65
40340	18125	YS	"SE,Ac9"	Count of Mortain	East Riding	Acklam	Kirkham	8	geld		5.00E+62
40360	18126	YS	"SE,Ac10"	King William	East Riding	Acklam	Wharram [Percy]	9	geld		1.00E+54
40380	18126	YS	"SE,Ac10"	Archbishop of York	East Riding	Acklam	Fridaythorpe	6.37	geld	1.5 carucates in the main text although another 2.375 carucates may be concealed in the total for the holding.	2B11
40400	18126	YS	"SE,Ac10"	King William	East Riding	Acklam	Fridaythorpe	1	geld		1.00E+55
40420	18127	YS	"SE,Ac11"	Count of Mortain	East Riding	Acklam	Fridaythorpe	1.5	geld	This holding is not recorded in the main text unless it duplicates the 1.5 carucates of 2B11.	-
40440	18127	YS	"SE,Ac11"	Odo the bowman	East Riding	Acklam	Fridaythorpe	7.5	geld	18.5 (or 13) carucates in the main text.	2.60E+05
40460	18127	YS	"SE,Ac11"	Count of Mortain	East Riding	Acklam	Thixendale	5.75	geld		5.00E+67
40480	18127	YS	"SE,Ac11"	Odo the bowman	East Riding	Acklam	Thixendale	4.25	geld		2.60E+06
40500	18128	YS	"SE,Ac12"	King William	East Riding	Acklam	Raisthorpe	3	geld		1.00E+56
40520	18128	YS	"SE,Ac12"	Odo the bowman	East Riding	Acklam	Raisthorpe	2	geld		2.60E+08
40530	18128	YS	"SE,Ac12"	Hugh son of Baldric	East Riding	Acklam	Raisthorpe	1	geld		2.30E+15
40540	18129	YS	"SE,Th1"	Archbishop of York	East Riding	{Toreshou}	Sherburn	3	geld		2B18
40560	18129	YS	"SE,Th1"	Count of Mortain	East Riding	{Toreshou}	Sherburn	6	geld	This holding is not apparently recorded in the main text.	-
40570	18129	YS	"SE,Th1"	Hugh son of Baldric	East Riding	{Toreshou}	Sherburn	9	geld		2.30E+15
40580	18129	YS	"SE,Th1"	Ralph Payenel	East Riding	{Toreshou}	Newton	18	geld		1.60E+05
