struct_idx	county	phillimore	hundred	vill	m_type	holding	units	waste_86
1	KEN	D1	Bewsbury	Dover	U		-	N
2	KEN	D2	Bewsbury	Dover	U		-	N
7	KEN	D7	Bewsbury	Dover	U		-	N
10	KEN	D10	Bewsbury	Dover	U		-	N
27	KEN	M1	Canterbury	Canterbury	-	0.16	adjusted	N
28	KEN	M2	Bewsbury	Charlton	M	1	geld	N
29	KEN	M3	Bewsbury	Charlton	X	1	geld	N
30	KEN	M4	Bewsbury	Buckland	X	1	geld	N
31	KEN	M5	Bewsbury	Guston	X	0.45	geld	N
32	KEN	M6	Bewsbury	St Margaret's [at Cliffe]	X	1	geld	N
33	KEN	M7	Bewsbury	St Margaret's [at Cliffe]	X	1	geld	N
34	KEN	M8	Bewsbury	St Margaret's [at Cliffe]	X	1	geld	N
35	KEN	M9	Bewsbury	St Margaret's [at Cliffe]	X	1	geld	N
36	KEN	M10	Bewsbury	St Margaret's [at Cliffe]	X	1	geld	N
37	KEN	M11	`Cornilo'	-	-	0.5	geld	N
37	KEN	M11	Bewsbury	St Margaret's [at Cliffe]	X	0.5	geld	N
38	KEN	M12	Bewsbury	St Margaret's [at Cliffe]	X	0.7	geld	N
39	KEN	M13	`Cornilo'	-	-	0.7	geld	N
40	KEN	M14	`Cornilo'	Deal	X	1.41	geld	N
40	KEN	M14	Bewsbury	St Margaret's [at Cliffe]	D	0.41	geld	N
41	KEN	M15	`Cornilo'	Deal	X	0.4	geld	N
41	KEN	M15	Bewsbury	Sibertswold	X	0.6	geld	N
42	KEN	M16	Bewsbury	Sibertswold	X	1	geld	N
43	KEN	M17	`Cornilo'	Deal	X	0.75	geld	N
44	KEN	M18	`Cornilo'	Deal	X	1	geld	N
45	KEN	M19	`Cornilo'	Deal	X	0.62	geld	N
46	KEN	M20	Bewsbury	Sibertswold	X	0.37	geld	N
47	KEN	M21	Bewsbury	St Margaret's [at Cliffe]	X	0.37	geld	N
48	KEN	M22	Bewsbury	Farthingloe	X	1	geld	N
49	KEN	M23	Bewsbury	[Church and West] Hougham	X	1	geld	N
50	KEN	M24	Bewsbury	Buckland	X	1	geld	N
51	KEN	C1	Canterbury	Canterbury	U		-	N
53	KEN	C3	Canterbury	Canterbury	U	0.98	geld	N
59	KEN	R1	Rochester	Rochester	U		-	N
61	KEN	P1	-	-	X	1.33	adjusted	N
62	KEN	P2	`Blackbourne'	-	X	1	geld	N
63	KEN	P3	Street	Stansted	X	1	geld	N
64	KEN	P4	Bircholt	Stansted	X	1	geld	N
65	KEN	P5	`Aloesbridge'	Brenzett	X		-	N
66	KEN	P6	Newchurch	Norwood	X		-	N
66	KEN	P6	`Aloesbridge'	Brenzett	X		-	N
66	KEN	P6	`Langport'	Ripe	X		-	N
67	KEN	P7	-	-	B		-	N
68	KEN	P8	Bewsbury	St Margaret's [at Cliffe]	X		-	N
69	KEN	P9	Bewsbury	Dover	U		-	N
70	KEN	P10	Bewsbury	Dover	U		-	N
71	KEN	P11	Bewsbury	Dover	U		-	N
71	KEN	P11	Bewsbury	Mederclive	X		-	N
72	KEN	P12	Bewsbury	Sibertswold	X		-	N
73	KEN	P13	-	-	X		-	N
74	KEN	P14	-	{Scortebroc}	X		-	N
75	KEN	P15	-	-	X		-	N
76	KEN	P16	-	-	-	2.5	adjusted	N
77	KEN	P17	`Langport'	Ripe	X	0.83	adjusted	N
78	KEN	P18	Newchurch	Norwood	X	0.41	adjusted	N
78	KEN	P18	`Aloesbridge'	Brenzett	X	0.83	adjusted	N
79	KEN	P19	-	-	-		-	N
80	KEN	P20	-	{Merclesham}	X		-	N
80	KEN	P20	-	Hawkhurst	X		-	N
84	KEN	"1,1"	`Axton'	Dartford	M	1.5	geld	N
85	KEN	"1,2"	Larkfield	Aylesford	M	1	geld	N
86	KEN	"1,3"	Milton	Milton [Regis]	M	80	geld	N
87	KEN	"1,4"	Faversham	Faversham	M	7	geld	N
89	KEN	"2,1"	Canterbury	Canterbury	U		-	N
90	KEN	"2,2"	Sandwich	Sandwich	U		-	N
91	KEN	"2,3"	`Axton'	Darenth	[M]	2	geld	N
92	KEN	"2,4"	`Codsheath'	Otford	[M]	8	geld	N
93	KEN	"2,5"	`Codsheath'	Sundridge	[M]	1.5	geld	N
94	KEN	"2,6"	{Helmestrei}	Bexley	[M]	3	geld	N
95	KEN	"2,7"	`Litlelee'	Crayford	[M]	4	geld	N
96	KEN	"2,8"	Larkfield	[East and West] Malling	[M]	2	geld	N
97	KEN	"2,9"	Tollingtrough	Northfleet	M	6	geld	N
98	KEN	"2,10"	Wrotham	Wrotham	M	8	geld	N
99	KEN	"2,11"	Maidstone	Maidstone	M	9.5	geld	N
99	KEN	"2,11"	Maidstone	{Burgericestune}	D	0.5	geld	N
100	KEN	"2,12"	Chatham	Gillingham	M	6	geld	N
101	KEN	"2,13"	Reculver	Reculver	M	8	geld	N
102	KEN	"2,14"	Reculver	Stourmouth	[M]	0.5	geld	N
102	KEN	"2,14"	Whitstable	Whitstable	M	9.65	geld	N
102	KEN	"2,14"	Thanet	Minster	D	2.75	geld	N
102	KEN	"2,14"	Reculver	Makinbrook	D	0.1	geld	N
103	KEN	"2,15"	Petham	Swarling	D	0.5	geld	N
103	KEN	"2,15"	Petham	Petham	M	6.5	geld	N
104	KEN	"2,16"	`Stursete'	Thanington	D	1	geld	N
104	KEN	"2,16"	Canterbury	Nackington	D	0.75	geld	N
104	KEN	"2,16"	`Stursete'	{Wic}	D	0.25	geld	N
104	KEN	"2,16"	Canterbury	Milton	D	0.5	geld	N
104	KEN	"2,16"	`Stursete'	Westgate	M	4.5	geld	N
105	KEN	"2,17"	Barham	Bishopsbourne	[M]	6	geld	N
106	KEN	"2,18"	Boughton	Boughton [under Blean]	[M]	5	geld	N
107	KEN	"2,19"	Calehill	Charing	[M]	8	geld	N
108	KEN	"2,20"	Calehill	Pluckley	[M]	1	geld	N
109	KEN	"2,21"	Wingham	Wingham	M	39	geld	N
109	KEN	"2,21"	Wingham	Fleet	D	1	geld	N
110	KEN	"2,22"	Longbridge	Mersham	[M]	6	geld	N
111	KEN	"2,23"	Bircholt	Aldington	[M]	21	geld	N
112	KEN	"2,24"	`Stursete'	St Martin's	D	1	geld	N
113	KEN	"2,25"	Bircholt	Aldington	M	0.09	geld	N
113	KEN	"2,25"	Street	Lympne	D	0.15	geld	N
113	KEN	"2,25"	Stowting	Stowting	D	1.5	geld	N
114	KEN	"2,26"	`Loningborough'	Lyminge	M	7	geld	N
115	KEN	"2,27"	Silverden	Newenden	[M]	1	geld	N
117	KEN	"2,28"	`Axton'	Farningham	M	1	geld	N
118	KEN	"2,29"	`Axton'	Eynsford	M	6	geld	N
119	KEN	"2,30"	{Helmestrei}	Orpington	D	0.75	geld	N
120	KEN	"2,31"	Westerham	Brasted	M	1.5	geld	N
121	KEN	"2,32"	Eyhorne	Ulcombe	M	2.5	geld	N
122	KEN	"2,33"	Eyhorne	Boughton [Malherbe]	D	0.5	geld	N
123	KEN	"2,34"	Faversham	Leaveland [Court]	[M]	1	geld	N
124	KEN	"2,35"	Boughton	Graveney	[M]	1	geld	N
125	KEN	"2,36"	Calehill	[East] Lenham	[M]	2	geld	N
126	KEN	"2,37"	Teynham	Sheppey	X	0.5	geld	N
127	KEN	"2,38"	Eastry	third Buckland	X	0.25	geld	N
128	KEN	"2,39"	Eastry	Statenborough	D	0.5	geld	N
128	KEN	"2,39"	Eastry	Finglesham	[M]	0.5	geld	N
129	KEN	"2,40"	Eastry	Tilmanstone	[M]	1	geld	N
130	KEN	"2,41"	Heane	Saltwood	M	7	geld	N
131	KEN	"2,42"	Street	Berwick	M	0.5	geld	N
132	KEN	"2,43"	`Langport'	Langport	M	1.5	geld	N
134	KEN	"3,1"	{Helmestrei}	Keston	D	0.5	geld	N
134	KEN	"3,1"	{Helmestrei}	Orpington	[M]	2.5	geld	N
135	KEN	"3,2"	`Littlefeld'	[East] Peckham	M	5.5	geld	N
135	KEN	"3,2"	`Littlefeld'	`Stokenbury'	[M]	0.5	geld	N
136	KEN	"3,3"	Eyhorne	Hollingbourne	M	6	geld	N
137	KEN	"3,4"	Tollingtrough	Meopham	[M]	10	geld	N
138	KEN	"3,5"	Maidstone	[East] Farleigh	M	6	geld	N
139	KEN	"3,6"	`Shamwell'	Cliffe	M	3.5	geld	N
140	KEN	"3,7"	Thanet	Monkton	[M]	20	geld	N
141	KEN	"3,8"	`Downhamford'	Ickham	[M]	3	geld	N
141	KEN	"3,8"	Ham	Ruckinge	[M]	1	geld	N
142	KEN	"3,9"	Canterbury	Northgate	[M]	1	geld	N
143	KEN	"3,10"	Whitstable	Seasalter	U	2	ploughlands	N
144	KEN	"3,11"	Faversham	[South] Preston	[M]	1	geld	N
145	KEN	"3,12"	Felborough	Chartham	[M]	4	geld	N
146	KEN	"3,13"	Felborough	Godmersham	[M]	8	geld	N
147	KEN	"3,14"	Chart	[Great] Chart	[M]	3	geld	N
148	KEN	"3,15"	Calehill	Pett	D	0.5	geld	N
148	KEN	"3,15"	Calehill	Little Chart	M	2.5	geld	N
149	KEN	"3,16"	Calehill	Westwell	[M]	7	geld	N
150	KEN	"3,17"	Eastry	Eastry	[M]	7	geld	N
150	KEN	"3,17"	Eastry	Giddinge	D	0.79	geld	N
151	KEN	"3,18"	Barham	Barham	[M]	1	geld	N
151	KEN	"3,18"	Eastry	Adisham	M	14	geld	N
151	KEN	"3,18"	Eastry	Eythorne	[M]	2	geld	N
152	KEN	"3,19"	Ham	Warehorne	[M]	1	geld	N
153	KEN	"3,20"	`Blackbourne'	Appledore	[M]	2	geld	N
154	KEN	"3,21"	Wye	Brook	M	1	geld	N
155	KEN	"3,22"	Romney Marsh	{Sturtune}	[M]	0.25	geld	N
155	KEN	"3,22"	Romney Marsh	{Eadruneland}	[M]	0.25	equal	N
155	KEN	"3,22"	Romney Marsh	Orgarswick	[M]	0.25	equal	N
155	KEN	"3,22"	Romney Marsh	Castweazel	[M]	0.25	equal	N
156	KEN	"3,23"	Sandwich	Sandwich	U		-	N
158	KEN	"4,1"	`Axton'	Southfleet	M	6	geld	N
158	KEN	"4,1"	Lowy of Tonbridge	Tonbridge	D		-	N
159	KEN	"4,2"	`Axton'	Stone	M	6	geld	N
160	KEN	"4,3"	`Axton'	Fawkham and Fawkham [Green]	[M]	2	geld	N
161	KEN	"4,4"	`Axton'	Longfield	[M]	1	geld	N
162	KEN	"4,5"	Bromley	Bromley	[M]	6	geld	N
163	KEN	"4,6"	Larkfield	Wouldham	[M]	6	geld	N
164	KEN	"4,7"	Larkfield	[East and West] Malling	[M]	3	geld	N
165	KEN	"4,8"	Larkfield	Trottiscliffe	[M]	3	geld	N
166	KEN	"4,9"	Larkfield	Snodland	[M]	6	geld	N
167	KEN	"4,10"	`Shamwell'	Cuxton	[M]	2.5	geld	N
168	KEN	"4,11"	`Shamwell'	Denton	[M]	2	geld	N
169	KEN	"4,12"	`Shamwell'	Halling and [North and Upper] Halling	[M]	6	geld	N
170	KEN	"4,13"	`Shamwell'	Frindsbury	[M]	10	geld	N
171	KEN	"4,14"	Rochester	Borstal	[M]	2	geld	N
172	KEN	"4,15"	Rochester	Rochester	U	0	-	N
173	KEN	"4,16"	Hoo	Stoke and [Lower and Middle] Stoke	M	5	geld	N
175	KEN	"5,1"	`Axton'	Hawley	M	0.5	geld	N
176	KEN	"5,2"	`Axton'	Swanscombe	M	10	geld	N
177	KEN	"5,3"	`Axton'	Hartley	M	1	geld	N
178	KEN	"5,4"	`Axton'	{Eddintone}	M	0.5	geld	N
179	KEN	"5,5"	`Axton'	Maplescombe	[M]	0.5	geld	N
180	KEN	"5,6"	`Axton'	Ridley	M	1	geld	N
181	KEN	"5,7"	`Axton'	Ash	M	3	geld	N
181	KEN	"5,7"	`Axton'	Idleigh	D	0.25	equal	N
181	KEN	"5,7"	`Axton'	`Sonnings'	D	0.25	equal	N
182	KEN	"5,8"	`Axton'	Lullingstone	[M]	1	geld	N
183	KEN	"5,9"	`Axton'	Lullingstone	M	0.5	geld	N
184	KEN	"5,10"	`Axton'	Farningham	X	0.12	geld	N
185	KEN	"5,11"	`Axton'	Pinden	X	0.5	geld	N
186	KEN	"5,12"	`Axton'	Lullingstone	M	0.5	geld	N
187	KEN	"5,13"	`Axton'	Farningham	X	0.62	geld	N
188	KEN	"5,14"	`Axton'	Maplescombe	[M]	0.5	geld	N
189	KEN	"5,15"	`Axton'	Farningham	M	0.75	geld	N
190	KEN	"5,16"	`Axton'	Darenth	M	0.5	geld	N
191	KEN	"5,17"	`Axton'	Darenth	M	0.5	geld	N
192	KEN	"5,18"	`Axton'	Horton [Kirby]	M	2.5	geld	N
193	KEN	"5,19"	`Litlelee'	Lessness	[M]	10	geld	N
194	KEN	"5,20"	`Litlelee'	`Howbury'	[M]	1	geld	N
195	KEN	"5,21"	`Litlelee'	Plumstead	[M]	2.25	geld	N
196	KEN	"5,22"	{Helmestrei}	Ruxley	[M]	1	geld	N
197	KEN	"5,23"	{Helmestrei}	Chelsfield	[M]	2	geld	N
198	KEN	"5,24"	{Helmestrei}	[St Mary] Cray	[M]	1	geld	N
199	KEN	"5,25"	{Helmestrei}	[West] Wickham	[M]	1	geld	N
200	KEN	"5,26"	{Helmestrei}	Seal	M	7	geld	N
201	KEN	"5,27"	{Helmestrei}	[North] Cray	[M]	0.5	geld	N
202	KEN	"5,28"	{Helmestrei}	[St Paul's] Cray	M	0.5	geld	N
203	KEN	"5,29"	Greenwich	Greenwich	M	2	geld	N
204	KEN	"5,30"	Greenwich	Eltham	[M]	1.5	geld	N
205	KEN	"5,31"	Greenwich	Wricklesmarsh	[M]	1	geld	N
206	KEN	"5,32"	Greenwich	Lee	[M]	0.5	geld	N
207	KEN	"5,33"	Greenwich	Charlton	[M]	1	geld	N
208	KEN	"5,34"	{Helmestrei}	[Foots] Cray	[M]	0.5	geld	N
209	KEN	"5,35"	{Helmestrei}	Crofton	[M]	1.25	geld	N
210	KEN	"5,36"	{Helmestrei}	Cudham	[M]	4	geld	N
211	KEN	"5,37"	{Helmestrei}	Keston	[M]	0.5	geld	N
212	KEN	"5,38"	{Helmestrei}	Sandlings	[M]	1.5	geld	N
213	KEN	"5,39"	Bromley	Beckenham	[M]	2	geld	N
214	KEN	"5,40"	Larkfield	Leybourne	M	2	geld	N
215	KEN	"5,41"	Larkfield	Allington	[M]	1	geld	N
216	KEN	"5,42"	Larkfield	Ditton	[M]	1	geld	N
217	KEN	"5,43"	Larkfield	Siffleton	[M]	0.75	geld	N
218	KEN	"5,44"	Larkfield	Eccles	M	0.75	geld	N
219	KEN	"5,45"	Larkfield	Paddlesworth	[M]	0.5	geld	N
220	KEN	"5,46"	Larkfield	Ryarsh	[M]	2.5	geld	N
221	KEN	"5,47"	Larkfield	Offham	[M]	1	geld	N
222	KEN	"5,48"	Larkfield	Nashenden	[M]	1	geld	N
223	KEN	"5,49"	Larkfield	Tottington	[M]	0.5	geld	N
224	KEN	"5,50"	Larkfield	Tottington	X	0.25	geld	N
225	KEN	"5,51"	Larkfield	Addington	[M]	2.5	geld	N
226	KEN	"5,52"	Tollingtrough	Milton	[M]	1.75	geld	N
227	KEN	"5,53"	Tollingtrough	Luddesdown	M	2.62	geld	N
228	KEN	"5,54"	Tollingtrough	Gravesend	M	2.25	geld	N
229	KEN	"5,55"	Tollingtrough	Nurstead	[M]	2	geld	N
230	KEN	"5,56"	Larkfield	Offham	M	1	geld	N
231	KEN	"5,57"	Larkfield	Birling	[M]	6	geld	N
232	KEN	"5,58"	Larkfield	Burham	M	6	geld	N
233	KEN	"5,59"	`Littlefeld'	[West] Peckham	M	2	geld	N
234	KEN	"5,60"	`Littlefeld'	Hadlow	[M]	6	geld	N
235	KEN	"5,61"	`Littlefeld'	`Stokenbury'	X	0.5	geld	N
236	KEN	"5,62"	Wechylstone	Tudeley	[M]	0.25	geld	N
237	KEN	"5,63"	Eyhorne	Harrietsham	[M]	2	geld	N
238	KEN	"5,64"	Eyhorne	Fairbourne	[M]	1	geld	N
239	KEN	"5,65"	Eyhorne	Shelborough	X	0.25	geld	N
240	KEN	"5,66"	Eyhorne	Frinsted	[M]	1	geld	N
241	KEN	"5,67"	Eyhorne	Leeds	M	3	geld	N
242	KEN	"5,68"	Eyhorne	Aldington	M	2	geld	N
243	KEN	"5,69"	Eyhorne	Stockbury	[M]	2	geld	N
244	KEN	"5,70"	Eyhorne	Allington	M	3	geld	N
244	KEN	"5,70"	Rochester	Rochester	[M]		-	N
245	KEN	"5,71"	Eyhorne	Sutton [Valence]	[M]	4	geld	N
246	KEN	"5,72"	Eyhorne	Chart [Sutton]	[M]	3	geld	N
247	KEN	"5,73"	Eyhorne	[East] Sutton	[M]	1.5	geld	N
248	KEN	"5,74"	Eyhorne	Bowley	M	1	geld	N
248	KEN	"5,74"	Eyhorne	Marley	D	1	geld	N
249	KEN	"5,75"	Eyhorne	Langley	[M]	1.5	geld	N
250	KEN	"5,76"	Eyhorne	Otterden	M	0.5	geld	N
250	KEN	"5,76"	Canterbury	Canterbury	[M]		-	N
251	KEN	"5,77"	Eyhorne	[Old] Shelve	[M]	0.5	geld	N
252	KEN	"5,78"	Eyhorne	[New] Shelve	M	1	geld	N
253	KEN	"5,79"	Eyhorne	Boughton [Malherbe]	[M]	1	geld	N
254	KEN	"5,80"	Eyhorne	Wormshill	[M]	1	geld	N
255	KEN	"5,81"	Eyhorne	Wichling	M	0.5	geld	N
256	KEN	"5,82"	Eyhorne	[Old] Shelve	[M]	0.5	geld	N
257	KEN	"5,83"	Eyhorne	Otham	[M]	1.25	geld	N
258	KEN	"5,84"	Eyhorne	Harbilton	[M]	1	geld	N
259	KEN	"5,85"	Eyhorne	Broomfield	M	1	geld	N
260	KEN	"5,86"	Eyhorne	Thurnham	[M]	3	geld	N
261	KEN	"5,87"	Eyhorne	Fairbourne	[M]	1	geld	N
262	KEN	"5,88"	Chatham	Gillingham	[M]	0.5	geld	N
263	KEN	"5,89"	Chatham	Chatham	[M]	6	geld	N
264	KEN	"5,90"	Rochester	[Little] Delce	[M]	1.25	geld	N
265	KEN	"5,91"	Rochester	[Great] Delce	[M]	1	geld	N
266	KEN	"5,92"	Hoo	Stoke and [Lower and Middle] Stoke	[M]	2	geld	N
267	KEN	"5,93"	Hoo	"[Allhallows, St Mary and St Werbergh] Hoo"	M	50	geld	N
268	KEN	"5,94"	Twyford	Pimp's [Court]	X	0.25	geld	N
269	KEN	"5,95"	Twyford	Pimp's [Court]	D	0.25	geld	N
269	KEN	"5,95"	Twyford	[West] Farleigh	M	0.75	geld	N
270	KEN	"5,96"	Twyford	Nettlestead	M	3	geld	N
271	KEN	"5,97"	Twyford	Wateringbury	M	2	geld	N
272	KEN	"5,98"	Twyford	Wateringbury	[M]	2	geld	N
273	KEN	"5,99"	Twyford	Teston	M	1	geld	N
274	KEN	"5,100"	Twyford	Bensted	[M]	0.25	geld	N
275	KEN	"5,101"	Maidstone	[West] Barming	[M]	0.25	geld	N
276	KEN	"5,102"	Maidstone	Boxley	M	7	geld	N
277	KEN	"5,103"	Wrotham	Wrotham [Heath]	M	1.5	geld	N
278	KEN	"5,104"	-	-	D	1	geld	N
278	KEN	"5,104"	`Shamwell'	Chalk	M	3	geld	N
279	KEN	"5,105"	`Shamwell'	Higham and [Lower] Higham	[M]	5	geld	N
280	KEN	"5,106"	`Shamwell'	Cooling	X	1.5	geld	N
281	KEN	"5,107"	`Shamwell'	Beckley	[M]	0.5	geld	N
282	KEN	"5,108"	`Shamwell'	Oakleigh	[M]	1	geld	N
283	KEN	"5,109"	`Shamwell'	Henhurst	[M]	0.5	geld	N
284	KEN	"5,110"	`Shamwell'	Cliffe	[M]	0.5	geld	N
285	KEN	"5,111"	`Shamwell'	Haven	[M]	0.75	geld	N
286	KEN	"5,112"	`Shamwell'	Haven	X	0.25	geld	N
287	KEN	"5,113"	`Shamwell'	Cooling	[M]	0.5	geld	N
288	KEN	"5,114"	`Shamwell'	Merston	[M]	0.5	geld	N
289	KEN	"5,115"	Milton	Tunstall	[M]	3.5	geld	N
290	KEN	"5,116"	Milton	Upchurch	[M]	2	geld	N
291	KEN	"5,117"	Milton	Stuppington	[M]	0.87	geld	N
292	KEN	"5,118"	Milton	Tonge	[M]	2	geld	N
293	KEN	"5,119"	Bridge	Patrixbourne	[M]	6	geld	N
294	KEN	"5,120"	Bridge	[Lower and Upper] Hardres	M	2	geld	N
295	KEN	"5,121"	Bridge	Stelling	M	0.25	geld	N
296	KEN	"5,122"	Bridge	Bekesbourne	M	2	geld	N
297	KEN	"5,123"	Bridge	[Lower and Upper] Hardres	[M]	1	geld	N
298	KEN	"5,124"	`Downhamford'	Wickhambreux	M	4	geld	N
299	KEN	"5,125"	Canterbury	Canterbury	U	0	-	N
300	KEN	"5,126"	Canterbury	Nackington	[M]	0.5	geld	N
301	KEN	"5,127"	Canterbury	-	X	0.5	geld	N
302	KEN	"5,128"	Folkestone	Folkestone	M	40	geld	N
303	KEN	"5,129"	`Loningborough'	Elham	M	6	geld	N
304	KEN	"5,130"	-	-	X	0.12	geld	N
305	KEN	"5,131"	Stowting	{Bochelande}	X	0.5	geld	N
306	KEN	"5,132"	Eastry	Barfreston	X	0.25	geld	N
307	KEN	"5,133"	Eastry	Barfreston	D	0.25	geld	N
308	KEN	"5,134"	Eastry	Easole	[M]	3	geld	N
309	KEN	"5,135"	Eastry	Shelving	X	1	geld	N
310	KEN	"5,136"	Bewsbury	[North] Ponshall	[M]	1	geld	N
311	KEN	"5,137"	Bewsbury	[South] Ponshall	X	0.12	geld	N
312	KEN	"5,138"	Barham	Barham	M	6	geld	N
312	KEN	"5,138"	Bewsbury	[Church and West] Hougham	B		no units	N
313	KEN	"5,139"	Whitstable	Swalecliffe	[M]	0.5	geld	N
314	KEN	"5,140"	Whitstable	-	X	0.25	geld	N
315	KEN	"5,141"	Faversham	Oare	[M]	2	geld	N
316	KEN	"5,142"	Faversham	Stalisfield and Stalisfield [Green]	[M]	2	geld	N
317	KEN	"5,143"	Faversham	Norton	[M]	4	geld	N
318	KEN	"5,144"	Felborough	Chilham	M	5	geld	N
319	KEN	"5,145"	Faversham	Ospringe	M	7.5	geld	N
320	KEN	"5,146"	Faversham	{Cildresham}	M	1	geld	N
321	KEN	"5,147"	Faversham	Arnolton	M	1	geld	N
322	KEN	"5,148"	Faversham	Macknade	[M]	0.25	geld	N
323	KEN	"5,149"	Faversham	Badlesmere	M	1	geld	N
324	KEN	"5,150"	Faversham	Perry [Wood]	[M]	0.25	geld	N
325	KEN	"5,151"	Faversham	Perry [Court]	[M]	0.5	geld	N
326	KEN	"5,152"	Faversham	other Buckland	M	1	geld	N
327	KEN	"5,153"	Faversham	Hurst	[M]	0.75	geld	N
328	KEN	"5,154"	Faversham	Oare	X	0.25	geld	N
329	KEN	"5,155"	Faversham	Throwley	M	3	geld	N
330	KEN	"5,156"	Faversham	North Eastling	M	0.5	geld	N
331	KEN	"5,157"	Faversham	other Buckland	X	0.25	geld	N
332	KEN	"5,158"	Faversham	Eastling	[M]	1	geld	N
333	KEN	"5,159"	Faversham	Eastling	M	5	geld	N
334	KEN	"5,160"	Faversham	Luddenham	[M]	1	geld	N
335	KEN	"5,161"	Faversham	Ringlestone	[M]	1	geld	N
336	KEN	"5,162"	Felborough	Horton	[M]	0.5	geld	N
337	KEN	"5,163"	Wye	Fanscombe	M	0.5	geld	N
338	KEN	"5,164"	Wye	Buckwell	[M]	0.5	geld	N
339	KEN	"5,165"	Wye	Coombe [Grove]	[M]	1	geld	N
340	KEN	"5,166"	Felborough	Beamonston	M	1	geld	N
341	KEN	"5,167"	Calehill	Dean [Court]	[M]	1	geld	N
342	KEN	"5,168"	Calehill	Pivington	[M]	1	geld	N
343	KEN	"5,169"	-	-	X	0.5	geld	N
344	KEN	"5,170"	Felborough	Shalmsford [Street]	[M]	0.5	geld	N
345	KEN	"5,171"	Bircholt	Aldglose	[M]	0.5	geld	N
346	KEN	"5,172"	Oxney	Palstre [Court]	[M]	0.75	geld	N
347	KEN	"5,173"	Oxney	Palstre [Court]	X	0.1	geld	N
348	KEN	"5,174"	Bewsbury	Pising	[M]	1	equal	N
348	KEN	"5,174"	Bewsbury	Pineham	[M]	1	equal	N
349	KEN	"5,175"	Newchurch	Bilsington	M	4	geld	N
350	KEN	"5,176"	`Langport'	{Afettune}	[M]	1	geld	N
351	KEN	"5,177"	`Langport'	[Denge] Marsh	X	0.5	geld	N
352	KEN	"5,178"	Romney Marsh	Romney	U	0	-	N
353	KEN	"5,179"	`Langport'	[Denge] Marsh	X	0.5	geld	N
354	KEN	"5,180"	Rolvenden	Benenden	[M]	0.5	geld	N
355	KEN	"5,181"	Rolvenden	Benenden	X	0.12	geld	N
356	KEN	"5,182"	-	-	X	0.5	ploughlands	N
357	KEN	"5,183"	Eastry	Ringleton	[M]	4.5	ploughs	N
358	KEN	"5,184"	Eastry	Hammil	X	0.25	geld	N
359	KEN	"5,185"	Bewsbury	[Temple] Ewell	M	3	geld	N
360	KEN	"5,186"	Bewsbury	West Cliffe	M	2	geld	N
361	KEN	"5,187"	Bewsbury	Solton	M	1	geld	N
362	KEN	"5,188"	Bewsbury	Dover	U		-	N
363	KEN	"5,189"	Bewsbury	{Leueberge}	X	0.12	geld	N
364	KEN	"5,190"	Bewsbury	{Leueberge}	X	0.01	geld	N
365	KEN	"5,191"	Bewsbury	Coldred	[M]	2	geld	N
366	KEN	"5,192"	Bewsbury	[Temple] Ewell	M	3	geld	N
367	KEN	"5,193"	Bewsbury	Swanton	[M]	2	geld	N
368	KEN	"5,194"	Bewsbury	Appleton	[M]	1	geld	N
369	KEN	"5,195"	Bewsbury	Boswell [Banks]	[M]	1	geld	N
370	KEN	"5,196"	Bewsbury	{Leueberge}	X	0.29	geld	N
371	KEN	"5,197"	Eastry	Woodnesborough	[M]	2.75	geld	N
372	KEN	"5,198"	Eastry	Woodnesborough	M	2	geld	N
373	KEN	"5,199"	Eastry	Knowlton	[M]	1	geld	N
374	KEN	"5,200"	Eastry	Betteshanger	M	1.5	geld	N
375	KEN	"5,201"	Eastry	Soles [Court]	[M]	1	geld	N
376	KEN	"5,202"	Eastry	Hartanger	[M]	1	geld	N
377	KEN	"5,203"	Eastry	third Buckland	X	0.37	geld	N
378	KEN	"5,204"	Bewsbury	-	D	1	geld	N
379	KEN	"5,205"	Eastry	-	D	0.12	geld	N
380	KEN	"5,206"	Eastry	Ham	[M]	1	geld	N
381	KEN	"5,207"	Eastry	Chillenden	M	1.33	geld	N
382	KEN	"5,208"	Eastry	Midley	[M]	0.85	geld	N
383	KEN	"5,209"	{Summerdene}	-	X	0.05	geld	N
384	KEN	"5,210"	{Summerdene}	Tickenhurst	[M]	1.5	geld	N
385	KEN	"5,211"	{Summerdene}	Woodnesborough	X	0.25	geld	N
386	KEN	"5,212"	{Summerdene}	Each	X	0.25	geld	N
387	KEN	"5,213"	{Summerdene}	Marshborough	X	0.33	geld	N
388	KEN	"5,214"	{Summerdene}	Elmton	X	0.12	geld	N
389	KEN	"5,215"	Eastry	Waldershare	X	2	geld	N
390	KEN	"5,216"	Eastry	Each	X	0.25	geld	N
391	KEN	"5,217"	Eastry	Easole	[M]	3	geld	N
392	KEN	"5,218"	Eastry	-	M	1.5	geld	N
393	KEN	"5,219"	Eastry	Shelving	[M]	1.5	geld	N
394	KEN	"5,220"	Eastry	Denton	[M]	0.5	geld	N
395	KEN	"5,221"	Bewsbury	Boswell [Banks]	X	0.25	geld	N
396	KEN	"5,222"	Bewsbury	Boswell [Banks]	X	0.33	geld	N
397	KEN	"5,223"	`Loningborough'	Hemsted	X	0.12	geld	N
398	KEN	"5,224"	`Loningborough'	Acrise	M	1	geld	N
399	KEN	"5,225"	Bircholt	Hastingleigh	M	1	geld	N
