struct_idx	county	phillimore	hundred	vill	m_type	holding	units	waste_86
10113	NTH	"12,2"	Guilsborough	[Cold] Ashby	D	2.5	geld	N
10114	NTH	"12,3"	`Alwardsley'	Kilsby	X	2	geld	N
10115	NTH	"12,4"	Guilsborough	[West] Haddon	X	2	geld	N
10117	NTH	"13,1"	`Gravesend'	Litchborough	X	4	geld	N
10119	NTH	"14,1"	Rothwell	Newbottle	[M]	0.66	geld	N
10120	NTH	"14,2"	Rothwell	Braybrooke	X	2	geld	N
10121	NTH	"14,3"	Rothwell	Glendon	X	0.83	geld	N
10122	NTH	"14,4"	Rothwell	Rushton	X	0.12	geld	N
10123	NTH	"14,5"	Rothwell	Harrington	[M]	5.33	geld	N
10124	NTH	"14,6"	`Spelhoe'	Weston [Favell]	X	1.5	geld	N
10126	NTH	"15,1"	`Stotfold'	Maidwell	X	1.75	geld	N
10128	NTH	"16,1"	Cuttlestone	Lapley	[M]	3	geld	N
10129	NTH	"16,2"	Cuttlestone	Marston	X	1	geld	N
10131	NTH	"17,1"	Foxley	Adstone	X	0.25	geld	N
10132	NTH	"17,2"	`Gravesend'	Fawsley	X	0.4	geld	N
10133	NTH	"17,3"	Sutton	[Kings] Sutton	X	0.8	geld	N
10134	NTH	"17,4"	Cleyley	Passenham	X	0.5	geld	N
10135	NTH	"17,5"	`Spelhoe'	Boughton	X	0.37	geld	N
10137	NTH	"18,1"	`Hamfordshoe'	Sywell	X	4	geld	N
10138	NTH	"18,2"	`Spelhoe'	[Great and Little] Billing	X	0.62	geld	N
10139	NTH	"18,3"	Nobottle	Bugbrooke	[M]	4	geld	N
10140	NTH	"18,4"	`Spelhoe'	[Great and Little] Billing	S	0.62	geld	N
10140	NTH	"18,4"	`Spelhoe'	Weston [Favell]	M	2.5	geld	N
10141	NTH	"18,5"	Nobottle	[East] Haddon	X	2.5	geld	N
10142	NTH	"18,6"	Nobottle	Ravensthorpe	X	0.5	geld	N
10143	NTH	"18,7"	Nobottle	[Church] Brampton	X	3.95	geld	N
10144	NTH	"18,8"	Nobottle	[Nether and Upper] Heyford	D	0.08	geld	N
10145	NTH	"18,9"	Cleyley	Alderton	X	2.12	geld	N
10146	NTH	"18,10"	`Alboldstow'	Helmdon	X	4	geld	N
10147	NTH	"18,11"	`Gravesend'	{Celverdescote}	X	4	geld	N
10148	NTH	"18,12"	Cleyley	Cosgrove	X	0.4	geld	N
10149	NTH	"18,13"	Stoke	[East] Carlton	X	0.75	geld	N
10150	NTH	"18,14"	Stoke	Dingley	X	1.52	geld	N
10151	NTH	"18,15"	Rothwell	Arthingworth	X	2.14	geld	N
10152	NTH	"18,16"	Rothwell	Pipewell	X	0.33	geld	N
10153	NTH	"18,17"	`Stotfold'	Sibbertoft	X	2.75	geld	N
10154	NTH	"18,18"	`Stotfold'	[East] Farndon	X	0.83	geld	N
10155	NTH	"18,19"	`Stotfold'	[Little] Bowden	X	2.33	geld	N
10156	NTH	"18,20"	`Stotfold'	[Great and Little] Oxendon	X	1.08	geld	N
10157	NTH	"18,21"	`Stotfold'	Haselbech	X	3	geld	N
10158	NTH	"18,22"	Nobottle	Harlestone	X	0.06	geld	Y
10159	NTH	"18,23"	Nobottle	Althorp	X	0.66	geld	N
10160	NTH	"18,24"	Cleyley	Cosgrove	S	0.83	geld	N
10161	NTH	"18,25"	`Spelhoe'	Pitsford	X	0.25	geld	N
10162	NTH	"18,26"	Rothwell	Desborough	X	0.25	geld	N
10163	NTH	"18,27"	Nobottle	Whilton	X	1	geld	N
10164	NTH	"18,28"	Towcester	[Cold] Higham	X	2.4	geld	N
10165	NTH	"18,29"	`Gravesend'	Weedon [Bec]	X	0.5	geld	N
10166	NTH	"18,30"	`Gravesend'	Staverton	X	3	geld	N
10167	NTH	"18,31"	Mawsley	[Hanging] Houghton	X	1.75	geld	N
10168	NTH	"18,32"	Warden	[West] Farndon	X	1.62	geld	N
10169	NTH	"18,33"	Towcester	Tiffield	X	1.7	geld	N
10170	NTH	"18,34"	Cleyley	Furtho	X	2	geld	N
10171	NTH	"18,35"	Sutton	Walton [Grounds]	X	0.62	geld	N
10172	NTH	"18,36"	`Gravesend'	Charwelton	X	2.4	geld	N
10173	NTH	"18,37"	Sutton	Middleton [Cheney]	X	2	geld	N
10174	NTH	"18,38"	Sutton	Charlton	X	1.5	geld	Y
10175	NTH	"18,39"	Towcester	Foxley	X	0.4	geld	Y
10176	NTH	"18,40"	`Alboldstow'	Syresham	X	0.5	geld	N
10177	NTH	"18,41"	Nobottle	[Nether and Upper] Heyford	S	0.41	geld	N
10178	NTH	"18,42"	Orlingbury	Hannington	X	0.5	geld	N
10179	NTH	"18,43"	Nobottle	Harlestone	X	1.5	geld	N
10180	NTH	"18,44"	Nobottle	[Great and Little] Brington	X	0.5	geld	N
10181	NTH	"18,45"	Nobottle	Muscott	X	0.37	equal	N
10181	NTH	"18,45"	Nobottle	Brockhall	X	0.37	equal	N
10182	NTH	"18,46"	Nobottle	Kislingbury	X	0.5	geld	N
10183	NTH	"18,47"	Nobottle	Flore	X	0.75	geld	N
10184	NTH	"18,48"	Nobottle	Glassthorpe[hill]	X	1.25	geld	N
10185	NTH	"18,49"	Guilsborough	Yelvertoft	X	0.75	geld	N
10186	NTH	"18,50"	Guilsborough	[Cold] Ashby	X	0.5	geld	N
10187	NTH	"18,51"	Guilsborough	[Cold] Ashby	X	1.5	geld	N
10188	NTH	"18,52"	Foxley	Silverstone	X	1	geld	N
10189	NTH	"18,53"	Guilsborough	Creaton and [Little] Creaton	X	0.5	geld	N
10190	NTH	"18,54"	Towcester	Tiffield	S	0.6	geld	N
10191	NTH	"18,55"	Cleyley	Furtho	X	0.9	geld	N
10192	NTH	"18,56"	Cleyley	Furtho	X	0.9	geld	N
10193	NTH	"18,57"	`Gravesend'	Farthingstone	S	3.25	geld	N
10194	NTH	"18,58"	`Gravesend'	Dodford	S	3	geld	N
10195	NTH	"18,59"	Cleyley	Easton Neston	X	1.62	geld	N
10196	NTH	"18,60"	`Gravesend'	Snorscomb	X	0.37	geld	N
10197	NTH	"18,61"	Sutton	[Great and Little] Purston	S	0.5	geld	N
10198	NTH	"18,62"	Sutton	Walton [Grounds]	S	0.5	geld	N
10199	NTH	"18,63"	Sutton	[Kings] Sutton	X	0.2	geld	N
10200	NTH	"18,64"	Sutton	Croughton	X	0.4	geld	N
10201	NTH	"18,65"	`Alboldstow'	Evenley	X	1	geld	N
10202	NTH	"18,66"	`Gravesend'	Charwelton	X	0.5	geld	N
10203	NTH	"18,67"	`Gravesend'	Thrupp [Grounds]	X	0.66	geld	N
10204	NTH	"18,68"	Guilsborough	`Chilcotes'	X	0.25	geld	N
10205	NTH	"18,69"	Guilsborough	Elkington	X	1.75	geld	N
10206	NTH	"18,70"	Guilsborough	Lilbourne	X	0.25	geld	N
10207	NTH	"18,71"	Guilsborough	Yelvertoft	X	0.75	geld	N
10208	NTH	"18,72"	Guilsborough	[Long] Buckby	X	0.75	geld	N
10209	NTH	"18,73"	Foxley	Adstone	X	0.3	geld	N
10210	NTH	"18,74"	`Gravesend'	Preston [Capes]	X	0.37	geld	Y
10211	NTH	"18,75"	`Gravesend'	Farthingstone	S	0.75	geld	N
10212	NTH	"18,76"	Rothwell	Thorpe [Malsor]	X	1.33	geld	N
10213	NTH	"18,77"	Orlingbury	Pytchley	X	0.75	geld	N
10214	NTH	"18,78"	Orlingbury	Orlingbury	X	0.75	geld	N
10215	NTH	"18,79"	Mawsley	Walgrave	X	0.5	geld	N
10216	NTH	"18,80"	Guilsborough	Nortoft	X	2	geld	N
10216	NTH	"18,80"	Guilsborough	Hollowell	D	0.08	geld	Y
10216	NTH	"18,80"	Guilsborough	Guilsborough	D	0.25	geld	Y
10217	NTH	"18,81"	Higham	Irchester	X	0.62	geld	N
10218	NTH	"18,82"	`Spelhoe'	Weston [Favell]	X	3	geld	N
10219	NTH	"18,83"	Nobottle	[Nether and Upper] Heyford	S	0.43	geld	N
10220	NTH	"18,84"	Nobottle	[Nether and Upper] Heyford	S	0.41	geld	N
10221	NTH	"18,85"	`Gravesend'	Preston [Capes]	X	0.8	geld	N
10222	NTH	"18,86"	Nobottle	Holdenby	S	2.25	geld	N
10223	NTH	"18,87"	Nobottle	[East] Haddon	X	0.5	geld	N
10224	NTH	"18,88"	`Spelhoe'	Spratton	X	2.75	geld	N
10225	NTH	"18,89"	Cleyley	Grafton [Regis]	X	0.8	geld	N
10226	NTH	"18,90"	`Gravesend'	Preston [Capes]	X	1.12	geld	N
10227	NTH	"18,91"	Cleyley	Alderton	X	1	geld	N
10228	NTH	"18,92"	Nobottle	Holdenby	X	1.75	geld	N
10229	NTH	"18,93"	Nobottle	[East] Haddon	X	1.5	geld	N
10230	NTH	"18,94"	Guilsborough	Hollowell	X	0.08	geld	Y
10231	NTH	"18,95"	Foxley	Blakesley	S	1.5	geld	N
10232	NTH	"18,96"	Warden	[Lower and Upper] Boddington	X	2	geld	N
10233	NTH	"18,97"	`Gravesend'	Snorscomb	X	0.12	geld	N
10234	NTH	"18,98"	`Gravesend'	Welton	X	0.08	geld	N
10235	NTH	"18,99"	Nobottle	[Church] Brampton	X	0.5	geld	N
10237	NTH	"19,1"	`Gravesend'	Norton	X	2.6	geld	N
10238	NTH	"19,2"	Coleshill	Berkswell	[M]	4	geld	N
10239	NTH	"19,3"	Coleshill	[Over] Whitacre	X	0.5	geld	Y
10241	NTH	"20,1"	Cleyley	Wakefield	X	0.4	geld	N
10243	NTH	"21,1"	`Alboldstow'	Syresham	X	2	geld	N
10243	NTH	"21,1"	`Alboldstow'	Halse	X	2	geld	N
10243	NTH	"21,1"	`Alboldstow'	Brackley	X	1	geld	N
10244	NTH	"21,2"	`Alboldstow'	Brackley	X	2	geld	N
10245	NTH	"21,3"	Guilsborough	Lilbourne	X	2.12	geld	N
10246	NTH	"21,4"	Guilsborough	Lilbourne	X	0.37	geld	N
10247	NTH	"21,5"	Sutton	Evenley	X	0.75	geld	N
10248	NTH	"21,6"	Sutton	Farthinghoe	X	4	geld	N
10250	NTH	"22,1"	Warden	Byfield	X	8	geld	N
10251	NTH	"22,2"	Warden	[Lower and Upper] Boddington	X	1	geld	N
10252	NTH	"22,3"	Warden	Trafford	X	1.25	geld	N
10253	NTH	"22,4"	`Alboldstow'	Marston [St Lawrence]	X	4	geld	N
10254	NTH	"22,5"	`Alboldstow'	Radstone	X	2	geld	N
10255	NTH	"22,6"	Sutton	Middleton [Cheney]	S	1.6	geld	N
10256	NTH	"22,7"	Foxley	Blakesley	S	0.5	geld	N
10257	NTH	"22,8"	Guilsborough	Yelvertoft	X	2.25	geld	N
10258	NTH	"22,9"	Foxley	Slapton	X	4	geld	N
10260	NTH	"23,1"	Warden	[West] Farndon	X	0.37	geld	N
10261	NTH	"23,2"	`Stotfold'	Thorpe [Lubenham]	X	1.16	equal	N
10261	NTH	"23,2"	`Stotfold'	Marston [Trussell]	X	1.16	equal	N
10262	NTH	"23,3"	`Gravesend'	Weedon [Bec]	X	3.5	geld	N
10263	NTH	"23,4"	`Gravesend'	Ashby [St Ledgers]	X	4	geld	N
10264	NTH	"23,5"	`Gravesend'	Welton	X	2.75	geld	N
10265	NTH	"23,6"	`Gravesend'	Staverton	X	1	geld	N
10266	NTH	"23,7"	`Gravesend'	Thrupp [Grounds]	X	0.4	geld	N
10267	NTH	"23,8"	Foxley	Maidford	X	2.2	geld	N
10268	NTH	"23,9"	Sutton	Newbottle	[M]	6	geld	N
10269	NTH	"23,10"	Sutton	Middleton [Cheney]	X	2	geld	N
10270	NTH	"23,11"	Sutton	[Kings] Sutton	X	1.6	geld	N
10271	NTH	"23,12"	Warden	Byfield	X	2	geld	N
10272	NTH	"23,13"	Warden	Woodford [Halse]	X	2	geld	N
10273	NTH	"23,14"	Warden	Eydon	X	2	geld	N
10274	NTH	"23,15"	`Gravesend'	Charwelton	X	0.25	geld	N
10275	NTH	"23,16"	Kirtlington	Cottisford	[M]	6	geld	N
10276	NTH	"23,17"	Kirtlington	Charlton [-on-Otmoor]	[M]	10	geld	N
10277	NTH	"23,18"	Wootton	Shipton [-on-Cherwell]	X	2.5	geld	N
10278	NTH	"23,19"	Bloxham	Sibford [Ferris and Gower]	X	11	geld	N
10280	NTH	"24,1"	Corby	Little Weldon	X	0.5	geld	N
10282	NTH	"25,1"	Cleyley	Potterspury	X	3.2	geld	N
10283	NTH	"25,2"	Navisford	Titchmarsh	[M]	10.08	geld	N
10284	NTH	"25,3"	`Hamfordshoe'	Ecton	X	4	geld	N
10286	NTH	"26,1"	Stoke	Stoke [Albany]	X	3	geld	N
10287	NTH	"26,2"	Stoke	Wilbarston	X	3.25	geld	N
10288	NTH	"26,3"	Witchley	Seaton	X	1.12	geld	N
10288	NTH	"26,3"	Witchley	Barrowden	D	0.25	geld	N
10289	NTH	"26,4"	Foxley	Seawell	X	3.2	geld	N
10290	NTH	"26,5"	Rothwell	Rushton	S	1.5	geld	N
10291	NTH	"26,6"	Rothwell	Desborough	X	0.5	geld	N
10292	NTH	"26,7"	Rothwell	Pipewell	X	0.5	geld	N
10293	NTH	"26,8"	Stoke	Brampton [Ash]	X	2	geld	N
10294	NTH	"26,9"	Stoke	Dingley	X	0.81	geld	N
10295	NTH	"26,10"	Stoke	Ashley	X	3	geld	N
10296	NTH	"26,11"	Stoke	Ashley	X	0.33	geld	N
10298	NTH	"27,1"	Warden	Stoneton	X	0.75	geld	N
10300	NTH	"28,1"	Cleyley	Wicken	X	1.25	geld	N
10301	NTH	"28,2"	Sutton	Thenford	X	1	geld	N
10302	NTH	"28,3"	Sutton	[Great and Little] Purston	X	0.7	geld	N
10304	NTH	"29,1"	Rothwell	Braybrooke	X	1	geld	N
10306	NTH	"30,1"	Stoke	Ashley	X	0.66	geld	N
10307	NTH	"30,2"	Stoke	Weston [-by-Welland]	X	2.66	geld	N
10308	NTH	"30,3"	Stoke	Sutton [Bassett]	X	1.33	geld	N
10309	NTH	"30,4"	Stoke	Dingley	X	1.1	geld	N
10310	NTH	"30,5"	Stoke	Brampton [Ash]	X	2	geld	N
10311	NTH	"30,6"	Corby	Weldon	[M]	1.75	geld	N
10312	NTH	"30,7"	Corby	Weldon	X	0.25	geld	N
10313	NTH	"30,8"	Stoke	Ashley	S	0.33	geld	N
10314	NTH	"30,9"	Stoke	Brampton [Ash]	X	1	geld	N
10315	NTH	"30,10"	Corby	Blatherwycke	X	2	geld	N
10316	NTH	"30,11"	Rothwell	Braybrooke	X	0.5	geld	N
10317	NTH	"30,12"	Rothwell	Braybrooke	X	0.33	geld	N
10318	NTH	"30,13"	Rothwell	Rushton	S	0.62	geld	P
10319	NTH	"30,14"	`Spelhoe'	Moulton	X	2.37	geld	N
10320	NTH	"30,15"	`Spelhoe'	Boughton	X	0.62	geld	N
10321	NTH	"30,16"	`Spelhoe'	Spratton	X	0.37	geld	N
10322	NTH	"30,17"	Foxley	Bradden	X	1.4	geld	N
10323	NTH	"30,18"	Guilsborough	Creaton and [Little] Creaton	X	0.25	geld	N
10324	NTH	"30,19"	Foxley	Bradden	X	0	-	N
10326	NTH	"31,1"	Stoke	[East] Carlton	X	2	geld	N
10328	NTH	"32,1"	Willybrook	Collyweston	X	2	geld	N
10330	NTH	"33,1"	`Navisland'	Grafton [Underwood]	X	3	geld	N
10332	NTH	"34,1"	Nobottle	Flore	X	1	geld	N
10334	NTH	"35,1a"	Higham	Higham [Ferrers]	M	6	geld	N
10335	NTH	"35,1b"	Higham	Rushden	D	6	geld	N
10336	NTH	"35,1c"	Higham	Chelveston	D	0.87	equal	N
10336	NTH	"35,1c"	Higham	Caldecott	D	0.87	equal	N
10337	NTH	"35,1d"	Higham	Knuston	X	1.37	geld	N
10338	NTH	"35,1e"	Higham	Irchester	X	1.75	geld	N
10339	NTH	"35,1f"	Higham	Farndish	S	0.75	geld	N
10340	NTH	"35,1g"	Higham	Podington	S	0.5	geld	N
10341	NTH	"35,1h"	Higham	Easton [Maudit]	D	0.37	geld	Y
10342	NTH	"35,1i"	Higham	Raunds	S	7.62	geld	N
10343	NTH	"35,1j"	Higham	Rushden	X		-	N
10344	NTH	"35,2"	`Stotfold'	Clipston	S	3.56	geld	N
10345	NTH	"35,3a"	Nobottle	Nobottle	M	1.12	geld	N
10346	NTH	"35,3b"	Nobottle	Althorp	S	0.45	geld	N
10347	NTH	"35,3c"	Nobottle	[Great and Little] Brington	D	1.5	geld	N
10348	NTH	"35,3d"	Nobottle	Harlestone	D	1.5	geld	N
10349	NTH	"35,3e"	Nobottle	Glassthorpe[hill]	D	0.5	geld	N
10350	NTH	"35,3f"	Nobottle	Flore	D	0.5	geld	N
10351	NTH	"35,3g"	Nobottle	Nobottle	M		-	N
10352	NTH	"35,4"	Nobottle	Duston	X	4	geld	N
10353	NTH	"35,5"	Guilsborough	Naseby	M	7	geld	N
10354	NTH	"35,6"	Collingtree	Courteenhall	M	3.5	geld	N
10355	NTH	"35,7"	Collingtree	Blisworth	X	3.5	geld	N
10356	NTH	"35,8"	`Alwardsley'	Barby	X	2	geld	N
10357	NTH	"35,9"	Witchley	Empingham	X	2.5	geld	N
10358	NTH	"35,10"	`Gravesend'	Catesby	X	4	geld	N
10359	NTH	"35,11"	Cleyley	{Aceshille}	X	0.4	geld	Y
10360	NTH	"35,12"	Rothwell	Desborough	X	1.25	geld	N
10361	NTH	"35,13"	Rothwell	Kelmarsh	D	1.83	geld	N
10362	NTH	"35,14"	Higham	Bozeat	S	0.37	geld	N
10363	NTH	"35,15"	Higham	Hargrave	S	0.5	geld	N
10364	NTH	"35,16"	Nobottle	Harpole	X	2.5	geld	N
10365	NTH	"35,17"	Nobottle	Ravensthorpe	X	1.25	geld	N
10366	NTH	"35,18"	Nobottle	Teeton	X	2	geld	N
10367	NTH	"35,19a"	Guilsborough	Coton	M	0.87	geld	N
10368	NTH	"35,19b"	Guilsborough	Thornby	S	1	geld	N
10369	NTH	"35,19c"	Guilsborough	Winwick	D	0.75	geld	N
10370	NTH	"35,19d"	Guilsborough	[West] Haddon	D	0.37	geld	N
10371	NTH	"35,19e"	Guilsborough	[Cold] Ashby	D	0.37	geld	N
10372	NTH	"35,19f"	Guilsborough	Nortoft	D	0.5	geld	N
10373	NTH	"35,19g"	Guilsborough	Hollowell	D	0.25	geld	N
10374	NTH	"35,19h"	Guilsborough	Coton	M		-	N
10375	NTH	"35,20"	Guilsborough	Thornby	S	0.5	geld	Y
10376	NTH	"35,21"	Wymersley	[Great and Little] Houghton	X	1.25	geld	N
10377	NTH	"35,22"	Cleyley	Paulerspury	X	3.6	geld	N
10378	NTH	"35,23"	Guilsborough	Guilsborough	X	0.87	geld	N
10379	NTH	"35,24"	Foxley	Blakesley	X	2	geld	N
10380	NTH	"35,25"	Collingtree	Courteenhall	S	0.62	geld	N
10381	NTH	"35,26"	Warden	Mollington	X	4	geld	N
10383	NTH	"36,1"	Witchley	Tolethorpe	X	0.5	geld	N
10384	NTH	"36,2"	Upton	Barnack	X	3	geld	N
10385	NTH	"36,3"	Offlow	[West] Bromwich	X	3	geld	N
10386	NTH	"36,4"	`Bumbelowe'	Churchover	X	1	geld	N
10388	NTH	"37,1"	`Stotfold'	-	X	0.08	geld	Y
10390	NTH	"38,1"	`Gravesend'	Braunston	X	3.5	geld	N
10392	NTH	"39,1"	Rothwell	Pipewell	X	0.5	geld	N
10393	NTH	"39,2"	Guilsborough	Cottesbrooke	X	1.25	geld	N
10394	NTH	"39,3"	Mawsley	[Hanging] Houghton	X	0.62	geld	N
10395	NTH	"39,4"	Mawsley	Lamport	X	4.25	geld	N
10396	NTH	"39,5"	Orlingbury	Wythemail	X	2.5	geld	N
10397	NTH	"39,6"	`Spelhoe'	Pitsford	X	3.25	geld	N
10398	NTH	"39,7"	Wymersley	Horton	X	2	geld	N
10399	NTH	"39,8"	Towcester	Evenley	M	4	geld	N
10400	NTH	"39,9"	Foxley	[Canons] Ashby	X	2.5	geld	N
10401	NTH	"39,10"	`Alboldstow'	Evenley	X	2	geld	N
10402	NTH	"39,11"	Sutton	Astwick	D	1.6	geld	N
10403	NTH	"39,12"	Towcester	[Cold] Higham	D	2	geld	N
10404	NTH	"39,13"	Foxley	Plumpton	X	1	geld	N
10405	NTH	"39,14"	`Gravesend'	Preston [Capes]	X	1.6	geld	N
10406	NTH	"39,15"	Towcester	Astcote	X	2	geld	N
10407	NTH	"39,16"	Wymersley	Wootton	X	2.5	geld	N
10408	NTH	"39,17"	Cleyley	-	X	3.2	geld	N
10409	NTH	"39,18"	Towcester	Pattishall	M	8	geld	N
10411	NTH	"40,1"	Cleyley	Cosgrove	X	0.55	geld	N
10412	NTH	"40,2"	Higham	Easton [Maudit]	X	2.75	geld	N
10413	NTH	"40,3"	-	{Hantone}	X	0.75	geld	N
10414	NTH	"40,4"	Cleyley	Ashton	X	1.2	geld	N
10415	NTH	"40,5"	Cleyley	Ashton	X	0.4	geld	N
10416	NTH	"40,6"	Cleyley	Easton Neston	X	0.62	geld	N
10418	NTH	"41,1"	`Navisland'	Burton [Latimer]	X	8.5	geld	N
10419	NTH	"41,2"	Warden	-	X	2.75	geld	N
10420	NTH	"41,3"	Guilsborough	Stanford [-on-Avon]	M	1.87	geld	N
10421	NTH	"41,4"	Orlingbury	[Great and Little] Harrowden	X	1	geld	N
10422	NTH	"41,5"	Orlingbury	Isham	X	1.62	geld	N
10423	NTH	"41,6"	`Huxloe'	Aldwincle [All Saints and St Peter]	X	5	geld	N
10424	NTH	"41,7"	`Stotfold'	Sulby	S	2.58	geld	N
10425	NTH	"41,8"	`Navisland'	Cranford [St Andrew and St John]	X	0.75	geld	N
10426	NTH	"41,9"	Wymersley	Cogenhoe	X	0.87	geld	N
10427	NTH	"41,10"	Guilsborough	Elkington	X	0.18	geld	N
10429	NTH	"42,1"	Corby	Wakerley	X	2.5	geld	N
10430	NTH	"42,2"	Upton	Easton [-on-the-Hill]	X	1.5	geld	N
10431	NTH	"42,3"	Willybrook	Easton [-on-the-Hill]	X	1.5	geld	N
10433	NTH	"43,1"	Foxley	Weedon [Lois]	X	3	geld	N
10434	NTH	"43,2"	Foxley	Moreton [Pinkney]	X	1.5	geld	N
10435	NTH	"43,3"	Foxley	Silverstone	X	0.5	geld	N
10436	NTH	"43,4"	Towcester	Wappenham	X	2	geld	N
10437	NTH	"43,5"	`Alboldstow'	Steane	M	2.8	geld	N
10438	NTH	"43,6"	`Alboldstow'	{Brime}	X	2.4	geld	N
10439	NTH	"43,7"	`Alboldstow'	Thorpe [Mandeville]	X	2	geld	N
10440	NTH	"43,8"	`Alboldstow'	Stuchbury	X	2	geld	N
10441	NTH	"43,9"	`Alboldstow'	Astwell	X	2	geld	N
10442	NTH	"43,10"	`Alboldstow'	Syresham	X	0.5	geld	N
10443	NTH	"43,11"	Warden	Sulgrave	S	4	geld	N
10445	NTH	"44,1a"	Collingtree	Milton [Malsor]	M	3.5	geld	N
10446	NTH	"44,1b"	Collingtree	Collingtree	D	1.75	geld	N
10447	NTH	"44,1c"	Collingtree	Rothersthorpe	D	0.5	geld	N
10448	NTH	"44,2"	Collingtree	Rothersthorpe	S	0.5	geld	N
10450	NTH	"45,1"	Sutton	Aynho	M	3.2	geld	N
10451	NTH	"45,2"	Sutton	Croughton	X	1.16	geld	N
10452	NTH	"45,3"	Sutton	Croughton	X	0.1	geld	N
10453	NTH	"45,4"	Warden	Hinton	M	2	geld	N
10454	NTH	"45,5"	Warden	Aston [-le-Walls]	X	6	geld	N
10455	NTH	"45,6"	Nobottle	Flore	X	0.5	geld	N
10456	NTH	"45,7"	Foxley	Silverstone	X	0.5	geld	N
10457	NTH	"45,8"	Towcester	Hinton [-in-the-Hedges]	X	2	geld	N
10458	NTH	"45,9"	`Alboldstow'	Culworth	X	1.66	geld	N
10460	NTH	"46,1"	Nobottle	Kislingbury	X	3.5	geld	N
10461	NTH	"46,2"	Nobottle	[Nether and Upper] Heyford	X	1.37	geld	N
10462	NTH	"46,3"	`Gravesend'	[Church] Stowe	X	4	geld	N
10463	NTH	"46,4"	Witchley	Empingham	M	4	geld	N
10464	NTH	"46,5"	Witchley	Empingham	S	7.62	geld	N
10465	NTH	"46,6"	Willybrook	Easton [-on-the-Hill]	X	0.5	geld	N
10466	NTH	"46,7"	Barcheston	Whichford	M	15	geld	N
10468	NTH	"47,1a"	Guilsborough	Welford	M	4	geld	N
10469	NTH	"47,1b"	Guilsborough	Elkington	D	0.06	equal	N
10469	NTH	"47,1b"	Guilsborough	[Cold] Ashby	D	0.62	equal	N
10470	NTH	"47,1c"	`Stotfold'	Sulby	D	2.5	geld	Y
10471	NTH	"47,2"	Guilsborough	Crick	X	3.75	geld	N
10473	NTH	"48,1"	Corby	Boughton	X	0.5	geld	N
10474	NTH	"48,2"	Corby	Newton	X	0.91	geld	N
10475	NTH	"48,3"	`Spelhoe'	[Great and Little] Billing	X	3.37	geld	N
10476	NTH	"48,4"	Higham	Wollaston	X	5	geld	N
10477	NTH	"48,5"	Orlingbury	Cransley	X	1.5	geld	N
10478	NTH	"48,6"	Guilsborough	[Long] Buckby	S	2.75	geld	N
10479	NTH	"48,7"	Guilsborough	[West] Haddon	X	0.25	geld	N
10480	NTH	"48,8"	Guilsborough	Creaton and [Little] Creaton	X	1	geld	N
10481	NTH	"48,9"	Collingtree	Rothersthorpe	X	2.5	geld	N
10482	NTH	"48,10"	`Gravesend'	Thrupp [Grounds]	X	0.6	geld	N
10483	NTH	"48,11"	Sutton	Grimsbury	X	2.4	geld	N
10484	NTH	"48,12"	Higham	Knuston	X	1.75	geld	N
10485	NTH	"48,13"	`Spelhoe'	Weston [Favell]	X	0.12	geld	N
10486	NTH	"48,14"	Nobottle	Flore	X	1.25	geld	N
10487	NTH	"48,15"	Cleyley	Hulcote	X	0.81	geld	N
10488	NTH	"48,16"	Cleyley	Easton Neston	X	0.81	geld	N
10489	NTH	"48,17"	Cleyley	Roade	X	0.4	geld	N
10491	NTH	"49,1"	Towcester	Gayton	X	4.4	geld	N
10493	NTH	"50,1"	Cleyley	Stoke [Bruerne]	X	4	geld	N
10495	NTH	"51,1"	`Huxloe'	Lowick	X	0.37	geld	N
10497	NTH	"52,1"	Navisford	Thrapston	X	2.5	geld	N
10499	NTH	"53,1"	Wymersley	Chadstone	X	1.75	geld	N
10501	NTH	"54,1"	Sutton	Thenford	X	1	geld	N
10502	NTH	"54,2"	Cleyley	Wicken	X	0.75	geld	N
10503	NTH	"54,3"	`Stotfold'	Maidwell	M	4.16	geld	N
10503	NTH	"54,3"	Rothwell	Draughton	D	0.25	geld	N
10505	NTH	"55,1"	Orlingbury	Isham	X	1.62	geld	N
10506	NTH	"55,2"	Willybrook	Woodnewton	X	3	geld	N
10507	NTH	"55,3"	Polebrook	Polebrook	X	1.25	geld	N
10508	NTH	"55,4"	Polebrook	Winwick	X	0.5	geld	N
10509	NTH	"55,5"	`Navisland'	Grafton [Underwood]	X	0.5	geld	N
10510	NTH	"55,6"	Navisford	Clopton	X	1.25	geld	N
10512	NTH	"56,1"	Witchley	Ryhall	M	1.5	geld	N
10512	NTH	"56,1"	Witchley	Belmesthorpe	D	1.5	geld	N
10513	NTH	"56,2"	Stoke	Ashley	X	0.33	geld	N
10514	NTH	"56,3"	Stoke	Sutton [Bassett]	X	0.66	geld	N
10515	NTH	"56,4"	Stoke	Weston [-by-Welland]	X	1.33	geld	N
10516	NTH	"56,5"	Stoke	Dingley	X	0.83	geld	N
10517	NTH	"56,6"	Stoke	Brampton [Ash]	X	1	geld	N
10518	NTH	"56,7"	Willybrook	Fotheringhay	X	6	geld	N
10519	NTH	"56,8"	Corby	Harringworth	X	5	geld	N
10520	NTH	"56,9"	Mawsley	Lamport	X	0.12	geld	N
