places_idx	place_form_sub	county	hundred	vill	os_ref	os_codes
1496	1	CON	`Connerton'	Alverton	SW4629	approximate
1501	1	NTT	Newark	Alverton	SK7942	
1506	1	OXF	Bampton	Alvescot	SP2704	
1511	1	GLS	`Langley'	Alveston	ST6288	
1516	1	WAR	Pathlow	Alveston	SP2356	
1521	1	WIL	Bradford	Alvestone	ST8260	speculative
1526	1	LIN	`Louthesk'	Alvingham	TF3691	
1531	1	GLS	Bromsash	Alvington	SO6000	
1536	1	HEF	Bromsash	Alvington	SO6000	
1541	1	HAM	Bowcombe	Alvington	SZ4788	
1541	2	HAM	Bowcombe	Carisbrooke Castle		
1546	1	DEV	Diptford	Alvington		
1546	2	DEV	Diptford	West Alvington	SX7243	
1551	1	HUN	Normancross	Alwalton	TL1395	
1556	1	DEV	Black Torrington	Alwineclancavele		unknown
1561	1	DEV	Bampton	Alwinestone		unknown
1566	1	DEV	Merton	Alwington	SS4023	
1571	1	SOM	Cannington	Alwins Land		unknown
1571	2	SOM	Cannington	Alwinsland		
1571	3	SOM	Cannington	Alwin's Land		
1571	4	SOM	Cannington	Alwine's Land		
1571	5	SOM	Cannington	Alwines Land		
1571	6	SOM	Cannington	Alwinesland		
1576	1	OXF	Bampton	Alwoldesberie	SP2604	speculative
1581	1	NTT	Thurgarton	Alwoldestorp	SK6946	speculative
1581	2	NTT	Thurgarton	Caythorpe		
1586	1	YKS	`Skyrack'	Alwoodley	SE3141	
1591	1	SHR	{Reweset}	Amaston	SJ3711	
1596	1	DBY	Litchurch	Ambaston	SK4232	
1601	1	ESS	Uttlesford	Amberden		
1601	2	ESS	Uttlesford	Amberden Hall	TL5530
1606	1	HEF	{Tornelaus}	Amberley	SO5447
1611	1	SUS	`Easwrithe'	Amberley	TQ0213
1616	1	CON	Stratton	Amble	
1616	2	CON	Stratton	Chaple Amble	SW9975
1616	3	CON	Stratton	Middle Amble	SW9975
1616	4	CON	Stratton	Lower Amble	SW9874
1621	1	STS	Seisdon	Amblecote	SO8985
1626	1	OXF	Headington	Ambrosden	SP6019
1631	1	LIN	Epworth	Amcotts	SE8514
1636	1	BUK	Burnham	Amersham	SU9697
1641	1	STS	Pirehill	Amerton	SJ9927
1646	1	HAM	Amesbury	Amesbury	SU1541
1651	1	WIL	Amesbury	Amesbury	SU1541
1661	1	YKS	{Maneshou}	Amotherby	SE7573
1666	1	YKS	{Maneshou}	Ampleforth	SE5878
1671	1	GLS	{Gersdones}	Ampney	SU0799	approximate
1676	1	GLS	{Gersdones}	Ampney		
1676	2	GLS	{Gersdones}	Ampney Crucis	SP0601	
1681	1	GLS	{Gersdones}	Ampney		
