seq_num,anc_cnty,anc_par,par_flag,wheat,barley,oats,b_and_o,potatoes,peas,beans,p_and_b,turnips,rape,t_or_r,rye,oth_crop,other,oth_crop_2,other_2,notes
2899,NORTHAMPTONSHIRE,"WESTON BY WELLAND, AND SUTTON BASSETT",,250.25,81.5,,,,,335,,,,,,,,,,
2900,NORTHAMPTONSHIRE,WHILTON,,123.5,74.5,58.5,,15,15.25,26.25,,,,29.5,,,,,,
2901,NORTHAMPTONSHIRE,WHISTON,,77.5,72,4,,,11,,46,,,28,,,,,,
2902,NORTHAMPTONSHIRE,WHITTLEBURY,,130,50.5,49,,2,8.25,61.5,,9.75,,,,,,,,
2903,NORTHAMPTONSHIRE,WICKEN,,183,69,99,,,23,121,,,,18,,,,,,
2904,NORTHAMPTONSHIRE,WILBARSTON,,130,90,80,,9,5,30,,,,40,,,,,,
2905,NORTHAMPTONSHIRE,WILBY,,140,97,24,,1.5,,110,,,,,10,,,,,
2906,NORTHAMPTONSHIRE,WINWICK,,76,64,125.5,,2,4,0.5,,,,56.5,2.25,,,,,
2907,NORTHAMPTONSHIRE,WITTERING,,50.5,461.5,181,,,35,,,226,,,,,,,,
2908,NORTHAMPTONSHIRE,WOODFORD (I.E. NEAR THRAPSTON),,186,249,83,,3,,,108,,,148,,,,,,
2909,NORTHAMPTONSHIRE,WOODFORD HALSE,,293,161,205,,7,37,82,,,,77,,,,,,
2910,NORTHAMPTONSHIRE,WOOTTON,,152.25,183.75,142.5,,6,17,10,,,,75,10.5,,,,,
2911,NORTHAMPTONSHIRE,YARDLEY HASTINGS,,289,155,143,,4,,12.5,,,,22,,,,,,
2912,NORTHAMPTONSHIRE,YELVERTOFT,,95,30,150,,1,1,18,,,,10,,,,,,
2913,NORTHUMBERLAND,ALLENDALE,,38,66,358,,29,10,,,,,82,4,,,,,
2914,NORTHUMBERLAND,ALNWICK,,687.25,363.25,1031,,56,56,36,,,,401.5,5,,,,,
2915,NORTHUMBERLAND,ALWINTON,,141,191.25,581,,22.5,56,,,,,219,15.5,,,,,
2916,NORTHUMBERLAND,BAMBURGH,,1918.5,804.25,2426.25,,89.25,520.75,22.5,,891.5,,,18,,,,,
2917,NORTHUMBERLAND,BEADNELL,,43,28,62,,2,,,37,35,,,1.5,,,,,
2918,NORTHUMBERLAND,BEDLINGTON,,856.25,256,983,,16.75,52,95,,96.5,7.5,,7,,,,,
2919,NORTHUMBERLAND,BELFORD,,639.75,326.75,753.5,,36.25,,,138.25,,,267,0.25,,,,,
2920,NORTHUMBERLAND,BERWICK-UPON-TWEED,,99,206,608,,186,,,43.5,,,90,0.5,,,,,
2921,NORTHUMBERLAND,BLANCHLAND,,18.5,29.25,147.25,,10.75,8.5,,,15.25,,,,,,,,
2922,NORTHUMBERLAND,BOLAM,,274,215,595,,,10,,,,,28,,,,,,
2923,NORTHUMBERLAND,BOTHAL AND HEBRON,,1800,353,2243,,25,,,36.5,255,,,,,,,,
2924,NORTHUMBERLAND,BRANXTON AND CORNHILL-ON-TWEED,,462,459,942,,28,98,23,,,,517,6,,,,,
2925,NORTHUMBERLAND,BRINKBURN,,300,64,413,,7,40.5,,,82.5,,,5.5,,,,,
2926,NORTHUMBERLAND,BYWELL,,883,618,1586,,75,109,2,,567,,,80,,,,,
2927,NORTHUMBERLAND,CARHAM,,681,475.5,984,,71,285,2,,,,1066.5,17,,,,,
2928,NORTHUMBERLAND,CHATTON,,1344,600,1401,,13,300,69,,,,500,128,,,,,
2929,NORTHUMBERLAND,CHILLINGHAM,,187,122,296,,19,39,59,,,,192,23,,,,,
2930,NORTHUMBERLAND,CORBRIDGE,,571,994,1000,,79,73,5,,,,511,75,,,,,
2931,NORTHUMBERLAND,CORNHILL-ON-TWEED,,,,,,,,,,,,,,,,,,SEE BRANXTON
2932,NORTHUMBERLAND,CRAMLINGTON,,367,172,566,,11.5,22,,,19.75,,,,,,,,
2933,NORTHUMBERLAND,DODDINGTON,,218,219,935,,20,,,113,,,509,,,,,,
2934,NORTHUMBERLAND,EARSDON,,1075,458,1556,,37,8,75,,79.5,,,2,,,,,
2935,NORTHUMBERLAND,EDLINGHAM,,313,177,903,,10.5,74,,,,,263,24.5,,,,,
2936,NORTHUMBERLAND,EGLINGHAM,,415,781,1896,,53,110,14,,990,3,,60,,,,,
2937,NORTHUMBERLAND,ELLINGHAM,,286,212,630,,20,,,70,,,199,1,,,,,
2938,NORTHUMBERLAND,EMBLETON,,764,270,1219,,,,,109,,,,3,,,,,
2939,NORTHUMBERLAND,FALSTONE,,11,165,299,,58,22,,,,,63,,,,,,
2940,NORTHUMBERLAND,FORD,,810,592,1280,,68,181,8,,,,840,70,,,,,
2941,NORTHUMBERLAND,GOSFORTH,,348,252.5,816.5,,31,13,33.5,,,,162,,MASLIN,25,,,
2942,NORTHUMBERLAND,HALTWHISTLE,,163,590,1700,,140,10,,,,,150,,,,,,
2943,NORTHUMBERLAND,HARTBURN,,483,764,1791,,54,33,,,,,218,2,,,,,
2944,NORTHUMBERLAND,HEBRON,,,,,,,,,,,,,,,,,,SEE BOTHAL
2945,NORTHUMBERLAND,HEDDON ON THE WALL,,235,293,559,,34,21,27,,,,149,,,,,,
2946,NORTHUMBERLAND,HEXHAM,,256,203,607,,56.25,46,6.25,,,,119,50.25,,,,,
2947,NORTHUMBERLAND,HORTON,,686,155,706,,29,25,149,,21,,,3,,,,,
2948,NORTHUMBERLAND,HOWICK,,85,35,126,,3,32,,,,,38,3,,,,,
2949,NORTHUMBERLAND,ILDERTON,,29,196,646,,26,10,2,,412,,,22,,,,,
2950,NORTHUMBERLAND,INGRAM,,24,29,149,,3,5,,,87,,,,,,,,
2951,NORTHUMBERLAND,KIRKHARLE,,7,94,192,,6,,,,28,,,,,,,,
2952,NORTHUMBERLAND,KIRKNEWTON,,404.75,,1252,,63.75,,,140,967.25,,,,BARLEY AND RYE ,526.25,,,
2953,NORTHUMBERLAND,KIRKWHELPINGTON,,30,344,452,,10,,,,25,,,,,,,,
2954,NORTHUMBERLAND,KYLOE,,789.5,155,570.5,,40.25,,,222,116.5,,,24,,,,,
2955,NORTHUMBERLAND,LESBURY,,300,210,387,,30,,,88,230,,,10,,,,,
2956,NORTHUMBERLAND,LONGBENTON,,657,293,1258,,19,22,20,,,,107,,,,,,
2957,NORTHUMBERLAND,LONGFRAMLINGTON,,268.5,48.25,519.5,,2.75,52.5,,,63.5,,,3,,,,,
2958,NORTHUMBERLAND,LONGHORSLEY,,1047,116,1376,,21,48,,,101,,,10,,,,,
2959,NORTHUMBERLAND,LONGHOUGHTON,,324.5,165.5,404,,26,57.5,128,,214,,,9.5,,,,,
2960,NORTHUMBERLAND,LOWICK,,569.75,401,954.5,,21.75,,,162.25,217.5,,,16.25,,,,,
2961,NORTHUMBERLAND,MITFORD,,858,301,1394,,24,74,41,,171,,,10,,,,,
2962,NORTHUMBERLAND,MORPETH,,1125,260,1300,,45,,,106,,,208,,,,,,
2963,NORTHUMBERLAND,NEWBURN,,1102,557,1370,,113,15,18,,164,,,15,,,,,
2964,NORTHUMBERLAND,NORHAM,,1287,781,1824,,200,,,425,1000,,,9,,,,,
2965,NORTHUMBERLAND,OVINGHAM,,674,723,1645,,88.5,51.5,18,,,,318,135,,,,,
2966,NORTHUMBERLAND,PONTELAND,,1100,300,1500,,20,30,30,,,,60,25,,,,,
2967,NORTHUMBERLAND,ROTHBURY,,603,572,1561,,61,174,,,,,521,29,,,,,
2968,NORTHUMBERLAND,SHILBOTTLE,,667.5,167,800.5,,19,80,,,,,160,,,,,,
2969,NORTHUMBERLAND,SHOTLEY,,266,109,882,,22.25,28,,,101,,,78,,,,,
2970,NORTHUMBERLAND,SLALEY,,403,36,569,,10,32,,,,,38,,,,,,
2971,NORTHUMBERLAND,STAMFORDHAM,,601,798,1642,,24,11,,,139,,,,,,,,
2972,NORTHUMBERLAND,STANNINGTON,,943,290,1479,,14,55.5,7,,,,70.5,7,,,,,
2973,NORTHUMBERLAND,TWEEDMOUTH,,814,786,1626,,133,194,12,,294,,,2,,,,,
2974,NORTHUMBERLAND,TYNEMOUTH,,499,189,682,,97,33,66,,114,,,40,,,,,
2975,NORTHUMBERLAND,WALLSEND,,230,11,300,,7,,7,,,,10.75,,,,,,
2976,NORTHUMBERLAND,WARDEN,,836,973,1941,,100,56,,,,,123,60,,,,,
2977,NORTHUMBERLAND,WARKWORTH,,1441,329,1923,,62,142,142,,300,,,12,,,,,
2978,NORTHUMBERLAND,WHALTON,,579,236,925,,19,14,,,,,50,,,,,,
2979,NORTHUMBERLAND,WHITLEY,,302,208.5,793.25,,33.5,77.5,,,178.5,,,28.75,,,,,
2980,NORTHUMBERLAND,WHITTONSTALL,,105,69.5,291,,16,11.5,1,,52,,,5.5,,,,,
2981,NORTHUMBERLAND,WIDDRINGTON,,920,13,641,,10,93,75,,,,50,,,,,,
2982,NORTHUMBERLAND,WOODHORN,,790,120,650,,21.5,3,222,,174,,,5,,,,,
2983,NORTHUMBERLAND,WOOLER,,185,223,388,,21,22,28,,,,268,23,,,,,
2984,NOTTINGHAMSHIRE,,,,,,,,,,,,,,,,,,,NO RETURNS
2985,OXFORDSHIRE,ASCOTT-UNDER-WYCHWOOD,,490,300,56,,,9,119,,,,,,,,,,
2986,OXFORDSHIRE,LANGLEY,,68,42,42,,1,4,5,,16,,,,,,,,
2987,OXFORDSHIRE,LEAFIELD,,121,76,23,,5,18,45,,2,,,,,,,,
2988,OXFORDSHIRE,LYNEHAM,,280,250,30,,5,70,50,,40,,,,,,,,
2989,OXFORDSHIRE,MILTON-UNDER-WYCHWOOD,,250,230,50,,7,60,60,,50,,,,VETCHES,14,,,
2990,OXFORDSHIRE,RAMSDEN,,45,55,27,,,5,43,,4,,,5,,,,,
2991,OXFORDSHIRE,SHIPTON-UNDER-WYCHWOOD,,418,292,,,,,135,,134,,,,,,,,
2992,OXFORDSHIRE,SYDENHAM,,310,64,22,,,9,294,,,,,,,,,,
2993,OXFORDSHIRE,TETSWORTH,,79,5,3,,,6,62,,,,,,,,,,
2994,OXFORDSHIRE,THAME,,556,206,207,,6,85,587.5,,7,,,,,,,,
2995,RUTLAND,ASHWELL,,65,72,46,,2,4.25,19,,,,64,,,,,,
2996,RUTLAND,AYSTON,,15,18.75,47,,4,,,,9.75,,,16,,,,,
2997,RUTLAND,BARROWDEN,,250,260,40,,8,,,100,80,,,,,,,,
2998,RUTLAND,BELTON (I.E. NEAR UPPINGHAM),,36,25,81,,0.5,,,17,3,,,2,,,,,
2999,RUTLAND,BISBROOKE,,69.5,100,100,,36,7,8,,,,66,,,,,,
3000,RUTLAND,BRAUNSTON,,249,76,54,,12,,268,,,,,,,,,,
3001,RUTLAND,BURLEY,,35,79.75,148.5,,5,30.5,22,,76.5,,,,,,,,
3002,RUTLAND,CALDECOTT,,69,120,4,,,,224,,,,,,,,,,
3003,RUTLAND,CLIPSHAM,,169,125,133,,,5,31,,,,33,,,,,,
3004,RUTLAND,COTTESMORE,,41,344,248,,7,,,113,143,,,,,,,,
3005,RUTLAND,EDITH WESTON,,115,175,90,,,,,75,,,93.5,,,,,,
3006,RUTLAND,EMPINGHAM,,419.25,702,429.5,,5.25,,,81.75,,,330,2,TARES,74.25,,,
3007,RUTLAND,ESSENDINE,,216,110.5,108.5,,2,22.5,30.5,,,,42,,,,,,
3008,RUTLAND,EXTON,,66,340,283,,5,17,167,,,,62,,,,,,
3009,RUTLAND,GLASTON,,39,83,63,,6,,,,,,45,15,,,,,
3010,RUTLAND,GREAT CASTERTON AND PICKWORTH,,265,570,278,,15,44.5,20,,,,253,,,,,,
3011,RUTLAND,GREETHAM,,134,286,138,,4,23,11,,86,,,3,,,,,
3012,RUTLAND,HAMBLETON,,26.5,30,40.5,,3.25,,19,,14.5,,,2.5,,,,,
3013,RUTLAND,HORN,,20,40,18,,,,20,,,,30,,,,,,
3014,RUTLAND,KETTON,,283,525,198,,4,,,113,,,104,,,,,,
3015,RUTLAND,LYDDINGTON,,228,160,20,,,30,300,,,,,2,,,,,
3016,RUTLAND,LITTLE CASTERTON,,93.75,228.75,27,,1,9,7,23,66,,,,,,,,
