hundred,unique_id,tot_val_1524,tot_val_1543,tot_val_1581,tot_val_1674,count_1524,count_1543,count_1581,count_1674,max_val_1524,max_val_1543,max_val_1581,max_val_1674,surname_1524,surname_1543,surname_1581,surname_1674,unique_treatment_1524,unique_treatment_1543,unique_treatment_1581,unique_treatment_1674,unique_control_1524,unique_control_1543,unique_control_1581,unique_control_1674,avg_val_1524,avg_val_1543,avg_val_1581,avg_val_1674,tot_val_1840,count_1840,max_val_1840,surname_1840,unique_treatment_1840,unique_control_1840,avg_val_1840
Axminster,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.0,20.0,278.0,Rockett,0.0,0.0,46.95
Axminster,19,,,,1.0,,,,1.0,,,,1.0,,,,Peak,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.0,4.0,212.0,Bondfield,0.0,0.0,103.0
Axminster,53,,,,2.0,,,,1.0,,,,2.0,,,,Burton,,,,0.0,,,,0.0,,,,2.0,11.0,1.0,11.0,Burton,0.0,0.0,11.0
Axminster,65,,,7.0,,,,1.0,,,,7.0,,,,Preston,,,,0.0,,,,0.0,,,,7.0,,,,,,,,
Axminster,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.0,7.0,1158.0,Moggridge,0.0,0.0,171.57142857142858
Axminster,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,2.0,524.0,Payton,0.0,0.0,310.0
Axminster,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,3.0,17.0,Ousley,0.0,0.0,10.0
Axminster,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,12.0,Lathey,0.0,0.0,12.0
Axminster,363,,,2.0,,,,1.0,,,,2.0,,,,Barrie,,,,0.0,,,,0.0,,,,2.0,,,,,,,,
Axminster,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0,2.0,208.0,Toms,0.0,0.0,140.5
Axminster,432,,,,1.0,,,,1.0,,,,1.0,,,,Meddick,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54758.0,125.0,2268.0,Davey,0.0,0.0,438.064
Axminster,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32150.0,66.0,3010.0,Dommett,0.0,0.0,487.1212121212121
Axminster,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232296.0,461.0,3604.0,Putt,0.0,0.0,503.8958785249458
Axminster,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.0,10.0,255.0,Bazley,0.0,0.0,67.4
Axminster,585,,,6.0,1.0,,,2.0,1.0,,,3.0,1.0,,,Billing,Billing,,,0.0,0.0,,,0.0,0.0,,,3.0,1.0,,,,,,,
Axminster,589,,,,1.0,,,,1.0,,,,1.0,,,,Gosling,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.0,31.0,353.0,Isaacs,0.0,0.0,24.838709677419356
Axminster,667,10.23,11.0,7.0,6.0,5.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,Thomas,Thomas,Thomas,Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0460000000000003,2.75,3.5,2.0,5234.0,18.0,1301.0,Thomas,0.0,0.0,290.77777777777777
Axminster,735,,,,1.0,,,,1.0,,,,1.0,,,,Hawkins,,,,0.0,,,,0.0,,,,1.0,7331.0,17.0,1009.0,Hawkins,0.0,0.0,431.2352941176471
Axminster,738,8.0,8.0,15.0,,1.0,1.0,3.0,,8.0,8.0,8.0,,Hore,Hore,Hore,,0.0,0.0,0.0,,0.0,0.0,0.0,,8.0,8.0,5.0,,,,,,,,
Axminster,752,,,,1.0,,,,1.0,,,,1.0,,,,Rich,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.0,4.0,166.0,Restorick,0.0,0.0,89.25
Axminster,897,,10.0,,,,2.0,,,,5.0,,,,Bragge,,,,0.0,,,,0.0,,,,5.0,,,309416.0,424.0,6644.0,Bragge,0.0,0.0,729.7547169811321
Axminster,946,,,,11.0,,,,3.0,,,,6.0,,,,Prince,,,,0.0,,,,0.0,,,,3.6666666666666665,114.0,2.0,78.0,Prince,0.0,0.0,57.0
Axminster,1043,4.0,,,,1.0,,,,4.0,,,,Goby,,,,0.0,,,,0.0,,,,4.0,,,,,,,,,,
Axminster,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.0,14.0,Bagwell,0.0,0.0,14.0
Axminster,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14105.0,25.0,1558.0,Hood,0.0,0.0,564.2
Axminster,1145,1.0,,,,1.0,,,,1.0,,,,Water,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Axminster,1215,1.0,,,,1.0,,,,1.0,,,,Best,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Axminster,1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0,3.0,182.0,Studley,0.0,0.0,170.0
Axminster,1275,,,,1.0,,,,1.0,,,,1.0,,,,Load,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,1371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,6.0,6.0,Croot,0.0,0.0,1.8333333333333333
Axminster,1383,,1.0,,,,1.0,,,,1.0,,,,Shutter,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Axminster,1456,,50.0,,,,1.0,,,,50.0,,,,Lowton,,,,0.0,,,,0.0,,,,50.0,,,,,,,,,
Axminster,1462,,,,20.0,,,,8.0,,,,5.0,,,,Hutchins,,,,0.0,,,,0.0,,,,2.5,,,,,,,
Axminster,1485,,,,3.0,,,,2.0,,,,2.0,,,,Couch,,,,0.0,,,,0.0,,,,1.5,59.0,1.0,59.0,Couch,0.0,0.0,59.0
Axminster,1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0,2.0,139.0,Solway,0.0,0.0,129.5
Axminster,1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5467.0,15.0,970.0,Hardyman,0.0,0.0,364.46666666666664
Axminster,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11214.0,36.0,1312.0,Thorn,0.0,0.0,311.5
Axminster,1666,3.333333333333333,,,,1.0,,,,3.333333333333333,,,,Persey,,,,0.0,,,,0.0,,,,3.333333333333333,,,,,,,,,,
Axminster,1676,3.0,,,,1.0,,,,3.0,,,,Cramer,,,,0.0,,,,0.0,,,,3.0,,,,,,,,,,
Axminster,1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11347.0,18.0,2574.0,Spicer,0.0,0.0,630.3888888888889
Axminster,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.0,5.0,164.0,Woodcock,0.0,0.0,111.8
Axminster,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64531.0,228.0,1619.0,Flood,0.0,0.0,283.030701754386
Axminster,1745,16.0,26.0,,,5.0,3.0,,,8.0,20.0,,,Hopper,Hopper,,,0.0,0.0,,,0.0,0.0,,,3.2,8.666666666666666,,,,,,,,,
Axminster,1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,2.0,128.0,Woodman,0.0,0.0,80.0
Axminster,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963.0,10.0,480.0,Downton,0.0,0.0,196.3
Axminster,1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.0,6.0,658.0,Tapscott,0.0,0.0,316.6666666666667
Axminster,1808,,,,1.0,,,,1.0,,,,1.0,,,,Holland,,,,0.0,,,,0.0,,,,1.0,28.0,1.0,28.0,Holland,0.0,0.0,28.0
Axminster,1814,,,,2.0,,,,1.0,,,,2.0,,,,Lyle,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Axminster,1839,4.0,,,,2.0,,,,3.0,,,,Knot,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Axminster,1911,,,,1.0,,,,1.0,,,,1.0,,,,Hardin,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,1966,,,,1.0,,,,1.0,,,,1.0,,,,Livermore,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,1968,1.0,,,,1.0,,,,1.0,,,,Blakemore,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Axminster,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.0,3.0,195.0,Cornish,0.0,0.0,149.66666666666666
Axminster,2072,,,,2.0,,,,1.0,,,,2.0,,,,Darby,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Axminster,2081,,,,3.0,,,,1.0,,,,3.0,,,,Correll,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Axminster,2084,,,,3.0,,,,1.0,,,,3.0,,,,Allen,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Axminster,2145,3.0,4.0,3.0,,3.0,2.0,1.0,,1.0,2.0,3.0,,Stere,Stere,Stere,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,2.0,3.0,,,,,,,,
Axminster,2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22600.0,26.0,5579.0,Harbin,0.0,0.0,869.2307692307693
Axminster,2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29331.0,59.0,1724.0,Wills,0.0,0.0,497.135593220339
Axminster,2361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,2.0,38.0,Murley,0.0,0.0,36.0
Axminster,2368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20601.0,37.0,1242.0,Tapp,0.0,0.0,556.7837837837837
Axminster,2370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453.0,9.0,456.0,Shute,0.0,0.0,161.44444444444446
Axminster,2372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3939.0,12.0,1055.0,Yeatman,0.0,0.0,328.25
Axminster,2381,,,,1.0,,,,1.0,,,,1.0,,,,Smith,,,,0.0,,,,0.0,,,,1.0,37427.0,113.0,1145.0,Smith,0.0,0.0,331.21238938053096
Axminster,2409,,,,4.0,,,,2.0,,,,3.0,,,,Collings,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Axminster,2501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21604.0,51.0,1025.0,Dymock,0.0,0.0,423.6078431372549
Axminster,2571,1.0,30.0,,,1.0,3.0,,,1.0,20.0,,,John,John,,,0.0,0.0,,,0.0,0.0,,,1.0,10.0,,,,,,,,,
Axminster,2590,,,12.0,,,,4.0,,,,5.0,,,,Fane,,,,0.0,,,,0.0,,,,3.0,,,,,,,,
Axminster,2622,20.666666666666668,,3.0,4.0,8.0,,2.0,4.0,6.666666666666667,,2.0,1.0,Abbot,,Abbot,Abbot,0.0,,0.0,0.0,0.0,,0.0,0.0,2.5833333333333335,,1.5,1.0,,,,,,,
Axminster,2623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,30.0,Dimon,0.0,0.0,30.0
Axminster,2692,,1.0,,,,1.0,,,,1.0,,,,Collyns,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Axminster,2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,2.0,125.0,Hardwick,0.0,0.0,88.0
Axminster,2743,,,10.0,,,,2.0,,,,5.0,,,,Robins,,,,0.0,,,,0.0,,,,5.0,,15.0,2.0,13.0,Robins,0.0,0.0,7.5
Axminster,2759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,2.0,48.0,Norman,0.0,0.0,41.0
Axminster,2783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48358.0,119.0,1596.0,Mitford,0.0,0.0,406.3697478991597
Axminster,2804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,3.0,56.0,Sweeting,0.0,0.0,22.333333333333332
Axminster,2810,,,,1.0,,,,1.0,,,,1.0,,,,Tilman,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,2817,1.0,,,,1.0,,,,1.0,,,,Stathem,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Axminster,2928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,3.0,220.0,Collis,0.0,0.0,120.0
Axminster,2972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,2.0,184.0,Ouseley,0.0,0.0,164.0
Axminster,3019,2.0,,,,1.0,,,,2.0,,,,Polman,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Axminster,3038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,8.0,71.0,Swain,0.0,0.0,17.75
Axminster,3095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6626.0,23.0,1002.0,Hinge,0.0,0.0,288.0869565217391
Axminster,3109,7.0,,,1.0,3.0,,,1.0,5.0,,,1.0,Payne,,,Payne,0.0,,,0.0,0.0,,,0.0,2.3333333333333335,,,1.0,94400.0,159.0,3522.0,Payne,0.0,0.0,593.7106918238994
Axminster,3113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3816.0,8.0,1065.0,Dymond,0.0,0.0,477.0
Axminster,3262,8.0,10.0,,,2.0,1.0,,,7.0,10.0,,,Crowe,Crowe,,,0.0,0.0,,,0.0,0.0,,,4.0,10.0,,,,,,,,,
Axminster,3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.0,8.0,272.0,Beer,0.0,0.0,131.125
Axminster,3280,,,,1.0,,,,1.0,,,,1.0,,,,Cawley,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,3288,2.0,,,7.0,1.0,,,4.0,2.0,,,2.0,Osborne,,,Osborne,0.0,,,0.0,0.0,,,0.0,2.0,,,1.75,,,,,,,
Axminster,3297,1.0,,,,1.0,,,,1.0,,,,Pester,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Axminster,3308,,,,3.0,,,,1.0,,,,3.0,,,,Harvey,,,,0.0,,,,0.0,,,,3.0,26537.0,85.0,1375.0,Harvey,0.0,0.0,312.2
Axminster,3368,,,3.0,,,,1.0,,,,3.0,,,,Weekes,,,,0.0,,,,0.0,,,,3.0,,,,,,,,
Axminster,3402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,3.0,101.0,Forsey,0.0,0.0,42.0
Axminster,3408,4.0,,,,2.0,,,,3.0,,,,Gage,,,,0.0,,,,0.0,,,,2.0,,,,1929.0,13.0,356.0,Gage,0.0,0.0,148.3846153846154
Axminster,3452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35996.0,93.0,1128.0,Moor,0.0,0.0,387.0537634408602
Axminster,3598,,,6.0,,,,2.0,,,,3.0,,,,Morecombe,,,,0.0,,,,0.0,,,,3.0,,,,,,,,
Axminster,3671,,,,1.0,,,,1.0,,,,1.0,,,,Daymond,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,2.0,24.0,Veryard,0.0,0.0,15.0
Axminster,3733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,12.0,2.0,Pippett,0.0,0.0,1.0833333333333333
Axminster,3794,,8.0,,,,1.0,,,,8.0,,,,Church,,,,0.0,,,,0.0,,,,8.0,,,,,,,,,
Axminster,3796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86657.0,317.0,2359.0,Talbot,0.0,0.0,273.3659305993691
Axminster,3820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,15.0,Lenthall,0.0,0.0,15.0
Axminster,3872,,,,1.0,,,,1.0,,,,1.0,,,,Star,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,3899,,,5.0,,,,1.0,,,,5.0,,,,Thatcher,,,,0.0,,,,0.0,,,,5.0,,,,,,,,
Axminster,3904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,6.0,20.0,Busson,0.0,0.0,7.5
Axminster,3914,,,3.0,2.0,,,1.0,2.0,,,3.0,1.0,,,North,North,,,0.0,0.0,,,0.0,0.0,,,3.0,1.0,9762.0,35.0,707.0,North,0.0,0.0,278.9142857142857
Axminster,3947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23832.0,51.0,1048.0,Eames,0.0,0.0,467.29411764705884
Axminster,3986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16188.0,26.0,1309.0,Rooker,0.0,0.0,622.6153846153846
Axminster,4031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,1.0,62.0,Patton,0.0,0.0,62.0
Axminster,4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.0,10.0,210.0,Parris,0.0,0.0,76.4
Axminster,4373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,30.0,Phippen,0.0,0.0,30.0
Axminster,4418,,1.0,,,,1.0,,,,1.0,,,,Godwyn,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Axminster,4550,,,,1.0,,,,1.0,,,,1.0,,,,Fletcher,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,4743,,10.0,,,,1.0,,,,10.0,,,,Hull,,,,0.0,,,,0.0,,,,10.0,,,,,,,,,
Axminster,4779,,,,1.0,,,,1.0,,,,1.0,,,,Whitrow,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,4803,15.0,,,,6.0,,,,4.0,,,,Coke,,,,0.0,,,,0.0,,,,2.5,,,,,,,,,,
Axminster,4934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26183.0,64.0,1207.0,Patten,0.0,0.0,409.109375
Axminster,4937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.0,1.0,1520.0,Buckland,0.0,0.0,1520.0
Axminster,4956,12.0,,,,2.0,,,,10.0,,,,Galley,,,,0.0,,,,0.0,,,,6.0,,,,,,,,,,
Axminster,4990,,12.0,,,,1.0,,,,12.0,,,,Northcote,,,,1.0,,,,0.0,,,,12.0,,,,,,,,,
Axminster,5017,,,,1.0,,,,1.0,,,,1.0,,,,Ward,,,,0.0,,,,0.0,,,,1.0,40.0,8.0,24.0,Ward,0.0,0.0,5.0
Axminster,5088,,,,1.0,,,,1.0,,,,1.0,,,,Pomroy,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,5155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10469.0,34.0,1100.0,James,0.0,0.0,307.9117647058824
Axminster,5189,4.0,,,,1.0,,,,4.0,,,,Husey,,,,0.0,,,,0.0,,,,4.0,,,,,,,,,,
Axminster,5255,,,,1.0,,,,1.0,,,,1.0,,,,Roberts,,,,0.0,,,,0.0,,,,1.0,29652.0,76.0,1837.0,Roberts,0.0,0.0,390.1578947368421
Axminster,5351,,,,7.0,,,,4.0,,,,2.0,,,,Parsons,,,,0.0,,,,0.0,,,,1.75,150.0,3.0,67.0,Parsons,0.0,0.0,50.0
Axminster,5358,,,,2.0,,,,2.0,,,,1.0,,,,Reed,,,,0.0,,,,0.0,,,,1.0,3621.0,24.0,538.0,Reed,0.0,0.0,150.875
Axminster,5407,2.0,,,3.0,1.0,,,2.0,2.0,,,2.0,Harvy,,,Harvy,0.0,,,0.0,1.0,,,1.0,2.0,,,1.5,,,,,,,
Axminster,5434,,3.0,,,,1.0,,,,3.0,,,,Tett,,,,0.0,,,,0.0,,,,3.0,,,,,,,,,
Axminster,5445,,,,3.0,,,,3.0,,,,1.0,,,,Shut,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,5446,,,16.0,17.0,,,5.0,11.0,,,6.0,3.0,,,Clarke,Clarke,,,0.0,0.0,,,0.0,0.0,,,3.2,1.5454545454545454,24240.0,75.0,1287.0,Clarke,0.0,0.0,323.2
Axminster,5518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9448.0,14.0,1360.0,Bilke,0.0,0.0,674.8571428571429
Axminster,5541,,4.0,8.0,7.0,,1.0,1.0,4.0,,4.0,8.0,2.0,,Salter,Salter,Salter,,0.0,0.0,0.0,,1.0,1.0,1.0,,4.0,8.0,1.75,2387.0,30.0,668.0,Salter,0.0,1.0,79.56666666666666
Axminster,5604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21402.0,35.0,1515.0,Langdon,0.0,0.0,611.4857142857143
Axminster,5732,,12.0,,,,6.0,,,,3.5,,,,Woode,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,
Axminster,5761,,19.0,2.0,,,7.0,2.0,,,9.0,1.0,,,Symes,Symes,,,0.0,0.0,,,0.0,0.0,,,2.7142857142857144,1.0,,24982.0,69.0,1546.0,Symes,0.0,0.0,362.05797101449275
Axminster,5861,,,1.0,,,,1.0,,,,1.0,,,,Gifford,,,,0.0,,,,0.0,,,,1.0,,,,,,,,
Axminster,5901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6005.0,21.0,757.0,Drayton,0.0,0.0,285.95238095238096
Axminster,5913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,2.0,75.0,Lockyear,0.0,0.0,55.0
Axminster,5963,22.0,26.0,,,4.0,2.0,,,10.0,13.0,,,Brace,Brace,,,0.0,0.0,,,0.0,0.0,,,5.5,13.0,,,,,,,,,
Axminster,5973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22293.0,54.0,1228.0,Loveridge,0.0,0.0,412.8333333333333
Axminster,6099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,1.0,59.0,Gough,0.0,0.0,59.0
Axminster,6118,,,13.0,3.0,,,5.0,1.0,,,3.0,3.0,,,Spiller,Spiller,,,0.0,0.0,,,0.0,0.0,,,2.6,3.0,72330.0,129.0,4800.0,Spiller,0.0,0.0,560.6976744186046
Axminster,6149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35294.0,59.0,2618.0,Graves,0.0,0.0,598.2033898305085
Axminster,6153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19788.0,44.0,1233.0,Wale,0.0,0.0,449.72727272727275
Axminster,6168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35355.0,72.0,1622.0,Follett,0.0,0.0,491.0416666666667
Axminster,6193,,,,1.0,,,,1.0,,,,1.0,,,,Crute,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,6270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,2.0,52.0,Beard,0.0,1.0,45.0
Axminster,6317,,,3.0,,,,1.0,,,,3.0,,,,Kinge,,,,0.0,,,,0.0,,,,3.0,,,,,,,,
Axminster,6326,,2.0,,,,1.0,,,,2.0,,,,Butter,,,,0.0,,,,0.0,,,,2.0,,,1781.0,8.0,787.0,Butter,0.0,0.0,222.625
Axminster,6388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63594.0,164.0,2594.0,Helyar,0.0,0.0,387.7682926829268
Axminster,6395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98983.0,235.0,1700.0,Deane,0.0,0.0,421.20425531914896
Axminster,6417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331.0,19.0,265.0,Bowditch,0.0,0.0,70.05263157894737
Axminster,6423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8021.0,15.0,1408.0,Reece,0.0,0.0,534.7333333333333
Axminster,6461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.0,2.0,1256.0,Honeywood,0.0,0.0,833.5
Axminster,6527,,,,6.0,,,,2.0,,,,5.0,,,,Wilcox,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Axminster,6532,,20.0,,,,2.0,,,,10.0,,,,Edward,,,,0.0,,,,0.0,,,,10.0,,,,,,,,,
Axminster,6542,3.0,,,,1.0,,,,3.0,,,,Webb,,,,0.0,,,,0.0,,,,3.0,,,,10302.0,32.0,1602.0,Webb,0.0,0.0,321.9375
Axminster,6571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20892.0,39.0,2669.0,Gillett,0.0,0.0,535.6923076923077
Axminster,6581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7363.0,29.0,682.0,Coles,0.0,0.0,253.89655172413794
Axminster,6615,,,,2.0,,,,1.0,,,,2.0,,,,Wakely,,,,0.0,,,,0.0,,,,2.0,27940.0,42.0,1756.0,Wakely,0.0,0.0,665.2380952380952
Axminster,6696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,Allam,0.0,0.0,1.0
Axminster,6704,,,6.0,1.0,,,1.0,1.0,,,6.0,1.0,,,Rogers,Rogers,,,0.0,0.0,,,0.0,0.0,,,6.0,1.0,573.0,20.0,228.0,Rogers,0.0,0.0,28.65
Axminster,6779,1.0,,,,1.0,,,,1.0,,,,Broke,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Axminster,6806,,,6.0,,,,2.0,,,,3.0,,,,Vincent,,,,0.0,,,,0.0,,,,3.0,,17157.0,23.0,2764.0,Vincent,0.0,0.0,745.9565217391304
Axminster,6845,5.0,,,,3.0,,,,2.0,,,,Brewer,,,,0.0,,,,0.0,,,,1.6666666666666667,,,,,,,,,,
Axminster,6882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8615.0,38.0,1007.0,Hayman,0.0,0.0,226.71052631578948
Axminster,6885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2053.0,16.0,465.0,Bishop,0.0,1.0,128.3125
Axminster,6953,,,,1.0,,,,1.0,,,,1.0,,,,Peek,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,6975,,20.0,,,,1.0,,,,20.0,,,,Bayly,,,,0.0,,,,0.0,,,,20.0,,,,,,,,,
Axminster,7047,,,,1.0,,,,1.0,,,,1.0,,,,Sexon,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,7095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,Rigby,0.0,0.0,2.0
Axminster,7111,1.0,,,,1.0,,,,1.0,,,,Tomson,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Axminster,7175,,,6.0,,,,2.0,,,,3.0,,,,Browning,,,,0.0,,,,0.0,,,,3.0,,,,,,,,
Axminster,7176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24942.0,44.0,1725.0,Price,0.0,0.0,566.8636363636364
Axminster,7196,,,,1.0,,,,1.0,,,,1.0,,,,Goss,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,7281,,,,1.0,,,,1.0,,,,1.0,,,,Rouch,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,7342,12.666666666666668,11.0,,,3.0,2.0,,,6.666666666666667,6.0,,,Pawlyn,Pawlyn,,,0.0,0.0,,,0.0,0.0,,,4.222222222222222,5.5,,,,,,,,,
Axminster,7371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552.0,2.0,934.0,Wintle,0.0,0.0,776.0
Axminster,7412,,10.0,,,,1.0,,,,10.0,,,,Rawe,,,,0.0,,,,0.0,,,,10.0,,,,,,,,,
Axminster,7443,2.0,27.0,,,1.0,3.0,,,2.0,13.0,,,Eston,Eston,,,0.0,0.0,,,0.0,0.0,,,2.0,9.0,,,,,,,,,
Axminster,7495,,,,8.0,,,,2.0,,,,6.0,,,,Farr,,,,0.0,,,,0.0,,,,4.0,,,,,,,
Axminster,7503,,,,7.0,,,,1.0,,,,7.0,,,,Cleveland,,,,0.0,,,,0.0,,,,7.0,,,,,,,
Axminster,7529,,,,5.0,,,,3.0,,,,3.0,,,,Evans,,,,0.0,,,,0.0,,,,1.6666666666666667,10.0,4.0,7.0,Evans,0.0,0.0,2.5
