hundred,group_id,tot_val_1524,tot_val_1543,tot_val_1581,tot_val_1674,count_1524,count_1543,count_1581,count_1674,max_val_1524,max_val_1543,max_val_1581,max_val_1674,surname_1524,surname_1543,surname_1581,surname_1674,group_treatment_1524,group_treatment_1543,group_treatment_1581,group_treatment_1674,group_control_1524,group_control_1543,group_control_1581,group_control_1674,avg_val_1524,avg_val_1543,avg_val_1581,avg_val_1674,tot_val_1840,count_1840,max_val_1840,surname_1840,group_treatment_1840,group_control_1840,avg_val_1840
Braunton,8518,,,,4.0,,,,2.0,,,,3.0,,,,Keene,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,8540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11048.0,33.0,877.0,Kelly,0.0,0.0,334.7878787878788
Braunton,8595,,,,1.0,,,,1.0,,,,1.0,,,,Keslake,,,,0.0,,,,1.0,,,,1.0,,,,,,,
Braunton,8637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,Kift,0.0,0.0,6.0
Braunton,8679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59208.0,41.0,12409.0,Kingdon,0.0,0.0,1444.0975609756097
Braunton,8688,,,,1.0,,,,1.0,,,,1.0,,,,Kingsland,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,8693,,,,2.0,,,,1.0,,,,2.0,,,,Kingstone,,,,0.0,,,,0.0,,,,2.0,4867.0,6.0,1122.0,Kingson,0.0,0.0,811.1666666666666
Braunton,8750,2.0,,,,1.0,,,,2.0,,,,Knape,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Braunton,8758,,,,1.0,,,,1.0,,,,1.0,,,,Knell,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,8763,,,,28.0,,,,9.0,,,,10.0,,,,Knight,,,,0.0,,,,1.0,,,,3.111111111111111,3445.0,30.0,411.0,Knight,0.0,1.0,114.83333333333333
Braunton,8767,,,,6.0,,,,4.0,,,,2.0,,,,Knill,,,,0.0,,,,0.0,,,,1.5,904.0,10.0,285.0,Knill,0.0,0.0,90.4
Braunton,8777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.0,9.0,187.0,Knoll,0.0,0.0,75.22222222222223
Braunton,8828,1.0,,,,1.0,,,,1.0,,,,Lake,,,,0.0,,,,0.0,,,,1.0,,,,21.0,1.0,21.0,Lake,0.0,0.0,21.0
Braunton,8830,,,,6.0,,,,5.0,,,,2.0,,,,Lakeman,,,,0.0,,,,0.0,,,,1.2,,,,,,,
Braunton,8836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,1.0,55.0,Lamb,0.0,0.0,55.0
Braunton,8861,,,,4.0,,,,4.0,,,,1.0,,,,Lamprey,,,,0.0,,,,0.0,,,,1.0,7483.0,21.0,898.0,Lamprey,0.0,0.0,356.3333333333333
Braunton,8867,1.0,,,,1.0,,,,1.0,,,,Lance,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Braunton,8873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20039.0,39.0,4570.0,Lancey,0.0,0.0,513.8205128205128
Braunton,8875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3835.0,6.0,1202.0,Land,0.0,0.0,639.1666666666666
Braunton,8880,,,,1.0,,,,1.0,,,,1.0,,,,Landman,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,8881,,,,3.0,,,,1.0,,,,3.0,,,,Landon,,,,0.0,,,,0.0,,,,3.0,7606.0,29.0,906.0,Landon,0.0,0.0,262.2758620689655
Braunton,8885,,5.0,,6.0,,1.0,,1.0,,5.0,,6.0,,Lyons,,Lane,,0.0,,0.0,,0.0,,0.0,,5.0,,6.0,,,,,,,
Braunton,8890,7.0,,3.0,5.0,2.0,,1.0,3.0,5.0,,3.0,2.0,Long,,Lange,Lang,0.0,,0.0,0.0,0.0,,0.0,0.0,3.5,,3.0,1.6666666666666667,,,,,,,
Braunton,8893,1.0,12.0,4.0,12.0,1.0,4.0,1.0,6.0,1.0,4.0,4.0,3.0,Langdon,Langdon,Langdon,Langdon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,133270.0,267.0,5415.0,Langdon,0.0,0.0,499.1385767790262
Braunton,8924,6.0,,11.0,5.0,2.0,,2.0,2.0,4.0,,8.0,3.0,Lavercombe,,Lavercombe,Lavercombe,0.0,,0.0,0.0,0.0,,0.0,0.0,3.0,,5.5,2.5,623.0,10.0,244.0,Lavercombe,0.0,0.0,62.3
Braunton,8964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,3.0,16.0,Latham,0.0,0.0,14.666666666666666
Braunton,8989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,2.0,176.0,Law,0.0,0.0,91.0
Braunton,8998,,,,4.0,,,,1.0,,,,4.0,,,,Laurance,,,,0.0,,,,0.0,,,,4.0,,,,,,,
Braunton,9048,,,,1.0,,,,1.0,,,,1.0,,,,Leane,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,9099,10.0,24.0,11.0,30.0,3.0,5.0,2.0,12.0,5.0,18.0,8.0,9.0,Lee,Ley,Ley,Lee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,4.8,5.5,2.5,197179.0,245.0,13147.0,Ley,0.0,0.0,804.8122448979592
Braunton,9106,,,,2.0,,,,1.0,,,,2.0,,,,Lemon,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,9127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35835.0,106.0,1689.0,Lerwill,0.0,0.0,338.0660377358491
Braunton,9132,2.0,,,,2.0,,,,1.0,,,,Leche,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Braunton,9165,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,Lewes,,Lewes,,0.0,,0.0,,0.0,,0.0,,1.0,,1.0,2847.0,10.0,2598.0,Lewis,0.0,0.0,284.7
Braunton,9170,1.0,23.0,,,1.0,3.0,,,1.0,18.0,,,Leworthy,Leworthy,,,0.0,0.0,,,0.0,0.0,,,1.0,7.666666666666667,,,20294.0,37.0,2972.0,Leworthy,0.0,0.0,548.4864864864865
Braunton,9221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387.0,12.0,841.0,Lynch,0.0,0.0,115.58333333333333
Braunton,9271,,,,1.0,,,,1.0,,,,1.0,,,,Lisle,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,9281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,1.0,22.0,Litson,0.0,0.0,22.0
Braunton,9317,7.0,11.0,,,2.0,2.0,,,6.0,8.0,,,Loder,Loder,,,0.0,0.0,,,0.0,0.0,,,3.5,5.5,,,,,,,,,
Braunton,9325,,,,6.0,,,,3.0,,,,2.0,,,,Lock,,,,0.0,,,,0.0,,,,2.0,2034.0,22.0,432.0,Lock,0.0,0.0,92.45454545454545
Braunton,9388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,2.0,213.0,Lord,0.0,0.0,127.0
Braunton,9411,,,,8.0,,,,1.0,,,,8.0,,,,Loud,,,,0.0,,,,0.0,,,,8.0,,,,,,,
Braunton,9426,,,,3.0,,,,1.0,,,,3.0,,,,Lovering,,,,0.0,,,,0.0,,,,3.0,25276.0,72.0,1626.0,Lovering,0.0,0.0,351.05555555555554
Braunton,9433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39004.0,55.0,2968.0,Loveband,0.0,0.0,709.1636363636363
Braunton,9460,,,,1.0,,,,1.0,,,,1.0,,,,Lucas,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,9468,,,,6.0,,,,5.0,,,,2.0,,,,Luckwell,,,,0.0,,,,0.0,,,,1.2,,,,,,,
Braunton,9482,2.0,,,,1.0,,,,2.0,,,,Lugg,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Braunton,9550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,7.0,Maby,0.0,0.0,7.0
Braunton,9571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528.0,3.0,906.0,Mackrell,0.0,0.0,509.3333333333333
Braunton,9641,,10.0,,,,1.0,,,,10.0,,,,Mallett,,,,0.0,,,,0.0,,,,10.0,,,732.0,2.0,628.0,Mallett,0.0,0.0,366.0
Braunton,9687,,,,1.0,,,,1.0,,,,1.0,,,,Manly,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,9696,,,,19.0,,,,1.0,,,,19.0,,,,Mannington,,,,0.0,,,,0.0,,,,19.0,,,,,,,
Braunton,9726,,,,1.0,,,,1.0,,,,1.0,,,,March,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,9728,11.0,,,,1.0,,,,11.0,,,,Marchant,,,,0.0,,,,0.0,,,,11.0,,,,,,,,,,
Braunton,9741,,1.0,,,,1.0,,,,1.0,,,,Margery,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Braunton,9755,4.333333333333333,31.0,3.0,,3.0,8.0,1.0,,2.0,10.0,3.0,,Marke,Marke,Marke,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.4444444444444444,3.875,3.0,,,,,,,,
Braunton,9766,,,,6.0,,,,2.0,,,,5.0,,,,Markes,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Braunton,9787,,,,1.0,,,,1.0,,,,1.0,,,,Marr,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,9802,,,,3.0,,,,2.0,,,,2.0,,,,Marsh,,,,0.0,,,,0.0,,,,1.5,29342.0,38.0,5986.0,Marsh,0.0,0.0,772.1578947368421
Braunton,9803,,,,3.0,,,,1.0,,,,3.0,,,,Marshall,,,,0.0,,,,0.0,,,,3.0,58807.0,56.0,4393.0,Marshall,0.0,0.0,1050.125
Braunton,9820,,3.0,,1.0,,1.0,,1.0,,3.0,,1.0,,Martin,,Martin,,0.0,,0.0,,0.0,,0.0,,3.0,,1.0,1604.0,5.0,623.0,Martin,0.0,0.0,320.8
Braunton,9822,,,,6.0,,,,1.0,,,,6.0,,,,Mervyn,,,,0.0,,,,0.0,,,,6.0,,,,,,,
Braunton,9832,1.0,,,,1.0,,,,1.0,,,,Mason,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Braunton,9902,13.333333333333332,7.0,3.0,17.0,3.0,4.0,1.0,11.0,7.0,2.0,3.0,3.0,Maye,Maye,Maye,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.444444444444444,1.75,3.0,1.5454545454545454,65422.0,84.0,4050.0,May,0.0,0.0,778.8333333333334
Braunton,9940,,7.0,,2.0,,1.0,,2.0,,7.0,,1.0,,Mare,,Mare,,0.0,,0.0,,0.0,,0.0,,7.0,,1.0,,,,,,,
Braunton,9959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20135.0,40.0,1476.0,Meek,0.0,0.0,503.375
Braunton,10002,,,,1.0,,,,1.0,,,,1.0,,,,Merrick,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,10013,,1.0,,,,1.0,,,,1.0,,,,Merewether,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Braunton,10033,,2.0,,,,1.0,,,,2.0,,,,Michell,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,
Braunton,10068,,,,4.0,,,,2.0,,,,2.0,,,,Mills,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,10079,,20.0,,4.0,,6.0,,1.0,,8.0,,4.0,,Miller,,Miller,,0.0,,0.0,,0.0,,0.0,,3.3333333333333335,,4.0,5452.0,19.0,951.0,Miller,0.0,0.0,286.94736842105266
Braunton,10094,,,,2.0,,,,1.0,,,,2.0,,,,Millard,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,10141,,,,3.0,,,,1.0,,,,3.0,,,,Mood,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Braunton,10148,9.0,3.0,,,2.0,1.0,,,8.0,3.0,,,Moke,Mock,,,0.0,0.0,,,0.0,0.0,,,4.5,3.0,,,14716.0,65.0,1795.0,Mock,0.0,0.0,226.4
Braunton,10155,,,,2.0,,,,1.0,,,,2.0,,,,Mogford,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,10157,,,,4.0,,,,1.0,,,,4.0,,,,Mogridge,,,,0.0,,,,0.0,,,,4.0,11218.0,29.0,1219.0,Mogridge,0.0,0.0,386.82758620689657
Braunton,10165,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,Moll,,Moule,,0.0,,0.0,,0.0,,0.0,,1.0,,1.0,2680.0,20.0,476.0,Moule,0.0,0.0,134.0
Braunton,10197,6.0,4.0,,4.0,4.0,2.0,,4.0,2.0,3.0,,1.0,More,More,,Moore,0.0,0.0,,0.0,1.0,1.0,,1.0,1.5,2.0,,1.0,,,,,,,
Braunton,10208,,10.0,3.0,2.0,,1.0,1.0,1.0,,10.0,3.0,2.0,,Morcomb,Morcombe,Morcombe,,0.0,0.0,0.0,,0.0,0.0,0.0,,10.0,3.0,2.0,3075.0,14.0,770.0,Morcom,0.0,0.0,219.64285714285714
Braunton,10217,,,,7.0,,,,3.0,,,,4.0,,,,Morgan,,,,0.0,,,,0.0,,,,2.3333333333333335,,,,,,,
Braunton,10219,,,,1.0,,,,1.0,,,,1.0,,,,Morley,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,10224,,1.0,,,,1.0,,,,1.0,,,,Morell,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Braunton,10228,,24.0,,12.0,,2.0,,7.0,,20.0,,4.0,,Moris,,Morrish,,0.0,,0.0,,0.0,,0.0,,12.0,,1.7142857142857142,,,,,,,
Braunton,10262,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,Molton,,,Moulton,0.0,,,0.0,0.0,,,0.0,1.0,,,1.0,,,,,,,
Braunton,10264,,3.0,,,,1.0,,,,3.0,,,,Mounsey,,,,0.0,,,,0.0,,,,3.0,,,,,,,,,
Braunton,10323,,23.0,12.0,2.0,,2.0,1.0,2.0,,15.0,12.0,1.0,,Mules,Mules,Mules,,0.0,0.0,0.0,,0.0,0.0,0.0,,11.5,12.0,1.0,79364.0,219.0,3503.0,Mules,0.0,0.0,362.39269406392697
Braunton,10378,3.0,,,,1.0,,,,3.0,,,,Muxworthy,,,,0.0,,,,0.0,,,,3.0,,,,,,,,,,
Braunton,10433,,,,15.0,,,,3.0,,,,8.0,,,,Neale,,,,0.0,,,,0.0,,,,5.0,,,,,,,
Braunton,10441,,,,3.0,,,,1.0,,,,3.0,,,,Neck,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Braunton,10466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2829.0,9.0,646.0,Ness,0.0,0.0,314.3333333333333
Braunton,10470,2.0,,,,2.0,,,,1.0,,,,Nethercott,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Braunton,10522,,,,8.0,,,,4.0,,,,4.0,,,,Nicholas,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,10525,,,,13.0,,,,6.0,,,,3.0,,,,Nicholls,,,,0.0,,,,0.0,,,,2.1666666666666665,2335.0,6.0,1009.0,Nickolls,0.0,0.0,389.1666666666667
Braunton,10533,,,,1.0,,,,1.0,,,,1.0,,,,Neeld,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,10577,,12.0,3.0,3.0,,3.0,1.0,2.0,,10.0,3.0,2.0,,Norman,Norman,Norman,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,3.0,1.5,1450.0,15.0,305.0,Norman,0.0,0.0,96.66666666666667
Braunton,10584,,,,1.0,,,,1.0,,,,1.0,,,,North,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,10590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10010.0,53.0,756.0,Northcote,1.0,0.0,188.8679245283019
Braunton,10616,,8.0,,11.0,,2.0,,6.0,,7.0,,3.0,,Nutt,,Nott,,0.0,,0.0,,0.0,,0.0,,4.0,,1.8333333333333333,49915.0,96.0,4002.0,Nott,0.0,0.0,519.9479166666666
Braunton,10619,,,,8.0,,,,1.0,,,,8.0,,,,Nottle,,,,0.0,,,,0.0,,,,8.0,,,,,,,
Braunton,10673,,6.0,,,,1.0,,,,6.0,,,,Odam,,,,0.0,,,,0.0,,,,6.0,,,,,,,,,
Braunton,10697,2.0,,,,1.0,,,,2.0,,,,Oke,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Braunton,10742,,,,14.0,,,,6.0,,,,4.0,,,,Orchard,,,,0.0,,,,0.0,,,,2.3333333333333335,,,,,,,
Braunton,10786,1.0,2.0,,,1.0,2.0,,,1.0,1.0,,,Osborn,Osborne,,,0.0,0.0,,,0.0,0.0,,,1.0,1.0,,,,,,,,,
Braunton,10834,10.0,,,,1.0,,,,10.0,,,,Over,,,,0.0,,,,0.0,,,,10.0,,,,,,,,,,
Braunton,10851,,19.0,,,,1.0,,,,19.0,,,,Owen,,,,0.0,,,,0.0,,,,19.0,,,,,,,,,
Braunton,10896,,4.0,,1.0,,2.0,,1.0,,3.0,,1.0,,Paynter,,Penter,,0.0,,0.0,,0.0,,0.0,,2.0,,1.0,,,,,,,
Braunton,10905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,5.0,25.0,Palfreman,0.0,0.0,15.8
Braunton,10918,,3.0,10.0,,,2.0,2.0,,,2.0,7.0,,,Palmer,Palmer,,,0.0,0.0,,,0.0,0.0,,,1.5,5.0,,,,,,,,
Braunton,10934,,6.0,,2.0,,1.0,,1.0,,6.0,,2.0,,Panter,,Panter,,0.0,,0.0,,0.0,,0.0,,6.0,,2.0,,,,,,,
Braunton,10947,,1.0,,,,1.0,,,,1.0,,,,Paramore,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Braunton,10966,,,,1.0,,,,1.0,,,,1.0,,,,Parke,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,10967,,20.0,,10.0,,5.0,,5.0,,11.0,,4.0,,Parker,,Parker,,1.0,,1.0,,0.0,,0.0,,4.0,,2.0,13905.0,36.0,1510.0,Parker,1.0,0.0,386.25
Braunton,10975,,,,2.0,,,,2.0,,,,1.0,,,,Parken,,,,0.0,,,,0.0,,,,1.0,6848.0,22.0,1133.0,Perkin,0.0,0.0,311.27272727272725
Braunton,10984,,,,17.0,,,,7.0,,,,4.0,,,,Parminter,,,,0.0,,,,0.0,,,,2.4285714285714284,96580.0,202.0,3303.0,Parminter,0.0,0.0,478.1188118811881
Braunton,10992,,1.0,,,,1.0,,,,1.0,,,,Perott,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Braunton,10997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,2.0,47.0,Parsons,0.0,0.0,26.5
Braunton,11027,1.0,3.0,,8.0,1.0,3.0,,4.0,1.0,1.0,,3.0,Pasmore,Pasmore,,Pasmore,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,,2.0,847.0,19.0,244.0,Passmore,0.0,0.0,44.578947368421055
Braunton,11034,22.0,,,,1.0,,,,22.0,,,,Pate,,,,0.0,,,,0.0,,,,22.0,,,,,,,,,,
Braunton,11041,,20.0,,,,2.0,,,,16.0,,,,Patey,,,,0.0,,,,0.0,,,,10.0,,,,,,,,,
Braunton,11075,9.0,1.0,13.0,,2.0,1.0,2.0,,5.0,1.0,10.0,,Payne,Payne,Payne,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.5,1.0,6.5,,,,,,,,
Braunton,11083,,12.0,5.0,2.0,,1.0,1.0,1.0,,12.0,5.0,2.0,,Peake,Peake,Peake,,0.0,0.0,0.0,,0.0,0.0,0.0,,12.0,5.0,2.0,10995.0,26.0,2380.0,Peak,0.0,0.0,422.88461538461536
Braunton,11086,,,,2.0,,,,2.0,,,,1.0,,,,Pearce,,,,0.0,,,,0.0,,,,1.0,1467.0,7.0,449.0,Pearce,0.0,0.0,209.57142857142858
Braunton,11095,11.0,8.0,,19.0,2.0,2.0,,5.0,6.0,7.0,,10.0,Peard,Peard,,Peard,0.0,0.0,,0.0,0.0,0.0,,0.0,5.5,4.0,,3.8,45062.0,177.0,1495.0,Peard,0.0,0.0,254.58757062146893
Braunton,11164,1.0,,,,1.0,,,,1.0,,,,Penhale,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Braunton,11193,,,,1.0,,,,1.0,,,,1.0,,,,Penrose,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,11229,,,,3.0,,,,2.0,,,,2.0,,,,Perry,,,,0.0,,,,0.0,,,,1.5,,,,,,,
Braunton,11235,,2.0,4.0,,,1.0,1.0,,,2.0,4.0,,,Peryman,Peryman,,,0.0,0.0,,,1.0,1.0,,,2.0,4.0,,19229.0,103.0,1590.0,Perryman,0.0,1.0,186.6893203883495
Braunton,11242,,4.0,3.0,1.0,,1.0,1.0,1.0,,4.0,3.0,1.0,,Peter,Peter,Peter,,1.0,1.0,1.0,,0.0,0.0,0.0,,4.0,3.0,1.0,,,,,,,
Braunton,11277,,4.0,,5.0,,1.0,,4.0,,4.0,,2.0,,Phillip,,Phillips,,0.0,,0.0,,0.0,,0.0,,4.0,,1.25,248.0,8.0,178.0,Phillips,0.0,0.0,31.0
Braunton,11280,,,,1.0,,,,1.0,,,,1.0,,,,Phillipps,,,,0.0,,,,0.0,,,,1.0,332.0,9.0,132.0,Philips,0.0,0.0,36.888888888888886
Braunton,11298,,,,2.0,,,,1.0,,,,2.0,,,,Pickett,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,11337,,,,8.0,,,,3.0,,,,4.0,,,,Pike,,,,0.0,,,,0.0,,,,2.6666666666666665,44765.0,140.0,1500.0,Pyke,0.0,0.0,319.75
Braunton,11341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,1.0,21.0,Pilcher,0.0,0.0,21.0
Braunton,11368,,,,7.0,,,,2.0,,,,5.0,,,,Pincombe,,,,0.0,,,,0.0,,,,3.5,,,,,,,
Braunton,11369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49631.0,55.0,6504.0,Pinder,0.0,0.0,902.3818181818182
Braunton,11370,13.0,2.0,5.0,11.0,1.0,2.0,1.0,2.0,13.0,1.0,5.0,6.0,Pyne,Pyne,Pyne,Pine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,5.0,5.5,40.0,1.0,40.0,Pine,0.0,0.0,40.0
Braunton,11417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820.0,15.0,452.0,Place,0.0,0.0,121.33333333333333
Braunton,11499,1.0,,,,1.0,,,,1.0,,,,Pollard,,,,1.0,,,,0.0,,,,1.0,,,,,,,,,,
Braunton,11517,,,3.0,8.0,,,1.0,3.0,,,3.0,4.0,,,Pope,Pope,,,0.0,0.0,,,0.0,0.0,,,3.0,2.6666666666666665,,,,,,,
Braunton,11519,,,6.0,6.0,,,1.0,3.0,,,6.0,3.0,,,Popham,Popham,,,0.0,0.0,,,0.0,0.0,,,6.0,2.0,630.0,5.0,258.0,Popham,0.0,0.0,126.0
Braunton,11588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2708.0,10.0,522.0,Poor,0.0,0.0,270.8
Braunton,11606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11338.0,39.0,1382.0,Prole,0.0,0.0,290.71794871794873
Braunton,11607,,,,4.0,,,,3.0,,,,2.0,,,,Prance,,,,0.0,,,,0.0,,,,1.3333333333333333,,,,,,,
Braunton,11625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,2.0,30.0,Priscott,0.0,0.0,20.0
Braunton,11644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1479.0,7.0,550.0,Preston,0.0,0.0,211.28571428571428
Braunton,11663,,,,6.0,,,,2.0,,,,5.0,,,,Prideaux,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Braunton,11667,,,,2.0,,,,1.0,,,,2.0,,,,Prest,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,11686,,,,1.0,,,,1.0,,,,1.0,,,,Prichard,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,11712,,,7.0,,,,1.0,,,,7.0,,,,Prowse,,,,0.0,,,,0.0,,,,7.0,,,,,,,,
Braunton,11737,1.0,,,12.0,1.0,,,7.0,1.0,,,3.0,Pugsley,,,Pugsley,0.0,,,0.0,0.0,,,0.0,1.0,,,1.7142857142857142,2235.0,17.0,1334.0,Pugsley,0.0,0.0,131.47058823529412
Braunton,11746,,,,1.0,,,,1.0,,,,1.0,,,,Pillman,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,11747,,,,3.0,,,,1.0,,,,3.0,,,,Pulsford,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Braunton,11753,,,,10.0,,,,3.0,,,,4.0,,,,Punchard,,,,0.0,,,,0.0,,,,3.3333333333333335,,,,,,,
Braunton,11761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,4.0,Parcell,0.0,0.0,4.0
Braunton,11773,,2.0,,,,1.0,,,,2.0,,,,Purser,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,
Braunton,11796,,2.0,,4.0,,2.0,,1.0,,1.0,,4.0,,Pyle,,Pile,,0.0,,0.0,,0.0,,0.0,,1.0,,4.0,527.0,4.0,191.0,Pile,0.0,0.0,131.75
Braunton,11831,,,,3.0,,,,1.0,,,,3.0,,,,Quick,,,,0.0,,,,0.0,,,,3.0,1151.0,5.0,990.0,Quick,0.0,0.0,230.2
Braunton,11867,,,,2.0,,,,1.0,,,,2.0,,,,Redmore,,,,0.0,,,,0.0,,,,2.0,515.0,2.0,318.0,Redmore,0.0,0.0,257.5
Braunton,11894,,,,2.0,,,,2.0,,,,1.0,,,,Row,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,11915,,,4.0,,,,1.0,,,,4.0,,,,Randall,,,,0.0,,,,0.0,,,,4.0,,,,,,,,
Braunton,11943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,4.0,27.0,Rattenbury,0.0,0.0,16.5
Braunton,11963,,,,1.0,,,,1.0,,,,1.0,,,,Rawles,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,11982,5.0,,,16.0,1.0,,,11.0,5.0,,,2.0,Redd,,,Reed,0.0,,,0.0,0.0,,,0.0,5.0,,,1.4545454545454546,15259.0,45.0,1412.0,Reed,0.0,0.0,339.0888888888889
Braunton,11983,,,,1.0,,,,1.0,,,,1.0,,,,Reader,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,12022,,,10.0,6.0,,,2.0,3.0,,,5.0,3.0,,,Rice,Rice,,,0.0,0.0,,,0.0,0.0,,,5.0,2.0,,,,,,,
Braunton,12024,,,,2.0,,,,2.0,,,,1.0,,,,Reeve,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,12064,,6.0,,,,2.0,,,,5.0,,,,Reynold,,,,0.0,,,,0.0,,,,3.0,,,,,,,,,
Braunton,12073,2.0,2.0,,5.0,1.0,2.0,,3.0,2.0,1.0,,3.0,Richard,Richard,,Richard,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,1.0,,1.6666666666666667,,,,,,,
Braunton,12074,,,15.0,11.0,,,3.0,4.0,,,6.0,5.0,,,Richardes,Richards,,,0.0,0.0,,,0.0,0.0,,,5.0,2.75,153541.0,371.0,8425.0,Richards,0.0,0.0,413.85714285714283
Braunton,12099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95261.0,81.0,3712.0,Riddle,0.0,0.0,1176.0617283950617
