hundred,group_id,tot_val_1524,tot_val_1543,tot_val_1581,tot_val_1674,count_1524,count_1543,count_1581,count_1674,max_val_1524,max_val_1543,max_val_1581,max_val_1674,surname_1524,surname_1543,surname_1581,surname_1674,group_treatment_1524,group_treatment_1543,group_treatment_1581,group_treatment_1674,group_control_1524,group_control_1543,group_control_1581,group_control_1674,avg_val_1524,avg_val_1543,avg_val_1581,avg_val_1674,tot_val_1840,count_1840,max_val_1840,surname_1840,group_treatment_1840,group_control_1840,avg_val_1840
Axminster,9,23.666666666666668,1.0,3.0,4.0,9.0,1.0,2.0,4.0,6.666666666666667,1.0,2.0,1.0,Abbott,Abbott,Abbot,Abbot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6296296296296298,1.0,1.5,1.0,,,,,,,
Axminster,57,,,,1.0,,,,1.0,,,,1.0,,,,Adams,,,,1.0,,,,0.0,,,,1.0,4358.0,34.0,1089.0,Adams,1.0,0.0,128.1764705882353
Axminster,160,,1.0,,,,1.0,,,,1.0,,,,Alderton,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Axminster,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185091.0,364.0,4146.0,Aldridge,0.0,0.0,508.49175824175825
Axminster,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17949.0,37.0,1586.0,Alexander,0.0,0.0,485.1081081081081
Axminster,180,10.0,13.0,,,1.0,1.0,,,10.0,13.0,,,Alford,Allford,,,0.0,0.0,,,0.0,0.0,,,10.0,13.0,,,5055.0,11.0,1282.0,Alford,0.0,0.0,459.54545454545456
Axminster,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,Allam,0.0,0.0,1.0
Axminster,209,,,,3.0,,,,1.0,,,,3.0,,,,Allen,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Axminster,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65212.0,65.0,14485.0,Ames,0.0,0.0,1003.2615384615384
Axminster,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,3.0,120.0,Amor,0.0,0.0,64.66666666666667
Axminster,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8166.0,15.0,1335.0,Anderton,0.0,0.0,544.4
Axminster,319,13.333333333333334,,,,1.0,,,,13.333333333333334,,,,Anne,,,,0.0,,,,1.0,,,,13.333333333333334,,,,7338.0,10.0,1127.0,Ann,0.0,1.0,733.8
Axminster,324,,,,10.0,,,,4.0,,,,3.0,,,,Anning,,,,0.0,,,,0.0,,,,2.5,27093.0,61.0,1604.0,Anning,0.0,0.0,444.1475409836066
Axminster,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52791.0,90.0,1721.0,Anstice,0.0,0.0,586.5666666666667
Axminster,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.0,28.0,387.0,Aplin,0.0,0.0,44.142857142857146
Axminster,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583.0,17.0,228.0,Apsey,0.0,0.0,93.11764705882354
Axminster,423,,,,3.0,,,,1.0,,,,3.0,,,,Ash,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Axminster,435,2.0,,,,1.0,,,,2.0,,,,Ashelford,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Axminster,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6290.0,19.0,820.0,Ayshford,0.0,1.0,331.05263157894734
Axminster,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,1.0,36.0,Haskins,0.0,0.0,36.0
Axminster,501,,,,1.0,,,,1.0,,,,1.0,,,,Atkins,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,554,,,,1.0,,,,1.0,,,,1.0,,,,Every,,,,0.0,,,,0.0,,,,1.0,708.0,1.0,708.0,Every,0.0,0.0,708.0
Axminster,572,,,,1.0,,,,1.0,,,,1.0,,,,Axon,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22342.0,32.0,2044.0,Babb,0.0,0.0,698.1875
Axminster,604,1.0,,,,1.0,,,,1.0,,,,Bake,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Axminster,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.0,14.0,Bagwell,0.0,0.0,14.0
Axminster,628,,,6.0,,,,2.0,,,,3.0,,,,Bagge,,,,0.0,,,,0.0,,,,3.0,,49.0,1.0,49.0,Bagg,0.0,0.0,49.0
Axminster,640,5.0,20.0,,,1.0,1.0,,,5.0,20.0,,,Baly,Bayly,,,0.0,0.0,,,0.0,0.0,,,5.0,20.0,,,54.0,1.0,54.0,Bailey,0.0,0.0,54.0
Axminster,652,1.0,18.0,,7.0,1.0,3.0,,6.0,1.0,8.0,,2.0,Baker,Baker,,Baker,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,6.0,,1.1666666666666667,15088.0,44.0,1234.0,Baker,0.0,0.0,342.90909090909093
Axminster,688,,8.0,,,,2.0,,,,6.0,,,,Balston,,,,0.0,,,,0.0,,,,4.0,,,,,,,,,
Axminster,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46752.0,127.0,1343.0,Bond,0.0,0.0,368.12598425196853
Axminster,709,,,,1.0,,,,1.0,,,,1.0,,,,Bankes,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,724,,,,1.0,,,,1.0,,,,1.0,,,,Barber,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6436.0,16.0,1224.0,Barker,0.0,0.0,402.25
Axminster,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294578.0,518.0,11117.0,Bernard,0.0,0.0,568.6833976833976
Axminster,780,,,,7.0,,,,1.0,,,,7.0,,,,Barnes,,,,0.0,,,,0.0,,,,7.0,88483.0,153.0,3440.0,Barns,0.0,0.0,578.3202614379085
Axminster,793,13.333333333333334,,,,1.0,,,,13.333333333333334,,,,Barre,,,,0.0,,,,0.0,,,,13.333333333333334,,,,,,,,,,
Axminster,807,,,2.0,,,,1.0,,,,2.0,,,,Barrie,,,,0.0,,,,0.0,,,,2.0,,,,,,,,
Axminster,823,1.0,,4.0,5.0,1.0,,1.0,3.0,1.0,,4.0,2.0,Bartlett,,Bartlet,Bartlet,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,4.0,1.6666666666666667,210484.0,255.0,6268.0,Bartlett,0.0,0.0,825.4274509803921
Axminster,825,,11.0,,,,3.0,,,,5.0,,,,Bartram,,,,0.0,,,,0.0,,,,3.6666666666666665,,,,,,,,,
Axminster,831,,51.0,7.0,,,1.0,1.0,,,51.0,7.0,,,Basley,Baseley,,,0.0,0.0,,,0.0,0.0,,,51.0,7.0,,674.0,10.0,255.0,Bazley,0.0,0.0,67.4
Axminster,848,,,,1.0,,,,1.0,,,,1.0,,,,Bastin,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,852,12.0,4.0,,,1.0,1.0,,,12.0,4.0,,,Baston,Baston,,,0.0,0.0,,,0.0,0.0,,,12.0,4.0,,,,,,,,,
Axminster,879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19346.0,28.0,1640.0,Battiscombe,0.0,0.0,690.9285714285714
Axminster,901,,,,2.0,,,,1.0,,,,2.0,,,,Baxter,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Axminster,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,2.0,52.0,Beard,0.0,0.0,45.0
Axminster,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.0,25.0,1653.0,Beed,0.0,0.0,332.4
Axminster,1002,,1.0,,,,1.0,,,,1.0,,,,Beare,,,,0.0,,,,0.0,,,,1.0,,,1049.0,8.0,272.0,Beer,0.0,0.0,131.125
Axminster,1077,4.0,,,2.0,2.0,,,2.0,2.0,,,1.0,Benet,,,Bennet,0.0,,,0.0,0.0,,,0.0,2.0,,,1.0,20264.0,54.0,2457.0,Bennett,0.0,0.0,375.25925925925924
Axminster,1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69032.0,103.0,2984.0,Bentley,0.0,0.0,670.2135922330098
Axminster,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,1.0,136.0,Bennell,0.0,0.0,136.0
Axminster,1123,1.0,,,,1.0,,,,1.0,,,,Best,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Axminster,1143,,,,1.0,,,,1.0,,,,1.0,,,,Betty,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3028.0,14.0,1188.0,Biddlecombe,0.0,0.0,216.28571428571428
Axminster,1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9448.0,14.0,1360.0,Bilke,0.0,0.0,674.8571428571429
Axminster,1216,,,,2.0,,,,1.0,,,,2.0,,,,Billet,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Axminster,1217,,,6.0,1.0,,,2.0,1.0,,,3.0,1.0,,,Billing,Billing,,,0.0,0.0,,,0.0,0.0,,,3.0,1.0,,,,,,,
Axminster,1265,6.666666666666667,10.0,,11.0,1.0,1.0,,3.0,6.666666666666667,10.0,,4.0,Byrde,Byrd,,Bird,0.0,0.0,,0.0,0.0,0.0,,0.0,6.666666666666667,10.0,,3.6666666666666665,,,,,,,
Axminster,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2053.0,16.0,465.0,Bishop,0.0,0.0,128.3125
Axminster,1306,,,,1.0,,,,1.0,,,,1.0,,,,Blake,,,,0.0,,,,0.0,,,,1.0,1973.0,4.0,761.0,Blake,0.0,0.0,493.25
Axminster,1321,,,,2.0,,,,1.0,,,,2.0,,,,Blackaller,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Axminster,1324,1.0,,3.0,,1.0,,1.0,,1.0,,3.0,,Blakemore,,Blackmore,,0.0,,0.0,,0.0,,0.0,,1.0,,3.0,,86951.0,159.0,17128.0,Blackmore,0.0,0.0,546.8616352201258
Axminster,1340,,,,3.0,,,,1.0,,,,3.0,,,,Blagdon,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Axminster,1451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,9.0,49.0,Board,0.0,0.0,35.0
Axminster,1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.0,4.0,212.0,Bondfield,0.0,0.0,103.0
Axminster,1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,2.0,174.0,Bonner,0.0,0.0,126.0
Axminster,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,3.0,80.0,Boles,0.0,0.0,45.0
Axminster,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331.0,19.0,265.0,Bowditch,0.0,0.0,70.05263157894737
Axminster,1653,,,,1.0,,,,1.0,,,,1.0,,,,Bower,,,,0.0,,,,0.0,,,,1.0,37.0,1.0,37.0,Bowyer,0.0,0.0,37.0
Axminster,1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.0,5.0,308.0,Boylen,0.0,0.0,193.4
Axminster,1679,22.0,26.0,,,4.0,2.0,,,10.0,13.0,,,Brace,Brace,,,0.0,0.0,,,0.0,0.0,,,5.5,13.0,,,,,,,,,
Axminster,1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12496.0,31.0,1031.0,Bradley,0.0,0.0,403.0967741935484
Axminster,1722,,10.0,,2.0,,2.0,,2.0,,5.0,,1.0,,Bragge,,Bragg,,0.0,,0.0,,0.0,,0.0,,5.0,,1.0,309416.0,424.0,6644.0,Bragge,0.0,0.0,729.7547169811321
Axminster,1814,5.0,1.0,,,2.0,1.0,,,3.0,1.0,,,Brent,Brent,,,0.0,0.0,,,0.0,0.0,,,2.5,1.0,,,,,,,,,
Axminster,1827,5.0,,,,3.0,,,,2.0,,,,Brewer,,,,0.0,,,,0.0,,,,1.6666666666666667,,,,,,,,,,
Axminster,1945,,3.0,,,,2.0,,,,2.0,,,,Brockwell,,,,0.0,,,,0.0,,,,1.5,,,,,,,,,
Axminster,1957,1.0,,,,1.0,,,,1.0,,,,Broke,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Axminster,1972,20.0,7.0,,,1.0,2.0,,,20.0,4.0,,,Brome,Brome,,,0.0,0.0,,,0.0,0.0,,,20.0,3.5,,,65.0,2.0,62.0,Broom,0.0,0.0,32.5
Axminster,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.0,8.0,467.0,Broomfield,0.0,0.0,160.5
Axminster,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10884.0,35.0,990.0,Broughton,0.0,0.0,310.9714285714286
Axminster,1995,14.0,39.0,7.0,11.0,6.0,4.0,5.0,4.0,4.0,22.0,3.0,6.0,Browne,Browne,Browne,Browne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,9.75,1.4,2.75,21882.0,81.0,1104.0,Brown,0.0,0.0,270.14814814814815
Axminster,2000,,,6.0,,,,2.0,,,,3.0,,,,Browning,,,,0.0,,,,0.0,,,,3.0,,,,,,,,
Axminster,2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.0,1.0,1520.0,Buckland,0.0,0.0,1520.0
Axminster,2070,,,,2.0,,,,2.0,,,,1.0,,,,Bucknell,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,2103,4.0,,,,2.0,,,,2.0,,,,Bull,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Axminster,2120,4.0,,,,1.0,,,,4.0,,,,Bulmer,,,,0.0,,,,0.0,,,,4.0,,,,,,,,,,
Axminster,2162,,,,2.0,,,,2.0,,,,1.0,,,,Burges,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,2199,,,,1.0,,,,1.0,,,,1.0,,,,Burridge,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,2203,,,,6.0,,,,3.0,,,,3.0,,,,Borrow,,,,0.0,,,,0.0,,,,2.0,43146.0,140.0,1227.0,Burrough,0.0,0.0,308.1857142857143
Axminster,2204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,1.0,65.0,Burrows,0.0,0.0,65.0
Axminster,2215,,,,2.0,,,,1.0,,,,2.0,,,,Burton,,,,0.0,,,,0.0,,,,2.0,11.0,1.0,11.0,Burton,0.0,0.0,11.0
Axminster,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3064.0,38.0,532.0,Berry,0.0,0.0,80.63157894736842
Axminster,2230,1.0,,,,1.0,,,,1.0,,,,Bussell,,,,0.0,,,,0.0,,,,1.0,,,,10.0,1.0,10.0,Bussell,0.0,0.0,10.0
Axminster,2238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,6.0,20.0,Busson,0.0,0.0,7.5
Axminster,2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549.0,14.0,569.0,Bustard,0.0,0.0,110.64285714285714
Axminster,2243,1.0,,,,1.0,,,,1.0,,,,Boucher,,,,0.0,,,,0.0,,,,1.0,,,,20.0,1.0,20.0,Butcher,0.0,0.0,20.0
Axminster,2250,,2.0,,,,1.0,,,,2.0,,,,Butter,,,,0.0,,,,0.0,,,,2.0,,,1781.0,8.0,787.0,Butter,0.0,0.0,222.625
Axminster,2298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.0,8.0,427.0,Cabell,0.0,0.0,116.0
Axminster,2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,Calcott,0.0,0.0,3.0
Axminster,2344,,,,1.0,,,,1.0,,,,1.0,,,,Cawley,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,2375,,,,1.0,,,,1.0,,,,1.0,,,,Canby,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,2417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,1.0,87.0,Capern,0.0,0.0,87.0
Axminster,2447,,,,7.0,,,,3.0,,,,3.0,,,,Carpenter,,,,0.0,,,,0.0,,,,2.3333333333333335,10.0,1.0,10.0,Carpenter,0.0,0.0,10.0
Axminster,2456,,,,5.0,,,,2.0,,,,3.0,,,,Carter,,,,0.0,,,,0.0,,,,2.5,118.0,1.0,118.0,Carter,0.0,0.0,118.0
Axminster,2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1743.0,17.0,223.0,Case,0.0,0.0,102.52941176470588
Axminster,2558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22018.0,55.0,897.0,Chaffey,0.0,0.0,400.3272727272727
Axminster,2592,,1.0,,7.0,,1.0,,2.0,,1.0,,5.0,,Channon,,Channon,,0.0,,0.0,,0.0,,0.0,,1.0,,3.5,12.0,2.0,10.0,Channing,0.0,0.0,6.0
Axminster,2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16591.0,36.0,1632.0,Chapple,0.0,0.0,460.8611111111111
Axminster,2602,,,,4.0,,,,2.0,,,,3.0,,,,Chard,,,,0.0,,,,0.0,,,,2.0,3172.0,19.0,696.0,Chard,0.0,0.0,166.94736842105263
Axminster,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,3.0,140.0,Charles,1.0,0.0,74.66666666666667
Axminster,2628,29.0,45.0,,10.0,3.0,2.0,,2.0,22.0,25.0,,7.0,Chase,Chace,,Chace,0.0,0.0,,0.0,0.0,0.0,,0.0,9.666666666666666,22.5,,5.0,,,,,,,
Axminster,2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28740.0,49.0,1680.0,Chichester,0.0,0.0,586.530612244898
Axminster,2712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,8.0,Chick,0.0,0.0,7.0
Axminster,2737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6109.0,22.0,938.0,King,0.0,0.0,277.6818181818182
Axminster,2783,6.666666666666667,,,,1.0,,,,6.666666666666667,,,,Chubb,,,,0.0,,,,0.0,,,,6.666666666666667,,,,666.0,5.0,192.0,Chubb,0.0,0.0,133.2
Axminster,2789,,8.0,,,,1.0,,,,8.0,,,,Church,,,,0.0,,,,0.0,,,,8.0,,,,,,,,,
Axminster,2793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,14.0,9.0,Churchill,0.0,0.0,2.4285714285714284
Axminster,2821,,3.0,,,,1.0,,,,3.0,,,,Clapp,,,,0.0,,,,0.0,,,,3.0,,,274.0,31.0,97.0,Clapp,0.0,0.0,8.838709677419354
Axminster,2835,3.0,11.0,19.0,19.0,2.0,1.0,6.0,12.0,2.0,11.0,6.0,3.0,Clark,Clerke,Clarke,Clarke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,11.0,3.1666666666666665,1.5833333333333333,24240.0,75.0,1287.0,Clarke,0.0,0.0,323.2
Axminster,2844,,,,1.0,,,,1.0,,,,1.0,,,,Clatworthy,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,2872,5.0,15.0,,,1.0,1.0,,,5.0,15.0,,,Clegg,Clegge,,,0.0,0.0,,,0.0,0.0,,,5.0,15.0,,,,,,,,,
Axminster,2879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,1.0,54.0,Clench,0.0,0.0,54.0
Axminster,2884,,,,7.0,,,,1.0,,,,7.0,,,,Cleveland,,,,0.0,,,,0.0,,,,7.0,,,,,,,
Axminster,2935,2.0,,1.0,,1.0,,1.0,,2.0,,1.0,,Code,,Code,,0.0,,0.0,,0.0,,0.0,,2.0,,1.0,,,,,,,,
Axminster,3007,2.0,,,,1.0,,,,2.0,,,,Coker,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Axminster,3011,,20.0,,,,2.0,,,,10.0,,,,Colbron,,,,0.0,,,,0.0,,,,10.0,,,,,,,,,
Axminster,3021,1.23,,,,1.0,,,,1.23,,,,Cole,,,,0.0,,,,0.0,,,,1.23,,,,,,,,,,
Axminster,3024,2.0,2.0,1.0,11.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,8.0,Colman,Collman,Coleman,Colman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.6666666666666665,189.0,3.0,129.0,Coleman,0.0,0.0,63.0
Axminster,3028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7723.0,32.0,682.0,Coles,0.0,0.0,241.34375
Axminster,3044,24.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,10.0,1.0,4.0,1.0,Colyer,Colyer,Collyer,Collier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,1.0,1164.0,5.0,907.0,Collier,0.0,0.0,232.8
Axminster,3046,,,,4.0,,,,2.0,,,,3.0,,,,Collings,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Axminster,3053,,1.0,,4.0,,1.0,,2.0,,1.0,,2.0,,Collyns,,Collins,,0.0,,0.0,,0.0,,0.0,,1.0,,2.0,82.0,2.0,64.0,Collins,0.0,0.0,41.0
Axminster,3070,,,,3.0,,,,2.0,,,,2.0,,,,Colwell,,,,0.0,,,,0.0,,,,1.5,,,,,,,
Axminster,3098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.0,1.0,216.0,Conybeare,0.0,0.0,216.0
Axminster,3102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,1.0,31.0,Connett,0.0,0.0,31.0
Axminster,3119,15.0,15.0,5.0,10.0,6.0,1.0,2.0,6.0,4.0,15.0,3.0,3.0,Coke,Cook,Cooke,Cook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,15.0,2.5,1.6666666666666667,571.0,22.0,94.0,Cook,0.0,0.0,25.954545454545453
Axminster,3125,,9.0,,6.0,,1.0,,4.0,,9.0,,2.0,,Combe,,Comb,,0.0,,0.0,,0.0,,0.0,,9.0,,1.5,,,,,,,
Axminster,3127,,,3.0,,,,1.0,,,,3.0,,,,Coomes,,,,0.0,,,,0.0,,,,3.0,,1703.0,3.0,1664.0,Coombs,0.0,0.0,567.6666666666666
Axminster,3128,,,,1.0,,,,1.0,,,,1.0,,,,Cooper,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,3140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2123.0,17.0,457.0,Copp,0.0,0.0,124.88235294117646
Axminster,3151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9371.0,16.0,1378.0,Coplestone,0.0,0.0,585.6875
Axminster,3164,,,,2.0,,,,1.0,,,,2.0,,,,Cord,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Axminster,3194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.0,3.0,195.0,Cornish,0.0,0.0,149.66666666666666
Axminster,3200,,,,3.0,,,,1.0,,,,3.0,,,,Correll,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Axminster,3255,,,1.0,,,,1.0,,,,1.0,,,,Court,,,,0.0,,,,0.0,,,,1.0,,,,,,,,
Axminster,3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23642.0,58.0,1496.0,Cuff,0.0,0.0,407.62068965517244
Axminster,3292,,7.0,1.0,,,2.0,1.0,,,5.0,1.0,,,Cowley,Cowley,,,0.0,0.0,,,0.0,0.0,,,3.5,1.0,,,,,,,,
Axminster,3299,,,,3.0,,,,3.0,,,,1.0,,,,Cox,,,,0.0,,,,0.0,,,,1.0,36023.0,85.0,5840.0,Cox,0.0,0.0,423.8
Axminster,3370,3.0,,,,1.0,,,,3.0,,,,Cramer,,,,0.0,,,,0.0,,,,3.0,,,,,,,,,,
Axminster,3390,,,5.0,,,,3.0,,,,3.0,,,,Carswell,,,,0.0,,,,0.0,,,,1.6666666666666667,,,,,,,,
Axminster,3452,7.0,24.0,1.0,2.0,2.0,4.0,1.0,2.0,6.0,7.0,1.0,1.0,Crosse,Crosse,Crosse,Cross,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,6.0,1.0,1.0,6190.0,15.0,1018.0,Cross,0.0,0.0,412.6666666666667
Axminster,3465,,,,1.0,,,,1.0,,,,1.0,,,,Crute,,,,0.0,,,,0.0,,,,1.0,11.0,6.0,6.0,Croot,0.0,0.0,1.8333333333333333
Axminster,3469,8.0,10.0,,,2.0,1.0,,,7.0,10.0,,,Crowe,Crowe,,,0.0,0.0,,,0.0,0.0,,,4.0,10.0,,,,,,,,,
Axminster,3534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,1.0,167.0,Culver,0.0,0.0,167.0
Axminster,3536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41613.0,142.0,1055.0,Culverwell,0.0,0.0,293.0492957746479
Axminster,3590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26665.0,44.0,1950.0,Cutler,0.0,0.0,606.0227272727273
Axminster,3716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.0,3.0,474.0,Dampier,0.0,0.0,225.66666666666666
Axminster,3745,,,,1.0,,,,1.0,,,,1.0,,,,Daniel,,,,0.0,,,,0.0,,,,1.0,12.0,2.0,9.0,Daniels,0.0,0.0,6.0
Axminster,3770,,,,7.0,,,,2.0,,,,5.0,,,,Derby,,,,0.0,,,,0.0,,,,3.5,,,,,,,
Axminster,3774,24.0,47.0,10.0,5.0,5.0,8.0,3.0,4.0,12.0,10.0,8.0,2.0,Dare,Dare,Dare,Dare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,5.875,3.3333333333333335,1.25,70562.0,72.0,10080.0,Dare,0.0,0.0,980.0277777777778
Axminster,3777,,,,1.0,,,,1.0,,,,1.0,,,,Dark,,,,0.0,,,,0.0,,,,1.0,13013.0,33.0,5625.0,Darke,0.0,0.0,394.3333333333333
Axminster,3863,4.0,,6.0,7.0,3.0,,1.0,3.0,2.0,,6.0,3.0,Davy,,Davie,Davie,1.0,,1.0,1.0,0.0,,0.0,0.0,1.3333333333333333,,6.0,2.3333333333333335,95446.0,163.0,3107.0,Davey,1.0,0.0,585.5582822085889
Axminster,3867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,4.0,Davis,0.0,0.0,4.0
Axminster,3877,,,6.0,,,,2.0,,,,3.0,,,,Dawe,,,,0.0,,,,0.0,,,,3.0,,2550.0,8.0,728.0,Dawe,0.0,0.0,318.75
Axminster,3904,,,,1.0,,,,1.0,,,,1.0,,,,Daymond,,,,0.0,,,,1.0,,,,1.0,,,,,,,
Axminster,3955,,,,4.0,,,,2.0,,,,3.0,,,,Dean,,,,0.0,,,,0.0,,,,2.0,104786.0,239.0,2432.0,Deane,0.0,0.0,438.43514644351467
Axminster,4120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52365.0,81.0,2652.0,Denner,0.0,0.0,646.4814814814815
Axminster,4127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40859.0,116.0,1200.0,Denning,0.0,0.0,352.23275862068965
Axminster,4129,,,,2.0,,,,1.0,,,,2.0,,,,Dennis,,,,1.0,,,,0.0,,,,2.0,,,,,,,
Axminster,4226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3846.0,9.0,1065.0,Dymond,0.0,0.0,427.3333333333333
Axminster,4336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21604.0,51.0,1025.0,Dymock,0.0,0.0,423.6078431372549
Axminster,4453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.0,9.0,196.0,Dodge,0.0,0.0,104.77777777777777
Axminster,4500,,,,2.0,,,,1.0,,,,2.0,,,,Dolling,,,,0.0,,,,0.0,,,,2.0,2083.0,5.0,723.0,Dolling,0.0,0.0,416.6
