hundred,combined_id,tot_val_1524,tot_val_1543,tot_val_1581,tot_val_1674,count_1524,count_1543,count_1581,count_1674,max_val_1524,max_val_1543,max_val_1581,max_val_1674,surname_1524,surname_1543,surname_1581,surname_1674,combined_treatment_1524,combined_treatment_1543,combined_treatment_1581,combined_treatment_1674,combined_control_1524,combined_control_1543,combined_control_1581,combined_control_1674,avg_val_1524,avg_val_1543,avg_val_1581,avg_val_1674,tot_val_1840,count_1840,max_val_1840,surname_1840,combined_treatment_1840,combined_control_1840,avg_val_1840
Braunton,313,32.83333333333333,21.0,11.0,19.0,11.0,9.0,3.0,13.0,10.0,6.0,5.0,5.0,Hall,Hill,Hill,Hill,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.9848484848484844,2.3333333333333335,3.6666666666666665,1.4615384615384615,4024.0,25.0,773.0,Hill,1.0,0.0,160.96
Braunton,350,2.0,10.0,,,1.0,1.0,,,2.0,10.0,,,Avery,Avery,,,0.0,0.0,,,0.0,0.0,,,2.0,10.0,,,53448.0,180.0,2316.0,Avery,0.0,0.0,296.93333333333334
Braunton,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.0,13.0,167.0,Babbage,0.0,0.0,78.15384615384616
Braunton,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652.0,80.0,2715.0,Badcock,0.0,0.0,345.65
Braunton,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,5.0,37.0,Bagot,0.0,0.0,10.6
Braunton,413,,8.0,,,,2.0,,,,6.0,,,,Basse,,,,0.0,,,,1.0,,,,4.0,,,,,,,,,
Braunton,416,49.666666666666664,51.0,36.0,9.0,9.0,10.0,8.0,7.0,22.0,10.0,7.0,2.0,Baker,Baker,Baker,Baker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.518518518518518,5.1,4.5,1.2857142857142858,7885.0,10.0,2146.0,Baker,0.0,0.0,788.5
Braunton,418,,,,3.0,,,,1.0,,,,3.0,,,,Bal,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Braunton,430,,,,2.0,,,,1.0,,,,2.0,,,,Balle,,,,0.0,,,,0.0,,,,2.0,37.0,1.0,37.0,Ball,0.0,0.0,37.0
Braunton,433,,,,6.0,,,,1.0,,,,6.0,,,,Ballet,,,,0.0,,,,0.0,,,,6.0,,,,,,,
Braunton,436,1.3333333333333333,,,,1.0,,,,1.3333333333333333,,,,Balman,,,,0.0,,,,0.0,,,,1.3333333333333333,,,,,,,,,,
Braunton,437,4.333333333333333,8.0,,,3.0,1.0,,,2.0,8.0,,,Bayne,Bayne,,,0.0,0.0,,,0.0,0.0,,,1.4444444444444444,8.0,,,,,,,,,
Braunton,444,,,,3.0,,,,2.0,,,,2.0,,,,Balment,,,,0.0,,,,0.0,,,,1.5,12102.0,29.0,1237.0,Bament,0.0,0.0,417.3103448275862
Braunton,472,1.0,,,,1.0,,,,1.0,,,,Barber,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Braunton,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12048.0,29.0,1112.0,Beard,0.0,0.0,415.44827586206895
Braunton,528,,,,3.0,,,,1.0,,,,3.0,,,,Barwick,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Braunton,529,,2.0,,,,2.0,,,,1.0,,,,Barry,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Braunton,540,,4.0,,1.0,,1.0,,1.0,,4.0,,1.0,,Bartlett,,Bartlet,,0.0,,0.0,,0.0,,0.0,,4.0,,1.0,,,,,,,
Braunton,556,,,80.0,2.0,,,1.0,1.0,,,80.0,2.0,,,Bassett,Basset,,,0.0,0.0,,,0.0,0.0,,,80.0,2.0,1048242.0,1700.0,117781.0,Bassett,0.0,0.0,616.6129411764706
Braunton,578,,1.0,,,,1.0,,,,1.0,,,,Batt,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Braunton,580,,,,3.0,,,,1.0,,,,3.0,,,,Batten,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Braunton,582,,,,4.0,,,,1.0,,,,4.0,,,,Batter,,,,0.0,,,,0.0,,,,4.0,,,,,,,
Braunton,603,,,,2.0,,,,1.0,,,,2.0,,,,Bagster,,,,0.0,,,,0.0,,,,2.0,5224.0,20.0,753.0,Bagster,0.0,0.0,261.2
Braunton,610,,14.0,10.0,3.0,,5.0,1.0,1.0,,7.0,10.0,3.0,,Bale,Baylie,Bayliffe,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.8,10.0,3.0,37982.0,98.0,2030.0,Bale,0.0,0.0,387.57142857142856
Braunton,643,32.0,46.0,15.0,18.0,4.0,8.0,3.0,7.0,19.0,18.0,9.0,6.0,Beare,Beare,Beare,Beare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.75,5.0,2.5714285714285716,,,,,,,
Braunton,672,,,,5.0,,,,2.0,,,,3.0,,,,Bedford,,,,0.0,,,,0.0,,,,2.5,,,,,,,
Braunton,692,,,7.0,1.0,,,2.0,1.0,,,4.0,1.0,,,Small,Small,,,0.0,0.0,,,0.0,0.0,,,3.5,1.0,,,,,,,
Braunton,738,,14.0,,9.0,,3.0,,5.0,,12.0,,4.0,,Bennett,,Bennett,,0.0,,0.0,,1.0,,1.0,,4.666666666666667,,1.8,,,,,,,
Braunton,774,,2.0,,6.0,,1.0,,2.0,,2.0,,4.0,,Best,,Best,,0.0,,0.0,,0.0,,0.0,,2.0,,3.0,,,,,,,
Braunton,789,,,,2.0,,,,1.0,,,,2.0,,,,Betty,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5955.0,19.0,720.0,Bynon,0.0,0.0,313.42105263157896
Braunton,817,,,,2.0,,,,2.0,,,,1.0,,,,Bidder,,,,0.0,,,,0.0,,,,1.0,2841.0,19.0,630.0,Bidder,0.0,0.0,149.52631578947367
Braunton,878,,,,1.0,,,,1.0,,,,1.0,,,,Binham,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,895,10.0,22.0,,,1.0,3.0,,,10.0,12.0,,,Burd,Bright,,,0.0,0.0,,,0.0,0.0,,,10.0,7.333333333333333,,,,,,,,,
Braunton,916,,,,1.0,,,,1.0,,,,1.0,,,,Bishopp,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,929,,,3.0,,,,1.0,,,,3.0,,,,Blackford,,,,0.0,,,,0.0,,,,3.0,,,,,,,,
Braunton,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4769.0,12.0,996.0,Blackman,0.0,0.0,397.4166666666667
Braunton,947,,,,4.0,,,,2.0,,,,3.0,,,,Blackwell,,,,0.0,,,,0.0,,,,2.0,353.0,2.0,214.0,Blackwell,0.0,0.0,176.5
Braunton,951,2.0,1.0,,13.0,1.0,1.0,,5.0,2.0,1.0,,6.0,Blake,Blake,,Blake,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,1.0,,2.6,,,,,,,
Braunton,954,24.333333333333336,19.0,13.0,8.0,7.0,4.0,2.0,2.0,10.0,9.0,8.0,7.0,Blakemore,Blackmore,Blackmore,Blackmore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4761904761904767,4.75,6.5,4.0,12140.0,38.0,1124.0,Blackmore,0.0,0.0,319.4736842105263
Braunton,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,11.0,Bligh,0.0,0.0,11.0
Braunton,1090,,2.0,,10.0,,1.0,,6.0,,2.0,,3.0,,Bound,,Bound,,0.0,,0.0,,0.0,,0.0,,2.0,,1.6666666666666667,,,,,,,
Braunton,1099,,,,2.0,,,,1.0,,,,2.0,,,,Boni,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,1167,,,,3.0,,,,1.0,,,,3.0,,,,Boucher,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Braunton,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.0,2.0,1004.0,Bolton,0.0,0.0,584.0
Braunton,1186,,1.0,,2.0,,1.0,,1.0,,1.0,,2.0,,Bowen,,Bowen,,0.0,,0.0,,0.0,,0.0,,1.0,,2.0,16788.0,41.0,2390.0,Bowen,0.0,0.0,409.4634146341463
Braunton,1190,3.0,,,,1.0,,,,3.0,,,,Bowhay,,,,0.0,,,,0.0,,,,3.0,,,,,,,,,,
Braunton,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,8.0,302.0,Bower,0.0,0.0,81.25
Braunton,1232,,38.0,,,,1.0,,,,38.0,,,,Brett,,,,0.0,,,,0.0,,,,38.0,,,,,,,,,
Braunton,1253,,,,5.0,,,,1.0,,,,5.0,,,,Bradford,,,,0.0,,,,0.0,,,,5.0,,,,,,,
Braunton,1254,,2.0,,4.0,,1.0,,3.0,,2.0,,2.0,,Bragg,,Bragg,,0.0,,0.0,,0.0,,0.0,,2.0,,1.3333333333333333,,,,,,,
Braunton,1290,,,16.0,,,,3.0,,,,8.0,,,,Brasier,,,,0.0,,,,0.0,,,,5.333333333333333,,,,,,,,
Braunton,1303,20.0,2.0,,1.0,1.0,1.0,,1.0,20.0,2.0,,1.0,Bray,Bray,,Bray,0.0,0.0,,0.0,0.0,0.0,,0.0,20.0,2.0,,1.0,,,,,,,
Braunton,1307,5.0,,20.0,7.0,1.0,,4.0,2.0,5.0,,5.0,5.0,Braley,,Braley,Brailey,0.0,,0.0,0.0,0.0,,0.0,0.0,5.0,,5.0,3.5,6546.0,38.0,1199.0,Brayley,0.0,0.0,172.26315789473685
Braunton,1318,,,,1.0,,,,1.0,,,,1.0,,,,Breach,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,1335,1.0,,,,1.0,,,,1.0,,,,Brewer,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Braunton,1346,,,6.0,1.0,,,1.0,1.0,,,6.0,1.0,,,Delbridge,Delbridge,,,0.0,0.0,,,0.0,0.0,,,6.0,1.0,,,,,,,
Braunton,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,3.0,148.0,Brindley,0.0,0.0,65.0
Braunton,1396,,5.0,3.0,,,1.0,1.0,,,5.0,3.0,,,Bretton,Britton,,,0.0,0.0,,,0.0,0.0,,,5.0,3.0,,162.0,1.0,162.0,Britton,0.0,0.0,162.0
Braunton,1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,2.0,9.0,Brimley,0.0,0.0,7.5
Braunton,1439,5.0,11.0,3.0,2.0,1.0,2.0,1.0,2.0,5.0,10.0,3.0,1.0,Broke,Broke,Brooke,Brooke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,3.0,1.0,148.0,3.0,71.0,Brook,0.0,0.0,49.333333333333336
Braunton,1452,4.0,15.0,9.0,4.0,1.0,1.0,2.0,2.0,4.0,15.0,6.0,3.0,Brother,Brother,Brother,Brother,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,4.5,2.0,,,,,,,
Braunton,1465,4.0,10.0,,1.0,3.0,2.0,,1.0,2.0,6.0,,1.0,Browne,Browne,,Browne,0.0,0.0,,0.0,0.0,0.0,,0.0,1.3333333333333333,5.0,,1.0,,,,,,,
Braunton,1507,,,,2.0,,,,2.0,,,,1.0,,,,Bryant,,,,0.0,,,,0.0,,,,1.0,1665.0,8.0,402.0,Bryan,0.0,0.0,208.125
Braunton,1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,1.0,83.0,Buckle,0.0,0.0,83.0
Braunton,1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29249.0,57.0,2130.0,Buckingham,0.0,0.0,513.140350877193
Braunton,1536,4.0,15.0,,,1.0,1.0,,,4.0,15.0,,,Budde,Budde,,,0.0,0.0,,,0.0,0.0,,,4.0,15.0,,,39194.0,129.0,1474.0,Budd,0.0,0.0,303.82945736434107
Braunton,1605,3.6666666666666665,11.0,4.0,1.0,2.0,7.0,1.0,1.0,2.6666666666666665,3.0,4.0,1.0,Burges,Burges,Burges,Burges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,1.5714285714285714,4.0,1.0,391.0,3.0,284.0,Burgess,0.0,0.0,130.33333333333334
Braunton,1613,1.0,,,,1.0,,,,1.0,,,,Burley,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Braunton,1621,2.0,13.0,,,1.0,2.0,,,2.0,12.0,,,Burnard,Burnard,,,0.0,0.0,,,0.0,0.0,,,2.0,6.5,,,,,,,,,
Braunton,1645,12.33,19.0,6.0,4.0,3.0,2.0,1.0,2.0,6.0,14.0,6.0,2.0,Bury,Bury,Burrough,Borrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,9.5,6.0,2.0,7468.0,12.0,1719.0,Berry,0.0,0.0,622.3333333333334
Braunton,1648,,,,2.0,,,,1.0,,,,2.0,,,,Buse,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,1671,,,,1.0,,,,1.0,,,,1.0,,,,Button,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,1694,,,,5.0,,,,4.0,,,,2.0,,,,Burch,,,,0.0,,,,0.0,,,,1.25,,,,,,,
Braunton,1705,,20.0,16.0,,,2.0,1.0,,,19.0,16.0,,,Cade,Cade,,,0.0,0.0,,,0.0,0.0,,,10.0,16.0,,,,,,,,
Braunton,1730,3.0,2.0,,,1.0,2.0,,,3.0,1.0,,,Collard,Callard,,,0.0,0.0,,,0.0,0.0,,,3.0,1.0,,,,,,,,,
Braunton,1739,,1.0,,6.0,,1.0,,3.0,,1.0,,3.0,,Comb,,Coombe,,0.0,,0.0,,0.0,,0.0,,1.0,,2.0,,,,,,,
Braunton,1748,13.666666666666668,24.0,,,3.0,4.0,,,6.666666666666667,15.0,,,Scamp,Scamp,,,0.0,0.0,,,0.0,0.0,,,4.555555555555556,6.0,,,847.0,13.0,257.0,Scamp,0.0,0.0,65.15384615384616
Braunton,1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,3.0,76.0,Cann,0.0,0.0,35.666666666666664
Braunton,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.0,5.0,312.0,Chanter,0.0,1.0,135.6
Braunton,1783,1.5,,,,1.0,,,,1.5,,,,Coppe,,,,0.0,,,,0.0,,,,1.5,,,,,,,,,,
Braunton,1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37660.0,46.0,3678.0,Capner,0.0,0.0,818.695652173913
Braunton,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,1.0,97.0,Capern,0.0,0.0,97.0
Braunton,1798,2.0,10.0,11.0,4.0,2.0,5.0,2.0,1.0,1.0,2.0,6.0,4.0,Carder,Carder,Carder,Carder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.5,4.0,13655.0,44.0,1101.0,Carder,0.0,0.0,310.34090909090907
Braunton,1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,3.0,86.0,Carpenter,0.0,0.0,46.0
Braunton,1823,,,,1.0,,,,1.0,,,,1.0,,,,Keslake,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,1872,,,,1.0,,,,1.0,,,,1.0,,,,Collacott,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23406.0,22.0,2679.0,Cardell,0.0,0.0,1063.909090909091
Braunton,1886,4.0,,,,1.0,,,,4.0,,,,Cawse,,,,0.0,,,,0.0,,,,4.0,,,,,,,,,,
Braunton,1911,,,,1.0,,,,1.0,,,,1.0,,,,Challacombe,,,,0.0,,,,0.0,,,,1.0,11715.0,33.0,2876.0,Challacombe,0.0,0.0,355.0
Braunton,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,1.0,27.0,Chappell,0.0,0.0,27.0
Braunton,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70282.0,164.0,2652.0,Charley,0.0,0.0,428.5487804878049
Braunton,1964,,,,1.0,,,,1.0,,,,1.0,,,,Cawsey,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,2027,,,7.0,94.0,,,1.0,1.0,,,7.0,94.0,,,Chichester,Chichester,,,0.0,0.0,,,0.0,0.0,,,7.0,94.0,922176.0,1254.0,72058.0,Chichester,0.0,0.0,735.3875598086124
Braunton,2031,,,,1.0,,,,1.0,,,,1.0,,,,Chidley,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,6.0,108.0,Chiswell,0.0,0.0,44.666666666666664
Braunton,2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95389.0,175.0,4711.0,Chugg,0.0,0.0,545.08
Braunton,2100,,,,4.0,,,,2.0,,,,3.0,,,,Churton,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,2132,,14.0,,1.0,,1.0,,1.0,,14.0,,1.0,,Clotworthy,,Clotworthy,,0.0,,0.0,,0.0,,0.0,,14.0,,1.0,,,,,,,
Braunton,2153,,3.0,,,,1.0,,,,3.0,,,,Cleve,,,,0.0,,,,0.0,,,,3.0,,,,,,,,,
Braunton,2156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441.0,5.0,456.0,Clegg,0.0,0.0,288.2
Braunton,2159,,,,1.0,,,,1.0,,,,1.0,,,,Clement,,,,0.0,,,,0.0,,,,1.0,160.0,4.0,105.0,Clements,0.0,0.0,40.0
Braunton,2166,14.0,14.0,14.0,11.0,3.0,6.0,3.0,9.0,5.0,4.0,8.0,2.0,Clarke,Clerke,Clarke,Clarke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,2.3333333333333335,4.666666666666667,1.2222222222222223,18556.0,25.0,8930.0,Clarke,0.0,0.0,742.24
Braunton,2174,,,,2.0,,,,1.0,,,,2.0,,,,Clifford,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,2186,10.0,,,2.0,1.0,,,2.0,10.0,,,1.0,Clogg,,,Clogg,0.0,,,0.0,0.0,,,0.0,10.0,,,1.0,17135.0,47.0,6107.0,Clogg,0.0,0.0,364.5744680851064
Braunton,2195,,,,7.0,,,,4.0,,,,3.0,,,,Cloutman,,,,0.0,,,,0.0,,,,1.75,,,,,,,
Braunton,2218,1.0,,,,1.0,,,,1.0,,,,Coble,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Braunton,2224,10.0,,,,1.0,,,,10.0,,,,Cobley,,,,0.0,,,,0.0,,,,10.0,,,,,,,,,,
Braunton,2232,,,,8.0,,,,4.0,,,,4.0,,,,Cockhill,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,2242,,,,3.0,,,,1.0,,,,3.0,,,,Coad,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Braunton,2248,,,,6.0,,,,1.0,,,,6.0,,,,Coo,,,,0.0,,,,0.0,,,,6.0,,,,,,,
Braunton,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53484.0,88.0,7695.0,Coffin,0.0,0.0,607.7727272727273
Braunton,2289,3.0,1.0,,,1.0,1.0,,,3.0,1.0,,,Colyn,Colyn,,,0.0,0.0,,,0.0,0.0,,,3.0,1.0,,,23.0,1.0,23.0,Collin,0.0,0.0,23.0
Braunton,2302,3.0,5.0,6.0,8.0,2.0,3.0,1.0,6.0,2.0,3.0,6.0,2.0,Cole,Cole,Cole,Cowling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.6666666666666667,6.0,1.3333333333333333,763.0,6.0,515.0,Collins,0.0,0.0,127.16666666666667
Braunton,2303,,1.0,,,,1.0,,,,1.0,,,,Coller,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Braunton,2320,21.0,21.0,3.0,6.0,2.0,2.0,1.0,4.0,19.0,15.0,3.0,3.0,Comer,Comer,Comer,Coomer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,10.5,3.0,1.5,36904.0,72.0,3903.0,Comer,0.0,0.0,512.5555555555555
Braunton,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260.0,9.0,680.0,Conibear,0.0,0.0,140.0
Braunton,2352,,2.0,,,,1.0,,,,2.0,,,,Conyer,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,
Braunton,2353,7.0,38.0,11.0,17.0,3.0,7.0,3.0,8.0,3.0,13.0,5.0,4.0,Coke,Cock,Cooke,Cooke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,5.428571428571429,3.6666666666666665,2.125,,,,,,,
Braunton,2358,,,5.0,9.0,,,1.0,3.0,,,5.0,4.0,,,Couper,Cooper,,,0.0,0.0,,,0.0,0.0,,,5.0,3.0,,,,,,,
Braunton,2365,1.0,,,,1.0,,,,1.0,,,,Copner,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Braunton,2388,3.333333333333333,,,,1.0,,,,3.333333333333333,,,,Cory,,,,0.0,,,,0.0,,,,3.333333333333333,,,,11.0,1.0,11.0,Cory,0.0,0.0,11.0
Braunton,2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215.0,4.0,712.0,Corser,0.0,0.0,553.75
Braunton,2428,,2.0,3.0,,,1.0,1.0,,,2.0,3.0,,,Cotton,Cotten,,,0.0,0.0,,,0.0,0.0,,,2.0,3.0,,147.0,1.0,147.0,Cotton,0.0,0.0,147.0
Braunton,2435,,2.0,10.0,10.0,,1.0,2.0,6.0,,2.0,5.0,3.0,,Cotes,Cotes,Coates,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,5.0,1.6666666666666667,81726.0,234.0,1468.0,Coats,0.0,0.0,349.2564102564103
Braunton,2505,3.0,7.0,10.0,5.0,1.0,2.0,2.0,3.0,3.0,6.0,6.0,2.0,Croker,Crocker,Crocker,Crocker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,5.0,1.6666666666666667,,,,,,,
Braunton,2515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139818.0,245.0,9934.0,Crang,0.0,0.0,570.6857142857143
Braunton,2524,,,,3.0,,,,3.0,,,,1.0,,,,Crapp,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,2546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,5.0,76.0,Creek,0.0,0.0,31.2
Braunton,2561,1.0,,,,1.0,,,,1.0,,,,Cruse,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Braunton,2568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.0,4.0,154.0,Cridge,0.0,0.0,94.75
Braunton,2584,,1.0,,,,1.0,,,,1.0,,,,Crowne,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Braunton,2605,1.0,,5.0,,1.0,,1.0,,1.0,,5.0,,Crose,,Crosse,,0.0,,0.0,,0.0,,0.0,,1.0,,5.0,,,,,,,,
Braunton,2625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0,4.0,145.0,Crockford,0.0,0.0,49.75
Braunton,2675,,,,2.0,,,,1.0,,,,2.0,,,,Commons,,,,0.0,,,,0.0,,,,2.0,29.0,1.0,29.0,Cummins,0.0,0.0,29.0
Braunton,2683,2.333333333333333,2.0,,,2.0,2.0,,,1.3333333333333333,1.0,,,Cundall,Cundale,,,0.0,0.0,,,0.0,0.0,,,1.1666666666666665,1.0,,,,,,,,,
Braunton,2698,,3.0,,,,1.0,,,,3.0,,,,Curry,,,,0.0,,,,0.0,,,,3.0,,,,,,,,,
Braunton,2703,8.0,25.0,,11.0,3.0,6.0,,3.0,4.0,10.0,,6.0,Cortis,Courtis,,Courtis,0.0,0.0,,0.0,0.0,0.0,,0.0,2.6666666666666665,4.166666666666667,,3.6666666666666665,137.0,1.0,137.0,Curtis,0.0,0.0,137.0
Braunton,2715,,6.0,,,,1.0,,,,6.0,,,,Cutland,,,,0.0,,,,0.0,,,,6.0,,,,,,,,,
Braunton,2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169015.0,280.0,8598.0,Cutcliffe,0.0,0.0,603.625
Braunton,2729,,,,1.0,,,,1.0,,,,1.0,,,,Derby,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,2753,,6.0,7.0,2.0,,4.0,2.0,2.0,,2.0,4.0,1.0,,Dallyn,Dallyn,Dallen,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.5,3.5,1.0,56.0,4.0,36.0,Dallyn,0.0,0.0,14.0
Braunton,2781,,,,1.0,,,,1.0,,,,1.0,,,,Danniel,,,,0.0,,,,0.0,,,,1.0,2048.0,2.0,2037.0,Daniel,0.0,0.0,1024.0
Braunton,2797,,,10.0,,,,1.0,,,,10.0,,,,Dawkins,,,,0.0,,,,0.0,,,,10.0,,,,,,,,
Braunton,2808,,,,2.0,,,,2.0,,,,1.0,,,,Dart,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,2819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0,2.0,262.0,Dalton,0.0,0.0,187.5
Braunton,2831,17.0,50.0,,19.0,3.0,6.0,,9.0,10.0,20.0,,5.0,Davy,Davy,,Davey,1.0,1.0,,1.0,0.0,0.0,,0.0,5.666666666666667,8.333333333333334,,2.111111111111111,1682.0,18.0,311.0,Davey,1.0,0.0,93.44444444444444
Braunton,2832,4.0,4.0,,5.0,1.0,1.0,,1.0,4.0,4.0,,5.0,David,David,,David,0.0,0.0,,0.0,0.0,0.0,,0.0,4.0,4.0,,5.0,,,,,,,
Braunton,2834,,,,1.0,,,,1.0,,,,1.0,,,,Davys,,,,0.0,,,,0.0,,,,1.0,212.0,8.0,68.0,Davis,0.0,0.0,26.5
Braunton,2836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,4.0,25.0,Dendle,0.0,0.0,17.0
Braunton,2840,4.0,,,,1.0,,,,4.0,,,,Dene,,,,0.0,,,,0.0,,,,4.0,,,,5702.0,21.0,755.0,Deane,0.0,0.0,271.5238095238095
Braunton,2854,,,5.0,,,,1.0,,,,5.0,,,,Deacon,,,,0.0,,,,0.0,,,,5.0,,,,,,,,
Braunton,2862,,,,1.0,,,,1.0,,,,1.0,,,,Derry,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,2883,,1.0,,,,1.0,,,,1.0,,,,Dogan,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Braunton,2899,10.0,,,,1.0,,,,10.0,,,,Deman,,,,0.0,,,,0.0,,,,10.0,,,,,,,,,,
Braunton,2915,,,,17.0,,,,7.0,,,,9.0,,,,Dennis,,,,1.0,,,,0.0,,,,2.4285714285714284,59832.0,119.0,6349.0,Dennis,1.0,0.0,502.78991596638656
Braunton,2942,,1.0,,,,1.0,,,,1.0,,,,Dewe,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Braunton,2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7231.0,10.0,1178.0,Day,0.0,0.0,723.1
Braunton,2952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2387.0,13.0,688.0,Dickenson,0.0,0.0,183.6153846153846
Braunton,2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,3.0,156.0,Dicks,0.0,0.0,67.0
Braunton,2969,,,,2.0,,,,1.0,,,,2.0,,,,Dell,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,2975,,,45.0,,,,2.0,,,,40.0,,,,Dillon,,,,0.0,,,,0.0,,,,22.5,,,,,,,,
