hundred,combined_id,tot_val_1524,tot_val_1543,tot_val_1581,tot_val_1674,count_1524,count_1543,count_1581,count_1674,max_val_1524,max_val_1543,max_val_1581,max_val_1674,surname_1524,surname_1543,surname_1581,surname_1674,combined_treatment_1524,combined_treatment_1543,combined_treatment_1581,combined_treatment_1674,combined_control_1524,combined_control_1543,combined_control_1581,combined_control_1674,avg_val_1524,avg_val_1543,avg_val_1581,avg_val_1674,tot_val_1840,count_1840,max_val_1840,surname_1840,combined_treatment_1840,combined_control_1840,avg_val_1840
Axminster,42,,,,1.0,,,,1.0,,,,1.0,,,,Adams,,,,1.0,,,,0.0,,,,1.0,4358.0,34.0,1089.0,Adams,1.0,0.0,128.1764705882353
Axminster,70,,,,1.0,,,,1.0,,,,1.0,,,,Atkins,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,89,,1.0,,,,1.0,,,,1.0,,,,Alderton,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Axminster,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17949.0,37.0,1586.0,Alexander,0.0,0.0,485.1081081081081
Axminster,112,24.0,20.0,26.0,10.0,6.0,1.0,5.0,4.0,7.0,20.0,8.0,4.0,Helyer,Helyer,Hellier,Hellyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,5.2,2.5,325478.0,566.0,8272.0,Hellier,0.0,0.0,575.0494699646644
Axminster,120,,,,4.0,,,,2.0,,,,3.0,,,,Holland,,,,0.0,,,,0.0,,,,2.0,30.0,3.0,28.0,Allam,0.0,0.0,10.0
Axminster,122,10.0,13.0,,,1.0,1.0,,,10.0,13.0,,,Alford,Allford,,,0.0,0.0,,,0.0,0.0,,,10.0,13.0,,,5055.0,11.0,1282.0,Alford,0.0,0.0,459.54545454545456
Axminster,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65212.0,65.0,14485.0,Ames,0.0,0.0,1003.2615384615384
Axminster,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,3.0,120.0,Amor,0.0,0.0,64.66666666666667
Axminster,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8166.0,15.0,1335.0,Anderton,0.0,0.0,544.4
Axminster,190,13.333333333333334,,,,1.0,,,,13.333333333333334,,,,Anne,,,,0.0,,,,1.0,,,,13.333333333333334,,,,7338.0,10.0,1127.0,Ann,0.0,1.0,733.8
Axminster,193,,,,10.0,,,,4.0,,,,3.0,,,,Anning,,,,0.0,,,,0.0,,,,2.5,27093.0,61.0,1604.0,Anning,0.0,0.0,444.1475409836066
Axminster,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52791.0,90.0,1721.0,Anstice,0.0,0.0,586.5666666666667
Axminster,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.0,28.0,387.0,Aplin,0.0,0.0,44.142857142857146
Axminster,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583.0,17.0,228.0,Apsey,0.0,0.0,93.11764705882354
Axminster,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6147.0,7.0,4016.0,Orchard,0.0,0.0,878.1428571428571
Axminster,232,,,5.0,1.0,,,1.0,1.0,,,5.0,1.0,,,Hardinge,Hardin,,,0.0,0.0,,,0.0,0.0,,,5.0,1.0,18294.0,48.0,1561.0,Hardy,0.0,0.0,381.125
Axminster,271,2.0,,,,1.0,,,,2.0,,,,Ashelford,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Axminster,309,,,3.0,,,,1.0,,,,3.0,,,,Weekes,,,,0.0,,,,1.0,,,,3.0,,,,,,,,
Axminster,313,27.0,18.0,3.0,5.0,10.0,2.0,1.0,3.0,5.0,15.0,3.0,2.0,Elys,All,Ellis,Hall,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.7,9.0,3.0,1.6666666666666667,436.0,4.0,296.0,Hall,1.0,0.0,109.0
Axminster,350,,,,1.0,,,,1.0,,,,1.0,,,,Every,,,,0.0,,,,0.0,,,,1.0,708.0,1.0,708.0,Every,0.0,0.0,708.0
Axminster,360,,,,1.0,,,,1.0,,,,1.0,,,,Axon,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6290.0,19.0,820.0,Ayshford,0.0,1.0,331.05263157894734
Axminster,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22342.0,32.0,2044.0,Babb,0.0,0.0,698.1875
Axminster,400,,,6.0,,,,2.0,,,,3.0,,,,Bagge,,,,0.0,,,,0.0,,,,3.0,,49.0,1.0,49.0,Bagg,0.0,0.0,49.0
Axminster,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.0,14.0,Bagwell,0.0,0.0,14.0
Axminster,416,1.0,18.0,,7.0,1.0,3.0,,6.0,1.0,8.0,,2.0,Baker,Baker,,Baker,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,6.0,,1.1666666666666667,15088.0,44.0,1234.0,Baker,0.0,0.0,342.90909090909093
Axminster,442,,8.0,,,,2.0,,,,6.0,,,,Balston,,,,0.0,,,,0.0,,,,4.0,,,,,,,,,
Axminster,454,,,,1.0,,,,1.0,,,,1.0,,,,Bankes,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,472,,,,1.0,,,,1.0,,,,1.0,,,,Barber,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,2.0,52.0,Beard,0.0,0.0,45.0
Axminster,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6436.0,16.0,1224.0,Barker,0.0,0.0,402.25
Axminster,525,13.333333333333334,,,,1.0,,,,13.333333333333334,,,,Barre,,,,0.0,,,,0.0,,,,13.333333333333334,,,,,,,,,,
Axminster,529,,,2.0,,,,1.0,,,,2.0,,,,Barrie,,,,0.0,,,,0.0,,,,2.0,,,,,,,,
Axminster,540,1.0,,4.0,5.0,1.0,,1.0,3.0,1.0,,4.0,2.0,Bartlett,,Bartlet,Bartlet,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,4.0,1.6666666666666667,210484.0,255.0,6268.0,Bartlett,0.0,0.0,825.4274509803921
Axminster,554,,51.0,7.0,,,1.0,1.0,,,51.0,7.0,,,Basley,Baseley,,,0.0,0.0,,,0.0,0.0,,,51.0,7.0,,674.0,10.0,255.0,Bazley,0.0,0.0,67.4
Axminster,561,,,,1.0,,,,1.0,,,,1.0,,,,Bastin,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,564,12.0,4.0,,,1.0,1.0,,,12.0,4.0,,,Baston,Baston,,,0.0,0.0,,,0.0,0.0,,,12.0,4.0,,,,,,,,,
Axminster,578,1.0,,,,1.0,,,,1.0,,,,Bake,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Axminster,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19346.0,28.0,1640.0,Battiscombe,0.0,0.0,690.9285714285714
Axminster,587,,11.0,,,,3.0,,,,5.0,,,,Bartram,,,,0.0,,,,0.0,,,,3.6666666666666665,,,,,,,,,
Axminster,603,,,,2.0,,,,1.0,,,,2.0,,,,Baxter,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Axminster,610,5.0,20.0,,,1.0,1.0,,,5.0,20.0,,,Baly,Bayly,,,0.0,0.0,,,0.0,0.0,,,5.0,20.0,,,54.0,1.0,54.0,Bailey,0.0,0.0,54.0
Axminster,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.0,25.0,1653.0,Beed,0.0,0.0,332.4
Axminster,643,,1.0,,,,1.0,,,,1.0,,,,Beare,,,,0.0,,,,0.0,,,,1.0,,,1049.0,8.0,272.0,Beer,0.0,0.0,131.125
Axminster,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,1.0,136.0,Bennell,0.0,0.0,136.0
Axminster,738,4.0,,,2.0,2.0,,,2.0,2.0,,,1.0,Benet,,,Bennet,0.0,,,0.0,1.0,,,1.0,2.0,,,1.0,20264.0,54.0,2457.0,Bennett,0.0,1.0,375.25925925925924
Axminster,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69032.0,103.0,2984.0,Bentley,0.0,0.0,670.2135922330098
Axminster,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294578.0,518.0,11117.0,Bernard,0.0,0.0,568.6833976833976
Axminster,774,1.0,,,,1.0,,,,1.0,,,,Best,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Axminster,789,,,,1.0,,,,1.0,,,,1.0,,,,Betty,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3028.0,14.0,1188.0,Biddlecombe,0.0,0.0,216.28571428571428
Axminster,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9448.0,14.0,1360.0,Bilke,0.0,0.0,674.8571428571429
Axminster,854,,,,2.0,,,,1.0,,,,2.0,,,,Billet,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Axminster,895,6.666666666666667,10.0,,11.0,1.0,1.0,,3.0,6.666666666666667,10.0,,4.0,Byrde,Byrd,,Bird,0.0,0.0,,0.0,0.0,0.0,,0.0,6.666666666666667,10.0,,3.6666666666666665,,,,,,,
Axminster,914,1.0,,,,1.0,,,,1.0,,,,Bussell,,,,0.0,,,,0.0,,,,1.0,,,,10.0,1.0,10.0,Bussell,0.0,0.0,10.0
Axminster,916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2053.0,16.0,465.0,Bishop,0.0,0.0,128.3125
Axminster,935,,,,2.0,,,,1.0,,,,2.0,,,,Blackaller,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Axminster,945,,,,3.0,,,,1.0,,,,3.0,,,,Blagdon,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Axminster,951,,,,1.0,,,,1.0,,,,1.0,,,,Blake,,,,0.0,,,,0.0,,,,1.0,1973.0,4.0,761.0,Blake,0.0,0.0,493.25
Axminster,954,1.0,,3.0,,1.0,,1.0,,1.0,,3.0,,Blakemore,,Blackmore,,0.0,,0.0,,0.0,,0.0,,1.0,,3.0,,86951.0,159.0,17128.0,Blackmore,0.0,0.0,546.8616352201258
Axminster,1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46752.0,127.0,1343.0,Bond,0.0,0.0,368.12598425196853
Axminster,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.0,4.0,212.0,Bondfield,0.0,0.0,103.0
Axminster,1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,2.0,174.0,Bonner,0.0,0.0,126.0
Axminster,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,9.0,49.0,Board,0.0,0.0,35.0
Axminster,1135,,,,2.0,,,,1.0,,,,2.0,,,,Burton,,,,0.0,,,,0.0,,,,2.0,11.0,1.0,11.0,Burton,0.0,0.0,11.0
Axminster,1167,1.0,,,,1.0,,,,1.0,,,,Boucher,,,,0.0,,,,0.0,,,,1.0,,,,20.0,1.0,20.0,Butcher,0.0,0.0,20.0
Axminster,1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331.0,19.0,265.0,Bowditch,0.0,0.0,70.05263157894737
Axminster,1209,,,,1.0,,,,1.0,,,,1.0,,,,Bower,,,,0.0,,,,0.0,,,,1.0,37.0,1.0,37.0,Bowyer,0.0,0.0,37.0
Axminster,1213,,,6.0,1.0,,,2.0,1.0,,,3.0,1.0,,,Billing,Billing,,,0.0,0.0,,,0.0,0.0,,,3.0,1.0,967.0,5.0,308.0,Boylen,0.0,0.0,193.4
Axminster,1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12496.0,31.0,1031.0,Bradley,0.0,0.0,403.0967741935484
Axminster,1254,,10.0,,2.0,,2.0,,2.0,,5.0,,1.0,,Bragge,,Bragg,,0.0,,0.0,,0.0,,0.0,,5.0,,1.0,309416.0,424.0,6644.0,Bragge,0.0,0.0,729.7547169811321
Axminster,1288,22.0,26.0,,,4.0,2.0,,,10.0,13.0,,,Brace,Brace,,,0.0,0.0,,,0.0,0.0,,,5.5,13.0,,,,,,,,,
Axminster,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10884.0,35.0,990.0,Broughton,0.0,0.0,310.9714285714286
Axminster,1335,5.0,,,,3.0,,,,2.0,,,,Brewer,,,,0.0,,,,0.0,,,,1.6666666666666667,,,,,,,,,,
Axminster,1373,5.0,1.0,,,2.0,1.0,,,3.0,1.0,,,Brent,Brent,,,0.0,0.0,,,0.0,0.0,,,2.5,1.0,,,,,,,,,
Axminster,1427,,3.0,,,,2.0,,,,2.0,,,,Brockwell,,,,0.0,,,,0.0,,,,1.5,,,,,,,,,
Axminster,1439,1.0,,,,1.0,,,,1.0,,,,Broke,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Axminster,1448,20.0,7.0,,,1.0,2.0,,,20.0,4.0,,,Brome,Brome,,,0.0,0.0,,,0.0,0.0,,,20.0,3.5,,,65.0,2.0,62.0,Broom,0.0,0.0,32.5
Axminster,1465,14.0,39.0,7.0,11.0,6.0,4.0,5.0,4.0,4.0,22.0,3.0,6.0,Browne,Browne,Browne,Browne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,9.75,1.4,2.75,21882.0,81.0,1104.0,Brown,0.0,0.0,270.14814814814815
Axminster,1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.0,8.0,467.0,Broomfield,0.0,0.0,160.5
Axminster,1469,,,6.0,,,,2.0,,,,3.0,,,,Browning,,,,0.0,,,,0.0,,,,3.0,,,,,,,,
Axminster,1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.0,1.0,1520.0,Buckland,0.0,0.0,1520.0
Axminster,1525,,,,2.0,,,,2.0,,,,1.0,,,,Bucknell,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,1552,4.0,,,,2.0,,,,2.0,,,,Bull,,,,0.0,,,,0.0,,,,2.0,,,,135.0,3.0,80.0,Boles,0.0,0.0,45.0
Axminster,1566,4.0,,,,1.0,,,,4.0,,,,Bulmer,,,,0.0,,,,0.0,,,,4.0,,,,,,,,,,
Axminster,1570,,2.0,,,,1.0,,,,2.0,,,,Butter,,,,0.0,,,,0.0,,,,2.0,,,1781.0,8.0,787.0,Butter,0.0,0.0,222.625
Axminster,1605,,,,2.0,,,,2.0,,,,1.0,,,,Burges,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,1631,,,,1.0,,,,1.0,,,,1.0,,,,Burridge,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,1645,,,,6.0,,,,3.0,,,,3.0,,,,Borrow,,,,0.0,,,,0.0,,,,2.0,46275.0,179.0,1227.0,Berry,0.0,0.0,258.5195530726257
Axminster,1660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,6.0,20.0,Busson,0.0,0.0,7.5
Axminster,1662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549.0,14.0,569.0,Bustard,0.0,0.0,110.64285714285714
Axminster,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.0,8.0,427.0,Cabell,0.0,0.0,116.0
Axminster,1739,,9.0,3.0,6.0,,1.0,1.0,4.0,,9.0,3.0,2.0,,Combe,Coomes,Comb,,0.0,0.0,0.0,,0.0,0.0,0.0,,9.0,3.0,1.5,1703.0,3.0,1664.0,Coombs,0.0,0.0,567.6666666666666
Axminster,1762,,,,1.0,,,,1.0,,,,1.0,,,,Canby,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,1771,,1.0,,7.0,,1.0,,2.0,,1.0,,5.0,,Channon,,Channon,,0.0,,0.0,,0.0,,0.0,,1.0,,3.5,12.0,2.0,10.0,Channing,0.0,0.0,6.0
Axminster,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,1.0,87.0,Capern,0.0,0.0,87.0
Axminster,1813,,,,7.0,,,,3.0,,,,3.0,,,,Carpenter,,,,0.0,,,,0.0,,,,2.3333333333333335,10.0,1.0,10.0,Carpenter,0.0,0.0,10.0
Axminster,1826,,,,5.0,,,,2.0,,,,3.0,,,,Carter,,,,0.0,,,,0.0,,,,2.5,118.0,1.0,118.0,Carter,0.0,0.0,118.0
Axminster,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1743.0,17.0,223.0,Case,0.0,0.0,102.52941176470588
Axminster,1872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,Calcott,0.0,0.0,3.0
Axminster,1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22018.0,55.0,897.0,Chaffey,0.0,0.0,400.3272727272727
Axminster,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16591.0,36.0,1632.0,Chapple,0.0,0.0,460.8611111111111
Axminster,1938,,,,4.0,,,,2.0,,,,3.0,,,,Chard,,,,0.0,,,,0.0,,,,2.0,3172.0,19.0,696.0,Chard,0.0,0.0,166.94736842105263
Axminster,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,3.0,140.0,Charles,1.0,0.0,74.66666666666667
Axminster,1962,29.0,45.0,,10.0,3.0,2.0,,2.0,22.0,25.0,,7.0,Chase,Chace,,Chace,0.0,0.0,,0.0,0.0,0.0,,0.0,9.666666666666666,22.5,,5.0,,,,,,,
Axminster,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28740.0,49.0,1680.0,Chichester,0.0,0.0,586.530612244898
Axminster,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,8.0,Chick,0.0,0.0,7.0
Axminster,2082,6.666666666666667,,,,1.0,,,,6.666666666666667,,,,Chubb,,,,0.0,,,,0.0,,,,6.666666666666667,,,,666.0,5.0,192.0,Chubb,0.0,0.0,133.2
Axminster,2089,,8.0,,,,1.0,,,,8.0,,,,Church,,,,0.0,,,,0.0,,,,8.0,,,,,,,,,
Axminster,2094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,14.0,9.0,Churchill,0.0,0.0,2.4285714285714284
Axminster,2114,,3.0,,,,1.0,,,,3.0,,,,Clapp,,,,0.0,,,,0.0,,,,3.0,,,274.0,31.0,97.0,Clapp,0.0,0.0,8.838709677419354
Axminster,2132,,,,1.0,,,,1.0,,,,1.0,,,,Clatworthy,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,2152,,,,7.0,,,,1.0,,,,7.0,,,,Cleveland,,,,0.0,,,,0.0,,,,7.0,,,,,,,
Axminster,2153,2.0,,,,1.0,,,,2.0,,,,Cleff,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Axminster,2156,5.0,15.0,,,1.0,1.0,,,5.0,15.0,,,Clegg,Clegge,,,0.0,0.0,,,0.0,0.0,,,5.0,15.0,,,,,,,,,
Axminster,2166,3.0,11.0,19.0,19.0,2.0,1.0,6.0,12.0,2.0,11.0,6.0,3.0,Clark,Clerke,Clarke,Clarke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,11.0,3.1666666666666665,1.5833333333333333,24240.0,75.0,1287.0,Clarke,0.0,0.0,323.2
Axminster,2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64531.0,228.0,1619.0,Flood,0.0,0.0,283.030701754386
Axminster,2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,1.0,54.0,Clench,0.0,0.0,54.0
Axminster,2208,,,,2.0,,,,1.0,,,,2.0,,,,Cord,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Axminster,2242,2.0,,1.0,,1.0,,1.0,,2.0,,1.0,,Code,,Code,,0.0,,0.0,,0.0,,0.0,,2.0,,1.0,,,,,,,,
Axminster,2274,,20.0,,,,2.0,,,,10.0,,,,Colbron,,,,0.0,,,,0.0,,,,10.0,,,,,,,,,
Axminster,2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,1.0,167.0,Culver,0.0,0.0,167.0
Axminster,2300,2.0,2.0,1.0,11.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,8.0,Colman,Collman,Coleman,Colman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.6666666666666665,189.0,3.0,129.0,Coleman,0.0,0.0,63.0
Axminster,2302,1.23,1.0,,8.0,1.0,1.0,,4.0,1.23,1.0,,3.0,Cole,Collyns,,Collins,0.0,0.0,,0.0,0.0,0.0,,0.0,1.23,1.0,,2.0,7805.0,34.0,682.0,Collins,0.0,0.0,229.55882352941177
Axminster,2303,24.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,10.0,1.0,4.0,1.0,Colyer,Colyer,Collyer,Collier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,1.0,1164.0,5.0,907.0,Collier,0.0,0.0,232.8
Axminster,2313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41613.0,142.0,1055.0,Culverwell,0.0,0.0,293.0492957746479
Axminster,2315,,,,3.0,,,,2.0,,,,2.0,,,,Colwell,,,,0.0,,,,0.0,,,,1.5,,,,,,,
Axminster,2339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,1.0,31.0,Connett,0.0,0.0,31.0
Axminster,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.0,1.0,216.0,Conybeare,0.0,0.0,216.0
Axminster,2353,17.0,15.0,5.0,13.0,7.0,1.0,2.0,9.0,4.0,15.0,3.0,3.0,Coke,Cook,Cooke,Cook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4285714285714284,15.0,2.5,1.4444444444444444,36594.0,107.0,5840.0,Cox,0.0,0.0,342.0
Axminster,2358,,,,1.0,,,,1.0,,,,1.0,,,,Cooper,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,2371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9371.0,16.0,1378.0,Coplestone,0.0,0.0,585.6875
Axminster,2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2123.0,17.0,457.0,Copp,0.0,0.0,124.88235294117646
Axminster,2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23642.0,58.0,1496.0,Cuff,0.0,0.0,407.62068965517244
Axminster,2507,3.0,,,,1.0,,,,3.0,,,,Cramer,,,,0.0,,,,0.0,,,,3.0,,,,,,,,,,
Axminster,2530,8.0,10.0,,,2.0,1.0,,,7.0,10.0,,,Crowe,Crowe,,,0.0,0.0,,,0.0,0.0,,,4.0,10.0,,,,,,,,,
Axminster,2605,7.0,24.0,1.0,2.0,2.0,4.0,1.0,2.0,6.0,7.0,1.0,1.0,Crosse,Crosse,Crosse,Cross,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,6.0,1.0,1.0,6190.0,15.0,1018.0,Cross,0.0,0.0,412.6666666666667
Axminster,2611,,,5.0,,,,3.0,,,,3.0,,,,Carswell,,,,0.0,,,,0.0,,,,1.6666666666666667,,,,,,,,
Axminster,2696,,,,3.0,,,,1.0,,,,3.0,,,,Correll,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Axminster,2702,,,1.0,,,,1.0,,,,1.0,,,,Court,,,,0.0,,,,0.0,,,,1.0,,,,,,,,
Axminster,2716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26665.0,44.0,1950.0,Cutler,0.0,0.0,606.0227272727273
Axminster,2729,,,,7.0,,,,2.0,,,,5.0,,,,Derby,,,,0.0,,,,0.0,,,,3.5,,,,,,,
Axminster,2766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.0,3.0,474.0,Dampier,0.0,0.0,225.66666666666666
Axminster,2781,,,,1.0,,,,1.0,,,,1.0,,,,Daniel,,,,0.0,,,,0.0,,,,1.0,12.0,2.0,9.0,Daniels,0.0,0.0,6.0
Axminster,2795,24.0,47.0,10.0,5.0,5.0,8.0,3.0,4.0,12.0,10.0,8.0,2.0,Dare,Dare,Dare,Dare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,5.875,3.3333333333333335,1.25,70562.0,72.0,10080.0,Dare,0.0,0.0,980.0277777777778
Axminster,2831,4.0,,6.0,7.0,3.0,,1.0,3.0,2.0,,6.0,3.0,Davy,,Davie,Davie,1.0,,1.0,1.0,0.0,,0.0,0.0,1.3333333333333333,,6.0,2.3333333333333335,95446.0,163.0,3107.0,Davey,1.0,0.0,585.5582822085889
Axminster,2834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,4.0,Davis,0.0,0.0,4.0
Axminster,2836,,,6.0,,,,2.0,,,,3.0,,,,Dawe,,,,0.0,,,,0.0,,,,3.0,,2550.0,8.0,728.0,Dawe,0.0,0.0,318.75
Axminster,2840,,,,4.0,,,,2.0,,,,3.0,,,,Dean,,,,0.0,,,,0.0,,,,2.0,104786.0,239.0,2432.0,Deane,0.0,0.0,438.43514644351467
Axminster,2899,,,,1.0,,,,1.0,,,,1.0,,,,Daymond,,,,0.0,,,,0.0,,,,1.0,3846.0,9.0,1065.0,Dymond,0.0,0.0,427.3333333333333
Axminster,2911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52365.0,81.0,2652.0,Denner,0.0,0.0,646.4814814814815
Axminster,2915,,,,2.0,,,,1.0,,,,2.0,,,,Dennis,,,,1.0,,,,0.0,,,,2.0,,,,,,,
Axminster,2981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21604.0,51.0,1025.0,Dymock,0.0,0.0,423.6078431372549
Axminster,2990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40859.0,116.0,1200.0,Denning,0.0,0.0,352.23275862068965
Axminster,3019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.0,9.0,196.0,Dodge,0.0,0.0,104.77777777777777
Axminster,3050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32150.0,66.0,3010.0,Dommett,0.0,0.0,487.1212121212121
Axminster,3053,11.5,1.0,,,3.0,1.0,,,8.0,1.0,,,Dun,Done,,,0.0,0.0,,,0.0,0.0,,,3.8333333333333335,1.0,,,69879.0,93.0,14329.0,Donne,0.0,0.0,751.3870967741935
Axminster,3063,,,,2.0,,,,1.0,,,,2.0,,,,Dolling,,,,0.0,,,,0.0,,,,2.0,2083.0,5.0,723.0,Dolling,0.0,0.0,416.6
Axminster,3098,,,,12.0,,,,1.0,,,,12.0,,,,Downing,,,,0.0,,,,0.0,,,,12.0,,,,,,,
Axminster,3100,3.0,1.0,,,1.0,1.0,,,3.0,1.0,,,Downe,Downe,,,0.0,0.0,,,0.0,0.0,,,3.0,1.0,,,321.0,6.0,142.0,Down,0.0,0.0,53.5
Axminster,3103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963.0,10.0,480.0,Downton,0.0,0.0,196.3
Axminster,3112,1.0,60.0,20.0,5.0,1.0,1.0,1.0,3.0,1.0,60.0,20.0,3.0,Drake,Drake,Drake,Drake,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,60.0,20.0,1.6666666666666667,70839.0,121.0,2361.0,Drake,1.0,0.0,585.4462809917355
Axminster,3126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6005.0,21.0,757.0,Drayton,0.0,0.0,285.95238095238096
Axminster,3129,1.0,,,,1.0,,,,1.0,,,,Drewe,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Axminster,3131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,1.0,19.0,Drower,0.0,0.0,19.0
Axminster,3141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24737.0,35.0,2440.0,Driver,0.0,0.0,706.7714285714286
