hundred,metaphone_id,tot_val_1524,tot_val_1543,tot_val_1581,tot_val_1674,count_1524,count_1543,count_1581,count_1674,max_val_1524,max_val_1543,max_val_1581,max_val_1674,surname_1524,surname_1543,surname_1581,surname_1674,metaphone_treatment_1524,metaphone_treatment_1543,metaphone_treatment_1581,metaphone_treatment_1674,metaphone_control_1524,metaphone_control_1543,metaphone_control_1581,metaphone_control_1674,avg_val_1524,avg_val_1543,avg_val_1581,avg_val_1674,tot_val_1840,count_1840,max_val_1840,surname_1840,metaphone_treatment_1840,metaphone_control_1840,avg_val_1840
Axminster,4,5.0,14.0,1.0,,2.0,4.0,1.0,,4.0,7.0,1.0,,Heuse,Husse,Hussey,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.5,3.5,1.0,,986.0,21.0,199.0,Hussey,0.0,0.0,46.95238095238095
Axminster,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,12.0,Gear,0.0,0.0,12.0
Axminster,17,,,5.0,,,,1.0,,,,5.0,,,,Garland,,,,0.0,,,,0.0,,,,5.0,,,,,,,,
Axminster,20,10.0,10.0,,,1.0,1.0,,,10.0,10.0,,,Kyng,Kyng,,,0.0,0.0,,,0.0,0.0,,,10.0,10.0,,,6109.0,22.0,938.0,King,0.0,0.0,277.6818181818182
Axminster,33,,4.0,,,,1.0,,,,4.0,,,,Jervys,,,,0.0,,,,0.0,,,,4.0,,,,,,,,,
Axminster,35,,,,3.0,,,,1.0,,,,3.0,,,,Ellycot,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Axminster,42,,,,2.0,,,,1.0,,,,2.0,,,,Nath,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Axminster,50,4.0,19.0,4.0,,2.0,2.0,1.0,,2.0,15.0,4.0,,Alwaye,Walle,Allwaie,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,9.5,4.0,,49745.0,93.0,1768.0,Wall,0.0,0.0,534.8924731182796
Axminster,68,4.0,,,,2.0,,,,3.0,,,,Loveryng,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Axminster,72,,,,2.0,,,,1.0,,,,2.0,,,,Bruddly,,,,0.0,,,,0.0,,,,2.0,12496.0,31.0,1031.0,Bradley,0.0,0.0,403.0967741935484
Axminster,81,,,,5.0,,,,1.0,,,,5.0,,,,Hopkinns,,,,0.0,,,,0.0,,,,5.0,,,,,,,
Axminster,91,2.0,,,,1.0,,,,2.0,,,,Wynge,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Axminster,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,2.0,47.0,Budle,0.0,0.0,24.0
Axminster,138,,,,2.0,,,,1.0,,,,2.0,,,,Muston,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Axminster,154,88.16666666666667,190.0,16.0,6.0,6.0,8.0,3.0,3.0,60.0,100.0,6.0,4.0,Menyfe,Meneff,Mynefie,Minnyfie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.694444444444445,23.75,5.333333333333333,2.0,494.0,11.0,370.0,Minifie,0.0,0.0,44.90909090909091
Axminster,164,3.0,2.0,,,1.0,1.0,,,3.0,2.0,,,Roket,Roket,,,0.0,0.0,,,0.0,0.0,,,3.0,2.0,,,939.0,20.0,278.0,Rockett,0.0,0.0,46.95
Axminster,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41613.0,142.0,1055.0,Culverwell,0.0,0.0,293.0492957746479
Axminster,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22600.0,26.0,5579.0,Harbin,0.0,0.0,869.2307692307693
Axminster,175,,,,1.0,,,,1.0,,,,1.0,,,,Wardrow,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.0,8.0,427.0,Cabell,0.0,0.0,116.0
Axminster,187,1.0,,,3.0,1.0,,,1.0,1.0,,,3.0,Crabb,,,Crabb,0.0,,,0.0,0.0,,,0.0,1.0,,,3.0,1805.0,5.0,919.0,Groube,0.0,0.0,361.0
Axminster,189,,,,3.0,,,,1.0,,,,3.0,,,,New,,,,0.0,,,,0.0,,,,3.0,29.0,1.0,29.0,New,0.0,0.0,29.0
Axminster,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21604.0,51.0,1025.0,Dymock,0.0,0.0,423.6078431372549
Axminster,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8501.0,32.0,1003.0,Tooze,0.0,0.0,265.65625
Axminster,223,14.666666666666668,23.0,19.0,20.0,5.0,3.0,6.0,13.0,6.666666666666667,11.0,6.0,3.0,Clerck,Clerck,Clarke,Clarke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9333333333333336,7.666666666666667,3.1666666666666665,1.5384615384615385,24240.0,75.0,1287.0,Clarke,0.0,0.0,323.2
Axminster,233,,2.0,,,,1.0,,,,2.0,,,,Irysshe,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,
Axminster,234,10.0,20.0,,7.0,1.0,1.0,,2.0,10.0,20.0,,5.0,Trypp,Trepe,,Derby,0.0,0.0,,0.0,0.0,0.0,,0.0,10.0,20.0,,3.5,52.0,3.0,48.0,Treby,0.0,0.0,17.333333333333332
Axminster,238,,,,1.0,,,,1.0,,,,1.0,,,,Hodder,,,,0.0,,,,0.0,,,,1.0,382.0,5.0,152.0,Hodder,0.0,0.0,76.4
Axminster,242,9.0,16.0,,1.0,2.0,3.0,,1.0,5.0,12.0,,1.0,Gopye,Guppe,,Kibby,0.0,0.0,,0.0,0.0,0.0,,0.0,4.5,5.333333333333333,,1.0,11392.0,68.0,524.0,Copp,0.0,0.0,167.52941176470588
Axminster,243,4.0,,,,1.0,,,,4.0,,,,Olde,,,,0.0,,,,1.0,,,,4.0,,,,2479.0,5.0,926.0,Elliot,0.0,1.0,495.8
Axminster,244,,,,2.0,,,,1.0,,,,2.0,,,,Plymbe,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Axminster,253,1.0,23.0,13.0,3.0,1.0,5.0,5.0,1.0,1.0,5.0,3.0,3.0,Spyller,Spyller,Spiller,Spiller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.6,2.6,3.0,72330.0,129.0,4800.0,Spiller,0.0,0.0,560.6976744186046
Axminster,255,,,,1.0,,,,1.0,,,,1.0,,,,Snoak,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,258,,108.0,,,,2.0,,,,54.0,,,,Gaynford,,,,0.0,,,,0.0,,,,54.0,,,,,,,,,
Axminster,260,13.333333333333332,1.0,,1.0,2.0,1.0,,1.0,10.0,1.0,,1.0,Sprete,Sprett,,Sprat,0.0,0.0,,0.0,0.0,0.0,,0.0,6.666666666666666,1.0,,1.0,,,,,,,
Axminster,271,10.0,13.0,,,1.0,1.0,,,10.0,13.0,,,Alford,Allford,,,0.0,0.0,,,1.0,1.0,,,10.0,13.0,,,5055.0,11.0,1282.0,Alford,0.0,1.0,459.54545454545456
Axminster,280,,,,12.0,,,,1.0,,,,12.0,,,,Downing,,,,0.0,,,,0.0,,,,12.0,40859.0,116.0,1200.0,Denning,0.0,0.0,352.23275862068965
Axminster,291,2.0,,,,1.0,,,,2.0,,,,Pownyngs,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Axminster,308,17.0,17.0,3.0,3.0,2.0,3.0,1.0,3.0,16.0,15.0,3.0,1.0,Stampe,Stampe,Stampe,Stamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,5.666666666666667,3.0,1.0,2124.0,35.0,736.0,Stamp,0.0,0.0,60.68571428571428
Axminster,316,,,,1.0,,,,1.0,,,,1.0,,,,Hodkinns,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,2.0,38.0,Murley,0.0,0.0,36.0
Axminster,324,,1.0,,,,1.0,,,,1.0,,,,Spyryng,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Axminster,329,7.0,24.0,1.0,4.0,2.0,4.0,1.0,3.0,6.0,7.0,1.0,2.0,Crosse,Crosse,Crosse,Cross,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,6.0,1.0,1.3333333333333333,6190.0,15.0,1018.0,Cross,0.0,0.0,412.6666666666667
Axminster,333,,1.0,,3.0,,1.0,,2.0,,1.0,,2.0,,Wakley,,Wakely,,0.0,,0.0,,0.0,,0.0,,1.0,,1.5,58246.0,124.0,1756.0,Wakely,0.0,0.0,469.7258064516129
Axminster,335,2.0,,,1.0,2.0,,,1.0,1.0,,,1.0,Yorcke,,,Yorke,0.0,,,0.0,0.0,,,0.0,1.0,,,1.0,,,,,,,
Axminster,342,2.0,3.0,10.0,19.0,1.0,1.0,2.0,9.0,2.0,3.0,6.0,6.0,Clappe,Clapp,Clappe,Clap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2.111111111111111,280.0,32.0,97.0,Clapp,0.0,0.0,8.75
Axminster,346,,,6.0,,,,2.0,,,,3.0,,,,Morecombe,,,,0.0,,,,0.0,,,,3.0,,,,,,,,
Axminster,348,1.0,,,2.0,1.0,,,2.0,1.0,,,1.0,Taylour,,,Taylor,0.0,,,0.0,0.0,,,0.0,1.0,,,1.0,,,,,,,
Axminster,350,,,,2.0,,,,1.0,,,,2.0,,,,Pigeon,,,,0.0,,,,0.0,,,,2.0,548.0,7.0,434.0,Pidgeon,0.0,0.0,78.28571428571429
Axminster,359,,4.0,,,,1.0,,,,4.0,,,,Lomber,,,,0.0,,,,0.0,,,,4.0,,,,,,,,,
Axminster,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.0,11.0,168.0,Tutcher,0.0,0.0,62.45454545454545
Axminster,384,,4.0,,,,2.0,,,,3.0,,,,Sheparde,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,
Axminster,393,,20.0,,11.0,,1.0,,5.0,,20.0,,5.0,,Rede,,Reed,,0.0,,0.0,,0.0,,0.0,,20.0,,2.2,6737.0,35.0,1086.0,Reed,0.0,0.0,192.4857142857143
Axminster,398,17.0,4.0,3.0,,4.0,1.0,1.0,,8.0,4.0,3.0,,Gamys,Games,Coomes,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.25,4.0,3.0,,,,,,,,
Axminster,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,7.0,Franks,0.0,0.0,7.0
Axminster,435,3.0,,,,1.0,,,,3.0,,,,Squyre,,,,0.0,,,,0.0,,,,3.0,,,,,,,,,,
Axminster,436,59.0,51.0,6.0,5.0,7.0,3.0,1.0,3.0,20.0,30.0,6.0,3.0,Pynney,Pyn,Pyne,Paine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.428571428571429,17.0,6.0,1.6666666666666667,117727.0,241.0,3522.0,Pinney,0.0,0.0,488.49377593361
Axminster,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0,7.0,93.0,Mansfield,0.0,0.0,48.857142857142854
Axminster,448,,,,2.0,,,,1.0,,,,2.0,,,,Phebe,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Axminster,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0,3.0,133.0,Henbey,0.0,0.0,89.0
Axminster,475,61.230000000000004,25.0,1.0,5.0,11.0,7.0,1.0,4.0,20.0,10.0,1.0,2.0,Gyll,Gyl,Cowley,Gill,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.566363636363636,3.5714285714285716,1.0,1.25,1164.0,5.0,907.0,Collier,1.0,0.0,232.8
Axminster,508,,9.0,,,,1.0,,,,9.0,,,,Trobarfylde,,,,0.0,,,,0.0,,,,9.0,,,,,,,,,
Axminster,513,5.0,,,,1.0,,,,5.0,,,,Larck,,,,0.0,,,,0.0,,,,5.0,,,,,,,,,,
Axminster,516,17.333333333333332,13.0,11.0,11.0,9.0,3.0,3.0,2.0,3.333333333333333,6.0,5.0,10.0,Keat,Cate,Code,Kite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9259259259259258,4.333333333333333,3.6666666666666665,5.5,6749.0,27.0,1223.0,Kite,0.0,0.0,249.96296296296296
Axminster,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.0,9.0,113.0,Shobrooke,0.0,0.0,75.22222222222223
Axminster,540,,,,2.0,,,,1.0,,,,2.0,,,,Southwood,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Axminster,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20601.0,37.0,1242.0,Tapp,0.0,0.0,556.7837837837837
Axminster,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6622.0,21.0,845.0,Valentine,0.0,0.0,315.3333333333333
Axminster,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5467.0,15.0,970.0,Hardyman,0.0,0.0,364.46666666666664
Axminster,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,2.0,125.0,Hardwick,0.0,0.0,88.0
Axminster,576,1.0,5.0,,,1.0,2.0,,,1.0,3.0,,,Boucher,Bocher,,,0.0,0.0,,,0.0,0.0,,,1.0,2.5,,,20.0,1.0,20.0,Butcher,0.0,0.0,20.0
Axminster,601,,,,3.0,,,,1.0,,,,3.0,,,,Chaple,,,,0.0,,,,0.0,,,,3.0,6794.0,14.0,1632.0,Chappell,0.0,0.0,485.2857142857143
Axminster,616,,,,3.0,,,,2.0,,,,2.0,,,,Lyppincot,,,,0.0,,,,0.0,,,,1.5,,,,,,,
Axminster,653,,15.0,,17.0,,2.0,,3.0,,12.0,,7.0,,Northcote,,Northcot,,1.0,,1.0,,0.0,,0.0,,7.5,,5.666666666666667,,,,,,,
Axminster,656,13.333333333333334,2.0,,,1.0,1.0,,,13.333333333333334,2.0,,,Trykhyll,Trekell,,,0.0,0.0,,,1.0,1.0,,,13.333333333333334,2.0,,,,,,,,,
Axminster,661,2.0,2.0,13.0,6.0,1.0,1.0,4.0,3.0,2.0,2.0,6.0,3.0,Harvy,Harve,Harvie,Harvy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.25,2.0,26537.0,85.0,1375.0,Harvey,0.0,0.0,312.2
Axminster,664,,3.0,,1.0,,1.0,,1.0,,3.0,,1.0,,Neuman,,Noman,,0.0,,0.0,,0.0,,0.0,,3.0,,1.0,,,,,,,
Axminster,670,16.666666666666668,1.0,,,5.0,1.0,,,10.0,1.0,,,Whytmore,Whytmore,,,0.0,0.0,,,0.0,0.0,,,3.3333333333333335,1.0,,,,,,,,,
Axminster,689,2.0,2.0,,,2.0,2.0,,,1.0,1.0,,,Glever,Glover,,,0.0,0.0,,,0.0,0.0,,,1.0,1.0,,,167.0,1.0,167.0,Culver,0.0,0.0,167.0
Axminster,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9253.0,32.0,869.0,Locock,0.0,0.0,289.15625
Axminster,701,2.0,4.0,,,1.0,1.0,,,2.0,4.0,,,Cleff,Cleffe,,,0.0,0.0,,,0.0,0.0,,,2.0,4.0,,,,,,,,,
Axminster,716,,,4.0,3.0,,,1.0,3.0,,,4.0,1.0,,,Ley,Lee,,,0.0,0.0,,,0.0,0.0,,,4.0,1.0,4478.0,54.0,1032.0,Lowe,0.0,0.0,82.92592592592592
Axminster,729,,,11.0,6.0,,,3.0,4.0,,,5.0,2.0,,,Robins,Robbins,,,0.0,0.0,,,0.0,0.0,,,3.6666666666666665,1.5,15.0,2.0,13.0,Robins,0.0,0.0,7.5
Axminster,744,2.0,14.0,5.0,,2.0,2.0,2.0,,1.0,10.0,3.0,,Blakemore,Blackemore,Blackemore,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,7.0,2.5,,86951.0,159.0,17128.0,Blackmore,0.0,0.0,546.8616352201258
Axminster,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,2.0,49.0,Simmons,0.0,0.0,26.0
Axminster,749,,,3.0,2.0,,,1.0,2.0,,,3.0,1.0,,,North,North,,,0.0,0.0,,,0.0,0.0,,,3.0,1.0,9762.0,35.0,707.0,North,0.0,0.0,278.9142857142857
Axminster,751,28.5,20.0,18.0,3.0,4.0,1.0,2.0,1.0,10.5,20.0,10.0,3.0,Frenche,Frenche,Frenche,French,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.125,20.0,9.0,3.0,11792.0,35.0,1600.0,French,0.0,0.0,336.9142857142857
Axminster,752,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,Haine,Haine,,,0.0,0.0,,,0.0,0.0,,,1.0,1.0,,,,,,,,
Axminster,772,,,,1.0,,,,1.0,,,,1.0,,,,Helford,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,778,4.0,,,,1.0,,,,4.0,,,,Selake,,,,0.0,,,,0.0,,,,4.0,,,,,,,,,,
Axminster,784,1.0,,,,1.0,,,,1.0,,,,Tomson,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Axminster,796,,,,7.0,,,,3.0,,,,3.0,,,,Carpenter,,,,0.0,,,,0.0,,,,2.3333333333333335,10.0,1.0,10.0,Carpenter,0.0,0.0,10.0
Axminster,812,,,,8.0,,,,4.0,,,,3.0,,,,Skinner,,,,0.0,,,,0.0,,,,2.0,15.0,2.0,8.0,Skinner,0.0,0.0,7.5
Axminster,814,,52.0,,,,2.0,,,,50.0,,,,Lawden,,,,0.0,,,,0.0,,,,26.0,,,68.0,2.0,60.0,Litton,0.0,0.0,34.0
Axminster,818,,3.0,,2.0,,1.0,,1.0,,3.0,,2.0,,Phyppyn,,Pheban,,0.0,,0.0,,0.0,,0.0,,3.0,,2.0,30.0,1.0,30.0,Phippen,0.0,0.0,30.0
Axminster,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60490.0,128.0,2792.0,Frampton,0.0,0.0,472.578125
Axminster,823,,,2.0,,,,1.0,,,,2.0,,,,Kirford,,,,0.0,,,,0.0,,,,2.0,,,,,,,,
Axminster,852,,,,1.0,,,,1.0,,,,1.0,,,,Pullford,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,856,,13.0,,,,1.0,,,,13.0,,,,Everell,,,,0.0,,,,0.0,,,,13.0,,,,,,,,,
Axminster,858,,,5.0,,,,3.0,,,,3.0,,,,Carswell,,,,0.0,,,,0.0,,,,1.6666666666666667,,,,,,,,
Axminster,867,,4.0,,,,2.0,,,,2.0,,,,Hancoke,,,,0.0,,,,0.0,,,,2.0,,,51.0,1.0,51.0,Hancock,0.0,0.0,51.0
Axminster,874,6.666666666666667,5.0,,,1.0,1.0,,,6.666666666666667,5.0,,,Sym,Syme,,,0.0,0.0,,,0.0,0.0,,,6.666666666666667,5.0,,,,,,,,,
Axminster,879,,,,2.0,,,,2.0,,,,1.0,,,,Meddick,,,,0.0,,,,0.0,,,,1.0,137.0,1.0,137.0,Mattock,0.0,0.0,137.0
Axminster,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,2.0,12.0,Pippen,0.0,0.0,10.5
Axminster,891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.0,4.0,227.0,Sumption,0.0,0.0,118.5
Axminster,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3028.0,14.0,1188.0,Biddlecombe,0.0,0.0,216.28571428571428
Axminster,893,,,,3.0,,,,1.0,,,,3.0,,,,Hurly,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Axminster,940,,,,1.0,,,,1.0,,,,1.0,,,,Radman,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Axminster,969,,20.0,,,,2.0,,,,10.0,,,,Edward,,,,0.0,,,,0.0,,,,10.0,,,6133.0,17.0,1281.0,Woodward,0.0,0.0,360.7647058823529
Axminster,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1703.0,3.0,1664.0,Coombs,0.0,0.0,567.6666666666666
Axminster,973,8.0,10.0,4.0,7.0,2.0,1.0,1.0,4.0,7.0,10.0,4.0,3.0,Crowe,Crowe,Carowe,Gray,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,10.0,4.0,1.75,,,,,,,
Axminster,987,,13.0,,,,3.0,,,,8.0,,,,Memberye,,,,0.0,,,,0.0,,,,4.333333333333333,,,,,,,,,
Axminster,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.0,2.0,180.0,Middleton,0.0,0.0,106.5
Axminster,993,,,,3.0,,,,1.0,,,,3.0,,,,Seale,,,,0.0,,,,0.0,,,,3.0,8065.0,18.0,1161.0,Zeally,0.0,0.0,448.05555555555554
Axminster,1019,8.0,,6.0,2.0,2.0,,2.0,1.0,4.0,,3.0,2.0,Parker,,Parker,Parker,1.0,,1.0,1.0,0.0,,0.0,0.0,4.0,,3.0,2.0,6602.0,18.0,1224.0,Barker,1.0,0.0,366.77777777777777
Axminster,1022,7.0,,,,1.0,,,,7.0,,,,Elyngham,,,,0.0,,,,0.0,,,,7.0,,,,,,,,,,
Axminster,1038,4.0,,,2.0,2.0,,,2.0,2.0,,,1.0,Benet,,,Bennet,0.0,,,0.0,0.0,,,0.0,2.0,,,1.0,67016.0,181.0,2457.0,Bond,0.0,0.0,370.25414364640886
Axminster,1048,,,,1.0,,,,1.0,,,,1.0,,,,Lauemy,,,,0.0,,,,1.0,,,,1.0,,,,,,,
Axminster,1068,,,6.0,,,,2.0,,,,3.0,,,,Dawe,,,,0.0,,,,0.0,,,,3.0,,2550.0,8.0,728.0,Dawe,0.0,0.0,318.75
Axminster,1085,14.0,39.0,7.0,12.0,6.0,4.0,5.0,5.0,4.0,22.0,3.0,6.0,Browne,Browne,Browne,Browne,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.3333333333333335,9.75,1.4,2.4,21882.0,81.0,1104.0,Brown,0.0,1.0,270.14814814814815
Axminster,1088,,,,3.0,,,,2.0,,,,2.0,,,,Bowleax,,,,0.0,,,,0.0,,,,1.5,,,,,,,
Axminster,1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6626.0,23.0,1002.0,Hinge,0.0,0.0,288.0869565217391
Axminster,1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28740.0,49.0,1680.0,Chichester,0.0,0.0,586.530612244898
Axminster,1118,7.333333333333333,,,,4.0,,,,3.333333333333333,,,,Symon,,,,0.0,,,,1.0,,,,1.8333333333333333,,,,970.0,8.0,360.0,Symon,0.0,1.0,121.25
Axminster,1123,,,,1.0,,,,1.0,,,,1.0,,,,Cooper,,,,0.0,,,,0.0,,,,1.0,9.0,1.0,9.0,Gapper,0.0,0.0,9.0
Axminster,1134,,,,3.0,,,,1.0,,,,3.0,,,,Ammery,,,,0.0,,,,0.0,,,,3.0,194.0,3.0,120.0,Amor,0.0,0.0,64.66666666666667
Axminster,1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26986.0,73.0,923.0,Eveleigh,0.0,0.0,369.67123287671234
Axminster,1155,,1.0,,,,1.0,,,,1.0,,,,Alderton,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Axminster,1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,Rigby,0.0,0.0,2.0
Axminster,1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8615.0,38.0,1007.0,Hayman,0.0,0.0,226.71052631578948
Axminster,1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,2.0,25.0,Brackney,0.0,0.0,24.5
Axminster,1217,9.0,23.0,,,3.0,3.0,,,5.0,10.0,,,Graynfyld,Grenfyld,,,0.0,0.0,,,0.0,0.0,,,3.0,7.666666666666667,,,,,,,,,
Axminster,1219,,20.0,,1.0,,1.0,,1.0,,20.0,,1.0,,Bendyng,,Pending,,0.0,,0.0,,0.0,,0.0,,20.0,,1.0,,,,,,,
Axminster,1221,,,,7.0,,,,1.0,,,,7.0,,,,Cleveland,,,,0.0,,,,0.0,,,,7.0,,,,,,,
Axminster,1240,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,Stone,Stone,Stone,Stone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,1.0,,,,,,,
Axminster,1245,1.0,15.0,7.0,2.0,1.0,4.0,1.0,2.0,1.0,5.0,7.0,1.0,Broke,Bragge,Parrecke,Bragg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.75,7.0,1.0,309416.0,424.0,6644.0,Bragge,0.0,0.0,729.7547169811321
Axminster,1255,48.0,,,2.0,3.0,,,1.0,23.5,,,2.0,Dyllyng,,,Dolling,0.0,,,0.0,0.0,,,0.0,16.0,,,2.0,2083.0,5.0,723.0,Dolling,0.0,0.0,416.6
Axminster,1282,4.0,14.0,,,2.0,2.0,,,2.0,13.0,,,Voysy,Facye,,,0.0,0.0,,,0.0,0.0,,,2.0,7.0,,,,,,,,,
Axminster,1304,1.0,,4.0,5.0,1.0,,1.0,3.0,1.0,,4.0,2.0,Bartlett,,Bartlet,Bartlet,0.0,,0.0,0.0,1.0,,1.0,1.0,1.0,,4.0,1.6666666666666667,210484.0,255.0,6268.0,Bartlett,0.0,1.0,825.4274509803921
Axminster,1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26290.0,39.0,1720.0,Hood,0.0,0.0,674.1025641025641
Axminster,1322,,,,2.0,,,,1.0,,,,2.0,,,,Billet,,,,1.0,,,,0.0,,,,2.0,,,,,,,
Axminster,1330,3.0,3.0,,19.0,1.0,2.0,,5.0,3.0,2.0,,7.0,Prynce,Prynce,,Barnes,0.0,0.0,,0.0,0.0,0.0,,0.0,3.0,1.5,,3.8,88597.0,155.0,3440.0,Prince,0.0,0.0,571.5935483870968
Axminster,1343,,1.0,,,,1.0,,,,1.0,,,,Boulwoorde,,,,1.0,,,,0.0,,,,1.0,,,,,,,,,
Axminster,1357,7.0,,,,1.0,,,,7.0,,,,Panter,,,,0.0,,,,0.0,,,,7.0,,,,,,,,,,
Axminster,1372,,,6.0,,,,1.0,,,,6.0,,,,Earle,,,,1.0,,,,0.0,,,,6.0,,,,,,,,
Axminster,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17366.0,45.0,1113.0,Simcoe,0.0,0.0,385.9111111111111
Axminster,1381,,2.0,,,,1.0,,,,2.0,,,,Tranell,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,
Axminster,1383,2.0,,,,1.0,,,,2.0,,,,Specot,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Axminster,1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,4.0,65.0,Marshall,0.0,0.0,29.5
Axminster,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2313.0,9.0,744.0,Farrant,0.0,0.0,257.0
Axminster,1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.0,2.0,309.0,Ewens,0.0,0.0,183.0
Axminster,1423,2.0,,,3.0,1.0,,,2.0,2.0,,,2.0,Wyllyams,,,Williams,0.0,,,0.0,0.0,,,0.0,2.0,,,1.5,15999.0,45.0,1155.0,Williams,0.0,0.0,355.53333333333336
Axminster,1433,4.0,,,,1.0,,,,4.0,,,,Rossell,,,,0.0,,,,0.0,,,,4.0,,,,5411.0,12.0,1874.0,Russell,0.0,0.0,450.9166666666667
Axminster,1441,,,6.0,6.0,,,1.0,3.0,,,6.0,4.0,,,Tilley,Tilly,,,0.0,0.0,,,0.0,0.0,,,6.0,2.0,,,,,,,
Axminster,1442,,,,1.0,,,,1.0,,,,1.0,,,,Land,,,,0.0,,,,0.0,,,,1.0,,,,,,,
