"FlagID","PersonID","Flags"
17535,92503,"single"
17536,92501,"single"
17537,92499,"single"
17538,92497,"single"
17539,92495,"single"
17540,92494,"single"
17541,92521,"single"
17542,92567,"single"
17543,92587,"single"
17544,92586,"single"
17545,92585,"single"
17546,92583,"single"
17547,92582,"single"
17548,92580,"single"
17549,92576,"single"
17550,92575,"single"
17551,92573,"single"
17552,92572,"single"
17553,92571,"single"
17554,92538,"single"
17555,92568,"single"
17556,93173,"single"
17557,92563,"single"
17558,92562,"single"
17559,92561,"single"
17560,92560,"single"
17561,92559,"single"
17562,92557,"single"
17563,92554,"single"
17564,92552,"single"
17565,92551,"single"
17566,92549,"single"
17567,92547,"single"
17568,92546,"single"
17569,92569,"single"
17570,93778,"single"
17571,93755,"single"
17572,93799,"single"
17573,93796,"single"
17574,93793,"single"
17575,93790,"single"
17576,93788,"single"
17577,93787,"single"
17578,93785,"single"
17579,93783,"single"
17580,93782,"single"
17581,93781,"single"
17582,93801,"single"
17583,93779,"single"
17584,93802,"single"
17585,93776,"single"
17586,93774,"single"
17587,93772,"single"
17588,93771,"single"
17589,93770,"single"
17590,93769,"single"
17591,93766,"single"
17592,93765,"single"
17593,93764,"single"
17594,93758,"single"
17595,93757,"single"
17596,93865,"single"
17597,93780,"single"
17598,93828,"single"
17599,93171,"single"
17600,93858,"single"
17601,93854,"single"
17602,93852,"single"
17603,93851,"single"
17604,93849,"single"
17605,93848,"single"
17606,93847,"single"
17607,93846,"single"
17608,93844,"single"
17609,93842,"single"
17610,93800,"single"
17611,93837,"single"
17612,93754,"single"
17613,93823,"single"
17614,93821,"single"
17615,93820,"single"
17616,93819,"single"
17617,93818,"single"
17618,93817,"single"
17619,93815,"single"
17620,93814,"single"
17621,93811,"single"
17622,93810,"single"
17623,93808,"single"
17624,93804,"single"
17625,93838,"single"
17626,93668,"single"
17627,93756,"single"
17628,93688,"single"
17629,93687,"single"
17630,93685,"single"
17631,93684,"single"
17632,93682,"single"
17633,93681,"single"
17634,93678,"single"
17635,93677,"single"
17636,93676,"single"
17637,93673,"single"
17638,93690,"single"
17639,93669,"single"
17640,93693,"single"
17641,93664,"single"
17642,93662,"single"
17643,93661,"single"
17644,93660,"single"
17645,93658,"single"
17646,93655,"single"
17647,93651,"single"
17648,93650,"single"
17649,93649,"single"
17650,93648,"single"
17651,93643,"single"
17652,93642,"single"
17653,93670,"single"
17654,93727,"single"
17655,93753,"single"
17656,93752,"single"
17657,93750,"single"
17658,93749,"single"
17659,93746,"single"
17660,93744,"single"
17661,93742,"single"
17662,93739,"single"
17663,93736,"single"
17664,93732,"single"
17665,93731,"single"
17666,93689,"single"
17667,93728,"single"
17668,93867,"single"
17669,93725,"single"
17670,93724,"single"
17671,93718,"single"
17672,93717,"single"
17673,93716,"single"
17674,93712,"single"
17675,93709,"single"
17676,93707,"single"
17677,93706,"single"
17678,93697,"single"
17679,93695,"single"
17680,93694,"single"
17681,93730,"single"
17682,93999,"single"
17683,93974,"single"
17684,94019,"single"
17685,94018,"single"
17686,94017,"single"
17687,94013,"single"
17688,94011,"single"
17689,94010,"single"
17690,94009,"single"
17691,94007,"single"
17692,94006,"single"
17693,94005,"single"
17694,94021,"single"
17695,94002,"single"
17696,94022,"single"
17697,93997,"single"
17698,93996,"single"
17699,93993,"single"
17700,93992,"single"
17701,93989,"single"
17702,93988,"single"
17703,93986,"single"
17704,93983,"single"
17705,93980,"single"
17706,93979,"single"
17707,93977,"single"
17708,93864,"single"
17709,94003,"single"
17710,94046,"single"
17711,89248,"single"
17712,94068,"single"
17713,94067,"single"
17714,94061,"single"
17715,94059,"single"
17716,94058,"single"
17717,94057,"single"
17718,94056,"single"
17719,94055,"single"
17720,94054,"single"
17721,94052,"single"
17722,94020,"single"
17723,94049,"single"
17724,93973,"single"
17725,94045,"single"
17726,94044,"single"
17727,94043,"single"
17728,94038,"single"
17729,94036,"single"
17730,94035,"single"
17731,94033,"single"
17732,94031,"single"
17733,94030,"single"
17734,94026,"single"
17735,94024,"single"
17736,94023,"single"
17737,94050,"single"
17738,93894,"single"
17739,93975,"single"
17740,93912,"single"
17741,93909,"single"
17742,93908,"single"
17743,93906,"single"
17744,93905,"single"
17745,93902,"single"
17746,93901,"single"
17747,93900,"single"
17748,93899,"single"
17749,93898,"single"
17750,93915,"single"
17751,93895,"single"
17752,93918,"single"
17753,93893,"single"
17754,93892,"single"
17755,93891,"single"
17756,93890,"single"
17757,93888,"single"
17758,93887,"single"
17759,93885,"single"
17760,93879,"single"
17761,93874,"single"
17762,93871,"single"
17763,93869,"single"
17764,93868,"single"
17765,93896,"single"
17766,93942,"single"
17767,93972,"single"
17768,93968,"single"
17769,93966,"single"
17770,93965,"single"
17771,93964,"single"
17772,93961,"single"
17773,93960,"single"
17774,93956,"single"
17775,93951,"single"
17776,93950,"single"
17777,93946,"single"
17778,93913,"single"
17779,93944,"single"
17780,93637,"single"
17781,93941,"single"
17782,93938,"single"
17783,93935,"single"
17784,93934,"single"
17785,93933,"single"
17786,93932,"single"
17787,93931,"single"
17788,93930,"single"
17789,93926,"single"
17790,93924,"single"
17791,93923,"single"
17792,93922,"single"
17793,93945,"single"
17794,93305,"single"
17795,93285,"single"
17796,93326,"single"
17797,93324,"single"
17798,93319,"single"
17799,93318,"single"
17800,93315,"single"
17801,93312,"single"
17802,93311,"single"
17803,93310,"single"
17804,93309,"single"
17805,93308,"single"
17806,93329,"single"
17807,93306,"single"
17808,93330,"single"
17809,93304,"single"
17810,93303,"single"
17811,93301,"single"
17812,93299,"single"
17813,93298,"single"
17814,93296,"single"
17815,93295,"single"
17816,93294,"single"
17817,93293,"single"
17818,93289,"single"
17819,93288,"single"
17820,93641,"single"
17821,93307,"single"
17822,93376,"single"
17823,93429,"single"
17824,93426,"single"
17825,93424,"single"
17826,93423,"single"
17827,93420,"single"
17828,93415,"single"
17829,93407,"single"
17830,93405,"single"
17831,93403,"single"
17832,93402,"single"
17833,93399,"single"
17834,93328,"single"
17835,93382,"single"
17836,93284,"single"
17837,93373,"single"
17838,93366,"single"
17839,93363,"single"
17840,93360,"single"
17841,93358,"single"
17842,93350,"single"
17843,93348,"single"
17844,93343,"single"
17845,93342,"single"
17846,93341,"single"
17847,93334,"single"
17848,93333,"single"
17849,93390,"single"
17850,93196,"single"
17851,93287,"single"
17852,93221,"single"
17853,93220,"single"
17854,93218,"single"
17855,93217,"single"
17856,93213,"single"
17857,93212,"single"
17858,93210,"single"
17859,93206,"single"
17860,93204,"single"
17861,93202,"single"
17862,93228,"single"
17863,93197,"single"
17864,93235,"single"
17865,93193,"single"
17866,93191,"single"
17867,93190,"single"
17868,93189,"single"
17869,93186,"single"
17870,93185,"single"
17871,93182,"single"
17872,93181,"single"
17873,93177,"single"
17874,93176,"single"
17875,93174,"single"
17876,92274,"single"
17877,93198,"single"
17878,93262,"single"
17879,93283,"single"
17880,93281,"single"
17881,93280,"single"
17882,93279,"single"
17883,93277,"single"
17884,93276,"single"
17885,93274,"single"
17886,93273,"single"
17887,93271,"single"
17888,93269,"single"
17889,93266,"single"
17890,93225,"single"
17891,93263,"single"
17892,93432,"single"
17893,93260,"single"
17894,93259,"single"
17895,93258,"single"
17896,93256,"single"
17897,93252,"single"
17898,93250,"single"
17899,93249,"single"
17900,93247,"single"
17901,93244,"single"
17902,93243,"single"
17903,93242,"single"
17904,93236,"single"
17905,93264,"single"
17906,93554,"single"
17907,93430,"single"
17908,93577,"single"
17909,93573,"single"
17910,93572,"single"
17911,93571,"single"
17912,93567,"single"
17913,93565,"single"
17914,93564,"single"
17915,93562,"single"
17916,93561,"single"
17917,93560,"single"
17918,93579,"single"
17919,93556,"single"
17920,93580,"single"
17921,93553,"single"
17922,93552,"single"
17923,93551,"single"
17924,93550,"single"
17925,93547,"single"
17926,93545,"single"
17927,93544,"single"
17928,93541,"single"
17929,93540,"single"
17930,93539,"single"
17931,93538,"single"
17932,93537,"single"
17933,93557,"single"
17934,93612,"single"
17935,93172,"single"
17936,93634,"single"
17937,93632,"single"
17938,93630,"single"
17939,93629,"single"
17940,93628,"single"
17941,93626,"single"
17942,93622,"single"
17943,93621,"single"
17944,93620,"single"
17945,93619,"single"
17946,93578,"single"
17947,93616,"single"
17948,93526,"single"
17949,93607,"single"
17950,93606,"single"
17951,93605,"single"
17952,93604,"single"
17953,93601,"single"
17954,93599,"single"
17955,93598,"single"
17956,93594,"single"
17957,93591,"single"
17958,93589,"single"
17959,93588,"single"
17960,93585,"single"
17961,93617,"single"
17962,93466,"single"
17963,93491,"single"
17964,93489,"single"
17965,93488,"single"
17966,93487,"single"
17967,93486,"single"
17968,93484,"single"
17969,93483,"single"
17970,93482,"single"
17971,93480,"single"
17972,93474,"single"
17973,93470,"single"
17974,93532,"single"
17975,93467,"single"
17976,93494,"single"
17977,93464,"single"
17978,93462,"single"
17979,93458,"single"
17980,93456,"single"
17981,93455,"single"
17982,93451,"single"
17983,93449,"single"
17984,93448,"single"
17985,93444,"single"
17986,93441,"single"
17987,93439,"single"
17988,93640,"single"
17989,93469,"single"
17990,93508,"single"
17991,93431,"single"
17992,93525,"single"
17993,93524,"single"
17994,93523,"single"
17995,93522,"single"
17996,93518,"single"
17997,93517,"single"
17998,93515,"single"
17999,93514,"single"
18000,93513,"single"
18001,93512,"single"
18002,93511,"single"
18003,93492,"single"
18004,93509,"single"
18005,93493,"single"
18006,93507,"single"
18007,93506,"single"
18008,93505,"single"
18009,93503,"single"
18010,93502,"single"
18011,93501,"single"
18012,93500,"single"
18013,93499,"single"
18014,93498,"single"
18015,93496,"single"
18016,93495,"single"
18017,93528,"single"
18018,93510,"single"
18019,89788,"single"
18020,89767,"single"
18021,89812,"single"
18022,89809,"single"
18023,89806,"single"
18024,89804,"single"
18025,89803,"single"
18026,89802,"single"
18027,89801,"single"
18028,89799,"single"
18029,89798,"single"
18030,89792,"single"
18031,89815,"single"
18032,89789,"single"
18033,89817,"single"
18034,89785,"single"
18035,89784,"single"
18036,89781,"single"
18037,89780,"single"
18038,89779,"single"
18039,89778,"single"
18040,89776,"single"
18041,89774,"single"
18042,89773,"single"
18043,89772,"single"
18044,89771,"single"
18045,89877,"single"
18046,89790,"single"
18047,89850,"single"
18048,89678,"single"
18049,89872,"single"
18050,89867,"single"
18051,89865,"single"
18052,89864,"single"
18053,89863,"single"
18054,89861,"single"
18055,89858,"single"
18056,89857,"single"
18057,89855,"single"
18058,89854,"single"
18059,89814,"single"
18060,89851,"single"
18061,89766,"single"
18062,89849,"single"
18063,89846,"single"
18064,89843,"single"
18065,89840,"single"
18066,89837,"single"
18067,89831,"single"
18068,89830,"single"
18069,89827,"single"
18070,89825,"single"
18071,89822,"single"
18072,89819,"single"
18073,89818,"single"
18074,89852,"single"
18075,89699,"single"
18076,89769,"single"
18077,89715,"single"
18078,89713,"single"
18079,89711,"single"
18080,89710,"single"
18081,89709,"single"
18082,89707,"single"
18083,89706,"single"
18084,89705,"single"
18085,89704,"single"
18086,89703,"single"
18087,89719,"single"
18088,89701,"single"
18089,89720,"single"
18090,89698,"single"
18091,89697,"single"
18092,89696,"single"
18093,89695,"single"
18094,89693,"single"
18095,89691,"single"
18096,89690,"single"
18097,89689,"single"
18098,89688,"single"
18099,89687,"single"
18100,89685,"single"
18101,92276,"single"
18102,89702,"single"
18103,89744,"single"
18104,89765,"single"
18105,89764,"single"
18106,89763,"single"
18107,89761,"single"
18108,89758,"single"
18109,89757,"single"
18110,89755,"single"
18111,89754,"single"
18112,89753,"single"
18113,89752,"single"
18114,89749,"single"
18115,89716,"single"
18116,89746,"single"
18117,89882,"single"
18118,89743,"single"
18119,89742,"single"
18120,89741,"single"
18121,89739,"single"
18122,89738,"single"
18123,89736,"single"
18124,89734,"single"
18125,89732,"single"
18126,89731,"single"
18127,89730,"single"
18128,89728,"single"
18129,89724,"single"
18130,89748,"single"
18131,90001,"single"
18132,89978,"single"
18133,90024,"single"
18134,90022,"single"
18135,90021,"single"
18136,90017,"single"
18137,90016,"single"
18138,90015,"single"
18139,90014,"single"
18140,90013,"single"
18141,90011,"single"
18142,90009,"single"
18143,90026,"single"
18144,90003,"single"
18145,90027,"single"
18146,89998,"single"
18147,89997,"single"
18148,89995,"single"
18149,89994,"single"
18150,89993,"single"
18151,89991,"single"
18152,89989,"single"
18153,89987,"single"
18154,89986,"single"
18155,89985,"single"
18156,89983,"single"
18157,89874,"single"
18158,90007,"single"
18159,90055,"single"
18160,90077,"single"
18161,90076,"single"
18162,90075,"single"
18163,90074,"single"
18164,90072,"single"
18165,90071,"single"
18166,90070,"single"
18167,90069,"single"
18168,90068,"single"
18169,90063,"single"
18170,90061,"single"
18171,90025,"single"
18172,90056,"single"
18173,89977,"single"
18174,90054,"single"
18175,90053,"single"
18176,90050,"single"
18177,90049,"single"
18178,90044,"single"
18179,90042,"single"
18180,90041,"single"
18181,90040,"single"
18182,90039,"single"
18183,90037,"single"
18184,90030,"single"
18185,90029,"single"
18186,90059,"single"
18187,89911,"single"
18188,89981,"single"
18189,89931,"single"
18190,89930,"single"
18191,89927,"single"
18192,89926,"single"
18193,89922,"single"
18194,89921,"single"
18195,89919,"single"
18196,89916,"single"
18197,89915,"single"
18198,89914,"single"
18199,89934,"single"
18200,89912,"single"
18201,89935,"single"
18202,84118,"single"
18203,89910,"single"
18204,83577,"single"
18205,89908,"single"
18206,89905,"single"
18207,89900,"single"
18208,89891,"single"
18209,89890,"single"
18210,89887,"single"
18211,89886,"single"
18212,89885,"single"
18213,89884,"single"
18214,89913,"single"
18215,89956,"single"
18216,89976,"single"
18217,89975,"single"
18218,89972,"single"
18219,89971,"single"
18220,89969,"single"
18221,89967,"single"
18222,89966,"single"
18223,89964,"single"
18224,89961,"single"
18225,89960,"single"
18226,89959,"single"
18227,89932,"single"
18228,89957,"single"
18229,89677,"single"
18230,89955,"single"
18231,89954,"single"
18232,89953,"single"
18233,89951,"single"
18234,89949,"single"
18235,89947,"single"
18236,89945,"single"
18237,89943,"single"
18238,89942,"single"
18239,89940,"single"
18240,89938,"single"
18241,89937,"single"
18242,89958,"single"
18243,89355,"single"
18244,89334,"single"
18245,89381,"single"
18246,89380,"single"
18247,89378,"single"
18248,89377,"single"
18249,89369,"single"
18250,89368,"single"
18251,89367,"single"
18252,89366,"single"
18253,89361,"single"
18254,89360,"single"
18255,89383,"single"
18256,89357,"single"
18257,89384,"single"
18258,89353,"single"
18259,89352,"single"
18260,89351,"single"
18261,89350,"single"
18262,89348,"single"
18263,89347,"single"
18264,89342,"single"
18265,89339,"single"
18266,89338,"single"
18267,89337,"single"
18268,89336,"single"
18269,89430,"single"
18270,89358,"single"
18271,89409,"single"
18272,89683,"single"
18273,89426,"single"
18274,89424,"single"
18275,89423,"single"
18276,89422,"single"
18277,89421,"single"
18278,89420,"single"
18279,89417,"single"
18280,89414,"single"
18281,89413,"single"
18282,89412,"single"
18283,89382,"single"
18284,89410,"single"
18285,89333,"single"
18286,89405,"single"
18287,89404,"single"
18288,89402,"single"
18289,89401,"single"
18290,89399,"single"
18291,89398,"single"
18292,89397,"single"
18293,89396,"single"
18294,89395,"single"
18295,89391,"single"
18296,89389,"single"
18297,89386,"single"
18298,89411,"single"
18299,89272,"single"
18300,89335,"single"
18301,89288,"single"
18302,89286,"single"
18303,89285,"single"
18304,89283,"single"
18305,89281,"single"
18306,89279,"single"
18307,89278,"single"
18308,89277,"single"
18309,89276,"single"
18310,89275,"single"
18311,89296,"single"
18312,89273,"single"
18313,89297,"single"
18314,89268,"single"
18315,89267,"single"
18316,89266,"single"
18317,89265,"single"
18318,89264,"single"
18319,89262,"single"
18320,89261,"single"
18321,89259,"single"
18322,89255,"single"
18323,89254,"single"
18324,89252,"single"
18325,89251,"single"
18326,89274,"single"
18327,89317,"single"
18328,89332,"single"
18329,89331,"single"
18330,89330,"single"
18331,89329,"single"
18332,89328,"single"
18333,89327,"single"
18334,89326,"single"
18335,89325,"single"
18336,89324,"single"
18337,89323,"single"
18338,89321,"single"
18339,89291,"single"
18340,89318,"single"
18341,89431,"single"
18342,89316,"single"
18343,89314,"single"
18344,89308,"single"
18345,89307,"single"
18346,89306,"single"
18347,89305,"single"
18348,89304,"single"
18349,89303,"single"
18350,89302,"single"
18351,89301,"single"
18352,89300,"single"
18353,89299,"single"
18354,89319,"single"
18355,89591,"single"
18356,89556,"single"
18357,89618,"single"
18358,89617,"single"
18359,89615,"single"
18360,89614,"single"
18361,89613,"single"
18362,89612,"single"
18363,89609,"single"
18364,89606,"single"
18365,89601,"single"
18366,89600,"single"
18367,89622,"single"
18368,89593,"single"
18369,89623,"single"
18370,89589,"single"
18371,89588,"single"
18372,89583,"single"
18373,89582,"single"
18374,89577,"single"
18375,89574,"single"
18376,89573,"single"
18377,89571,"single"
18378,89568,"single"
18379,89565,"single"
18380,89561,"single"
18381,89427,"single"
18382,89594,"single"
18383,89652,"single"
18384,89673,"single"
18385,89669,"single"
18386,89668,"single"
18387,89666,"single"
18388,89665,"single"
18389,89664,"single"
18390,89663,"single"
18391,89662,"single"
18392,89661,"single"
18393,89660,"single"
18394,89658,"single"
18395,89619,"single"
18396,89654,"single"
18397,89553,"single"
18398,89651,"single"
18399,89648,"single"
18400,89646,"single"
18401,89645,"single"
18402,89644,"single"
18403,89638,"single"
18404,89635,"single"
18405,89634,"single"
18406,89630,"single"
18407,89629,"single"
18408,89627,"single"
18409,89625,"single"
18410,89657,"single"
18411,89453,"single"
18412,89559,"single"
18413,89483,"single"
18414,89482,"single"
18415,89479,"single"
18416,89475,"single"
18417,89474,"single"
18418,89471,"single"
18419,89470,"single"
18420,89467,"single"
18421,89466,"single"
18422,89460,"single"
18423,89486,"single"
18424,89454,"single"
18425,89488,"single"
18426,89451,"single"
18427,89449,"single"
18428,89447,"single"
18429,89444,"single"
18430,89443,"single"
18431,89442,"single"
18432,89441,"single"
18433,89440,"single"
18434,89436,"single"
18435,89435,"single"
18436,89434,"single"
18437,89432,"single"
18438,89457,"single"
18439,89517,"single"
18440,89551,"single"
18441,89547,"single"
18442,89544,"single"
18443,89543,"single"
18444,89539,"single"
18445,89534,"single"
18446,89529,"single"
18447,89528,"single"
18448,89523,"single"
18449,89522,"single"
18450,89521,"single"
18451,89484,"single"
18452,89518,"single"
18453,90082,"single"
18454,89515,"single"
18455,89514,"single"
18456,89510,"single"
18457,89509,"single"
18458,89508,"single"
18459,89507,"single"
18460,89506,"single"
18461,89498,"single"
18462,89497,"single"
18463,89495,"single"
18464,89492,"single"
18465,89490,"single"
18466,89520,"single"
18467,91970,"single"
18468,91927,"single"
18469,91996,"single"
18470,91995,"single"
18471,91993,"single"
18472,91992,"single"
18473,91988,"single"
18474,91985,"single"
18475,91980,"single"
18476,91978,"single"
18477,91977,"single"
18478,91976,"single"
18479,91999,"single"
18480,91974,"single"
18481,92000,"single"
18482,91969,"single"
18483,91967,"single"
18484,91960,"single"
18485,91954,"single"
18486,91952,"single"
18487,91951,"single"
18488,91949,"single"
18489,91945,"single"
18490,91934,"single"
18491,91933,"single"
18492,91932,"single"
18493,92046,"single"
18494,91975,"single"
18495,92019,"single"
18496,90078,"single"
18497,92038,"single"
18498,92037,"single"
18499,92034,"single"
18500,92032,"single"
18501,92030,"single"
18502,92026,"single"
18503,92025,"single"
18504,92024,"single"
18505,92023,"single"
18506,92022,"single"
18507,91997,"single"
18508,92020,"single"
18509,91922,"single"
18510,92018,"single"
18511,92017,"single"
18512,92015,"single"
18513,92011,"single"
18514,92009,"single"
18515,92008,"single"
18516,92007,"single"
18517,92006,"single"
18518,92005,"single"
18519,92004,"single"
18520,92003,"single"
18521,92001,"single"
18522,92021,"single"
18523,91825,"single"
18524,91931,"single"
18525,91853,"single"
18526,91850,"single"
18527,91849,"single"
18528,91848,"single"
18529,91847,"single"
18530,91844,"single"
18531,91843,"single"
18532,91841,"single"
18533,91838,"single"
18534,91836,"single"
18535,91862,"single"
18536,91831,"single"
18537,91863,"single"
18538,91820,"single"
18539,91816,"single"
18540,91813,"single"
18541,91810,"single"
18542,91809,"single"
18543,91804,"single"
18544,91803,"single"
18545,91802,"single"
18546,91801,"single"
18547,91796,"single"
18548,91795,"single"
18549,91790,"single"
18550,91834,"single"
18551,91892,"single"
18552,91921,"single"
18553,91919,"single"
18554,91918,"single"
18555,91917,"single"
18556,91915,"single"
18557,91905,"single"
18558,91904,"single"
18559,91903,"single"
18560,91901,"single"
18561,91900,"single"
18562,91897,"single"
18563,91858,"single"
18564,91893,"single"
18565,92047,"single"
18566,91891,"single"
18567,91889,"single"
18568,91887,"single"
18569,91886,"single"
18570,91885,"single"
18571,91883,"single"
18572,91877,"single"
18573,91871,"single"
18574,91869,"single"
18575,91868,"single"
18576,91865,"single"
18577,91864,"single"
18578,91895,"single"
18579,92206,"single"
18580,92190,"single"
18581,92229,"single"
18582,92228,"single"
18583,92226,"single"
18584,92220,"single"
18585,92218,"single"
18586,92217,"single"
18587,92215,"single"
18588,92214,"single"
18589,92212,"single"
18590,92210,"single"
18591,92232,"single"
18592,92207,"single"
18593,92235,"single"
18594,92205,"single"
18595,92204,"single"
18596,92203,"single"
18597,92202,"single"
18598,92201,"single"
18599,92200,"single"
18600,92199,"single"
18601,92198,"single"
18602,92197,"single"
18603,92196,"single"
18604,92192,"single"
18605,92041,"single"
18606,92209,"single"
18607,92255,"single"
18608,92271,"single"
18609,92270,"single"
18610,92269,"single"
18611,92268,"single"
18612,92266,"single"
18613,92265,"single"
18614,92264,"single"
18615,92263,"single"
18616,92261,"single"
18617,92260,"single"
18618,92258,"single"
18619,92230,"single"
18620,92256,"single"
18621,92189,"single"
18622,92253,"single"
18623,92249,"single"
18624,92248,"single"
18625,92246,"single"
18626,92245,"single"
18627,92244,"single"
18628,92243,"single"
18629,92242,"single"
18630,92241,"single"
18631,92240,"single"
18632,92239,"single"
18633,92236,"single"
18634,92257,"single"
18635,92077,"single"
18636,92191,"single"
18637,92109,"single"
18638,92105,"single"
18639,92097,"single"
18640,92094,"single"
18641,92093,"single"
18642,92092,"single"
18643,92089,"single"
18644,92087,"single"
18645,92086,"single"
18646,92085,"single"
18647,92118,"single"
18648,92079,"single"
18649,92121,"single"
18650,92073,"single"
18651,92068,"single"
18652,92065,"single"
18653,92064,"single"
18654,92063,"single"
18655,92062,"single"
18656,92061,"single"
18657,92059,"single"
18658,92055,"single"
18659,92051,"single"
18660,92050,"single"
18661,92048,"single"
18662,92082,"single"
18663,92156,"single"
18664,92188,"single"
18665,92187,"single"
18666,92186,"single"
18667,92185,"single"
18668,92183,"single"
18669,92182,"single"
18670,92179,"single"
18671,92174,"single"
18672,92171,"single"
18673,92169,"single"
18674,92167,"single"
18675,92113,"single"
18676,92160,"single"
18677,91780,"single"
18678,92155,"single"
18679,92151,"single"
18680,92150,"single"
18681,92142,"single"
18682,92141,"single"
18683,92139,"single"
18684,92136,"single"
18685,92135,"single"
18686,92132,"single"
18687,92127,"single"
18688,92125,"single"
18689,92124,"single"
18690,92164,"single"
18691,90240,"single"
18692,90208,"single"
18693,90261,"single"
18694,90260,"single"
18695,90259,"single"
18696,90258,"single"
18697,90256,"single"
18698,90254,"single"
18699,90252,"single"
18700,90251,"single"
18701,90250,"single"
18702,90249,"single"
18703,90263,"single"
18704,90244,"single"
18705,90264,"single"
18706,90234,"single"
18707,90233,"single"
18708,90232,"single"
18709,90231,"single"
18710,90230,"single"
18711,90228,"single"
18712,90225,"single"
18713,90221,"single"
18714,90220,"single"
18715,90212,"single"
18716,90211,"single"
18717,91784,"single"
18718,90247,"single"
18719,90293,"single"
18720,90320,"single"
18721,90319,"single"
18722,90316,"single"
18723,90315,"single"
18724,90314,"single"
18725,90313,"single"
18726,90308,"single"
18727,90306,"single"
18728,90304,"single"
18729,90303,"single"
18730,90302,"single"
18731,90262,"single"
18732,90295,"single"
18733,90206,"single"
18734,90292,"single"
18735,90289,"single"
18736,90287,"single"
18737,90280,"single"
18738,90279,"single"
18739,90278,"single"
18740,90277,"single"
18741,90276,"single"
18742,90275,"single"
18743,90274,"single"
18744,90270,"single"
18745,90265,"single"
18746,90300,"single"
18747,90107,"single"
18748,90210,"single"
18749,90139,"single"
18750,90129,"single"
18751,90128,"single"
18752,90127,"single"
18753,90125,"single"
18754,90120,"single"
18755,90119,"single"
18756,90117,"single"
18757,90114,"single"
18758,90113,"single"
18759,90142,"single"
18760,90108,"single"
18761,90143,"single"
18762,90102,"single"
18763,90100,"single"
18764,90099,"single"
18765,90098,"single"
18766,90097,"single"
18767,90096,"single"
18768,90093,"single"
18769,90088,"single"
18770,90087,"single"
18771,90086,"single"
18772,90085,"single"
18773,94073,"single"
18774,90112,"single"
18775,90177,"single"
18776,90205,"single"
18777,90202,"single"
18778,90201,"single"
18779,90200,"single"
18780,90199,"single"
18781,90192,"single"
18782,90191,"single"
18783,90190,"single"
18784,90188,"single"
18785,90186,"single"
18786,90183,"single"
18787,90141,"single"
18788,90180,"single"
18789,90324,"single"
18790,90175,"single"
18791,90174,"single"
18792,90171,"single"
18793,90166,"single"
18794,90163,"single"
18795,90160,"single"
18796,90159,"single"
18797,90152,"single"
18798,90151,"single"
18799,90149,"single"
18800,90147,"single"
18801,90146,"single"
18802,90181,"single"
18803,91546,"single"
18804,90321,"single"
18805,91699,"single"
18806,91698,"single"
18807,91694,"single"
18808,91693,"single"
18809,91687,"single"
18810,91681,"single"
18811,91649,"single"
18812,91609,"single"
18813,91584,"single"
18814,91576,"single"
18815,91702,"single"
18816,91551,"single"
18817,91704,"single"
18818,91538,"single"
18819,91536,"single"
18820,91531,"single"
18821,91530,"single"
18822,91519,"single"
18823,91511,"single"
18824,91508,"single"
18825,91504,"single"
18826,91500,"single"
18827,91496,"single"
18828,91494,"single"
18829,91491,"single"
18830,91566,"single"
18831,91743,"single"
18832,90079,"single"
18833,91774,"single"
18834,91769,"single"
18835,91767,"single"
18836,91763,"single"
18837,91762,"single"
18838,91761,"single"
18839,91759,"single"
18840,91756,"single"
18841,91754,"single"
18842,91752,"single"
18843,91700,"single"
18844,91744,"single"
18845,91481,"single"
18846,91732,"single"
18847,91727,"single"
18848,91725,"single"
18849,91723,"single"
18850,91721,"single"
18851,91720,"single"
18852,91719,"single"
18853,91718,"single"
18854,91714,"single"
18855,91713,"single"
18856,91707,"single"
18857,91705,"single"
18858,91745,"single"
18859,90350,"single"
18860,90385,"single"
18861,90379,"single"
18862,90378,"single"
18863,90377,"single"
18864,90375,"single"
18865,90373,"single"
18866,90371,"single"
18867,90369,"single"
18868,90363,"single"
18869,90362,"single"
18870,90360,"single"
18871,91490,"single"
18872,90355,"single"
18873,90829,"single"
18874,90347,"single"
18875,90344,"single"
18876,90343,"single"
18877,90342,"single"
18878,90341,"single"
18879,90339,"single"
18880,90336,"single"
18881,90335,"single"
18882,90333,"single"
18883,90329,"single"
18884,90326,"single"
18885,91783,"single"
18886,90359,"single"
18887,91172,"single"
18888,90323,"single"
18889,91479,"single"
18890,91474,"single"
18891,91473,"single"
18892,91472,"single"
18893,91468,"single"
18894,91466,"single"
18895,91454,"single"
18896,91433,"single"
18897,91432,"single"
18898,91431,"single"
18899,91430,"single"
18900,90794,"single"
18901,91287,"single"
18902,90795,"single"
18903,91171,"single"
18904,91153,"single"
18905,91150,"single"
18906,91137,"single"
18907,91136,"single"
18908,91100,"single"
18909,91099,"single"
18910,90853,"single"
18911,90852,"single"
18912,90839,"single"
18913,90838,"single"
18914,91485,"single"
18915,91341,"single"
18916,96185,"single"
18917,96171,"single"
18918,96205,"single"
18919,96204,"single"
18920,96202,"single"
18921,96198,"single"
18922,96197,"single"
18923,96196,"single"
18924,96193,"single"
18925,96191,"single"
18926,96190,"single"
18927,96188,"single"
18928,96213,"single"
18929,96186,"single"
18930,96214,"single"
18931,96184,"single"
18932,96183,"single"
