parish,hundred,terrain,mean_elev,mean_slope,wheatsuit,lspc1332,agsh1370,indsh1370,ind_1831,agr_share,agr_1831,ind_share,mills_1400,gent_1400,NrPatents,copys_1850,mills,NrGentry,area,landOwned,WheatYield,copys_1516,hrv_land,lspc1525,distriver,distmkt,distcoal,latitude,longitude,hrv_dums,lland,count_1524,tot_val_rank_1524,count_rank_1524,count_pctile_1524,avg_val_rank_1524,max_val_rank_1524,count_1543,tot_val_rank_1543,count_rank_1543,count_pctile_1543,avg_val_rank_1543,max_val_rank_1543,count_1581,tot_val_rank_1581,count_rank_1581,count_pctile_1581,avg_val_rank_1581,max_val_rank_1581,count_1674,tot_val_rank_1674,count_rank_1674,count_pctile_1674,avg_val_rank_1674,max_val_rank_1674,count_1840,tot_val_rank_1840,count_rank_1840,count_pctile_1840,avg_val_rank_1840,max_val_rank_1840,recipient_treatment_group,recipient_treatment_group_43,recipient_treatment_group_post_43,recipient_control_group,recipient_control_group_43,recipient_control_group_post_43,rando_group,recipient_count_1524,control_count_1524,recipient_count_share_1524,control_count_share_1524,recipient_tot_val_share_1524,control_tot_val_share_1524,tot_val_rank_1524_1543_corr,avg_val_rank_1524_1543_corr,max_val_rank_1524_1543_corr,tot_val_pctile_1524_1543_corr,avg_val_pctile_1524_1543_corr,max_val_pctile_1524_1543_corr,tot_val_rank_1524_1581_corr,avg_val_rank_1524_1581_corr,max_val_rank_1524_1581_corr,tot_val_pctile_1524_1581_corr,avg_val_pctile_1524_1581_corr,max_val_pctile_1524_1581_corr,tot_val_rank_1524_1674_corr,avg_val_rank_1524_1674_corr,max_val_rank_1524_1674_corr,tot_val_pctile_1524_1674_corr,avg_val_pctile_1524_1674_corr,max_val_pctile_1524_1674_corr,tot_val_rank_1524_1840_corr,avg_val_rank_1524_1840_corr,max_val_rank_1524_1840_corr,tot_val_pctile_1524_1840_corr,avg_val_pctile_1524_1840_corr,max_val_pctile_1524_1840_corr,recipient_count_1543,control_count_1543,recipient_count_share_1543,control_count_share_1543,recipient_tot_val_share_1543,control_tot_val_share_1543,tot_val_rank_1543_1581_corr,avg_val_rank_1543_1581_corr,max_val_rank_1543_1581_corr,tot_val_pctile_1543_1581_corr,avg_val_pctile_1543_1581_corr,max_val_pctile_1543_1581_corr,tot_val_rank_1543_1674_corr,avg_val_rank_1543_1674_corr,max_val_rank_1543_1674_corr,tot_val_pctile_1543_1674_corr,avg_val_pctile_1543_1674_corr,max_val_pctile_1543_1674_corr,tot_val_rank_1543_1840_corr,avg_val_rank_1543_1840_corr,max_val_rank_1543_1840_corr,tot_val_pctile_1543_1840_corr,avg_val_pctile_1543_1840_corr,max_val_pctile_1543_1840_corr,recipient_count_1581,control_count_1581,recipient_count_share_1581,control_count_share_1581,recipient_tot_val_share_1581,control_tot_val_share_1581,tot_val_rank_1581_1674_corr,avg_val_rank_1581_1674_corr,max_val_rank_1581_1674_corr,tot_val_pctile_1581_1674_corr,avg_val_pctile_1581_1674_corr,max_val_pctile_1581_1674_corr,tot_val_rank_1581_1840_corr,avg_val_rank_1581_1840_corr,max_val_rank_1581_1840_corr,tot_val_pctile_1581_1840_corr,avg_val_pctile_1581_1840_corr,max_val_pctile_1581_1840_corr,recipient_count_1674,control_count_1674,recipient_count_share_1674,control_count_share_1674,recipient_tot_val_share_1674,control_tot_val_share_1674,tot_val_rank_1674_1840_corr,avg_val_rank_1674_1840_corr,max_val_rank_1674_1840_corr,tot_val_pctile_1674_1840_corr,avg_val_pctile_1674_1840_corr,max_val_pctile_1674_1840_corr,recipient_count_1840,control_count_1840,recipient_count_share_1840,control_count_share_1840,recipient_tot_val_share_1840,control_tot_val_share_1840,tot_val_1524,avg_val_1524,max_val_1524,avg_val_pctile_1524,max_val_pctile_1524,tot_val_pctile_1524,tot_val_1543,avg_val_1543,max_val_1543,avg_val_pctile_1543,max_val_pctile_1543,tot_val_pctile_1543,tot_val_1581,avg_val_1581,max_val_1581,avg_val_pctile_1581,max_val_pctile_1581,tot_val_pctile_1581,tot_val_1674,avg_val_1674,max_val_1674,avg_val_pctile_1674,max_val_pctile_1674,tot_val_pctile_1674,tot_val_1840,avg_val_1840,max_val_1840,avg_val_pctile_1840,max_val_pctile_1840,tot_val_pctile_1840,recipient_grant_value
Cheriton Bishop,Wonford,Dissected low plateaux and ridges,177.30112,4.8259125,28.870001,0.1017226463770655,0.0,0.0,0.14102565,0.0,0.76923078,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.135912,0.0,14.0,0.0,240.0,14.000001483466924,3.4955442,6.2546906,91.03328700000002,275618.19,93668.016,1,0.0,60.0,24.5,24.5,0.5104166666666666,24.5,24.5,76.0,31.5,31.5,0.5080645161290323,31.5,31.5,24.0,12.5,12.5,0.5208333333333334,12.5,12.5,0.0,,,,,,198.0,33.0,33.583333333333336,0.4744623655913978,30.666666666666668,29.5,0.009259259259259259,0.009259259259259259,0.0,0.009259259259259259,0.0,0.0,0.0,0.0,4.0,0.0,0.06666666666666667,0.0,0.09395973154362416,0.3919970151456378,0.3623231656412622,0.42044356440976544,0.3919970151456377,0.3623231656412623,0.42044356440976527,-0.26816115733511015,-0.53777738923541,-0.4059046410192912,-0.26816115733511026,-0.5377773892354099,-0.40590464101929125,,,,,,,-0.7167865670091446,-0.6995586384054268,-0.7583601981374493,-0.7167865670091447,-0.6995586384054268,-0.7583601981374493,1.0,2.0,0.013157894736842105,0.02631578947368421,0.005405405405405406,0.05945945945945946,0.03790674549696656,0.16000377338737717,0.06227153200524113,0.03790674549696646,0.16000377338737712,0.062271532005241215,,,,,,,-0.2419092623619068,-0.2066027083558122,-0.28051624472247844,-0.24190926236190677,-0.20660270835581226,-0.28051624472247844,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,149.0,2.375,2.625,0.5104166666666666,0.5104166666666666,0.5104166666666666,185.0,2.293010752688172,2.596774193548387,0.5080645161290323,0.5080645161290323,0.5080645161290323,63.0,2.625,2.625,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.0,,,,,,54030.0,281.7127160493827,1143.1666666666667,0.521505376344086,0.5403225806451614,0.4838709677419355,521.0
Cheriton Fitzpaine,West Budleigh,Dissected low plateaux and ridges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.35663837599999,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.110873864173311,96.0,33.5,33.5,0.5075757575757576,33.5,33.5,85.0,34.0,34.0,0.5074626865671641,34.0,34.0,47.0,22.0,22.0,0.5116279069767442,22.0,22.0,0.0,,,,,,836.5,55.766666666666666,56.4,0.44040404040404035,55.1,55.0,0.014388489208633094,0.014388489208633094,0.007194244604316547,0.014388489208633094,0.007194244604316547,0.0,0.007194244604316547,2.0,1.0,0.020833333333333332,0.010416666666666666,0.010822510822510822,0.0021645021645021645,0.30630787984229285,0.32334956931837594,0.25503893564452934,0.30630787984229274,0.32334956931837605,0.2550389356445293,0.13061713722726084,0.08459766442455051,0.1385902522509869,0.1306171372272608,0.0845976644245505,0.13859025225098678,,,,,,,-0.3774739206683702,0.3515077269230387,-0.3428253766418427,-0.37747392066837065,0.3515077269230387,-0.3428253766418428,2.0,0.0,0.023529411764705882,0.0,0.034849951597289444,0.0,0.30325559413218717,-0.006200518318020674,0.043743605546934725,0.3032555941321872,-0.006200518318020582,0.043743605546934725,,,,,,,0.7700772243440244,0.7665208840030662,0.7556969526136026,0.7700772243440241,0.7665208840030662,0.7556969526136027,2.0,2.0,0.0425531914893617,0.0425531914893617,0.03723404255319149,0.031914893617021274,,,,,,,0.5874436581136747,0.4734727284722624,0.5968952960601013,0.5874436581136746,0.47347272847226246,0.5968952960601015,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,462.0,4.7146464646464645,5.707070707070708,0.5075757575757576,0.5075757575757576,0.5075757575757576,344.3333333333333,4.412437810945273,4.646766169154229,0.5074626865671642,0.5074626865671642,0.5074626865671642,188.0,4.116279069767442,4.1395348837209305,0.5116279069767442,0.5116279069767442,0.5116279069767442,0.0,,,,,,79031.0,190.26199120990884,503.93333333333334,0.4535353535353535,0.45454545454545453,0.44680134680134675,2053.4
Chittlehampton,South Molton,Dissected low plateaux and ridges,85.868568,7.0881591,23.360001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.11084475,0.0,0.0,0.0,240.0,0.0,0.59215367,7.4506617,67.01635,264528.31,119854.25,1,0.0,115.0,43.0,43.0,0.5058823529411764,43.0,43.0,128.0,47.5,47.5,0.5053191489361702,47.5,47.5,47.0,22.0,22.0,0.5116279069767442,22.0,22.0,103.0,43.5,43.5,0.505813953488372,43.5,43.5,2432.5,60.8125,59.9125,0.5791964285714286,64.875,64.05,0.0,0.0,0.0,0.01694915254237288,0.01694915254237288,0.012711864406779662,0.0,0.0,1.0,0.0,0.008695652173913044,0.0,0.020160274179728845,0.6042503962402266,0.6536174133305451,0.6844097985126347,0.6042503962402266,0.6536174133305451,0.6844097985126344,0.3727108232242139,0.37139620212500024,0.3252862947914959,0.37271082322421395,0.37139620212500024,0.32528629479149607,-0.23930347951142394,-0.4178977702843578,-0.3536385014479406,-0.239303479511424,-0.41789777028435793,-0.3536385014479406,0.10612285398582166,0.06007911546671469,0.09467563373016154,0.10612285398582168,0.060079115466714836,0.09467563373016162,0.0,2.0,0.0,0.015625,0.0,0.004784688995215311,0.1163131974633204,0.11739558545550885,0.17812233745031114,0.11631319746332035,0.11739558545550872,0.17812233745031114,-0.7020706045512771,-0.5231115412707702,-0.6165050846620276,-0.7020706045512769,-0.5231115412707701,-0.6165050846620276,-0.030164535358806345,-0.07338154999254513,-0.05854251180742605,-0.030164535358806317,-0.07338154999254509,-0.05854251180742605,0.0,0.0,0.0,0.0,0.0,0.0,-0.5103920273045377,-0.6723794312947466,-0.6452163217385398,-0.5103920273045375,-0.6723794312947466,-0.6452163217385402,0.7540123956986559,0.6637493438586402,0.7381084271584246,0.7540123956986556,0.66374934385864,0.7381084271584247,0.0,1.0,0.0,0.009708737864077669,0.0,0.027472527472527472,-0.05313209053209454,-0.0015253676044487757,-0.14013409403391813,-0.053132090532094535,-0.0015253676044487965,-0.14013409403391813,0.0,0.0,0.0,0.0,0.0,0.0,595.23,5.427986928104575,5.984313725490196,0.5058823529411764,0.5058823529411764,0.5058823529411764,836.0,6.7571740316421165,7.351063829787234,0.5053191489361702,0.5053191489361701,0.5053191489361702,282.0,5.883720930232558,6.116279069767442,0.5116279069767442,0.5116279069767442,0.5116279069767442,182.0,1.7616279069767442,1.8837209302325582,0.5058139534883721,0.5058139534883721,0.5058139534883721,582112.0,240.99810753555812,1021.4,0.54375,0.5496428571428571,0.5727678571428572,0.0
Chivelstone,Coleridge,Dissected low plateaux and ridges,88.693909,6.9634352,22.4,0.1442188990764872,0.0,0.0,0.18508287,0.0,0.72375691,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.786085,0.0,0.0,0.0,240.0,23.62745062812558,12.027916,7.7052193,139.43286,278483.41,37781.488,1,0.0,0.0,,,,,,85.0,33.0,33.0,0.5076923076923077,33.0,33.0,20.0,10.0,10.0,0.5263157894736842,10.0,10.0,87.0,33.0,33.0,0.5076923076923077,33.0,33.0,178.0,16.181818181818183,16.772727272727273,0.61529933481153,15.454545454545455,14.909090909090908,0.03076923076923077,0.015384615384615385,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.023529411764705882,0.0,0.006825938566552901,0.0,-0.29057040624726754,0.42262764895989796,0.15802517466954744,-0.2905704062472677,0.42262764895989785,0.15802517466954757,-0.025522341827929264,0.3244871759466121,0.1616943442862186,-0.02552234182792918,0.324487175946612,0.16169434428621857,-0.4172645693883494,-0.21895451656464465,-0.26806179205824776,-0.4172645693883495,-0.21895451656464468,-0.2680617920582478,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.7982910125557207,0.8660254037844386,-0.5,0.798291012555721,0.8660254037844387,0.3163361222670479,0.07280458878318424,0.23212021384556764,0.3163361222670479,0.07280458878318408,0.23212021384556758,2.0,0.0,0.022988505747126436,0.0,0.022222222222222223,0.0,0.004863048633757826,0.4043619758580855,0.39457090437402387,0.0048630486337579906,0.40436197585808553,0.3945709043740238,14.0,0.0,0.07865168539325842,0.0,0.047555257870060284,0.0,0.0,,,,,,293.0,3.394871794871795,3.6769230769230767,0.5076923076923077,0.5076923076923077,0.5076923076923077,87.0,4.394736842105263,4.421052631578948,0.5263157894736842,0.5263157894736842,0.5263157894736842,135.0,1.5133333333333332,1.6615384615384616,0.5076923076923077,0.5076923076923077,0.5076923076923077,161244.0,368.91747886809446,1605.8181818181818,0.647450110864745,0.6607538802660754,0.6297117516629712,1495.0
Christow,Wonford,Dissected hills,186.96744,6.821078299999999,20.73,0.0,0.0,0.0,0.1,0.0,0.83529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.67833,2707.0,15.0,0.0,1200.0,35.7691103490971,1.5372831,6.2826276,100.2774,282493.59,84025.055,1,7.903965634032166,45.0,15.5,15.5,0.5166666666666667,15.5,15.5,82.0,21.0,21.0,0.5121951219512195,21.0,21.0,17.0,8.5,8.5,0.53125,8.5,8.5,0.0,,,,,,241.0,48.2,37.7,0.49027777777777776,50.5,50.5,0.014925373134328358,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.022222222222222223,0.0,0.007334963325183375,0.0,0.1335708727988427,0.00438850680523395,-0.06029192679735013,0.13357087279884264,0.004388506805233923,-0.06029192679735019,0.6305846273207847,0.31754437306236427,0.5094018699812528,0.6305846273207847,0.3175443730623642,0.5094018699812527,,,,,,,-0.9613424992192489,-0.9995296870215286,-0.9976121647115205,-0.9613424992192486,-0.9995296870215288,-0.9976121647115206,0.0,0.0,0.0,0.0,0.0,0.0,0.41024630868684625,-0.009844954723688787,0.10868298220908368,0.41024630868684625,-0.009844954723688754,0.10868298220908365,,,,,,,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-0.3915011249460434,-0.6004612203625058,-0.7257713008162494,-0.3915011249460433,-0.6004612203625059,-0.7257713008162493,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,18.0,0.0,0.07468879668049792,0.0,0.9915647406157738,0.0,136.33333333333334,2.7435185185185187,3.3,0.5166666666666667,0.5166666666666667,0.5166666666666667,266.0,3.1982578397212547,4.121951219512195,0.5121951219512195,0.5121951219512195,0.5121951219512195,69.0,4.03125,4.0625,0.53125,0.53125,0.53125,0.0,,,,,,4742.0,72.27142857142857,140.8,0.31249999999999994,0.3125,0.34444444444444444,521.0
Chudleigh,Exminster,Dissected low plateaux and ridges,127.64133,6.0257978,21.610001,0.0566760739782681,0.0,0.0,0.39648438,0.0,0.328125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.63738,0.0,16.0,0.0,248.0000000438983,44.26829057153051,2.5175025,0.36698204,100.87659,287937.13,80638.445,1,0.0,0.0,,,,,,72.0,30.5,30.5,0.5083333333333333,30.5,30.5,57.0,25.5,25.5,0.51,25.5,25.5,151.0,58.0,58.0,0.5043478260869565,58.0,58.0,3233.0,87.37837837837837,85.85135135135135,0.5388513513513513,88.39189189189189,88.54054054054055,0.010362694300518135,0.0051813471502590676,0.0051813471502590676,0.010362694300518135,0.0051813471502590676,0.010362694300518135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.041666666666666664,0.0,0.019498607242339833,0.35636436749987205,0.2936397144512102,0.3284256705098043,0.35636436749987205,0.2936397144512101,0.32842567050980437,0.2207106360321043,0.016216566718050583,0.022368311951889003,0.22071063603210433,0.016216566718050746,0.022368311951888927,0.7241155575911016,0.0948236092103074,0.3293968750065242,0.7241155575911017,0.09482360921030734,0.3293968750065243,2.0,0.0,0.03508771929824561,0.0,0.013513513513513514,0.0,-0.09111059888763043,-0.34351430553075013,-0.20701347019295482,-0.0911105988876304,-0.34351430553075,-0.20701347019295477,0.279949212986609,0.06911193999664109,0.14762193857709704,0.27994921298660896,0.06911193999664106,0.14762193857709713,0.0,0.0,0.0,0.0,0.0,0.0,-0.029063290365104445,-0.2686497031675468,-0.25869010434618284,-0.029063290365104424,-0.26864970316754677,-0.2586901043461827,113.5,30.0,0.035106712032168266,0.009279307145066501,9.252854064866914e-05,0.019805513819798466,0.0,,,,,,359.0,4.791666666666667,5.183333333333334,0.5083333333333333,0.5083333333333333,0.5083333333333333,148.0,2.6533333333333333,2.74,0.51,0.51,0.51,309.0,1.9997101449275363,2.1826086956521737,0.5043478260869565,0.5043478260869565,0.5043478260869565,226957.0,147.00995676050744,1177.6756756756756,0.5250440658049353,0.5242361927144535,0.5305522914218567,1202.3095238
Chulmleigh,Witheridge,Dissected low plateaux and ridges,148.60503,5.1067953,25.200001,0.0653264233524113,0.0,0.0,0.29072681,0.0,0.56390977,0.0,0.0,1.0,0.0,0.0,0.0,2.0,35.943044,0.0,0.0,0.0,240.0,75.34483649701475,1.9821916,0.15272377,69.724236,270213.0,116125.52,1,0.0,57.0,25.0,25.0,0.5102040816326531,25.0,25.0,101.0,38.0,38.0,0.5066666666666667,38.0,38.0,39.0,17.0,17.0,0.5151515151515151,17.0,17.0,0.0,,,,,,1549.5,77.475,75.1,0.47071428571428575,78.85,78.9,0.024,0.024,0.008,0.016,0.024,0.0,0.008,0.0,1.0,0.0,0.017543859649122806,0.0,0.012430939226519336,-0.17718897247599943,-0.11925959138455791,-0.12295106236241483,-0.17718897247599927,-0.11925959138455791,-0.12295106236241483,0.6538940912762139,0.2683281572999748,0.4570566976436564,0.6538940912762141,0.2683281572999747,0.45705669764365614,,,,,,,0.48315036990780313,0.44044920937981835,0.4855333888168785,0.48315036990780336,0.4404492093798183,0.4855333888168786,1.0,3.0,0.009900990099009901,0.0297029702970297,0.01289134438305709,0.009208103130755065,0.6704953165200304,0.4696976817865725,0.6017066369697323,0.6704953165200302,0.46969768178657256,0.6017066369697321,,,,,,,-0.20524990427601947,-0.13256353260783574,-0.17431444049940453,-0.20524990427601933,-0.13256353260783563,-0.17431444049940442,2.0,0.0,0.05128205128205128,0.0,0.024691358024691357,0.0,,,,,,,0.6025613794374184,0.0377342400093538,0.3188292915430894,0.602561379437418,0.03773424000935383,0.3188292915430895,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,482.6666666666667,9.17687074829932,9.4421768707483,0.5102040816326531,0.5102040816326531,0.510204081632653,543.0,5.696190476190476,6.36,0.5066666666666667,0.5066666666666667,0.5066666666666667,162.0,4.2303030303030305,4.333333333333333,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.0,,,,,,269112.0,183.51026567813528,1537.95,0.4439285714285714,0.4435714285714285,0.45375,2492.4
Churchstanton,Hemyock,Sandstone escarpments and ridges,235.26311,3.4739757,63.98,0.071806178860553,0.0,0.0,0.18292683,0.0,0.71951222,0.0,0.0,1.0,0.0,0.0,1.0,2.0,22.356976,0.0,0.0,0.0,240.0,35.156252733631355,1.8808513,8.3118687,55.821934,319626.75,113783.05,1,0.0,62.0,21.0,21.0,0.5121951219512195,21.0,21.0,71.0,25.0,25.0,0.5102040816326531,25.0,25.0,26.0,12.0,12.0,0.5217391304347826,12.0,12.0,77.0,30.5,30.5,0.5083333333333333,30.5,30.5,0.0,,,,,,0.02097902097902098,0.006993006993006993,0.013986013986013986,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7094094435293713,0.7659116530674472,0.6877500579637651,0.7094094435293714,0.7659116530674475,0.6877500579637649,0.46086508780839813,0.11236964016475608,0.394774986729022,0.460865087808398,0.11236964016475633,0.3947749867290219,-0.20194809793050483,-0.9910910548179056,-0.2727276521480464,-0.20194809793050475,-0.9910910548179054,-0.2727276521480469,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.8137838791888147,0.8081360682324786,0.7780251411052487,0.8137838791888145,0.8081360682324789,0.7780251411052492,0.7900036691838759,0.4653444094026078,0.5354879089589453,0.7900036691838755,0.46534440940260774,0.5354879089589453,,,,,,,1.0,1.0,0.038461538461538464,0.038461538461538464,0.006369426751592357,0.044585987261146494,-0.4289108683616723,-0.9134795833612188,-0.8297868992792751,-0.42891086836167214,-0.9134795833612188,-0.829786899279275,,,,,,,2.0,0.0,0.025974025974025976,0.0,0.05625000000000001,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,276.27777777777777,4.214285714285714,5.467479674796747,0.5121951219512195,0.5121951219512195,0.5121951219512195,384.0,5.069047619047619,6.244897959183674,0.5102040816326531,0.5102040816326531,0.510204081632653,157.0,5.768115942028985,5.913043478260869,0.5217391304347826,0.5217391304347826,0.5217391304347826,160.0,2.0972222222222223,2.3,0.5083333333333333,0.5083333333333333,0.5083333333333333,0.0,,,,,,1598.3095238
Churchstow,Stanborough,Dissected low plateaux and ridges,71.073029,5.5697174,22.65,0.0890215210842029,0.0,0.0,0.1219512199999999,0.0,0.80487806,0.0,0.0,9.0,0.0,0.0,0.0,0.0,68.14451249999999,11884.75,0.0,0.0,108026.9919861952,137.48972013212563,2.0783575,2.5735281,138.44925,271142.13,45637.727,1,9.383095482557165,42.0,15.5,15.5,0.5166666666666667,15.5,15.5,48.0,19.0,19.0,0.5135135135135135,19.0,19.0,13.0,7.0,7.0,0.5384615384615384,7.0,7.0,44.0,18.5,18.5,0.5138888888888888,18.5,18.5,249.5,27.72222222222222,27.333333333333332,0.582010582010582,30.5,30.11111111111111,0.01020408163265306,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,2.0,4.0,0.047619047619047616,0.09523809523809523,0.014388489208633094,0.07314148681055156,0.6816024477285375,0.8791993202365649,0.8605328125398712,0.6816024477285376,0.879199320236565,0.860532812539871,0.6927149925573326,0.8218763710137731,0.7471461336258464,0.6927149925573326,0.8218763710137732,0.7471461336258461,0.8190968374711255,-0.0691163516376137,0.8660254037844387,0.8190968374711257,-0.06911635163761472,0.8660254037844384,-0.6881489602726575,-0.9549581988384841,-0.7418419072065585,-0.688148960272658,-0.9549581988384841,-0.7418419072065587,1.0,0.0,0.020833333333333332,0.0,0.00425531914893617,0.0,0.7121050191384755,0.6915077041950781,0.7504591325415785,0.7121050191384757,0.6915077041950782,0.7504591325415783,1.0,1.0,1.0,1.0,1.0,1.0,-0.7198619477725302,-0.5643218677166728,-0.7523198861892499,-0.7198619477725303,-0.5643218677166729,-0.7523198861892499,0.0,1.0,0.0,0.07692307692307693,0.0,0.04672897196261682,-0.43558669480289636,-0.3430916873497032,-0.2773500981126146,-0.4355866948028966,-0.34309168734970336,-0.27735009811261474,-0.8402294901834032,-0.9196935043150852,-0.841584032233904,-0.8402294901834031,-0.9196935043150852,-0.8415840322339037,0.0,5.0,0.0,0.11363636363636365,0.0,0.11594202898550725,0.4013818573116779,0.09419098499982442,0.18708027101964336,0.4013818573116777,0.09419098499982449,0.18708027101964322,0.0,0.0,0.0,0.0,0.0,0.0,278.0,6.8694444444444445,8.5,0.5166666666666667,0.5166666666666667,0.5166666666666667,235.0,5.033783783783784,5.837837837837838,0.5135135135135135,0.5135135135135135,0.5135135135135135,107.0,8.23076923076923,8.23076923076923,0.5384615384615384,0.5384615384615384,0.5384615384615384,69.0,1.5583333333333333,1.6111111111111112,0.5138888888888888,0.5138888888888888,0.5138888888888888,64452.0,320.72569274525796,744.3333333333334,0.5317460317460317,0.5379188712522045,0.5758377425044091,200.0
Churston Ferrers,Haytor,Dissected low plateaux and ridges,67.753448,5.2866001,21.07,0.0942882621171876,0.0,0.0,0.2642487,0.0,0.54404145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.311821,621.5,20.0,0.0,240.0,115.13525462306356,8.1281452,4.7860737,118.66174,289241.63,55763.793,1,6.4337436283388625,67.0,28.5,28.5,0.5089285714285714,28.5,28.5,0.0,,,,,,15.0,7.5,7.5,0.5357142857142857,7.5,7.5,68.0,26.5,26.5,0.5096153846153846,26.5,26.5,442.0,44.2,40.1,0.4492957746478873,46.45,45.15,0.009009009009009009,0.009009009009009009,0.0,0.0,0.0,0.0,0.009009009009009009,1.0,0.0,0.014925373134328358,0.0,0.1056338028169014,0.0,,,,,,,-0.062021651328612405,0.11390165095997641,-0.05863829773309306,-0.06202165132861246,0.11390165095997641,-0.058638297733093064,0.5806824830732848,-0.12565113914128298,0.307527089648611,0.5806824830732851,-0.12565113914128298,0.307527089648611,0.8803245409275814,-0.3627911760198559,0.16044025792694194,0.8803245409275815,-0.3627911760198561,0.1604402579269417,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.4598756820558324,0.16565250653048438,0.3727993699695971,0.4598756820558325,0.16565250653048447,0.3727993699695975,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3614393633017396,0.3428632637441692,0.32003214322796936,0.3614393633017394,0.34286326374416914,0.32003214322796947,48.0,0.0,0.1085972850678733,0.0,0.0008937216057198183,0.0,189.33333333333334,2.961309523809524,3.130952380952381,0.5089285714285714,0.5089285714285714,0.5089285714285714,0.0,,,,,,83.0,5.714285714285714,5.785714285714286,0.5357142857142857,0.5357142857142857,0.5357142857142857,188.0,2.5576923076923075,2.8461538461538463,0.5096153846153846,0.5096153846153846,0.5096153846153846,26854.0,83.825234521576,232.2,0.35985915492957743,0.378169014084507,0.39154929577464787,521.0
Clannaborough,North Tawton,Dissected low plateaux and ridges,134.91333,3.5166671,26.92,0.1312614414841606,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.4766785,0.0,18.0,0.0,240.0,0.0,3.5727103,3.775449,82.566132,273648.78,100337.46,1,0.0,0.0,,,,,,5.0,2.5,2.5,0.625,2.5,2.5,3.0,2.0,2.0,0.6666666666666666,2.0,2.0,6.0,3.5,3.5,0.5833333333333334,3.5,3.5,0.0,,,,,,0.0,0.0,0.0,0.25,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.6000000000000001,0.0,0.903225806451613,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.6666666666666666,0.0,0.7391304347826088,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31.0,4.5,6.25,0.625,0.625,0.625,23.0,7.666666666666667,7.666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,25.0,4.166666666666667,4.166666666666667,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.0,,,,,,0.0
