,par_county,geometry,PAR1851_ID,PAR1851_,county,PAR,hundred,outTot,inTot,landInTot,titheInTot,millInTot,feeInTot,almsInTot,infraInTot,transferInTot,courtInTot,annuityInTot,educationInTot,synProxInTot,unknownInTot,landOutTot,titheOutTot,millOutTot,feeOutTot,almsOutTot,infraOutTot,transferOutTot,courtOutTot,annuityOutTot,educationOutTot,synProxOutTot,unknownOutTot,landOwned,dissLand,smLand,ownLandVal,otherLandVal,muster,day,primary,area,NrGentry,mills,copys_1850,copys,NrPatents,gent_1400,mills_1400,copys_1516,hrv_land,X_COORD,Y_COORD,cath_1800,ind_1831,agr_1831,ind_share,agr_share,LS_pc_ch,pc15251086,pc15251066,pc13321086,pc13321066,pc10861066,lLStax_pc,lspc1332,agsh1370,indsh1370,WheatYield,mean_elev,mean_slope,wheatsuit,distriver,distmkt,distborder,distlond,distcoal,latitude,longitude,seats,rhNetInc,smHouse,netFlow,idwOutTot,idwInTot,idwLandInTot,idwTitheInTot,idwMillInTot,idwFeeInTot,idwAlmsInTot,idwInfraInTot,idwTransferInTot,idwCourtInTot,idwAnnuityInTot,idwEducationInTot,idwSynProxInTot,idwUnknownInTot,idwLandOutTot,idwTitheOutTot,idwMillOutTot,idwFeeOutTot,idwAlmsOutTot,idwInfraOutTot,idwTransferOutTot,idwCourtOutTot,idwAnnuityOutTot,idwEducationOutTot,idwSynProxOutTot,idwUnknownOutTot,idwLandOwned,idwDissLand,idwSmLand,idwOwnLandVal,idwOtherLandVal,friary,idwPopC,idwSmNetInc,idwLgNetInc,idwNetInc,idwSmHouse,idwLgHouse,idwHouse,idwrhBen,idwrhAug,idwrhCis,idwrhCar,idwrhGil,idwrhPre,popC,smNetInc,lgNetInc,netInc,lgHouse,house,rhBen,rhAug,rhCis,rhCar,rhGil,rhPre,terrain,terrainType,distLond,taxpayersH,taxpayersL,index_right,shillH,shillL,loutTot,linTot,lnetFlow,llandInTot,ltitheInTot,lmillInTot,lfeeInTot,lalmsInTot,linfraInTot,ltransferInTot,lcourtInTot,lannuityInTot,leducationInTot,lsynProxInTot,lunknownInTot,llandOutTot,ltitheOutTot,lmillOutTot,lfeeOutTot,lalmsOutTot,linfraOutTot,ltransferOutTot,lcourtOutTot,lannuityOutTot,leducationOutTot,lsynProxOutTot,lunknownOutTot,llandOwned,ldissLand,lsmLand,lownLandVal,lotherLandVal,lidwOutTot,lidwInTot,lidwLandInTot,lidwTitheInTot,lidwMillInTot,lidwFeeInTot,lidwAlmsInTot,lidwInfraInTot,lidwTransferInTot,lidwCourtInTot,lidwAnnuityInTot,lidwEducationInTot,lidwSynProxInTot,lidwUnknownInTot,lidwLandOutTot,lidwTitheOutTot,lidwMillOutTot,lidwFeeOutTot,lidwAlmsOutTot,lidwInfraOutTot,lidwTransferOutTot,lidwCourtOutTot,lidwAnnuityOutTot,lidwEducationOutTot,lidwSynProxOutTot,lidwUnknownOutTot,lidwLandOwned,lidwDissLand,lidwSmLand,lidwOwnLandVal,lidwOtherLandVal,idwNetFlow,lidwNetFlow,lpopC,lnetInc,idwGrossFlow,lidwGrossFlow,lidwPopC,lidwNetInc,lidwSmNetInc,lidwLgNetInc,lsmNetInc,llgNetInc,oppHouse,shillM,taxpayersM,shillPerCapH,shillPerCapL,shillPerCapM,lspc1525,lspcch,lspctch
11,ABBOTS BICKINGTON in DEVON,"POLYGON ((237853.9375 114552.296875, 237950.25 114564.3671875, 238051.09375 114504.3125, 238133.8125 114448.203125, 238267.671875 114267.2109375, 238367.515625 114238.7265625, 238465.875 114257.640625, 238547.046875 114178.890625, 238627.515625 114194.9765625, 238697.390625 114118.1328125, 238770.640625 114077.5234375, 238959.859375 114067.671875, 239025.5 114053.9296875, 239026.09375 113963.609375, 239108.4375 113991.046875, 239156.0625 113906.7265625, 239003.015625 113838.671875, 239084.109375 113762.1796875, 239038 113726.8515625, 239053.8125 113652.8203125, 239097.484375 113622.578125, 239213.125 113664.609375, 239220.59375 113497.71875, 239334.75 113514.8671875, 239482.53125 113248.5, 239569.75 113192.53125, 239659.5625 113125.34375, 239705.296875 113029.671875, 239764.9375 112882.5234375, 239503.359375 112727.4609375, 239293.265625 112829.25, 239027.53125 112768.953125, 238813.75 112701.2265625, 238540.140625 112676.8125, 238326.296875 112611.359375, 238169.8125 112581.6015625, 237980.875 112582.4296875, 237838.953125 112661.53125, 237559.453125 112609.8125, 237344.078125 112521.7265625, 237036.515625 112647.546875, 236924.03125 112361.7109375, 236897.234375 112284.09375, 236802.390625 112224.6328125, 236731.765625 112181.7734375, 236537.765625 112200.5, 236357.984375 112052.5625, 236187.109375 111979.4296875, 236180.53125 112189.2578125, 236006.375 112364.453125, 236162.34375 112554.546875, 236173.890625 112760.4296875, 236019.671875 112873.0234375, 236030.9375 113087.921875, 235974.015625 113253.2578125, 236016.21875 113270.390625, 236320.71875 113313.8515625, 236510.90625 113344.6796875, 236794.1875 113419.09375, 236833.234375 113393.21875, 236898.890625 113379.4765625, 236936.71875 113464.2265625, 237004.75 113538.078125, 237018.390625 113552.890625, 237036.375 113565.9609375, 237061.859375 113597.0078125, 237084.609375 113624.71875, 237088.1875 113654.203125, 237052.296875 113723.0703125, 237064.5 113764.109375, 237116.515625 113826.71875, 237190.390625 113765.8125, 237257.359375 113781.46875, 237380.234375 113807.921875, 237538.53125 113923.5703125, 237603.46875 113932.390625, 237647.671875 113957.4921875, 237775.046875 114055.21875, 237796.796875 114150.7734375, 237834.265625 114246.796875, 237785.859375 114428.2109375, 237853.9375 114552.296875))",2622.0,21272.0,DEVON,ABBOTS BICKINGTON,BLACK TORRINGTON,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.5243365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,237.804641,113.218992,0.0,0.0,1.0,0.0,0.0,-0.23532388,-0.12471256,0.0,-0.11046392,0.0,0.0,2.3513753,0.08690405241963961,0.0,0.0,15.0,158.03865,3.4605908,33.849998,1.1249861,11.739086,10.683407,302.36823,80.784462,237804.64,113218.99,0.0,0.0,0.0,-2880.0,13991.797524109625,7629.7823481516025,3183.057476497377,3696.021919595691,0.0,76.34472044659232,0.0,0.0,31.01239020627009,468.5686820971428,0.0,0.0,0.0,174.7771593085295,4051.816853878511,6166.094319872918,0.0,0.0,0.0,0.0,175.19275174157335,642.7273244490086,0.0,0.0,55.303503715467194,2900.662770452146,4047.629049361606,1557.4150269308946,1557.4150269308946,611.1930916564179,3436.4359577051882,0.0,0.0,2998.0291683383552,4167.544597755734,7165.573766094089,0.09826945722348399,0.056591952931149804,0.15486141015463378,0.0,0.15486141015463378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dissected low plateaux and ridges,Lowlands,301.5325246293089,9.0,4.0,1.0,19.0,10.0,7.9658927350845286,0.0,-7.9658927350845286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9658927350845286,0.0,0.0,0.0,0.0,0.0,9.546298013652528,8.939945654821752,8.065911598465094,8.215282887941422,0.0,4.348272319312613,0.0,0.0,3.466123021805435,6.151814575696152,0.0,0.0,0.0,5.169217052512854,8.307167437815183,8.726983069162346,0.0,0.0,0.0,0.0,5.171578576115502,6.467275227200681,0.0,0.0,4.030756766166043,7.973039220782725,8.306133596463917,7.351424575379573,7.351424575379573,6.417047741992264,8.142481111315513,-6362.015175958022,-8.758257628261855,0.0,0.0,21621.579872261227,9.98149341211586,0.0,8.877182962493034,8.006043904723171,8.335322236547361,0.0,0.0,0.0,14.5,6.5,2.111111111111111,2.5,2.230769230769231,9.500000449783494,9.413096397363855,108.3159661175544
18,ABBOTSHAM in DEVON,"POLYGON ((241825.109375 128897.203125, 241894.703125 128875.5625, 242234.578125 128917.4921875, 242528.921875 128797.5390625, 242834.171875 128951.1328125, 242982.328125 128905.7265625, 243105.046875 128949.703125, 243238.296875 128821.21875, 243388.234375 128825.1484375, 243515.8125 128826.578125, 243679.328125 128814.96875, 243678.140625 128700.65625, 243721.765625 128582.3671875, 243612.859375 128498.2109375, 243565.015625 128345.28125, 243646.5 128247.59375, 243497.546875 128136.09375, 243393.703125 127742.71875, 243320.203125 127703.78125, 243325.59375 127602.9765625, 243256.53125 127568.59375, 243151.421875 127556.2109375, 243172.765625 127426.4609375, 243117.390625 127363.078125, 243118.234375 127271.203125, 243144.671875 127074.2734375, 243045.125 126855.453125, 243011.140625 126777.7734375, 242991.015625 126774.171875, 242898.75 126584.8828125, 243025.609375 126420.453125, 242908.421875 126262.2421875, 242840.09375 126147.1796875, 242932.953125 126029.4375, 242799.515625 125933.8125, 242732.703125 125652.90625, 242635.953125 125707.8515625, 242549.296875 125637.3984375, 242457.40625 125649.8125, 242411.578125 125521.546875, 242358.3125 125350.6171875, 242342.234375 125271.9921875, 242274.328125 125354.15625, 242203.640625 125252.5078125, 242127.515625 125253.8984375, 242019.96875 125263.890625, 241918.671875 125325.5, 241810.96875 125353.421875, 241761.21875 125408.890625, 241693.921875 125423.828125, 241633.71875 125398.4921875, 241595.8125 125382.3828125, 241549.75 125523.046875, 241507.796875 125704.1328125, 241334.671875 125787.328125, 241168.046875 125893.0390625, 241012.046875 125817.3203125, 240843.890625 125846.796875, 240681.890625 125936.8671875, 240693.40625 126145.4296875, 240738.171875 126390.21875, 240590.8125 126592.5234375, 240632.34375 126700.5625, 240543.90625 126791.75, 240473.65625 126885.09375, 240593.015625 127050.03125, 240629.5625 127214.046875, 240737.703125 127383.359375, 240950.203125 127643.4921875, 241217.234375 128058.8828125, 241421.28125 128509.40625, 241793.890625 128885.6328125, 241825.109375 128897.203125))",2611.0,20554.0,DEVON,ABBOTSHAM,SHEBBEAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.485477,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.258333304457473,242.07225,127.225844,0.0,0.12643678,0.65517241,0.0,0.0,-0.13512842,-0.12901185,0.0,-0.15118328,0.0,0.0,2.6880994,0.0785497169253262,0.0,0.0,12.0,61.07056,3.8633668,24.57,3.8488035,4.1145883,1.1697005,295.45935,66.177605,242072.25,127225.84,0.0,0.0,0.0,0.0,12261.87857780994,11953.789311157483,5661.712106946279,4801.536380187876,170.08864469308335,209.51350069502416,0.0,0.0,258.04672590376515,646.3803872284362,0.0,0.0,27.214840195634572,179.29672530738753,6119.711380481212,4497.61084119905,172.79263616275918,102.07905796641577,0.0,0.0,441.6157789015068,579.1216567266318,0.0,0.0,80.90232102835911,268.04490534400503,6115.489887584932,3226.844965256707,4673.211984907172,616.1097740515755,5499.380113533357,0.0,0.0,6874.932934223892,4201.06999821353,11076.002932437423,0.2667650496568573,0.057047201301071805,0.3238122509579291,0.14175850332101791,0.1820537476369112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dissected low plateaux and ridges,Lowlands,294.5060542910988,14.0,10.0,3.0,39.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.414331976205213,9.388887256245493,8.641658227270108,8.476899469874379,5.142181812203003,5.349549787384195,0.0,0.0,5.5570084543226566,6.472934046359844,0.0,0.0,3.339848087596259,5.194603967578373,8.719433607391906,8.411523926144387,5.157862842329297,4.635496246883419,0.0,0.0,6.09270207745936,6.363237834522336,0.0,0.0,4.405527330242064,5.594878300034179,8.718743663184686,8.079570000125148,8.449815868136914,6.425046923885071,8.612572480383989,-308.0892666524578,-5.733630124020304,0.0,0.0,24215.667888967422,10.094796430803852,0.0,9.312626430248994,8.835782612851899,8.343332539574986,0.0,0.0,0.0,34.5,12.0,2.7857142857142856,3.0,2.875,13.703703487811262,13.625153770885936,173.45897992017944
19,ABBOTSKERSWELL in DEVON,"POLYGON ((287384.6875 69342.796875, 287878.1875 69418.5859375, 287952.65625 69456.7734375, 288033.03125 69292.1015625, 288061.40625 69080.1875, 288209.4375 68942.453125, 288206.875 68865.8203125, 288255.78125 68714.734375, 288111.6875 68726.25, 288205.78125 68613.3984375, 288277.25 68469.0234375, 288224.8125 68324.8671875, 288132.3125 68282.203125, 288023.875 68199, 287840.46875 68233.1171875, 287792.03125 68228.6875, 287815.96875 68296.2734375, 287673.15625 68337.0859375, 287612.375 68341.6953125, 287396.1875 68342.0703125, 287323.09375 68628.4296875, 287296.0625 68628.4765625, 287040.46875 68365.2109375, 286721.25 68489.7265625, 286771.9375 68234.953125, 286667.21875 67964.671875, 286524.21875 67701.21875, 286454.03125 67613.4296875, 286435.46875 67489.5078125, 286333.875 67424.3203125, 286216.875 67449.3125, 286141.875 67293.921875, 286051.59375 67242.234375, 285902.78125 67195.1640625, 285789.8125 67107.453125, 285625.59375 67150.5625, 285445.53125 67171.15625, 285278.96875 67191.7265625, 285117.25 67286.671875, 285086.375 67439.984375, 284950.5 67264.4140625, 284901.15625 67314.0859375, 284849.71875 67393.0546875, 284777.65625 67395.4296875, 284707.90625 67406.828125, 284667.5625 67451.96875, 284703.90625 67530.796875, 284627.375 67535.4375, 284447.46875 67596.59375, 284407.5625 67738.6640625, 284340.78125 67921.3359375, 284368.46875 68076.8046875, 284272.09375 68185.15625, 284248.03125 68354.2421875, 284253.09375 68482.6953125, 284307.15625 68484.859375, 284363.625 68527.5859375, 284420.125 68570.3125, 284510.875 68727.9296875, 284511.59375 68896.9609375, 284660.75 69022.921875, 284679.0625 69090.515625, 284602.75 69153.75, 284616.5 69207.8125, 284579 69390.4453125, 284647.1875 69539.0859375, 284700.5625 69621.421875, 284786.65625 69505.03125, 284935.15625 69475.4765625, 285045.1875 69400.9140625, 285284 69423.046875, 285324.875 69504.109375, 285421.96875 69564.8046875, 285408.8125 69654.9765625, 285512.5625 69686.3515625, 285563.9375 69589.3515625, 285581.65625 69519.453125, 285784.21875 69496.5625, 285916.875 69444.4921875, 286121.875 69459.921875, 286195.5625 69317.796875, 285952.25 69291.171875, 285886.8125 69259.7265625, 285895.46875 69178.578125, 285866 69135.8046875, 286041.4375 69085.9140625, 286209.90625 68981.953125, 286362.5625 68873.5, 286432.25 68846.3359375, 286506.96875 68936.359375, 286532.1875 69040, 286595.65625 69139.0625, 286769.625 69276.2421875, 286964 69440.4375, 287095.28125 69597.984375, 287205.78125 69636.109375, 287202.875 69476.0859375, 287265.6875 69424.1484375, 287281.25 69381.2890625, 287265.0625 69273.1328125, 287341.6875 69288.78125, 287382.21875 69288.71875, 287384.6875 69342.796875))",3003.0,22450.0,DEVON,ABBOTSKERSWELL,HAYTOR,7778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5815.5,1680.0,0.0,0.0,0.0,0.0,0.0,282.5,0.0,0.0,0.0,0.0,5815.5,0.0,0.0,0.0,5815.5,0.0,,0.0,17.972731500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,285.993938,68.46975,0.0,0.17391305,0.7608695600000001,0.0,0.0,-0.40523645,-0.16540518,0.0,-0.10385437000000002,0.0,0.0,0.0,0.08871706778711586,0.0,0.0,16.0,56.475699999999996,4.6438642,30.429999999999996,4.0766788,9.9431677,3.6210770999999995,271.15033,111.98419,285993.94,68469.75,0.0,0.0,0.0,-7778.0,44735.98162592486,32488.95639204223,18454.378013806992,9896.00580874569,601.8085554554426,349.8997393234412,6.479997335038425,0.0,817.8508380387432,1704.6320989747596,0.0,0.0,16.0167057994326,641.8846345626841,29159.39272487221,9270.623861125727,491.9168196598546,226.13073991666056,6.479997335038425,0.0,1447.8593338992969,2239.557949747805,0.0,51.8399786803074,54.037956756827484,1788.1422639311324,29129.6242872957,1998.3305492303516,3307.911037345957,1326.3735354942528,27803.250751801446,0.0,0.0,4393.069391539908,25530.969323470257,29924.038715010163,0.1850166322532764,0.25243229900361824,0.4374489312568946,0.10799995558397375,0.07701667666930263,0.08966224129616866,0.0,0.0,0.16277005770744957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dissected low plateaux and ridges,Lowlands,269.5855839256858,50.0,20.0,5.0,99.0,50.0,8.959183074206774,0.0,-8.959183074206774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.668453985256821,7.427144133408616,0.0,0.0,0.0,0.0,0.0,5.647212123167807,0.0,0.0,0.0,0.0,8.668453985256821,0.0,0.0,0.0,8.668453985256821,10.70855576799234,10.388686286465946,9.8231110982566,9.199987546816363,6.401599659510685,5.860500539708988,2.012232435708037,0.0,6.707901940329124,7.441691053549806,0.0,0.0,2.834195555612747,6.465965290663993,10.280566653963048,9.134713817018733,6.200340437007914,5.425525798457148,2.012232435708037,0.0,7.278531859553987,7.714480198541481,0.0,3.96726807617765,4.008023070058609,7.489491601828961,10.279545280801617,7.600567678124213,8.104374422503072,7.190957483413675,10.232944192731049,-12247.025233882632,-9.41311999758055,0.0,0.0,77224.9380179671,11.254490664271344,0.0,10.306450824160013,8.388011045159391,10.147686644881816,0.0,0.0,0.0,74.5,35.0,1.98,2.5,2.1285714285714286,0.0,-0.08871706778711586,-1.0
183,ALPHINGTON in DEVON,"POLYGON ((293130.34375 90872.796875, 293073.5 90693.859375, 293221.8125 90646.9921875, 293428.75 90633.703125, 293497.03125 90861.8359375, 293605.46875 90989.375, 293731.1875 90906.7109375, 293850.125 90821.796875, 293993.59375 90669.8203125, 293862.84375 90593.7109375, 293758.8125 90434.875, 293837.46875 90126.3515625, 293938.53125 89973.2734375, 293806.09375 89993.0546875, 293594.46875 89950.4296875, 293330.875 89847.40625, 293103.96875 89938.953125, 292973.625 89915.1640625, 292820.71875 89914.53125, 292721.25 89921.3203125, 292689.9375 89923.453125, 292659.03125 89927.65625, 292628.75 89933.828125, 292330.8125 89654.1015625, 292263.09375 89589.2109375, 292359.6875 89546.7890625, 292372.96875 89481.9453125, 292356.78125 89358.9453125, 292424.09375 89309.7734375, 292520.71875 89269.59375, 292572.21875 89202.53125, 292533.59375 89095.1640625, 292376.21875 89126.3828125, 292283.8125 89074.890625, 292209.09375 88942.8984375, 292036.125 89021.0625, 291923.375 88944.9609375, 291847.90625 89235.6328125, 291557.65625 89228.75, 291292.5 89329.21875, 291006.78125 89331.28125, 290824.8125 89404.9609375, 290656.3125 89471.953125, 290467.375 89488.4140625, 290315.03125 89680.640625, 290126.40625 89776.6953125, 290227.625 90086.1015625, 290338.65625 90318.7265625, 290300.9375 90470.7734375, 290376.03125 90719.046875, 290333.75 90855.4296875, 290142.28125 90783.7578125, 290072.84375 90868.6875, 289971.6875 90899.9375, 289834.28125 90848.421875, 289794.28125 90993.7578125, 289715.75 91056.328125, 289614.28125 90989.171875, 289524.28125 90986.875, 289294.8125 90991.21875, 289078.6875 90948.59375, 288864.71875 90879.1328125, 288810.78125 90901.46875, 288756.84375 90912.6171875, 288718.71875 90955.0859375, 288514.03125 90966.140625, 288187.75 90952.5234375, 287843.34375 90898.640625, 287508.03125 90873.8359375, 287249.4375 90911.6953125, 287000.34375 91092.6796875, 286732.78125 91146.1875, 286523.75 91199.7265625, 286443.25 91124.1328125, 286346.875 91164.234375, 286226.8125 91210.7265625, 286159.59375 91291.1953125, 286231.65625 91318.0703125, 286582.65625 91322.765625, 286618.96875 91416.703125, 286754.125 91461.515625, 286718.5625 91582.2421875, 286754.59375 91597.921875, 286977.75 91718.8203125, 287178.71875 91931.3828125, 287318.875 92128.265625, 287373.125 92193.15625, 287418.53125 92320.6484375, 287539.84375 92262.5703125, 287693 92309.625, 287852.4375 92229.2265625, 287886.9375 92441.6875, 287984 92542.375, 288087.8125 92629.6640625, 288136.0625 92687.9375, 288180.4375 92741.53125, 288277.5625 92846.6953125, 288412.875 92947.40625, 288460.625 93090.5625, 288445.0625 93146.453125, 288380.09375 93229.15625, 288434.3125 93289.5703125, 288636.9375 93325.46875, 288859.3125 93229.453125, 289046 93209.4296875, 289120.1875 93193.8203125, 289165.34375 93238.578125, 289228.3125 93236.3828125, 289302.25 93144.734375, 289376.1875 93059.8046875, 289432.15625 92979.3359375, 289591.28125 92793.828125, 289538.71875 92565.6953125, 289610 92355.5234375, 289613.75 92136.375, 289599.9375 92046.9140625, 289491.75 91993.171875, 289509.46875 91905.9765625, 289536.125 91814.3046875, 289642.09375 91876.9765625, 289705 91852.421875, 289735.9375 91686.953125, 289825.375 91523.765625, 289896.84375 91378.4453125, 289980.15625 91398.6328125, 290126.40625 91398.71875, 290173.71875 91416.6328125, 290224.21875 91382.0078125, 290391.40625 91260.234375, 290451.65625 91117.1484375, 290631.46875 91063.5859375, 290813.25 90933.9921875, 290990.59375 90822.2890625, 291132.8125 90956.5625, 291295.1875 91077.4140625, 291473.21875 91155.7890625, 291655.125 91064.2109375, 291768.46875 91312.5078125, 291932.84375 91348.390625, 291993.53125 91330.53125, 292047.125 91218.7578125, 292106 91321.65625, 292146.59375 91353, 292191.46875 91317.234375, 292213.8125 91272.53125, 292382.65625 91306.171875, 292520.125 91371.109375, 292699.9375 91322.0234375, 292870.6875 91252.8046875, 292879.125 91230.8671875, 292930.90625 91096.3046875, 293054.21875 90973.375, 293130.34375 90872.796875))",2899.0,22091.0,DEVON,ALPHINGTON,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.808055000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.1924375,91.05032049999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65247.55890920586,51139.62761289719,16717.103797849868,9717.025115925135,0.0,2005.68348894607,5.772624296436475,0.0,4292.8417528786085,1344.3889173537957,0.0,0.0,537.5519334536713,0.0,33233.44357870809,8425.639223308732,91.0811739056494,950.9560591377976,6.0622848850642725,0.0,1191.6021431095123,4675.702215762378,0.0,0.0,0.0,153.81224819504783,33230.05255950307,2320.3853788146184,9466.776416246956,0.0,33230.05255950307,0.0,0.0,26814.133441001686,0.0,26814.133441001686,0.7271772376987525,0.0,3.448848309292386,1.5543699390698358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Dissected low plateaux and ridges,Lowlands,255.91618006615067,14.0,9.666666666666666,2.6666666666666665,49.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08595923925838,10.842334521216042,9.724247470987875,9.181737699437209,0.0,7.604238632795334,1.9128886479185492,0.0,8.364937124680596,7.204438408121719,0.0,0.0,6.288883932900206,0.0,10.411342074307793,9.039153302859777,4.522670513090501,6.858518877358268,1.9547686372567208,0.0,7.0838928736935225,8.450348485774214,0.0,0.0,0.0,5.042213080732618,10.411240035824521,7.749919432480388,9.155649355678973,0.0,10.411240035824521,-14107.93129630867,-9.554563301107267,0.0,0.0,116387.18652210305,11.66468631876904,0.0,10.196721687761224,10.196721687761224,0.0,0.0,0.0,0.0,29.5,11.833333333333332,3.5,1.0344827586206897,2.4929577464788735,0.0,0.0,
