hundred,recipient_surname,recipient_grant_value,recipient_surname_43,recipient_surname_post_43,recipient_treatment_group,recipient_treatment_group_43,recipient_treatment_group_post_43,recipient_control_group,recipient_control_group_43,recipient_control_group_post_43,tot_val_rank_corr_1524_1543,avg_val_rank_corr_1524_1543,max_val_rank_corr_1524_1543,tot_val_rank_corr_1524_1581,avg_val_rank_corr_1524_1581,max_val_rank_corr_1524_1581,tot_val_rank_corr_1524_1674,avg_val_rank_corr_1524_1674,max_val_rank_corr_1524_1674,tot_val_rank_corr_1524_1840,avg_val_rank_corr_1524_1840,max_val_rank_corr_1524_1840,tot_val_rank_corr_1543_1581,avg_val_rank_corr_1543_1581,max_val_rank_corr_1543_1581,tot_val_rank_corr_1543_1674,avg_val_rank_corr_1543_1674,max_val_rank_corr_1543_1674,tot_val_rank_corr_1543_1840,avg_val_rank_corr_1543_1840,max_val_rank_corr_1543_1840,tot_val_rank_corr_1581_1674,avg_val_rank_corr_1581_1674,max_val_rank_corr_1581_1674,tot_val_rank_corr_1581_1840,avg_val_rank_corr_1581_1840,max_val_rank_corr_1581_1840,tot_val_rank_corr_1674_1840,avg_val_rank_corr_1674_1840,max_val_rank_corr_1674_1840,wealth_share_1_1524,wealth_share_2_1524,wealth_share_3_1524,wealth_share_recipient_1524,wealth_share_recipient_control_1524,wealth_share_1_1543,wealth_share_2_1543,wealth_share_3_1543,wealth_share_recipient_1543,wealth_share_recipient_control_1543,wealth_share_1_1581,wealth_share_2_1581,wealth_share_3_1581,wealth_share_recipient_1581,wealth_share_recipient_control_1581,wealth_share_1_1674,wealth_share_2_1674,wealth_share_3_1674,wealth_share_recipient_1674,wealth_share_recipient_control_1674,wealth_share_1_1840,wealth_share_2_1840,wealth_share_3_1840,wealth_share_recipient_1840,wealth_share_recipient_control_1840,recipient_count_1524,control_count_1524,recipient_count_share_1524,control_count_share_1524,recipient_tot_val_1524,control_tot_val_1524,recipient_tot_val_share_1524,control_tot_val_share_1524,tot_val_rank_1524_1543_corr,avg_val_rank_1524_1543_corr,max_val_rank_1524_1543_corr,tot_val_pctile_1524_1543_corr,avg_val_pctile_1524_1543_corr,max_val_pctile_1524_1543_corr,tot_val_rank_1524_1581_corr,avg_val_rank_1524_1581_corr,max_val_rank_1524_1581_corr,tot_val_pctile_1524_1581_corr,avg_val_pctile_1524_1581_corr,max_val_pctile_1524_1581_corr,tot_val_rank_1524_1674_corr,avg_val_rank_1524_1674_corr,max_val_rank_1524_1674_corr,tot_val_pctile_1524_1674_corr,avg_val_pctile_1524_1674_corr,max_val_pctile_1524_1674_corr,tot_val_rank_1524_1840_corr,avg_val_rank_1524_1840_corr,max_val_rank_1524_1840_corr,tot_val_pctile_1524_1840_corr,avg_val_pctile_1524_1840_corr,max_val_pctile_1524_1840_corr,recipient_count_1543,control_count_1543,recipient_count_share_1543,control_count_share_1543,recipient_tot_val_1543,control_tot_val_1543,recipient_tot_val_share_1543,control_tot_val_share_1543,tot_val_rank_1543_1581_corr,avg_val_rank_1543_1581_corr,max_val_rank_1543_1581_corr,tot_val_pctile_1543_1581_corr,avg_val_pctile_1543_1581_corr,max_val_pctile_1543_1581_corr,tot_val_rank_1543_1674_corr,avg_val_rank_1543_1674_corr,max_val_rank_1543_1674_corr,tot_val_pctile_1543_1674_corr,avg_val_pctile_1543_1674_corr,max_val_pctile_1543_1674_corr,tot_val_rank_1543_1840_corr,avg_val_rank_1543_1840_corr,max_val_rank_1543_1840_corr,tot_val_pctile_1543_1840_corr,avg_val_pctile_1543_1840_corr,max_val_pctile_1543_1840_corr,recipient_count_1581,control_count_1581,recipient_count_share_1581,control_count_share_1581,recipient_tot_val_1581,control_tot_val_1581,recipient_tot_val_share_1581,control_tot_val_share_1581,tot_val_rank_1581_1674_corr,avg_val_rank_1581_1674_corr,max_val_rank_1581_1674_corr,tot_val_pctile_1581_1674_corr,avg_val_pctile_1581_1674_corr,max_val_pctile_1581_1674_corr,tot_val_rank_1581_1840_corr,avg_val_rank_1581_1840_corr,max_val_rank_1581_1840_corr,tot_val_pctile_1581_1840_corr,avg_val_pctile_1581_1840_corr,max_val_pctile_1581_1840_corr,recipient_count_1674,control_count_1674,recipient_count_share_1674,control_count_share_1674,recipient_tot_val_1674,control_tot_val_1674,recipient_tot_val_share_1674,control_tot_val_share_1674,tot_val_rank_1674_1840_corr,avg_val_rank_1674_1840_corr,max_val_rank_1674_1840_corr,tot_val_pctile_1674_1840_corr,avg_val_pctile_1674_1840_corr,max_val_pctile_1674_1840_corr,recipient_count_1840,control_count_1840,recipient_count_share_1840,control_count_share_1840,recipient_tot_val_1840,control_tot_val_1840,recipient_tot_val_share_1840,control_tot_val_share_1840,count_1524,tot_val_1524,avg_val_1524,max_val_1524,avg_val_pctile_1524,max_val_pctile_1524,tot_val_pctile_1524,count_1543,tot_val_1543,avg_val_1543,max_val_1543,avg_val_pctile_1543,max_val_pctile_1543,tot_val_pctile_1543,count_1581,tot_val_1581,avg_val_1581,max_val_1581,avg_val_pctile_1581,max_val_pctile_1581,tot_val_pctile_1581,count_1674,tot_val_1674,avg_val_1674,max_val_1674,avg_val_pctile_1674,max_val_pctile_1674,tot_val_pctile_1674,count_1840,tot_val_1840,avg_val_1840,max_val_1840,avg_val_pctile_1840,max_val_pctile_1840,tot_val_pctile_1840,houses,families,agric,mfg,other,pop01,pop_fam,agriculture_share,industrial_share,other_share,ind_ag_ratio,other_ag_ind_ratio,pct_devon,pop11,pop21,pop31,pop11_01,pop21_11,pop31_21,pop31_01,pop15,prop_val_15,gbp_pc,gbp_pc_index,mean_elev,mean_slope,wheatsuit,lspc1332,ind_1831,agr_1831,agr_share,ind_share,mills_1400,gent_1400,NrPatents,copys_1850,mills,NrGentry,area,landOwned,WheatYield,copys_1516,hrv_land,lspc1525,distriver,distmkt,distcoal,hrv_dums,latitude,longitude
Axminster,0.008976660682226212,9709.2358396,0.005385996409335727,0.005385996409335727,0.008976660682226212,0.005385996409335727,0.005385996409335727,0.004488330341113106,0.004488330341113106,0.008976660682226212,0.3932713993001021,0.30996877386525346,0.38029135347958504,0.31526276300201567,0.2966656958622688,0.3569698372726358,0.27813111456644285,0.1578179287255691,0.17708466933483394,0.2031688139398148,0.1007209349482307,0.14456174908563943,0.4225050591959553,0.2867693445827352,0.38684682710168494,0.3273920675431614,0.12472391023204361,0.24598213170773894,0.04797285973737879,-0.07535185403957365,0.022434713741094795,0.2552738608993991,0.16676262820022272,0.23163239142367,0.20582021102348044,0.08233708691614941,0.10939582577131908,0.18472750197627164,0.07939169780398866,0.1553950043372541,0.028959597500207546,0.05449230929622387,0.0765016033963816,0.009556667175068489,0.0012249909742587794,0.03768844221105527,0.06635149431367363,0.088171118751653,0.027572070880719383,0.0,0.03237951807228916,0.05496987951807229,0.07530120481927711,0.04819277108433735,0.0030120481927710845,0.02535211267605634,0.05014084507042253,0.06309859154929577,0.04,0.0028169014084507044,0.03510361412430073,0.06568787502271885,0.09036782221796771,0.050050515079171555,0.0015270947749556458,14.0,4.0,0.019230769230769232,0.005494505494505495,33.0,4.23,0.009556667175068489,0.0012249909742587791,0.3932713993001021,0.30996877386525346,0.38029135347958504,0.39327139930010213,0.30996877386525346,0.38029135347958476,0.31526276300201567,0.2966656958622688,0.3569698372726358,0.31526276300201556,0.2966656958622688,0.3569698372726354,0.27813111456644285,0.1578179287255691,0.17708466933483394,0.2781311145664429,0.1578179287255694,0.17708466933483424,0.2031688139398148,0.1007209349482307,0.14456174908563943,0.20316881393981484,0.10072093494823066,0.14456174908563948,23.0,0.0,0.031165311653116534,0.0,139.0,0.0,0.027572070880719383,0.0,0.4225050591959553,0.2867693445827352,0.38684682710168494,0.42250505919595555,0.28676934458273545,0.386846827101685,0.3273920675431614,0.12472391023204361,0.24598213170773894,0.3273920675431613,0.12472391023204361,0.24598213170773878,0.04797285973737879,-0.07535185403957365,0.022434713741094795,0.04797285973737878,-0.07535185403957369,0.02243471374109477,8.0,1.0,0.025157232704402517,0.0031446540880503146,64.0,4.0,0.04819277108433735,0.0030120481927710845,0.2552738608993991,0.16676262820022272,0.23163239142367,0.2552738608993994,0.1667626282002229,0.23163239142367006,0.20582021102348044,0.08233708691614941,0.10939582577131908,0.20582021102348044,0.08233708691614947,0.10939582577131907,25.0,4.0,0.027593818984547464,0.004415011037527594,71.0,5.0,0.04,0.0028169014084507044,0.18472750197627164,0.07939169780398866,0.1553950043372541,0.18472750197627166,0.07939169780398872,0.1553950043372541,1343.5,1245.0,0.012039932967101902,0.011157213653920259,309527.0,9444.0,0.05005051507917155,0.0015270947749556458,728.0,3453.0866666666666,4.771912164670937,6.087266081871346,0.5010964912280701,0.5010964912280702,0.5010964912280702,738.0,5041.333333333333,6.840998641163477,8.6985347985348,0.5010989010989011,0.5010989010989011,0.5010989010989011,318.0,1328.0,4.111261261261261,4.608108108108108,0.5022522522522522,0.5022522522522522,0.5022522522522522,906.0,1775.0,1.9245446458092914,2.3100616016427105,0.5010266940451745,0.5010266940451745,0.5010266940451745,111587.0,6184292.0,274.8667722868814,1341.4593023255813,0.5473240412752194,0.5641729554905283,0.5716810411212074,2051,2211,4031,2807,3730,10568,4.78,0.38,0.27,0.35,0.7,0.55,0.03,11394,13282,13939,1.08,1.17,1.05,1.32,12149,70784,5.83,1.24,130.15454453333334,5.317993676666666,57.34966706666667,0.05550460050733044,0.16733827573333335,0.5819729453333333,0.0,0.0,0.0,8.0,0.0,0.0,4.0,16.0,1014.36733625,34180.0,8.066666666666666,0.0,41107.999960617206,20.63562347660841,1.9153208914666668,5.2097661073333335,58.229021366666665,14,303049.49799999996,93427.92886666667
Bampton,0.008849557522123894,2807.0,0.0025284450063211127,0.006321112515802781,0.008849557522123894,0.0025284450063211127,0.006321112515802781,0.007585335018963337,0.0050568900126422255,0.006321112515802781,0.4490551517759559,0.3064396560926397,0.3912635710507366,0.32392062813233974,0.14243964562924602,0.22900001088617697,0.30540245178455705,0.2743041853217587,0.2674887385185064,0.08713349657757857,0.05229410957881454,0.036929139696046644,0.11150110145971305,-0.06035930879548857,0.05768956802484739,0.3433540561115147,0.05943363486247328,0.1642200479764743,0.19615330373535422,0.10728039907947841,0.15072741269746043,0.15187317793523922,-0.15003828853909162,-1.973980876127518e-05,0.025104572099823027,0.024599670507471087,0.09372826876834552,0.0772331650015393,-0.08285500036025505,-0.014476502108235695,0.04203520448375515,0.07776512829494703,0.11086785182590421,0.03222699010421228,0.018915842017689817,0.0511727078891258,0.09381663113006398,0.13304904051172708,0.05842217484008529,0.00511727078891258,0.041968162083936326,0.08393632416787265,0.12011577424023155,0.043415340086830685,0.0,0.018164204407846937,0.03511746185517074,0.05182852991038993,0.005085977234197143,0.001453136352627755,0.08751620499372494,0.14265383472606352,0.18518630753789048,0.012317643006759903,0.011168326462071075,7.0,3.0,0.015217391304347825,0.006521739130434784,61.33333333333333,36.0,0.03222699010421228,0.018915842017689817,0.4490551517759559,0.3064396560926397,0.3912635710507366,0.4490551517759555,0.30643965609263973,0.3912635710507367,0.32392062813233974,0.14243964562924602,0.22900001088617697,0.32392062813233974,0.14243964562924596,0.22900001088617683,0.30540245178455705,0.2743041853217587,0.2674887385185064,0.30540245178455694,0.27430418532175865,0.2674887385185063,0.08713349657757857,0.05229410957881454,0.036929139696046644,0.08713349657757852,0.05229410957881457,0.03692913969604667,12.0,4.0,0.020725388601036267,0.0069084628670120895,137.0,12.0,0.05842217484008529,0.0051172707889125795,0.11150110145971305,-0.06035930879548857,0.05768956802484739,0.11150110145971295,-0.06035930879548849,0.057689568024847364,0.3433540561115147,0.05943363486247328,0.1642200479764743,0.3433540561115148,0.05943363486247322,0.16422004797647424,0.19615330373535422,0.10728039907947841,0.15072741269746043,0.1961533037353541,0.10728039907947834,0.1507274126974604,3.0,0.0,0.01744186046511628,0.0,30.0,0.0,0.043415340086830685,0.0,0.15187317793523922,-0.15003828853909162,-1.973980876127518e-05,0.15187317793523925,-0.15003828853909168,-1.9739808761256742e-05,0.025104572099823027,0.024599670507471087,0.09372826876834552,0.025104572099823124,0.024599670507471135,0.09372826876834556,3.0,2.0,0.00473186119873817,0.0031545741324921135,7.0,2.0,0.005085977234197143,0.001453136352627755,0.0772331650015393,-0.08285500036025505,-0.014476502108235695,0.07723316500153932,-0.08285500036025507,-0.014476502108235657,608.0,271.0,0.01707625333520573,0.007611290549080186,33331.0,30221.0,0.012317643006759903,0.011168326462071075,460.0,1903.1666666666667,4.020588445588445,4.936373873873874,0.5016891891891891,0.5016891891891891,0.5016891891891891,579.0,2345.0,3.844785712484827,4.79646017699115,0.5014749262536873,0.5014749262536873,0.5014749262536873,172.0,691.0,3.912361111111111,4.55,0.5041666666666667,0.5041666666666667,0.5041666666666667,634.0,1376.3333333333333,2.2358961557165977,2.619705340699816,0.5013812154696132,0.5013812154696132,0.5013812154696132,35605.0,2705956.0,307.6533461230025,1257.3403141361257,0.5346477257472022,0.5595626014474182,0.5678004369103845,1043,1120,1703,1841,1663,5207,4.65,0.33,0.35,0.32,1.08,0.47,0.02,5496,6089,6500,1.06,1.11,1.07,1.25,5733,31102,5.42,1.15,170.33811166666666,5.306023983333334,38.40999983333334,0.08531724872673123,0.18181805583333333,0.6300476466666667,0.0,0.0,7.0,6.0,3.0,0.0,6.0,11.0,235.246297,11569.0,5.333333333333333,0.0,41218.99933435569,26.527969096767364,2.4153127233333334,4.9408031150000005,59.79122733333333,6,301989.0366666667,120328.66833333333
Black Torrington,0.011053315994798439,14988.55065427,0.005851755526657998,0.007152145643693108,0.011053315994798439,0.005851755526657998,0.007152145643693108,0.009102730819245773,0.0039011703511053317,0.004551365409622887,0.3678577787177378,0.1616378197664928,0.2570322687952602,0.24910212742166588,0.041240693026151125,0.07704132674271111,0.18630861731853812,-0.04784677324907633,0.055007631232374746,0.16661154023648797,0.11310765575854818,0.12680153488524698,0.3779347803459579,0.11630581896817391,0.18268582773228756,0.19863543040517836,0.11216761013151418,0.16437510038155234,0.22354897399568113,0.1048483938980981,0.13877522171308734,0.2444149616963994,0.11061399832020409,0.20558898643301501,0.23623789660374328,0.10326829786202858,0.17699099692113426,0.1401559439022206,-0.008995388451895282,0.0944952085592314,0.025099789846755677,0.04405060495143383,0.05848334493181785,0.006431981947779836,0.020833346406467373,0.01807396422281954,0.0333673185652053,0.04532394105107053,0.013764018908147187,0.02015942163314487,0.019744483159117306,0.03677893921796361,0.051877661633759196,0.018583042973286876,0.0313588850174216,0.014914243102162566,0.027839920457370125,0.039771314939100175,0.013919960228685063,0.024857071836937607,0.04310117518604682,0.06201983859710947,0.08032638918253561,0.013447227881736112,0.025137672761524076,13.0,32.0,0.008843537414965985,0.021768707482993203,34.166666666666664,110.66666666666667,0.006431981947779836,0.02083334640646737,0.3678577787177378,0.1616378197664928,0.2570322687952602,0.3678577787177372,0.16163781976649286,0.2570322687952604,0.24910212742166588,0.041240693026151125,0.07704132674271111,0.2491021274216661,0.04124069302615115,0.07704132674271119,0.18630861731853812,-0.04784677324907633,0.055007631232374746,0.18630861731853804,-0.047846773249076276,0.055007631232374836,0.16661154023648797,0.11310765575854818,0.12680153488524698,0.16661154023648764,0.11310765575854802,0.12680153488524723,28.0,32.0,0.01741293532338308,0.01990049751243781,99.0,145.0,0.013764018908147187,0.020159421633144867,0.3779347803459579,0.11630581896817391,0.18268582773228756,0.3779347803459579,0.11630581896817405,0.18268582773228756,0.19863543040517836,0.11216761013151418,0.16437510038155234,0.19863543040517836,0.11216761013151418,0.16437510038155234,0.22354897399568113,0.1048483938980981,0.13877522171308734,0.22354897399568108,0.10484839389809814,0.13877522171308737,9.0,20.0,0.014634146341463412,0.03252032520325203,48.0,81.0,0.018583042973286876,0.0313588850174216,0.2444149616963994,0.11061399832020409,0.20558898643301501,0.24441496169639942,0.11061399832020415,0.2055889864330148,0.23623789660374328,0.10326829786202858,0.17699099692113426,0.23623789660374314,0.10326829786202861,0.17699099692113449,16.0,23.0,0.01694915254237288,0.024364406779661018,28.0,50.0,0.013919960228685063,0.024857071836937607,0.1401559439022206,-0.008995388451895282,0.0944952085592314,0.14015594390222047,-0.008995388451895318,0.0944952085592315,1264.0,2544.5,0.008498193125472729,0.01710731994285234,217203.0,406030.0,0.013447227881736112,0.025137672761524076,1470.0,5311.996666666667,3.84549930295693,4.949148196436332,0.500651890482399,0.500651890482399,0.500651890482399,1608.0,7192.666666666667,4.458433904189957,5.960140166447657,0.5006570302233903,0.5006570302233903,0.5006570302233903,615.0,2583.0,4.215316662678472,4.658291457286432,0.5012562814070352,0.5012562814070352,0.5012562814070352,944.0,2011.5,2.1418422733077906,2.568007662835249,0.5009578544061303,0.5009578544061303,0.5009578544061303,148737.5,16152251.0,399.59311639123285,2919.1098130841124,0.5257274851316908,0.5464118403662795,0.5624778745397905,2336,2578,6994,1382,5052,13428,5.21,0.52,0.1,0.38,0.2,0.6,0.04,14935,17536,19492,1.11,1.17,1.11,1.45,15975,63334,3.96,0.84,124.57423791666666,3.0132899916666664,26.524722416666666,0.07010529891996546,0.11578531355555555,0.6643670575,0.0,0.0,2.0,24.0,0.0,0.0,1.0,42.0,863.264790156,39894.333333333336,3.4722222222222223,0.0,55923.33830454995,17.768835093259014,2.1430421116666665,6.983224383333333,78.12621130555556,31,208754.9727777778,87521.57536111111
Braunton,0.005809731299927378,6841.2539681,0.002904865649963689,0.002904865649963689,0.005809731299927378,0.002904865649963689,0.002904865649963689,0.007262164124909223,0.006535947712418301,0.004357298474945534,0.4262799558690716,0.31441124529139175,0.3614114532893906,0.13901383302756265,0.02576973374586517,0.0996921305125725,0.2415127993822278,0.10854869406971397,0.1905994615479348,0.09873950139666753,0.06177832842895171,0.08777992440386485,0.1876956831496438,0.07116708041566921,0.12371931151393184,0.33303638286712545,0.08677320598598619,0.23090421634649105,0.16207886352918202,0.04366334534467454,0.14673901162855493,0.17552296849302848,0.02703555737663406,0.05610524042975634,0.08340573514658225,0.06106694717925688,0.10564666526011932,0.20234020669801517,0.06270309370009954,0.12088221004765176,0.03895622178081502,0.07623490291078155,0.09487424347576481,0.015284259263286276,0.01935322730862212,0.029901325625436067,0.05511811023622047,0.07724509119904316,0.014950662812718033,0.04604804146317154,0.03277345350266284,0.051618189266693974,0.07005325686194183,0.006554690700532569,0.04465383039737812,0.032537210107303566,0.06368985808238145,0.08457367024345218,0.01246105919003115,0.017653167185877467,0.06956232460460535,0.11439738324009886,0.14851165585642512,0.031394056535395023,0.023275534162221764,12.0,20.0,0.010978956999085087,0.018298261665141813,82.0,103.83,0.015284259263286276,0.01935322730862212,0.4262799558690716,0.31441124529139175,0.3614114532893906,0.4262799558690717,0.314411245291392,0.36141145328939106,0.13901383302756265,0.02576973374586517,0.0996921305125725,0.13901383302756246,0.02576973374586518,0.0996921305125725,0.2415127993822278,0.10854869406971397,0.1905994615479348,0.24151279938222786,0.10854869406971394,0.19059946154793495,0.09873950139666753,0.06177832842895171,0.08777992440386485,0.09873950139666744,0.061778328428951645,0.08777992440386499,16.0,22.0,0.011931394481730051,0.016405667412378824,100.0,308.0,0.014950662812718033,0.04604804146317154,0.1876956831496438,0.07116708041566921,0.12371931151393184,0.18769568314964405,0.0711670804156692,0.12371931151393185,0.33303638286712545,0.08677320598598619,0.23090421634649105,0.33303638286712556,0.08677320598598624,0.230904216346491,0.16207886352918202,0.04366334534467454,0.14673901162855493,0.16207886352918194,0.043663345344674524,0.14673901162855493,3.0,6.0,0.006772009029345373,0.013544018058690746,16.0,109.0,0.006554690700532567,0.04465383039737812,0.17552296849302848,0.02703555737663406,0.05610524042975634,0.17552296849302848,0.02703555737663413,0.05610524042975632,0.08340573514658225,0.06106694717925688,0.10564666526011932,0.08340573514658217,0.06106694717925688,0.10564666526011936,20.0,21.0,0.015278838808250575,0.016042780748663103,36.0,51.0,0.01246105919003115,0.017653167185877467,0.20234020669801517,0.06270309370009954,0.12088221004765176,0.20234020669801517,0.06270309370009952,0.12088221004765175,578.0,598.0,0.00632520067191578,0.006544065747068575,253383.0,187858.0,0.031394056535395023,0.023275534162221764,1093.0,5364.996666666667,5.01183353261662,6.656517094017095,0.500801282051282,0.500801282051282,0.500801282051282,1341.0,6688.666666666667,5.043178146994347,6.869158878504673,0.5007788161993769,0.5007788161993769,0.5007788161993769,443.0,2441.0,5.764277475696161,6.356401384083045,0.5017301038062284,0.5017301038062284,0.5017301038062284,1309.0,2889.0,2.373894075702337,2.8763172490293956,0.5008319467554077,0.5008319467554077,0.5008319467554077,91380.5,8071050.0,347.54235711674824,4038.8362068965516,0.5246916295253734,0.5475408554226288,0.5551230549691141,2440,2799,3925,1515,7937,13377,4.78,0.29,0.11,0.59,0.39,1.46,0.04,14287,17927,21974,1.07,1.26,1.23,1.64,15743,68679,4.36,0.93,136.72553231818182,6.221760172727272,19.036363718181818,0.07670045500181075,0.1887022369090909,0.5647181143181818,0.0,0.0,4.0,59.0,0.0,0.0,0.0,104.0,724.074870313,41816.5,3.590909090909091,0.0,605989.9558249074,23.10549429291325,3.8972974209090907,5.256802681454546,48.69236054545454,21,243605.16727272727,133059.5627272727
Cliston,0.005333333333333333,2757.0,0.005333333333333333,0.0,0.005333333333333333,0.005333333333333333,0.0,0.008,0.005333333333333333,0.013333333333333334,0.5120896311064512,0.3323559611406404,0.444977842937624,0.576481826669989,0.35290366569124226,0.47959972885362,0.30692780675300585,0.45671444695314306,0.33626380947875445,0.18006421638024817,0.18407545270870407,0.286028048693441,0.491377552640907,0.1865537480815758,0.36600722141857583,0.1267033589112766,0.1393310350168337,0.21912133654031643,0.2262992447639292,-0.020056703508313366,0.14659798184274572,-0.1102953316984872,-0.22262384388240472,-0.5978482537139598,0.3005900168702849,0.08881870524380649,0.1517131679240274,0.6286767807566596,-0.14285820767579602,0.4246569414008111,0.03844877785598452,0.0747270601878409,0.10449385594731278,0.010542406831479627,0.027906371024504894,0.04354469060351413,0.08403361344537816,0.12223071046600459,0.0,0.0450725744843392,0.04127579737335835,0.07129455909943715,0.09943714821763602,0.011257035647279548,0.03564727954971857,0.16774193548387098,0.24516129032258066,0.2838709677419355,0.0,0.029032258064516127,0.08930450029222677,0.17120229026538153,0.24009549376417794,0.03244707723702067,0.032616469702523056,4.0,12.0,0.012861736334405145,0.03858520900321543,11.333333333333334,30.0,0.010542406831479627,0.027906371024504897,0.5120896311064512,0.3323559611406404,0.444977842937624,0.5120896311064513,0.33235596114064037,0.44497784293762394,0.576481826669989,0.35290366569124226,0.47959972885362,0.5764818266699889,0.3529036656912424,0.4795997288536199,0.30692780675300585,0.45671444695314306,0.33626380947875445,0.30692780675300585,0.45671444695314295,0.3362638094787544,0.18006421638024817,0.18407545270870407,0.286028048693441,0.18006421638024817,0.18407545270870412,0.286028048693441,0.0,14.0,0.0,0.05263157894736842,0.0,59.0,0.0,0.0450725744843392,0.491377552640907,0.1865537480815758,0.36600722141857583,0.4913775526409069,0.18655374808157565,0.3660072214185758,0.1267033589112766,0.1393310350168337,0.21912133654031643,0.12670335891127651,0.1393310350168336,0.21912133654031643,0.2262992447639292,-0.020056703508313366,0.14659798184274572,0.22629924476392924,-0.020056703508313338,0.14659798184274575,3.0,4.0,0.020134228187919462,0.026845637583892617,6.0,19.0,0.011257035647279548,0.03564727954971857,-0.1102953316984872,-0.22262384388240472,-0.5978482537139598,-0.11029533169848728,-0.2226238438824047,-0.5978482537139598,0.3005900168702849,0.08881870524380649,0.1517131679240274,0.30059001687028486,0.08881870524380647,0.15171316792402736,0.0,2.0,0.0,0.0425531914893617,0.0,3.0,0.0,0.029032258064516127,0.6286767807566596,-0.14285820767579602,0.4246569414008111,0.6286767807566593,-0.14285820767579596,0.424656941400811,25.0,24.0,0.0038786750446047624,0.0037235280428205724,32755.0,32926.0,0.03244707723702067,0.032616469702523056,311.0,1075.0233333333333,3.3130829908951736,4.165296108291032,0.5025380710659898,0.5025380710659898,0.5025380710659898,266.0,1309.0,4.824967466071761,5.9815950920245395,0.5030674846625767,0.5030674846625767,0.5030674846625767,149.0,533.0,3.707376700680272,4.026785714285714,0.5044642857142857,0.5044642857142857,0.5044642857142857,47.0,103.33333333333334,2.111111111111111,2.3873873873873874,0.5135135135135135,0.5135135135135135,0.5135135135135134,6445.5,1009490.0,329.0833339653148,1022.3125,0.540421195652174,0.5851037549407114,0.6058856225296443,581,604,1770,263,528,2561,4.24,0.69,0.1,0.21,0.15,0.26,0.01,2763,3032,3482,1.08,1.1,1.15,1.36,2871,24098,8.39,1.79,72.4245416,3.08558194,48.9059994,0.06465363602559716,0.15739688,0.701675904,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,101.013097,1360.0,4.4,0.0,20359.00125004814,14.493754223357588,1.2934513448,5.3056141000000006,76.461812,5,301661.014,100930.03719999999
