surname_id,surname,metaphone,soundex,mp_se,u_id
0.0,Abbay,AP,A100,AP A100,1.0
1.0,Abbot,APT,A103,APT A103,2.0
2.0,Abell,APL,A104,APL A104,110.0
3.0,Aberton,APRTN,A106305,APRTN A106305,4.0
4.0,Abington,APNKTN,A1052305,APNKTN A1052305,5.0
5.0,Abraham,APRHM,A1605,APRHM A1605,6.0
6.0,Abtor,APTR,A1306,APTR A1306,115.0
7.0,Aceller,ASLR,A20406,ASLR A20406,8.0
8.0,Acland,AKLNT,A24053,AKLNT A24053,12.0
8.0,Agland,AKLNT,A24053,AKLNT A24053,12.0
8.0,Aclond,AKLNT,A24053,AKLNT A24053,12.0
8.0,Aglond,AKLNT,A24053,AKLNT A24053,12.0
10.0,Actor,AKTR,A2306,AKTR A2306,13.0
12.0,Adam,ATM,A305,ATM A305,15.0
12.0,Adams,ATMS,A3052,ATMS A3052,15.0
13.0,Addington,ATNKTN,A3052305,ATNKTN A3052305,16.0
14.0,Addis,ATS,A302,ATS A302,24.0
15.0,Addiscot,ATSKT,A30203,ATSKT A30203,18.0
16.0,Addiscote,ATSKT,A302030,ATSKT A302030,20.0
16.0,Adecot,ATKT,A30203,ATKT A30203,20.0
17.0,Addryngton,ATRNKTN,A36052305,ATRNKTN A36052305,21.0
18.0,Adown,ATN,A305,ATN A305,22.0
19.0,Adrean,ATRN,A3605,ATRN A3605,23.0
20.0,Adys,ATS,A302,ATS A302,24.0
21.0,Agard,AKRT,A2063,AKRT A2063,25.0
22.0,Agarnesy,AKRNS,A2065020,AKRNS A2065020,26.0
23.0,Agcombe,AKKMP,A20510,AKKMP A20510,27.0
24.0,Agebaston,AJPSTN,A20102305,AJPSTN A20102305,28.0
25.0,Agett,AKT,A203,AKT A203,29.0
26.0,Agever,AJFR,A20106,AJFR A20106,31.0
26.0,Aggeven,AKFN,A20105,AKFN A20105,31.0
27.0,Agger,AKR,A206,AKR A206,36.0
27.0,Anger,ANKR,A5206,ANKR A5206,36.0
27.0,Auger,AKR,A0206,AKR A0206,36.0
27.0,Augger,AKR,A0206,AKR A0206,36.0
27.0,Ayger,AKR,A0206,AKR A0206,36.0
28.0,Aginer,AJNR,A20506,AJNR A20506,37.0
29.0,Aglenton,AKLNTN,A2405305,AKLNTN A2405305,38.0
30.0,Agman,AKMN,A2505,AKMN A2505,39.0
31.0,Agrace,AKRS,A26020,AKRS A26020,40.0
32.0,Aimer,AMR,A0506,AMR A0506,41.0
33.0,Aired,ART,A0603,ART A0603,42.0
34.0,Aish,AX,A020,AX A020,44.0
34.0,Ash,AX,A200,AX A200,145.0
35.0,Akerman,AKRMN,A206505,AKRMN A206505,45.0
36.0,Alberd,ALPRT,A41063,ALPRT A41063,46.0
37.0,Albroke,ALPRK,A416020,ALPRK A416020,47.0
38.0,Alcock,ALKK,A4202,ALKK A4202,48.0
39.0,Alday,ALT,A430,ALT A430,49.0
40.0,Alderton,ALTRTN,A4306305,ALTRTN A4306305,50.0
41.0,Alecot,ALKT,A40203,ALKT A40203,51.0
42.0,Alegh,ALK,A4020,ALK A4020,52.0
43.0,Aleston,ALSTN,A402305,ALSTN A402305,53.0
44.0,Alexander,ALKSNTR,A40205306,ALKSNTR A40205306,54.0
45.0,Alford,ALFRT,A41063,ALFRT A41063,55.0
46.0,Alger,ALKR,A4206,ALKR A4206,57.0
46.0,Alker,ALKR,A4206,ALKR A4206,57.0
47.0,Algod,ALKT,A4203,ALKT A4203,59.0
48.0,Algood,ALKT,A4203,ALKT A4203,59.0
49.0,Alle,AL,A400,AL A400,79.0
50.0,Allen,ALN,A405,ALN A405,80.0
51.0,Aller,ALR,A406,ALR A406,62.0
52.0,Allerhed,ALRT,A40603,ALRT A40603,63.0
53.0,Allerton,ALRTN,A406305,ALRTN A406305,64.0
54.0,Allin,ALN,A405,ALN A405,80.0
55.0,Allington,ALNKTN,A4052305,ALNKTN A4052305,66.0
56.0,Alman,ALMN,A4505,ALMN A4505,67.0
57.0,Almessayne,ALMSN,A4502050,ALMSN A4502050,68.0
58.0,Almysworthy,ALMSR0,A45020630,ALMSR0 A45020630,69.0
59.0,Alondon,ALNTN,A405305,ALNTN A405305,70.0
60.0,Aloroge,ALRJ,A406020,ALRJ A406020,71.0
61.0,Alpho,ALF,A410,ALF A410,72.0
62.0,Alsewe,ALS,A420,ALS A420,73.0
63.0,Alsop,ALSP,A4201,ALSP A4201,75.0
64.0,Alsopp,ALSP,A4201,ALSP A4201,75.0
65.0,Alston,ALSTN,A42305,ALSTN A42305,76.0
66.0,Alward,ALRT,A4063,ALRT A4063,77.0
67.0,Alwayb,ALP,A401,ALP A401,78.0
68.0,Alwaye,AL,A400,AL A400,79.0
69.0,Alwen,ALN,A405,ALN A405,80.0
70.0,Alwill,ALL,A404,ALL A404,81.0
71.0,Am,AM,A500,AM A500,82.0
72.0,Amadas,AMTS,A50302,AMTS A50302,83.0
73.0,Amborne,AMPRN,A510650,AMPRN A510650,84.0
74.0,Ambras,AMPRS,A51602,AMPRS A51602,85.0
75.0,Ambrey,AMPR,A5160,AMPR A5160,86.0
76.0,Amery,AMR,A5060,AMR A5060,87.0
77.0,Amonds,AMNTS,A50532,AMNTS A50532,88.0
78.0,Amyscombe,AMSKMP,A5020510,AMSKMP A5020510,89.0
79.0,Anderdon,ANTRTN,A5306305,ANTRTN A5306305,90.0
80.0,Andis,ANTS,A5302,ANTS A5302,97.0
81.0,Andrehay,ANTRH,A5360,ANTRH A5360,92.0
82.0,Andrew,ANTR,A5360,ANTR A5360,94.0
83.0,Androw,ANTR,A5360,ANTR A5360,94.0
84.0,Andy,ANT,A530,ANT A530,95.0
85.0,Andyff,ANTF,A5301,ANTF A5301,96.0
86.0,Andys,ANTS,A5302,ANTS A5302,97.0
87.0,Andyte,ANTT,A53030,ANTT A53030,98.0
88.0,Anfyld,ANFLT,A51043,ANFLT A51043,99.0
89.0,Ange,ANJ,A520,ANJ A520,100.0
90.0,Angel,ANJL,A5204,ANJL A5204,101.0
91.0,Angleby,ANKLP,A524010,ANKLP A524010,102.0
92.0,Anleby,ANLP,A54010,ANLP A54010,103.0
93.0,Annysley,ANL,A50240,ANL A50240,104.0
94.0,Anstey,ANST,A5230,ANST A5230,105.0
95.0,Anstis,ANSTS,A52302,ANSTS A52302,106.0
96.0,Anthony,AN0N,A53050,AN0N A53050,107.0
97.0,Apley,APL,A140,APL A140,108.0
98.0,Apole,APL,A1040,APL A1040,110.0
98.0,Apowell,APL,A104,APL A104,110.0
99.0,Appelthorne,APL0RN,A10430650,APL0RN A10430650,111.0
100.0,Appleton,APTN,A140305,APTN A140305,112.0
101.0,Aprise,APRS,A16020,APRS A16020,114.0
102.0,Apryse,APRS,A16020,APRS A16020,114.0
103.0,Apter,APTR,A1306,APTR A1306,115.0
104.0,Archard,ARXRT,A62063,ARXRT A62063,116.0
105.0,Archboll,ARXPL,A620104,ARXPL A620104,117.0
106.0,Archer,ARXR,A6206,ARXR A6206,118.0
107.0,Argentine,ARJNTN,A62053050,ARJNTN A62053050,119.0
108.0,Argon,ARKN,A6205,ARKN A6205,120.0
109.0,Arkisworthy,ARKSR0,A62020630,ARKSR0 A62020630,122.0
110.0,Arkysworthy,ARKSR0,A62020630,ARKSR0 A62020630,122.0
111.0,Armchell,ARMXL,A65204,ARMXL A65204,123.0
112.0,Armnold,ARMNLT,A65043,ARMNLT A65043,125.0
112.0,Arnell,ARNL,A6504,ARNL A6504,127.0
113.0,Arnold,ARNLT,A65043,ARNLT A65043,127.0
113.0,Arnoll,ARNL,A6504,ARNL A6504,127.0
114.0,Arscot,ARSKT,A6203,ARSKT A6203,129.0
114.0,Ascot,ASKT,A203,ASKT A203,129.0
115.0,Arthur,AR0R,A6306,AR0R A6306,131.0
115.0,Artor,ARTR,A6306,ARTR A6306,131.0
116.0,Arundell,ARNTL,A605304,ARNTL A605304,132.0
117.0,Aryden,ARTN,A60305,ARTN A60305,133.0
118.0,Ashbury,AXPR,A201060,AXPR A201060,134.0
119.0,Ashelford,AXLFRT,A2041063,AXLFRT A2041063,136.0
119.0,Ashford,AXFRT,A201063,AXFRT A201063,136.0
120.0,Ashell,AXL,A204,AXL A204,137.0
121.0,Ashfild,AXFLT,A201043,AXFLT A201043,138.0
122.0,Ashley,AXL,A2040,AXL A2040,139.0
123.0,Ashlond,AXLNT,A204053,AXLNT A204053,140.0
124.0,Ashman,AXMN,A20505,AXMN A20505,141.0
125.0,Ashridge,AXRJ,A2060320,AXRJ A2060320,142.0
126.0,Ashrigge,AXRK,A206020,AXRK A206020,143.0
127.0,Ashton,AXTN,A20305,AXTN A20305,144.0
128.0,Ashway,AX,A200,AX A200,145.0
129.0,Ashweke,AXK,A2020,AXK A2020,146.0
130.0,Ashwick,AXK,A202,AXK A202,147.0
131.0,Aslyn,ASLN,A2405,ASLN A2405,148.0
132.0,Asman,ASMN,A2505,ASMN A2505,149.0
133.0,Asselyn,ASLN,A20405,ASLN A20405,150.0
134.0,Aston,ASTN,A2305,ASTN A2305,151.0
135.0,Atkey,ATK,A320,ATK A320,152.0
136.0,Atkins,ATKNS,A32052,ATKNS A32052,153.0
137.0,Atkyn,ATKN,A3205,ATKN A3205,154.0
138.0,Atsklene,ATSKLN,A324050,ATSKLN A324050,155.0
139.0,Atway,AT,A300,AT A300,156.0
140.0,Atwill,ATL,A304,ATL A304,157.0
141.0,Aubrg,APRK,A0162,APRK A0162,158.0
142.0,Auerugge,ARK,A06020,ARK A06020,159.0
143.0,Austen,ASTN,A02305,ASTN A02305,161.0
144.0,Austin,ASTN,A02305,ASTN A02305,161.0
145.0,Autry,ATR,A0360,ATR A0360,162.0
146.0,Autun,ATN,A0305,ATN A0305,172.0
146.0,Awdian,ATN,A0305,ATN A0305,172.0
147.0,Auwen,AN,A050,AN A050,165.0
148.0,Avenant,AFNNT,A105053,AFNNT A105053,166.0
149.0,Avent,AFNT,A1053,AFNT A1053,167.0
150.0,Avery,AFR,A1060,AFR A1060,168.0
151.0,Awdelegh,ATLK,A0304020,ATLK A0304020,169.0
152.0,Awey,A,A000,A A000,170.0
153.0,Awood,AT,A030,AT A030,171.0
154.0,Awton,ATN,A0305,ATN A0305,172.0
155.0,Axe,AKS,A200,AKS A200,173.0
156.0,Axisworthy,AKSSR0,A2020630,AKSSR0 A2020630,174.0
157.0,Axley,AKSL,A240,AKSL A240,175.0
158.0,Ayer,AR,A060,AR A060,177.0
158.0,Ayre,AR,A060,AR A060,177.0
159.0,Ayleston,ALSTN,A0402305,ALSTN A0402305,178.0
160.0,Ayleward,ALRT,A04063,ALRT A04063,179.0
161.0,Aynoll,ANL,A0504,ANL A0504,180.0
162.0,Babacombe,PPKMP,B01020510,PPKMP B01020510,181.0
163.0,Babbe,PP,B010,PP B010,384.0
164.0,Babell,PPL,B0104,PPL B0104,183.0
165.0,Babington,PPNKTN,B01052305,PPNKTN B01052305,184.0
166.0,Bacheler,PXLR,B020406,PXLR B020406,185.0
167.0,Backaller,PKLR,B020406,PKLR B020406,466.0
167.0,Bakaller,PKLR,B020406,PKLR B020406,466.0
167.0,Blackaller,PLKLR,B4020406,PLKLR B4020406,188.0
168.0,Backe,PK,B020,PK B020,688.0
169.0,Backewey,PK,B020,PK B020,688.0
170.0,Backwill,PKL,B0204,PKL B0204,388.0
170.0,Balkwill,PLKL,B04204,PLKL B04204,192.0
171.0,Bacon,PKN,B0205,PKN B0205,193.0
172.0,Badcock,PTKK,B03202,PTKK B03202,194.0
173.0,Badelham,PTLM,B030405,PTLM B030405,195.0
174.0,Badford,PTFRT,B031063,PTFRT B031063,316.0
175.0,Badston,PTSTN,B032305,PTSTN B032305,317.0
176.0,Badworthy,PTR0,B030630,PTR0 B030630,198.0
177.0,Bagater,PKTR,B020306,PKTR B020306,199.0
178.0,Bagbere,PKPR,B021060,PKPR B021060,200.0
179.0,Bagelhole,PJLL,B0204040,PJLL B0204040,201.0
180.0,Bagge,PK,B020,PK B020,688.0
181.0,Bagtor,PKTR,B02306,PKTR B02306,203.0
182.0,Bagwill,PKL,B0204,PKL B0204,388.0
183.0,Bailey,PL,B040,PL B040,698.0
184.0,Bake,PK,B020,PK B020,688.0
185.0,Baker,PKR,B0206,PKR B0206,473.0
186.0,Bakeway,PK,B020,PK B020,688.0
187.0,Balam,PLM,B0405,PLM B0405,492.0
187.0,Balham,PLM,B0405,PLM B0405,492.0
188.0,Balamy,PLM,B04050,PLM B04050,325.0
188.0,Balmay,PLM,B0450,PLM B0450,212.0
189.0,Balburgh,PLPRK,B0410620,PLPRK B0410620,213.0
190.0,Bale,PL,B040,PL B040,698.0
190.0,Bayle,PL,B040,PL B040,698.0
191.0,Balhachet,PLXT,B040203,PLXT B040203,216.0
192.0,Ball,PL,B040,PL B040,698.0
193.0,Balman,PLMN,B04505,PLMN B04505,219.0
193.0,Balymond,PLMNT,B0405053,PLMNT B0405053,219.0
194.0,Balon,PLN,B0405,PLN B0405,499.0
195.0,Balsedon,PLSTN,B0420305,PLSTN B0420305,221.0
196.0,Balstone,PLSTN,B0423050,PLSTN B0423050,222.0
197.0,Baltull,PLTL,B04304,PLTL B04304,223.0
198.0,Bamlett,PMLT,B05403,PMLT B05403,224.0
199.0,Bampfeld,PMPFLT,B051043,PMPFLT B051043,225.0
200.0,Bampford,PMPFRT,B051063,PMPFRT B051063,226.0
201.0,Bamysdon,PMSTN,B0502305,PMSTN B0502305,227.0
202.0,Band,PNT,B053,PNT B053,503.0
203.0,Bane,PN,B050,PN B050,570.0
203.0,Bayne,PN,B050,PN B050,570.0
204.0,Bank,PNK,B052,PNK B052,231.0
205.0,Bankeley,PNKL,B052040,PNKL B052040,232.0
206.0,Bannacke,PNK,B05020,PNK B05020,233.0
207.0,Banndall,PNTL,B05304,PNTL B05304,337.0
208.0,Bannt,PNT,B053,PNT B053,503.0
209.0,Barber,PRPR,B06106,PRPR B06106,236.0
210.0,Bardall,PRTL,B06304,PRTL B06304,358.0
211.0,Barefote,PRFT,B0601030,PRFT B0601030,238.0
212.0,Barehed,PRHT,B0603,PRHT B0603,239.0
213.0,Barestaw,PRST,B060230,PRST B060230,240.0
214.0,Barhannte,PRNT,B060530,PRNT B060530,241.0
215.0,Barhowse,PRS,B06020,PRS B06020,530.0
215.0,Barnhouse,PRNS,B065020,PRNS B065020,243.0
216.0,Barkar,PRKR,B06206,PRKR B06206,244.0
217.0,Barlabyn,PRLPN,B0640105,PRLPN B0640105,245.0
218.0,Barlowe,PRL,B0640,PRL B0640,710.0
219.0,Barnard,PRNRT,B065063,PRNRT B065063,527.0
220.0,Barne,PRN,B0650,PRN B0650,712.0
221.0,Barnecote,PRNKT,B06502030,PRNKT B06502030,249.0
222.0,Barnefeld,PRNFLT,B06501043,PRNFLT B06501043,250.0
223.0,Barnpoll,PRNPL,B065104,PRNPL B065104,251.0
224.0,Barnwill,PRNL,B06504,PRNL B06504,713.0
225.0,Baron,PRN,B0605,PRN B0605,253.0
226.0,Barre,PR,B060,PR B060,725.0
227.0,Barrett,PRT,B0603,PRT B0603,715.0
228.0,Barrow,PR,B060,PR B060,725.0
229.0,Barrowy,PR,B060,PR B060,725.0
230.0,Barry,PR,B060,PR B060,725.0
231.0,Barsby,PRSP,B06210,PRSP B06210,259.0
232.0,Barte,PRT,B0630,PRT B0630,560.0
233.0,Barter,PRTR,B06306,PRTR B06306,521.0
234.0,Bartholomew,PR0LM,B06304050,PR0LM B06304050,262.0
235.0,Bartlett,PRTLT,B063403,PRTLT B063403,357.0
236.0,Barton,PRTN,B06305,PRTN B06305,704.0
237.0,Bartram,PRTRM,B063605,PRTRM B063605,361.0
238.0,Barweke,PRK,B06020,PRK B06020,382.0
239.0,Barysch,PRX,B06020,PRX B06020,267.0
240.0,Base,PS,B020,PS B020,729.0
240.0,Basse,PS,B020,PS B020,729.0
241.0,Baselegh,PSLK,B0204020,PSLK B0204020,270.0
242.0,Baskett,PSKT,B0203,PSKT B0203,271.0
243.0,Basmore,PSMR,B025060,PSMR B025060,272.0
244.0,Bassett,PST,B0203,PST B0203,731.0
245.0,Bassy,PS,B020,PS B020,729.0
246.0,Bastard,PSTRT,B023063,PSTRT B023063,276.0
246.0,Bustard,PSTRT,B023063,PSTRT B023063,276.0
247.0,Baston,PSTN,B02305,PSTN B02305,277.0
248.0,Basyer,PSR,B0206,PSR B0206,278.0
249.0,Batbur,PTPR,B03106,PTPR B03106,279.0
250.0,Bate,PT,B030,PT B030,734.0
250.0,Batte,PT,B030,PT B030,734.0
251.0,Bater,PTR,B0306,PTR B0306,735.0
252.0,Bath,P0,B030,P0 B030,283.0
253.0,Batsell,PTSL,B03204,PTSL B03204,285.0
253.0,Battyshull,PTXL,B030204,PTXL B030204,285.0
254.0,Batstone,PTSTN,B0323050,PTSTN B0323050,286.0
255.0,Battyn,PTN,B0305,PTN B0305,551.0
256.0,Batys,PTS,B0302,PTS B0302,288.0
257.0,Baunton,PNTN,B05305,PNTN B05305,289.0
258.0,Bawber,PPR,B0106,PPR B0106,460.0
259.0,Bawdon,PTN,B0305,PTN B0305,551.0
260.0,Bawe,P,B000,P B000,564.0
261.0,Bawlyn,PLN,B0405,PLN B0405,499.0
262.0,Bawman,PMN,B0505,PMN B0505,558.0
263.0,Bawyn,PN,B050,PN B050,570.0
264.0,Bawys,PS,B020,PS B020,729.0
265.0,Bayard,PRT,B063,PRT B063,356.0
266.0,Baydon,PTN,B0305,PTN B0305,551.0
267.0,Baye,P,B000,P B000,564.0
268.0,Bayning,PNNK,B05052,PNNK B05052,300.0
269.0,Bayrde,PRT,B0630,PRT B0630,560.0
270.0,Bayre,PR,B060,PR B060,725.0
271.0,Bea,P,B000,P B000,564.0
272.0,Beall,PL,B040,PL B040,698.0
273.0,Beaple,PPL,B0140,PPL B0140,305.0
274.0,Beard,PRT,B063,PRT B063,356.0
275.0,Beare,PR,B060,PR B060,725.0
276.0,Bearell,PRL,B0604,PRL B0604,714.0
277.0,Beasse,PS,B020,PS B020,729.0
278.0,Beaumont,PMNT,B05053,PMNT B05053,310.0
279.0,Becke,PK,B020,PK B020,688.0
280.0,Beckell,PKL,B0204,PKL B0204,388.0
281.0,Beckham,PKM,B0205,PKM B0205,386.0
282.0,Becotte,PKT,B02030,PKT B02030,402.0
283.0,Bedell,PTL,B0304,PTL B0304,399.0
284.0,Bedford,PTFRT,B031063,PTFRT B031063,316.0
285.0,Bedston,PTSTN,B032305,PTSTN B032305,317.0
286.0,Bedycombe,PTKMP,B03020510,PTKMP B03020510,739.0
287.0,Bedyn,PTN,B0305,PTN B0305,551.0
288.0,Beke,PK,B020,PK B020,688.0
289.0,Bekeford,PKFRT,B0201063,PKFRT B0201063,694.0
290.0,Bekener,PKNR,B020506,PKNR B020506,322.0
291.0,Bekynton,PKNTN,B0205305,PKNTN B0205305,323.0
292.0,Bela,PL,B040,PL B040,698.0
293.0,Belamy,PLM,B04050,PLM B04050,325.0
294.0,Belfeld,PLFLT,B041043,PLFLT B041043,326.0
295.0,Belford,PLFRT,B041063,PLFRT B041063,404.0
296.0,Belle,PL,B040,PL B040,698.0
297.0,Beller,PLR,B0406,PLR B0406,407.0
298.0,Belly,PL,B040,PL B040,698.0
299.0,Bellyng,PLNK,B04052,PLNK B04052,699.0
300.0,Belworthy,PLR0,B040630,PLR0 B040630,702.0
301.0,Benam,PNM,B0505,PNM B0505,333.0
302.0,Bence,PNS,B0520,PNS B0520,559.0
302.0,Bens,PNS,B052,PNS B052,335.0
303.0,Bende,PNT,B0530,PNT B0530,541.0
304.0,Bendell,PNTL,B05304,PNTL B05304,337.0
305.0,Bendlegh,PNTL,B0534020,PNTL B0534020,338.0
306.0,Beneson,PNSN,B050205,PNSN B050205,339.0
307.0,Bennett,PNT,B0503,PNT B0503,340.0
308.0,Benny,PN,B050,PN B050,570.0
309.0,Bent,PNT,B053,PNT B053,503.0
310.0,Benway,PN,B050,PN B050,570.0
311.0,Berd,PRT,B063,PRT B063,356.0
311.0,Bird,PRT,B063,PRT B063,356.0
311.0,Burd,PRT,B063,PRT B063,356.0
312.0,Berdell,PRTL,B06304,PRTL B06304,358.0
313.0,Berefyld,PRFLT,B0601043,PRFLT B0601043,348.0
314.0,Berehante,PRHNT,B060530,PRHNT B060530,349.0
315.0,Bereman,PRMN,B060505,PRMN B060505,726.0
315.0,Beryman,PRMN,B060505,PRMN B060505,726.0
316.0,Berkelegh,PRKLK,B06204020,PRKLK B06204020,352.0
317.0,Berlot,PRLT,B06403,PRLT B06403,353.0
318.0,Berne,PRN,B0650,PRN B0650,712.0
319.0,Bert,PRT,B063,PRT B063,356.0
319.0,Birt,PRT,B063,PRT B063,356.0
320.0,Bertlet,PRTLT,B063403,PRTLT B063403,357.0
321.0,Bertoll,PRTL,B06304,PRTL B06304,358.0
322.0,Berton,PRTN,B06305,PRTN B06305,704.0
322.0,Burton,PRTN,B06305,PRTN B06305,704.0
323.0,Bertram,PRTRM,B063605,PRTRM B063605,361.0
324.0,Bery,PR,B060,PR B060,725.0
325.0,Beryng,PRNK,B06052,PRNK B06052,716.0
326.0,Besse,PS,B020,PS B020,729.0
327.0,Besselar,PSLR,B020406,PSLR B020406,365.0
328.0,Besset,PST,B0203,PST B0203,731.0
328.0,Byscet,PST,B0203,PST B0203,731.0
329.0,Best,PST,B023,PST B023,536.0
330.0,Besy,PS,B020,PS B020,729.0
331.0,Betox,PTKS,B0302,PTKS B0302,370.0
332.0,Bette,PT,B030,PT B030,734.0
333.0,Betton,PTN,B0305,PTN B0305,551.0
334.0,Beus,PS,B020,PS B020,729.0
334.0,Bewys,PS,B020,PS B020,729.0
334.0,Buse,PS,B020,PS B020,729.0
334.0,Buwes,PS,B020,PS B020,729.0
334.0,Buys,PS,B020,PS B020,729.0
335.0,Bever,PFR,B0106,PFR B0106,378.0
336.0,Bevery,PFR,B01060,PFR B01060,379.0
337.0,Bevyll,PFL,B0104,PFL B0104,380.0
338.0,Beynglegh,PNKLK,B0524020,PNKLK B0524020,381.0
339.0,Beyrwyke,PRK,B06020,PRK B06020,382.0
340.0,Biber,PPR,B0106,PPR B0106,460.0
341.0,Bibye,PP,B010,PP B010,384.0
342.0,Bicham,PXM,B0205,PXM B0205,386.0
342.0,Bickham,PKM,B0205,PKM B0205,386.0
343.0,Bickford,PKFRT,B021063,PKFRT B021063,387.0
344.0,Bickhill,PKL,B0204,PKL B0204,390.0
344.0,Bickle,PKL,B0240,PKL B0240,390.0
344.0,Bychill,PXL,B0204,PXL B0204,728.0
345.0,Bicklake,PKLK,B024020,PKLK B024020,689.0
346.0,Biconell,PKNL,B020504,PKNL B020504,392.0
347.0,Bicote,PKT,B02030,PKT B02030,402.0
348.0,Bidcliff,PTKLF,B032401,PTKLF B032401,394.0
349.0,Biddyn,PTN,B0305,PTN B0305,551.0
350.0,Bidell,PTL,B0304,PTL B0304,399.0
351.0,Bidgood,PTKT,B03203,PTKT B03203,397.0
352.0,Bidlake,PTLK,B034020,PTLK B034020,398.0
353.0,Bidwill,PTL,B0304,PTL B0304,399.0
354.0,Bigge,PK,B020,PK B020,688.0
355.0,Bigney,PKN,B0250,PKN B0250,401.0
356.0,Bigode,PKT,B02030,PKT B02030,402.0
357.0,Bigport,PKPRT,B021063,PKPRT B021063,403.0
358.0,Bilford,PLFRT,B041063,PLFRT B041063,405.0
358.0,Billyforth,PLFR0,B04010630,PLFR0 B04010630,405.0
359.0,Bilhole,PLL,B04040,PLL B04040,406.0
360.0,Biller,PLR,B0406,PLR B0406,407.0
361.0,Billicke,PLK,B04020,PLK B04020,494.0
362.0,Billing,PLNK,B04052,PLNK B04052,699.0
363.0,Bindley,PNTL,B05340,PNTL B05340,410.0
364.0,Binford,PNFRT,B051063,PNFRT B051063,411.0
365.0,Binmore,PNMR,B05060,PNMR B05060,412.0
366.0,Binnysworthy,PNSR0,B05020630,PNSR0 B05020630,413.0
367.0,Birche,PRX,B0620,PRX B0620,414.0
368.0,Birdport,PRTPRT,B0631063,PRTPRT B0631063,415.0
369.0,Birdwood,PRTT,B06303,PRTT B06303,416.0
370.0,Bishop,PXP,B0201,PXP B0201,418.0
370.0,Busshop,PSP,B0201,PSP B0201,418.0
371.0,Biss,PS,B020,PS B020,729.0
372.0,Bittecomb,PTKMP,B0302051,PTKMP B0302051,420.0
373.0,Bittick,PTK,B0302,PTK B0302,421.0
374.0,Blachford,PLKFRT,B40201063,PLKFRT B40201063,423.0
374.0,Blechford,PLKFRT,B40201063,PLKFRT B40201063,423.0
375.0,Black,PLK,B402,PLK B402,424.0
376.0,Blackdon,PLKTN,B402305,PLKTN B402305,425.0
377.0,Blackford,PLKFRT,B4021063,PLKFRT B4021063,426.0
378.0,Blackhall,PLKL,B40204,PLKL B40204,435.0
379.0,Blacklond,PLKLNT,B4024053,PLKLNT B4024053,428.0
380.0,Blackmore,PLKMR,B4025060,PLKMR B4025060,429.0
381.0,Blackston,PLKSTN,B402305,PLKSTN B402305,431.0
381.0,Blakynston,PLKNSTN,B402052305,PLKNSTN B402052305,431.0
382.0,Bladon,PLTN,B40305,PLTN B40305,453.0
383.0,Blake,PLK,B4020,PLK B4020,433.0
384.0,Blakehay,PLKH,B4020,PLKH B4020,434.0
385.0,Blakewill,PLKL,B40204,PLKL B40204,435.0
386.0,Blampyn,PLMPN,B405105,PLMPN B405105,436.0
387.0,Blanchard,PLNXRT,B4052063,PLNXRT B4052063,437.0
388.0,Blanke,PLNK,B40520,PLNK B40520,438.0
389.0,Blarkok,PLRKK,B406202,PLRKK B406202,439.0
390.0,Blase,PLS,B4020,PLS B4020,448.0
391.0,Blasher,PLXR,B40206,PLXR B40206,441.0
392.0,Blasyer,PLSR,B40206,PLSR B40206,442.0
393.0,Blawdon,PLTN,B40305,PLTN B40305,453.0
393.0,Blowdon,PLTN,B40305,PLTN B40305,453.0
394.0,Blawsarlond,PLSRLNT,B402064053,PLSRLNT B402064053,445.0
395.0,Blerth,PLR0,B40630,PLR0 B40630,446.0
396.0,Blerych,PLRX,B406020,PLRX B406020,447.0
397.0,Blesse,PLS,B4020,PLS B4020,448.0
398.0,Bligsse,PLKS,B4020,PLKS B4020,449.0
399.0,Blinche,PLNX,B40520,PLNX B40520,450.0
400.0,Blinsham,PLNXM,B405205,PLNXM B405205,451.0
401.0,Blishe,PLX,B4020,PLX B4020,452.0
402.0,Blodyn,PLTN,B40305,PLTN B40305,453.0
403.0,Blount,PLNT,B4053,PLNT B4053,454.0
404.0,Bloye,PL,B400,PL B400,455.0
405.0,Bluet,PLT,B403,PLT B403,456.0
406.0,Blunte,PLNT,B40530,PLNT B40530,457.0
407.0,Bobage,PPJ,B01020,PPJ B01020,459.0
407.0,Bobiche,PPX,B01020,PPX B01020,459.0
408.0,Bobeer,PPR,B0106,PPR B0106,460.0
409.0,Boberygge,PPRK,B0106020,PPRK B0106020,461.0
410.0,Bobreball,PPRPL,B0160104,PPRPL B0160104,462.0
411.0,Bocher,PXR,B0206,PXR B0206,464.0
411.0,Boucher,PXR,B0206,PXR B0206,464.0
412.0,Bochyrch,PXRX,B020620,PXRX B020620,549.0
413.0,Bockeler,PKLR,B020406,PKLR B020406,466.0
414.0,Bocombe,PKMP,B020510,PKMP B020510,467.0
415.0,Bodley,PTL,B0340,PTL B0340,468.0
416.0,Body,PT,B030,PT B030,734.0
417.0,Bodycombe,PTKMP,B03020510,PTKMP B03020510,739.0
418.0,Bodygge,PTK,B03020,PTK B03020,471.0
419.0,Bodyn,PTN,B0305,PTN B0305,551.0
420.0,Boger,PKR,B0206,PKR B0206,473.0
421.0,Bogyn,PJN,B0205,PJN B0205,474.0
422.0,Boke,PK,B020,PK B020,688.0
423.0,Bokelond,PKLNT,B0204053,PKLNT B0204053,477.0
423.0,Bucklond,PKLNT,B024053,PKLNT B024053,477.0
