surname_id,surname,metaphone,soundex,mp_se,u_id
,Corcoram,KRKRM,C0620605,KRKRM C0620605,7912.0
,CornishBowden,KRNXPTN,C06502010305,KRNXPTN C06502010305,7913.0
,CornishBrowne,KRNXPRN,C06502016050,KRNXPRN C06502016050,7914.0
,Cortisknowle,KRTSKNL,C063025040,KRTSKNL C063025040,7915.0
,Cottenham,KTNM,C030505,KTNM C030505,7916.0
,Cottesmore,KTSMR,C03025060,KTSMR C03025060,7917.0
,Coulthart,KL0RT,C043063,KL0RT C043063,7918.0
,Courtlands,KRTLNTS,C06340532,KRTLNTS C06340532,7919.0
,Coventon,KFNTN,C0105305,KFNTN C0105305,7920.0
,Crewdson,KRTSN,C603205,KRTSN C603205,7921.0
,Cricklade,KRKLT,C6024030,KRKLT C6024030,7922.0
,Crockernwell,KRKRNL,C60206504,KRKRNL C60206504,7923.0
,Cuddesdon,KTSTN,C0302305,KTSTN C0302305,7924.0
,Cudlipptown,KTLPN,C03401305,KTLPN C03401305,7925.0
,Cutbush,KTPX,C031020,KTPX C031020,7926.0
,Dalgety,TLKT,D042030,TLKT D042030,7927.0
,Dankes,TNKS,D05202,TNKS D05202,7928.0
,Daresbury,TRSPR,D06021060,TRSPR D06021060,7929.0
,DarnleySmith,TRNLSM0,D0654025030,TRNLSM0 D0654025030,7930.0
,Debenham,TPNM,D010505,TPNM D010505,7931.0
,Defence,TFNS,D010520,TFNS D010520,7932.0
,Derelict,TRLKT,D0604023,TRLKT D0604023,7933.0
,Dernancourt,TRNNKRT,D065052063,TRNNKRT D065052063,7934.0
,Dibden,TPTN,D01305,TPTN D01305,7935.0
,DimondChurchward,TMNTXRXRT,D050532062063,TMNTXRXRT D050532062063,7936.0
,DimondHogg,TMNTK,D0505302,TMNTK D0505302,7937.0
,Dodbrooke,TTPRK,D0316020,TTPRK D0316020,7938.0
,Doddiscombleigh,TTSKMPL,D03020514020,TTSKMPL D03020514020,7939.0
,Dorriers,TRRS,D06062,TRRS D06062,7940.0
,Drinkwater,TRNKTR,D60520306,TRNKTR D60520306,7941.0
,Dublin,TPLN,D01405,TPLN D01405,7942.0
,Duchess,TXS,D0202,TXS D0202,7943.0
,Dulverton,TLFRTN,D04106305,TLFRTN D04106305,7944.0
,Dunboyne,TNPN,D051050,TNPN D051050,7945.0
,DunnPattison,TNPTSN,D051030205,TNPTSN D051030205,7946.0
,Dunsland,TNSLNT,D0524053,TNSLNT D0524053,7947.0
,Eaglemont,AKLMNT,E02405053,AKLMNT E02405053,7948.0
,EassonBrown,ASNPRN,E02051605,ASNPRN E02051605,7949.0
,EasttheWater,AS0TR,E0230306,AS0TR E0230306,7950.0
,Eastcliff,ASTKLF,E0232401,ASTKLF E0232401,7951.0
,Edenbridge,ATNPRJ,E305160320,ATNPRJ E305160320,7952.0
,Edinburgh,ATNPRK,E30510620,ATNPRK E30510620,7953.0
,Elphinstone,ALFNSTN,E410523050,ALFNSTN E410523050,7954.0
,Elsing,ALSNK,E42052,ALSNK E42052,7955.0
,Engelbach,ANJLPK,E52041020,ANJLPK E52041020,7956.0
,Engravers,ANKRFRS,E52601062,ANKRFRS E52601062,7957.0
,Mordecai,MRTK,M063020,MRTK M063020,7958.0
,Gawthorp,K0RP,G03061,K0RP G03061,7959.0
,Jenrick,JNRK,J05602,JNRK J05602,7960.0
,WKMeldrum,KMLTRM,W25043605,KMLTRM W25043605,7961.0
,Singers,SNKRS,S052062,SNKRS S052062,7962.0
,Ernsborough,ARNSPRF,E652106020,ARNSPRF E652106020,7963.0
,Espiegel,ASPJL,E210204,ASPJL E210204,7964.0
,Ethelston,A0LSTN,E3042305,A0LSTN E3042305,7965.0
,EvelynSmith,AFLNSM0,E1040525030,AFLNSM0 E1040525030,7966.0
,Everard,AFRRT,E106063,AFRRT E106063,7967.0
,Eversfield,AFRSFLT,E10621043,AFRSFLT E10621043,7968.0
,Evison,AFSN,E10205,AFSN E10205,7969.0
,Exman,AKSMN,E2505,AKSMN E2505,7970.0
,Exmouth,AKSM0,E25030,AKSM0 E25030,7971.0
,Exwick,AKSK,E202,AKSK E202,7972.0
,Ezard,ASRT,E2063,ASRT E2063,7973.0
,FellowesPrynne,FLSPRN,F040216050,FLSPRN F040216050,7974.0
,FergusonDavie,FRKSNTF,F06202053010,FRKSNTF F06202053010,7975.0
,Fidler,FTLR,F03406,FTLR F03406,7976.0
,Fielding,FLTNK,F043052,FLTNK F043052,7977.0
,Fifehead,FFHT,F0103,FFHT F0103,7978.0
,Finzel,FNSL,F05204,FNSL F05204,7979.0
,Fishweek,FXK,F0202,FXK F0202,7980.0
,Foathill,F0L,F0304,F0L F0304,7981.0
,Frederickton,FRTRKTN,F6030602305,FRTRKTN F6030602305,7982.0
,Fryehall,FRHL,F604,FRHL F604,7983.0
,Fulnetbie,FLNTP,F0450310,FLNTP F0450310,7984.0
,Furmston,FRMSTN,F0652305,FRMSTN F0652305,7985.0
,Gatecombe,KTKMP,G03020510,KTKMP G03020510,7986.0
,GiffordScott,JFRTSKT,G01063203,JFRTSKT G01063203,7987.0
,Gilchrist,KLXRST,G04206023,KLXRST G04206023,7988.0
,Gillanders,KLNTRS,G04053062,KLNTRS G04053062,7989.0
,Gippewico,JPK,G01020,JPK G01020,7990.0
,Girdlestone,JRTLSTN,G0634023050,JRTLSTN G0634023050,7991.0
,GirdleyKitchin,JRTLKXN,G06340203205,JRTLKXN G06340203205,7992.0
,Glastonbury,KLSTNPR,G4023051060,KLSTNPR G4023051060,7993.0
,Gloucester,KLSSTR,G40202306,KLSSTR G40202306,7994.0
,Godalming,KTLMNK,G03045052,KTLMNK G03045052,7995.0
,Goldring,KLTRNK,G0436052,KLTRNK G0436052,7996.0
,GoodaMeavy,KTMF,G0305010,KTMF G0305010,7997.0
,Goodban,KTPN,G03105,KTPN G03105,7998.0
,Goodrington,KTRNKTN,G036052305,KTRNKTN G036052305,7999.0
,Gostling,KSTLNK,G0234052,KSTLNK G0234052,8000.0
,Grandisson,KRNTSN,G60530205,KRNTSN G60530205,8001.0
,Greensmith,KRNSM0,G60525030,KRNSM0 G60525030,8002.0
,Grimstead,KRMSTT,G6052303,KRMSTT G6052303,8003.0
,Grimstone,KRMSTN,G60523050,KRMSTN G60523050,8004.0
,Gunnersbury,KNRSPR,G050621060,KNRSPR G050621060,8005.0
,Hallifax,HLFKS,H040102,HLFKS H040102,8006.0
,HallowellCarew,HLLKR,H04042060,HLLKR H04042060,8007.0
,Halsbury,HLSPR,H0421060,HLSPR H0421060,8008.0
,Hampstead,HMPSTT,H0512303,HMPSTT H0512303,8009.0
,Hampstill,HMPSTL,H0512304,HMPSTL H0512304,8010.0
,Hands,HNTS,H0532,HNTS H0532,8011.0
,Harbertonford,HRPRTNFRT,H061063051063,HRPRTNFRT H061063051063,8012.0
,Harborne,HRPRN,H0610650,HRPRN H0610650,8013.0
,Harcheston,HRXSTN,H06202305,HRXSTN H06202305,8014.0
,Hardstock,HRTSTK,H0632302,HRTSTK H0632302,8015.0
,Harefield,HRFLT,H0601043,HRFLT H0601043,8016.0
,Hawkchurch,HKXRX,H020620,HKXRX H020620,8017.0
,HayterHames,HTRMS,H03060502,HTRMS H03060502,8018.0
,Hazeldene,HSLTN,H02043050,HSLTN H02043050,8019.0
,Heligan,HLKN,H040205,HLKN H040205,8020.0
,Helmeston,HLMSTN,H04502305,HLMSTN H04502305,8021.0
,Hengescot,HNJSKT,H0520203,HNJSKT H0520203,8022.0
,Hercules,HRKLS,H0620402,HRKLS H0620402,8023.0
,Highcliffe,HKLF,H02024010,HKLF H02024010,8024.0
,Highflyer,HFLR,H0201406,HFLR H0201406,8025.0
,HingestonRandolf,HNJSTNRNTLF,H052023056053041,HNJSTNRNTLF H052023056053041,8026.0
,Holmtown,HLMTN,H045305,HLMTN H045305,8027.0
,Hornby,HRNP,H06510,HRNP H06510,8028.0
,Horrabridge,HRPRJ,H060160320,HRPRJ H060160320,8029.0
,Huband,HPNT,H01053,HPNT H01053,8030.0
,Huddesfeld,HTSFLT,H03021043,HTSFLT H03021043,8031.0
,HughesBuller,HSPLR,H020210406,HSPLR H020210406,8032.0
,HughesGames,HSKMS,H02020502,HSKMS H02020502,8033.0
,Humbleton,HMPLTN,H05140305,HMPLTN H05140305,8034.0
,Huntworth,HNTR0,H0530630,HNTR0 H0530630,8035.0
,Hurlditch,HRLTX,H06430320,HRLTX H06430320,8036.0
,Hurliscombe,HRLSKMP,H064020510,HRLSKMP H064020510,8037.0
,Hustwayte,HSTT,H023030,HSTT H023030,8038.0
,Hutcherleigh,HXRL,H032064020,HXRL H032064020,8039.0
,Ilberstow,ALPRST,I4106230,ALPRST I4106230,8040.0
,Implacable,AMPLKPL,I514020140,AMPLKPL I514020140,8041.0
,IncledonWebber,ANKLTNPR,I52403050106,ANKLTNPR I52403050106,8042.0
,Ingroville,ANKRFL,I52601040,ANKRFL I52601040,8043.0
,Inkepenne,ANKPN,I5201050,ANKPN I5201050,8044.0
,Inverleigh,ANFRL,I51064020,ANFRL I51064020,8045.0
,Ironmonger,ARNMNKR,I60505206,ARNMNKR I60505206,8046.0
,Ironside,ARNST,I6052030,ARNST I6052030,8047.0
,Isleham,ALHM,I2405,ALHM I2405,8048.0
,Ivybridge,AFPRJ,I10160320,AFPRJ I10160320,8049.0
,Jephcott,JFKT,J010203,JFKT J010203,8050.0
,Jerrington,JRNKTN,J06052305,JRNKTN J06052305,8051.0
,Kaffrell,KFRL,K01604,KFRL K01604,8052.0
,Kempson,KMPSN,K051205,KMPSN K051205,8053.0
,KenyonSlaney,KNNSLN,K050524050,KNNSLN K050524050,8054.0
,Killerby,KLRP,K040610,KLRP K040610,8055.0
,Klinkert,KLNKRT,K4052063,KLNKRT K4052063,8056.0
,Knatchbull,NXPL,K50320104,NXPL K50320104,8057.0
,KnightBruce,NTPRS,K5020316020,NTPRS K5020316020,8058.0
,Lacelles,LSLS,L020402,LSLS L020402,8059.0
,LacyStaunton,LSSTNTN,L0202305305,LSSTNTN L0202305305,8060.0
,Ladbrooke,LTPRK,L0316020,LTPRK L0316020,8061.0
,Landscove,LNTSKF,L0532010,LNTSKF L0532010,8062.0
,Landside,LNTST,L0532030,LNTST L0532030,8063.0
,Lapotre,LPTR,L010360,LPTR L010360,8064.0
,Larclawse,LRKLS,L0624020,LRKLS L0624020,8065.0
,Larkshayes,LRKXS,L06202,LRKXS L06202,8066.0
,Larmoureux,LRMRKS,L0650602,LRMRKS L0650602,8067.0
,Lavenham,LFNM,L010505,LFNM L010505,8068.0
,Leadbitter,LTPTR,L0310306,LTPTR L0310306,8069.0
,Leckhampton,LKMPTN,L02051305,LKMPTN L02051305,8070.0
,LegassickeGrespin,LKSKKRSPN,L02020202602105,LKSKKRSPN L02020202602105,8071.0
,Lesmahago,LSMHK,L025020,LSMHK L025020,8072.0
,Lethridge,L0RJ,L03060320,L0RJ L03060320,8073.0
,Leytonstone,LTNSTN,L030523050,LTNSTN L030523050,8074.0
,Lezant,LSNT,L02053,LSNT L02053,8075.0
,Liberty,LPRT,L010630,LPRT L010630,8076.0
,Liptrott,LPTRT,L013603,LPTRT L013603,8077.0
,Liverpool,LFRPL,L0106104,LFRPL L0106104,8078.0
,Llandepall,LNTPL,L40530104,LNTPL L40530104,8079.0
,Longstaff,LNKSTF,L052301,LNKSTF L052301,8080.0
,Loughborough,LFPRF,L020106020,LFPRF L020106020,8081.0
,Lovebrand,LFPRNT,L01016053,LFPRNT L01016053,8082.0
,Lovelock,LFLK,L010402,LFLK L010402,8083.0
,LovettThomas,LFTTMS,L01030502,LFTTMS L01030502,8084.0
,LoxmooreBrooke,LKSMRPRK,L02506016020,LKSMRPRK L02506016020,8085.0
,MacArthur,MKR0R,M0206306,MKR0R M0206306,8086.0
,MacKinnon,MKNN,M020505,MKNN M020505,8087.0
,MacMichael,MKMKL,M0250204,MKMKL M0250204,8088.0
,Macnamara,MKNMR,M02505060,MKNMR M02505060,8089.0
,Madehurst,MTHRST,M030623,MTHRST M030623,8090.0
,Majendie,MJNT,M020530,MJNT M020530,8091.0
,Mallinson,MLNSN,M0405205,MLNSN M0405205,8092.0
,Malstone,MLSTN,M0423050,MLSTN M0423050,8093.0
,Malvern,MLFRN,M041065,MLFRN M041065,8094.0
,Manchester,MNXSTR,M05202306,MNXSTR M05202306,8095.0
,Marchington,MRXNKTN,M062052305,MRXNKTN M062052305,8096.0
,Maristowe,MRST,M060230,MRST M060230,8097.0
,Marlands,MRLNTS,M0640532,MRLNTS M0640532,8098.0
,Marlborough,MRLPRF,M064106020,MRLPRF M064106020,8099.0
,MauleJohnstone,MLJNSTN,M04020523050,MLJNSTN M04020523050,8100.0
,McCalmont,MKLMNT,M2045053,MKLMNT M2045053,8101.0
,McCandless,MKNTLS,M2053402,MKNTLS M2053402,8102.0
,McCormick,MKRMK,M206502,MKRMK M206502,8103.0
,McDermott,MKTRMT,M2306503,MKTRMT M2306503,8104.0
,McDougall,MKTKL,M230204,MKTKL M230204,8105.0
,McElney,MSLN,M20450,MSLN M20450,8106.0
,McLaren,MKLRN,M240605,MKLRN M240605,8107.0
,McNair,MKNR,M2506,MKNR M2506,8108.0
,MercerCox,MRSRKKS,M06206202,MRSRKKS M06206202,8109.0
,Middlehurst,MTLHRST,M0340623,MTLHRST M0340623,8110.0
,Middlemist,MTLMST,M03405023,MTLMST M03405023,8111.0
,Mildmay,MLTM,M04350,MLTM M04350,8112.0
,Milner,MLNR,M04506,MLNR M04506,8113.0
,Milnes,MLNS,M04502,MLNS M04502,8114.0
,Moditonham,MTTNM,M03030505,MTTNM M03030505,8115.0
,MohunHarris,MHNRS,M050602,MHNRS M050602,8116.0
,MoneyCoutts,MNKTS,M0502032,MNKTS M0502032,8117.0
,Monmouth,MNM0,M05030,MNM0 M05030,8118.0
,Montgomery,MNTKMR,M053205060,MNTKMR M053205060,8119.0
,Montreal,MNTRL,M053604,MNTRL M053604,8120.0
,MooreStevens,MRSTFNS,M0602301052,MRSTFNS M0602301052,8121.0
,Morchard,MRXRT,M062063,MRXRT M062063,8122.0
,MorrisonBell,MRSNPL,M060205104,MRSNPL M060205104,8123.0
,MortlockBrown,MRTLKPRN,M0634021605,MRTLKPRN M0634021605,8124.0
,Morwenstow,MRNST,M0605230,MRNST M0605230,8125.0
,MountTemple,MNTMPL,M05305140,MNTMPL M05305140,8126.0
,Mountbatten,MNTPTN,M05310305,MNTPTN M05310305,8127.0
,Mulcaster,MLKSTR,M04202306,MLKSTR M04202306,8128.0
,Myghelstow,MKLST,M0204230,MKLST M0204230,8129.0
,Naples,NPLS,N01402,NPLS N01402,8130.0
,Narborough,NRPRF,N06106020,NRPRF N06106020,8131.0
,Natsworthy,NTSR0,N0320630,NTSR0 N0320630,8132.0
,Netherclift,N0RKLFT,N030624013,N0RKLFT N030624013,8133.0
,Newbold,NPLT,N01043,NPLT N01043,8134.0
,Newburn,NPRN,N01065,NPRN N01065,8135.0
,Newcastle,NKSTL,N0202340,NKSTL N0202340,8136.0
,NewtonKing,NTNKNK,N03052052,NTNKNK N03052052,8137.0
,Nicaraguan,NKRKN,N02060205,NKRKN N02060205,8138.0
,Nicholsnymet,NXLSNMT,N0204250503,NXLSNMT N0204250503,8139.0
,Niger,NJR,N0206,NJR N0206,8140.0
,Nind,NNT,N053,NNT N053,8141.0
,Norcross,NRKRS,N062602,NRKRS N062602,8142.0
,Nymet,NMT,N0503,NMT N0503,8143.0
,Openshawe,APNX,O10520,APNX O10520,8144.0
,Orgill,ARJL,O6204,ARJL O6204,8145.0
,Orvieto,ARFT,O61030,ARFT O61030,8146.0
,Painswick,PNSK,P05202,PNSK P05202,8147.0
,Palimpsest,PLMPSST,P040512023,PLMPSST P040512023,8148.0
,Papillon,PPLN,P010405,PPLN P010405,8149.0
,Parkhurst,PRKRST,P0620623,PRKRST P0620623,8150.0
,Parkstone,PRKSTN,P0623050,PRKSTN P0623050,8151.0
,Parliament,PRLMNT,P06405053,PRLMNT P06405053,8152.0
,Peebles,PPLS,P01402,PPLS P01402,8153.0
,Penrith,PNR0,P056030,PNR0 P056030,8154.0
,Pentreath,PNTR0,P0536030,PNTR0 P0536030,8155.0
,Petersmarland,PTRSMRLNT,P030625064053,PTRSMRLNT P030625064053,8156.0
,Petrockstow,PTRKST,P0360230,PTRKST P0360230,8157.0
,PhillipsTreby,FLPSTRP,P0401236010,FLPSTRP P0401236010,8158.0
,PineCoffin,PNKFN,P05020105,PNKFN P05020105,8159.0
,Plenderleath,PLNTRL0,P4053064030,PLNTRL0 P4053064030,8160.0
,Pointridge,PNTRJ,P05360320,PNTRJ P05360320,8161.0
,PollexfenBastard,PLKSFNPSTRT,P04021051023063,PLKSFNPSTRT P04021051023063,8162.0
,Portledge,PRTLJ,P06340320,PRTLJ P06340320,8163.0
,Portlemouth,PRTLM0,P063405030,PRTLM0 P063405030,8164.0
,PottsChatto,PTXT,P032030,PTXT P032030,8165.0
,PridhamWippell,PRTMPL,P603050104,PRTMPL P603050104,8166.0
,Punjabi,PNJP,P052010,PNJP P052010,8167.0
,Ramillies,RMLS,R050402,RMLS R050402,8168.0
,Randolph,RNTLF,R0530410,RNTLF R0530410,8169.0
,Rawlinson,RLNSN,R0405205,RLNSN R0405205,8170.0
,Redfern,RTFRN,R031065,RTFRN R031065,8171.0
,Remstone,RMSTN,R0523050,RMSTN R0523050,8172.0
,Repulse,RPLS,R010420,RPLS R010420,8173.0
,Retribution,RTRPXN,R036010305,RTRPXN R036010305,8174.0
,Revelstoke,RFLSTK,R010423020,RFLSTK R010423020,8175.0
,Revenge,RFNJ,R010520,RFNJ R010520,8176.0
,Ricketts,RKTS,R02032,RKTS R02032,8177.0
,Rivington,RFNKTN,R01052305,RFNKTN R01052305,8178.0
,Rixlade,RKSLT,R024030,RKSLT R024030,8179.0
,Rothwell,R0L,R0304,R0L R0304,8180.0
,Rowbottom,RPTM,R010305,RPTM R010305,8181.0
,Rusbridge,RSPRJ,R02160320,RSPRJ R02160320,8182.0
,Sackville,SKFL,S021040,SKFL S021040,8183.0
,Germans,KRMNS,G065052,KRMNS G065052,8184.0
,Marychurch,MRXRX,M06020620,MRXRX M06020620,8185.0
,SaltrenWillett,SLTRNLT,S0436050403,SLTRNLT S0436050403,8186.0
,Sandhurst,SNTRST,S0530623,SNTRST S0530623,8187.0
,Sandilands,SNTLNTS,S053040532,SNTLNTS S053040532,8188.0
,Scanlon,SKNLN,S205405,SKNLN S205405,8189.0
,Scholfield,XLFLT,S2041043,XLFLT S2041043,8190.0
,Scriven,SKFN,S260105,SKFN S260105,8191.0
,Seaborough,SPRF,S0106020,SPRF S0106020,8192.0
,Shackleton,XKLTN,S0240305,XKLTN S0240305,8193.0
,Sheepshanks,XPXNKS,S012052,XPXNKS S012052,8194.0
,Shillingford,XLNKFRT,S040521063,XLNKFRT S040521063,8195.0
,Shoolbred,XLPRT,S041603,XLPRT S041603,8196.0
,SladeCully,SLTKL,S40302040,SLTKL S40302040,8197.0
,Smack,SMK,S502,SMK S502,8198.0
,Smithers,SM0RS,S503062,SM0RS S503062,8199.0
,SmythOsbourne,SM0SPRN,S5030210650,SM0SPRN S5030210650,8200.0
,Snelgrove,SNLKRF,S50426010,SNLKRF S50426010,8201.0
,Somerset,SMRST,S0506203,SMRST S0506203,8202.0
,Southover,S0FR,S030106,S0FR S030106,8203.0
,Southstoke,S0STK,S03023020,S0STK S03023020,8204.0
,Spalding,SPLTNK,S1043052,SPLTNK S1043052,8205.0
,Sparling,SPRLNK,S1064052,SPRLNK S1064052,8206.0
,Spelman,SPLMN,S104505,SPLMN S104505,8207.0
,Spiegelhalter,SPJLLTR,S1020404306,SPJLLTR S1020404306,8208.0
,Spottiswoode,SPTST,S10302030,SPTST S10302030,8209.0
,Springfield,SPRNKFLT,S160521043,SPRNKFLT S160521043,8210.0
,Spurland,SPRLNT,S1064053,SPRLNT S1064053,8211.0
,Stalham,STLM,S30405,STLM S30405,8212.0
,Standerton,STNTRTN,S305306305,STNTRTN S305306305,8213.0
,Standing,STNTNK,S3053052,STNTNK S3053052,8214.0
,Stansbury,STNSPR,S30521060,STNSPR S30521060,8215.0
,Starcross,STRKRS,S3062602,STRKRS S3062602,8216.0
,Startin,STRTN,S306305,STRTN S306305,8217.0
,Steadman,STTMN,S303505,STTMN S303505,8218.0
,Stelfox,STLFKS,S304102,STLFKS S304102,8219.0
,Stevenston,STFNSTN,S301052305,STFNSTN S301052305,8220.0
,StirlingWebb,STRLNKP,S306405201,STRLNKP S306405201,8221.0
,Stockdale,STKTL,S3023040,STKTL S3023040,8222.0
,Stoddard,STTRT,S303063,STTRT S303063,8223.0
,StokeinTeignhead,STKNTKNT,S30205302503,STKNTKNT S30205302503,8224.0
,Strother,STR0R,S360306,STR0R S360306,8225.0
,Struben,STRPN,S360105,STRPN S360105,8226.0
,Studholme,STTLM,S3030450,STTLM S3030450,8227.0
,Studland,STTLNT,S3034053,STTLNT S3034053,8228.0
,Suffolk,SFLK,S01042,SFLK S01042,8229.0
,SuttonatHone,STN0N,S030503050,STN0N S030503050,8230.0
,SuttononPlym,STNNPLM,S0305051405,STNNPLM S0305051405,8231.0
,SydneyTurner,STNTRNR,S0350306506,STNTRNR S0350306506,8232.0
,Symington,SMNKTN,S05052305,SMNKTN S05052305,8233.0
,Tedaldi,TTLT,T030430,TTLT T030430,8234.0
,Tedburn,TTPRN,T031065,TTPRN T031065,8235.0
,TeighmoreonTors,TMRNTRS,T020506053062,TMRNTRS T020506053062,8236.0
,TemplerHughes,TMPLRS,T0514060202,TMPLRS T0514060202,8237.0
,Tetrarch,TTRRX,T0360620,TTRRX T0360620,8238.0
,Thackrah,0KR,T0260,0KR T0260,8239.0
,Thistle,0STL,T02340,0STL T02340,8240.0
,Thistlewaite,0STLT,T0234030,0STLT T0234030,8241.0
,Thornhill,0RNL,T06504,0RNL T06504,8242.0
,Tibsheld,TPXLT,T012043,TPXLT T012043,8243.0
,Tillingham,TLNKM,T0405205,TLNKM T0405205,8244.0
,Timberg,TMPRK,T051062,TMPRK T051062,8245.0
,Todmorden,TTMRTN,T03506305,TTMRTN T03506305,8246.0
,Tolhurst,TLRST,T040623,TLRST T040623,8247.0
,Tollemache,TLMX,T0405020,TLMX T0405020,8248.0
,Tolverne,TLFRN,T0410650,TLFRN T0410650,8249.0
,Tottenham,TTNM,T030505,TTNM T030505,8250.0
,Tremethick,TRM0K,T6050302,TRM0K T6050302,8251.0
,Trengrove,TRNKRF,T60526010,TRNKRF T60526010,8252.0
,Trentham,TRNTM,T605305,TRNTM T605305,8253.0
,Treverbyn,TRFRPN,T60106105,TRFRPN T60106105,8254.0
,Trotman,TRTMN,T603505,TRTMN T603505,8255.0
,TunnardMoore,TNRTMR,T050635060,TNRTMR T050635060,8256.0
,Turbotstow,TRPTST,T06103230,TRPTST T06103230,8257.0
,Turnchapel,TRNXPL,T06520104,TRNXPL T06520104,8258.0
,Ugborough,AKPRF,U2106020,AKPRF U2106020,8259.0
,Umberleigh,AMRL,U51064020,AMRL U51064020,8260.0
,Unprovenanced,ANPRFNNST,U516010505203,ANPRFNNST U516010505203,8261.0
,Unumack,ANMK,U50502,ANMK U50502,8262.0
,Uplowman,APLMN,U140505,APLMN U140505,8263.0
,Upmead,APMT,U1503,APMT U1503,8264.0
,Vallings,FLNKS,V04052,FLNKS V04052,8265.0
,Victoria,FKTR,V023060,FKTR V023060,8266.0
,Vorsper,FRSPR,V062106,FRSPR V062106,8267.0
,Wallsend,ALSNT,W042053,ALSNT W042053,8268.0
,WaltersSymons,ALTRSMNS,W04306205052,ALTRSMNS W04306205052,8269.0
,Wantage,ANTJ,W053020,ANTJ W053020,8270.0
,Wargrave,ARKRF,W0626010,ARKRF W0626010,8271.0
,Wasborough,ASPRF,W02106020,ASPRF W02106020,8272.0
,Watermouth,ATRM0,W03065030,ATRM0 W03065030,8273.0
,Waterslade,ATRSLT,W030624030,ATRSLT W030624030,8274.0
,Westby,ASTP,W02310,ASTP W02310,8275.0
,Westhall,AS0L,W02304,AS0L W02304,8276.0
,WestonsuperMare,ASTNSPRMR,W02305201065060,ASTNSPRMR W02305201065060,8277.0
,Westward,ASTRT,W023063,ASTRT W023063,8278.0
,Westwood,ASTT,W02303,ASTT W02303,8279.0
,Whitechapel,ATXPL,W03020104,ATXPL W03020104,8280.0
,Whitehaven,ATHFN,W030105,ATHFN W030105,8281.0
,WhitewayWilkinson,ATLKNSN,W0304205205,ATLKNSN W0304205205,8282.0
,WiddecombeintheMoor,ATKMPN0MR,W03020510530506,ATKMPN0MR W03020510530506,8283.0
,Wigram,AKRM,W02605,AKRM W02605,8284.0
,WildmanLushington,ALTMNLXNKTN,W043505402052305,ALTMNLXNKTN W043505402052305,8285.0
,Wingfield,ANKFLT,W0521043,ANKFLT W0521043,8286.0
,Wingrove,ANKRF,W0526010,ANKRF W0526010,8287.0
,Wiveliscombe,AFLSKMP,W0104020510,AFLSKMP W0104020510,8288.0
,Woodbridge,ATPRJ,W03160320,ATPRJ W03160320,8289.0
,Woodlands,ATLNTS,W0340532,ATLNTS W0340532,8290.0
,WoodwardScott,ATRTSKT,W03063203,ATRTSKT W03063203,8291.0
,Worlington,ARLNKTN,W064052305,ARLNKTN W064052305,8292.0
,Worthington,AR0NKTN,W063052305,AR0NKTN W063052305,8293.0
,WykesFinch,AKSFNX,W020210520,AKSFNX W020210520,8294.0
,Zanzibar,SNSPR,Z0520106,SNSPR Z0520106,8295.0
,ABEVENE,APFN,A101050,APFN A101050,8296.0
,ALLYNHOLLYN,ALNLN,A4050405,ALNLN A4050405,8297.0
,ARNON,ARNN,A6505,ARNN A6505,8298.0
,ASHPENSHAW,AXPNX,A2010520,AXPNX A2010520,8299.0
,ASHPINSHAM,AXPNXM,A20105205,AXPNXM A20105205,8300.0
,ASPHINGER,ASFNKR,A2105206,ASFNKR A2105206,8301.0
,ASPINSHAW,ASPNX,A210520,ASPNX A210520,8302.0
,BARTLAMY,PRTLM,B0634050,PRTLM B0634050,8303.0
,BLINSCOMBE,PLNSKMP,B40520510,PLNSKMP B40520510,8304.0
,BRANTLON,PRNTLN,B6053405,PRNTLN B6053405,8305.0
,BRETNSCHAM,PRTNXM,B6035205,PRTNXM B6035205,8306.0
,BROOMSCOMB,PRMSKMP,B6052051,PRMSKMP B6052051,8307.0
,CHRISTMAS,KRSTMS,C06023502,KRSTMS C06023502,8308.0
,EMERTON,AMRTN,E506305,AMRTN E506305,8309.0
,HASELWHEEL,HSLL,H020404,HSLL H020404,8310.0
,HOLDFORD,HLTFRT,H0431063,HLTFRT H0431063,8311.0
,HOOMBS,HMPS,H0512,HMPS H0512,8312.0
,HOPEGOOD,HPKT,H010203,HPKT H010203,8313.0
,HORLAND,HRLNT,H064053,HRLNT H064053,8314.0
,JARES,JRS,J0602,JRS J0602,8315.0
,LAPLEE,LPL,L0140,LPL L0140,8316.0
,MARTENGALL,MRTNKL,M06305204,MRTNKL M06305204,8317.0
,MURPHETT,MRFT,M06103,MRFT M06103,8318.0
,ORFORD,ARFRT,O61063,ARFRT O61063,8319.0
,PASSSMORE,PSSMR,P025060,PSSMR P025060,8320.0
,ROULSON,RLSN,R04205,RLSN R04205,8321.0
,SHOCKRIDGE,XKRJ,S0260320,XKRJ S0260320,8322.0
,SLOUCH,SLX,S4020,SLX S4020,8323.0
,TROUGHTON,TRFTN,T6020305,TRFTN T6020305,8324.0
,WESTLADE,ASTLT,W0234030,ASTLT W0234030,8325.0
,WHILTSHARE,ALTXR,W0432060,ALTXR W0432060,8326.0
,Bramble,PRMPL,B605140,PRMPL B605140,8327.0
,Macbeth,MKP0,M021030,MKP0 M021030,8328.0
,Bumpas,PMPS,B05102,PMPS B05102,8329.0
,Gauntlett,KNTLT,G053403,KNTLT G053403,8330.0
