name,surname,surname_id,recipient_match,control_match,recipient_surname,control_surname,surname_metaphone,surname_soundex,surname_mp_se,mp_se_id,u_id,found_control_group,recipient_control_group,found_treatment_group,recipient_treatment_group,metaphone,unique_id,group_id,combined_id,metaphone_id,master_id,unique_treatment,unique_control,group_treatment,group_control,combined_treatment,combined_control,metaphone_treatment,metaphone_control,master_treatment,master_control,unique_control2_group,group_control2_group,combined_control2_group,metaphone_control2_group,master_control2_group
"Edwards, Elizabeth, 324; George, 5; Harry, 305; Henry, 20(2); John, 19; L., 284, 328; Mildred, 5; Patrick, 145; R., 251; Stanley, 284",Edwards,1479.0,0.0,0.0,0.0,0.0,ATRTS,E30632,ATRTS E30632,1479.0,1479.0,0,0,0,0,ATRTS,23692,5198,3370,1845,3370,0,0,0,0,0,0,0,0,0,0,,,8.0,,
"Edway, 1",Edway,,0.0,0.0,0.0,0.0,AT,E300,AT E300,8679.0,8679.0,0,0,0,0,AT,53985,36691,31994,2742,4875,0,0,0,0,0,0,0,1,0,0,,,,4.0,0.0
"Edworthy, Jim, Minnie, 50",Edworthy,1480.0,0.0,0.0,0.0,0.0,ATR0,E30630,ATR0 E30630,1480.0,1480.0,0,0,0,0,ATR0,6998,5201,3373,3800,3373,0,0,0,0,0,0,0,0,0,0,,,,,
"Eedhill, 139",Eedhill,13170.0,0.0,0.0,0.0,0.0,ATL,E0304,ATL E0304,13170.0,13170.0,0,0,0,0,ATL,53986,36692,31995,2878,6267,0,0,0,0,0,0,0,0,0,0,,,,,
"Eggins, William, 174",Eggins,11883.0,0.0,0.0,0.0,0.0,AKNS,E2052,AKNS E2052,11883.0,11883.0,0,0,0,0,AKNS,29128,7598,5104,2888,5104,0,0,0,0,0,0,0,0,0,0,,,,,
"Eldridge, Arthur, 205",Eldridge,13171.0,0.0,0.0,0.0,0.0,ALTRJ,E4360320,ALTRJ E4360320,13171.0,13171.0,0,0,0,0,ALTRJ,2721,5230,11280,3632,11280,0,0,0,0,0,0,0,0,1,0,,,,,23.0
"Elford, Elizabeth, Sir William, 247",Elford,1492.0,0.0,0.0,0.0,0.0,ALFRT,E41063,ALFRT E41063,1492.0,1492.0,0,0,0,0,ALFRT,24050,5232,3398,271,3398,0,0,0,0,0,0,0,0,0,0,,,,,
"Elizabeth I, Queen, 164, 314",Elizabeth,5455.0,0.0,0.0,0.0,0.0,ALSP0,E40201030,ALSP0 E40201030,5455.0,5455.0,0,0,0,0,ALSP0,26900,5239,3403,7940,3403,0,0,0,0,0,0,0,0,0,0,,,,,
"Elizabeth II, Queen, 37, 90, 161, 202, 225, 255, 328",Elizabeth,5455.0,0.0,0.0,0.0,0.0,ALSP0,E40201030,ALSP0 E40201030,5455.0,5455.0,0,0,0,0,ALSP0,26900,5239,3403,7940,3403,0,0,0,0,0,0,0,0,0,0,,,,,
"Elizabeth the Queen Mother, Queen, 305",Elizabeth,5455.0,0.0,0.0,0.0,0.0,ALSP0,E40201030,ALSP0 E40201030,5455.0,5455.0,0,0,0,0,ALSP0,26900,5239,3403,7940,3403,0,0,0,0,0,0,0,0,0,0,,,,,
"Ellacombe, 348",Ellacombe,,0.0,0.0,0.0,0.0,ALKMP,E4020510,ALKMP E4020510,1488.0,1488.0,0,0,0,0,ALKMP,53025,33516,28820,2161,3314,0,0,0,0,0,0,0,0,0,0,,,,,2.0
"Elliot, Elliott, Alexander, 141; Eileen, 284; Enid, 21, 80; James, 242; Jasmine, 55; Katharine, 141; Samuel, 202; Stella, 101",Elliot,1496.0,0.0,0.0,1.0,0.0,ALT,E403,ALT E403,1496.0,1496.0,1,0,0,0,ALT,23468,5271,112,243,112,0,0,0,0,0,0,0,0,1,0,,,,,1.0
"Ellis, A., 293; Elizabeth, 262; Ellen, 293; George, Ida, 202; James, 182(2); Olive, 220; William, 262(2)",Ellis,1504.0,0.0,0.0,0.0,0.0,ALS,E402,ALS E402,1504.0,1504.0,0,0,0,0,ALS,16465,5272,313,3688,313,0,0,0,0,1,0,0,0,1,0,,8.0,1.0,,2.0
"Ellison, Paul, 164",Ellison,13172.0,0.0,0.0,0.0,0.0,ALSN,E40205,ALSN E40205,13172.0,13172.0,0,0,0,0,ALSN,14793,5273,3430,2860,3430,0,0,0,0,0,0,0,0,0,0,,,,,
"Elm Park, 50",Elm,13173.0,0.0,0.0,0.0,0.0,ALM,E450,ALM E450,13173.0,13173.0,0,0,0,0,ALM,7787,5276,4982,7583,4982,0,0,0,0,0,0,0,0,0,0,,,,,
"Elphinstone, Sir Howard, 113",Elphinstone,7954.0,0.0,0.0,0.0,0.0,ALFNSTN,E410523050,ALFNSTN E410523050,7954.0,7954.0,0,0,0,0,ALFNSTN,49998,32703,28007,9731,3314,0,0,0,0,0,0,0,0,0,0,,,,,2.0
"Elsing, Norfolk, 306",Elsing,7955.0,0.0,0.0,0.0,0.0,ALSNK,E42052,ALSNK E42052,7955.0,7955.0,0,0,0,0,ALSNK,53987,36693,31996,10276,3314,0,0,0,0,0,0,0,0,0,0,,,,,2.0
"Elston, 63",Elston,1500.0,0.0,0.0,0.0,0.0,ALSTN,E42305,ALSTN E42305,1500.0,1500.0,0,0,0,0,ALSTN,23837,5292,3430,6525,3430,0,0,0,0,0,0,0,0,0,0,,,,,
"Elston, Ella, 58; Eric, 284; Gladys, 343; Jean, 284; William, 343",Elston,1500.0,0.0,0.0,0.0,0.0,ALSTN,E42305,ALSTN E42305,1500.0,1500.0,0,0,0,0,ALSTN,23837,5292,3430,6525,3430,0,0,0,0,0,0,0,0,0,0,,,,,
"Elton, Debys., rector of, 47",Elton,,0.0,0.0,0.0,0.0,ALTN,E4305,ALTN E4305,9876.0,9876.0,0,0,0,0,ALTN,18142,5297,3447,2366,3447,0,0,0,0,0,0,0,0,0,0,,,,,
"Elton, Sir Edward, Mary, William, 336",Elton,,0.0,0.0,0.0,0.0,ALTN,E4305,ALTN E4305,9876.0,9876.0,0,0,0,0,ALTN,18142,5297,3447,2366,3447,0,0,0,0,0,0,0,0,0,0,,,,,
"Elworthy, Herbert, 146",Elworthy,,0.0,0.0,0.0,0.0,ALR0,E40630,ALR0 E40630,10413.0,10413.0,0,0,0,0,ALR0,13175,5310,3443,4679,3443,0,0,0,0,0,0,0,0,0,0,,,,,
"Endicott, 56",Endicott,,0.0,0.0,0.0,0.0,ANTKT,E530203,ANTKT E530203,8657.0,8657.0,0,0,0,0,ANTKT,2592,5341,3485,3706,3485,0,0,0,0,0,0,0,0,0,0,,,,,
"Enford, Wilts., 136(2)",Enford,13174.0,0.0,0.0,0.0,0.0,ANFRT,E51063,ANFRT E51063,13174.0,13174.0,0,0,0,0,ANFRT,53988,36694,31997,4868,5437,0,0,0,0,0,0,0,0,0,0,,,,,
"Engelbach, Frederick, 209(2)",Engelbach,7956.0,0.0,0.0,0.0,0.0,ANJLPK,E52041020,ANJLPK E52041020,7956.0,7956.0,0,0,0,0,ANJLPK,53989,36695,31998,10277,5533,0,0,0,0,0,0,0,0,0,0,,,,,
"England, Ernest, 160; Gladys, 38; Noah, 324; Walter, 242",England,,0.0,0.0,0.0,0.0,ANKLNT,E524053,ANKLNT E524053,1515.0,1515.0,0,0,0,0,ANKLNT,6141,5344,3476,2703,3476,0,0,0,0,0,0,0,0,0,0,,,,,
"English, Charles, 155; Isabella, 299, 300; J., 149(2); Joseph, 39(3); Rachel, 39(3); Stephanie, Thomas, 39; William, 39; Winifred, 149",English,,0.0,0.0,0.0,0.0,ANKLX,E524020,ANKLX E524020,1516.0,1516.0,0,0,0,0,ANKLX,31538,5347,5140,1129,5140,0,0,0,0,0,0,0,0,0,0,,,,,
Engravers and designers,Engravers,7957.0,0.0,0.0,0.0,0.0,ANKRFRS,E52601062,ANKRFRS E52601062,7957.0,7957.0,0,0,0,0,ANKRFRS,53990,36696,31999,10278,11975,0,0,0,0,0,0,0,0,0,0,,,,,
"A. & N. (Aux.) C.S.L., 41, 51, 54, 81, 101, 160, 162, 180, 189, 199, 200(2), 212, 215, 230, 237, 280(2), 292, 296, 330",A,,0.0,0.0,0.0,0.0,A,A000,A A000,170.0,170.0,0,0,0,0,A,53991,36697,32000,5856,3468,0,0,0,0,0,0,0,0,0,0,,,,,
"Angel, Exeter, 17, 22, 78, 101, 102, 125, 134, 178(2), 189, 197, 252, 296",Angel,101.0,0.0,0.0,0.0,0.0,ANJL,A5204,ANJL A5204,101.0,101.0,0,0,0,0,ANJL,2587,301,177,7537,177,0,0,0,0,0,0,0,0,0,0,,,,,
"Barkentin & Krall, 199, 261",Barkentin,13175.0,0.0,0.0,0.0,0.0,PRKNTN,B06205305,PRKNTN B06205305,13175.0,13175.0,0,0,0,0,PRKNTN,53992,36698,32001,8722,587,0,0,0,0,0,0,0,0,0,0,,,,,
"Jno. Joyce Barum, 161",Jno,,0.0,0.0,0.0,0.0,JN,J500,JN J500,8397.0,8397.0,0,0,0,0,JN,48982,31294,26598,6382,5595,0,0,0,0,0,0,0,0,0,0,,,,,
"Benham & Froud Ltd., 240",Benham,,0.0,0.0,0.0,0.0,PNM,B0505,PNM B0505,333.0,333.0,0,0,0,0,PNM,27585,1069,733,4346,733,0,0,0,0,0,0,0,0,0,0,,,,,
"H. Bolt, Exeter, 109",H,12827.0,0.0,0.0,0.0,0.0,,H000, H000,12827.0,12827.0,0,0,0,0,,44305,20392,15718,8247,4884,0,0,0,0,0,0,0,0,0,1,,,,,16.0
"D. Brucciani & Co., 169",D,,0.0,0.0,0.0,0.0,T,D000,T D000,1464.0,1464.0,0,0,0,0,T,49696,29161,24467,1068,6813,0,0,0,0,0,0,0,1,0,0,,,,5.0,
"N. Budd, 169",N,,0.0,0.0,0.0,0.0,N,N000,N N000,3091.0,3091.0,0,0,0,0,N,48670,30378,25684,189,174,0,0,0,0,0,0,0,0,0,0,,,,,
"Burke & Co., 332",Burke,,0.0,0.0,0.0,0.0,PRK,B0620,PRK B0620,708.0,708.0,0,0,0,0,PRK,53993,36699,32002,1245,1609,0,0,0,0,0,0,0,0,0,0,,,,,
"William Butterfield, 306(3)",William,8406.0,0.0,0.0,0.0,0.0,ALM,W0405,ALM W0405,8406.0,8406.0,0,0,0,0,ALM,9026,15616,11043,7583,11043,0,0,0,0,0,0,0,0,0,0,,7.0,,,
"Caton & Co., 180",Caton,,0.0,0.0,0.0,0.0,KTN,C0305,KTN C0305,1104.0,1104.0,0,0,0,0,KTN,6413,2543,1895,7913,1895,0,0,0,0,0,0,1,0,0,0,,,,16.0,
"W. Clegg, 75",W,13176.0,0.0,0.0,0.0,0.0,,W000, W000,13176.0,13176.0,0,0,0,0,,49093,17088,12432,8247,5621,0,0,0,0,0,0,0,0,0,0,,,,,
"Mordecai Cockey, 90",Mordecai,7958.0,0.0,0.0,0.0,0.0,MRTK,M063020,MRTK M063020,7958.0,7958.0,0,0,0,0,MRTK,22088,10209,7002,7332,7002,0,0,0,0,0,0,0,0,0,0,,,,,
"A.G. Cockshaw, 51",Ag,,0.0,0.0,0.0,0.0,AK,A200,AK A200,10383.0,10383.0,0,0,0,0,AK,53994,36700,32003,6839,358,0,0,0,0,0,0,0,0,0,0,,,,,
"Colman & Co., 211",Colman,1014.0,0.0,0.0,0.0,0.0,KLMN,C04505,KLMN C04505,1014.0,1014.0,0,0,0,0,KLMN,9267,3024,2300,6194,2300,0,0,0,0,0,0,0,1,0,0,,,,16.0,
"(W.P.) Cooper, Plymouth, 5, 104, 146, 225, 234, 236, 246, 250, 256",Wp,13177.0,0.0,0.0,0.0,0.0,P,W100,P W100,13177.0,13177.0,0,0,0,0,P,53995,36701,32004,3710,6248,0,0,0,0,0,0,0,0,0,0,,,,,
"Cox & Buckley, 157, 169(2), 178, 217, 240, 273, 332",Cox,,0.0,0.0,0.0,0.0,KKS,C020,KKS C020,8442.0,8442.0,0,0,0,0,KKS,27836,3299,2353,2257,2353,0,0,0,0,0,1,0,0,0,0,,,1.0,,
"Cox & Son(s), 1, 63, 107(2), 113, 215(2), 222, 280, 286, 292",Cox,,0.0,0.0,0.0,0.0,KKS,C020,KKS C020,8442.0,8442.0,0,0,0,0,KKS,27836,3299,2353,2257,2353,0,0,0,0,0,1,0,0,0,0,,,1.0,,
"Damerel & Son, Exeter, 56, 208",Damerel,,0.0,0.0,0.0,0.0,TMRL,D050604,TMRL D050604,1257.0,1257.0,0,0,0,0,TMRL,44321,24749,20058,865,3204,0,0,0,0,0,0,0,1,0,0,,,,28.0,
"R. Dark, 172",R,,0.0,0.0,0.0,0.0,R,R000,R R000,3660.0,3660.0,0,0,0,0,R,48966,29704,25010,3861,8403,0,0,0,0,0,0,0,1,0,0,,,,2.0,
"Dart & Son, 19",Dart,1331.0,0.0,0.0,0.0,0.0,TRT,D063,TRT D063,1331.0,1331.0,0,0,0,0,TRT,11605,3807,2808,6149,2808,0,0,0,0,0,0,0,1,0,0,,,12.0,9.0,
"W.F. Dixon, 19",Wf,13178.0,0.0,0.0,0.0,0.0,F,W100,F W100,13178.0,13178.0,0,0,0,0,F,53996,36702,32005,7256,10531,0,0,0,0,0,0,0,0,0,0,,,,,
"Benno Elkan, 51",Benno,,0.0,0.0,0.0,0.0,PN,B050,PN B050,570.0,570.0,0,0,0,0,PN,53997,36703,32006,436,1583,0,0,0,0,0,0,0,0,0,0,,,,8.0,
"A.W. Elwood, 325",Aw,,0.0,0.0,0.0,0.0,A,A000,A A000,170.0,170.0,0,0,0,0,A,53998,36704,32007,5856,11370,0,0,0,0,0,0,0,0,0,1,,,,,7.0
"J. Eustace, 136",J,,0.0,0.0,0.0,0.0,J,J000,J J000,2420.0,2420.0,0,0,0,0,J,53999,36705,32008,5316,5693,0,0,0,0,0,0,0,0,0,0,,,,,
"David Evans, 292",David,1277.0,0.0,0.0,0.0,0.0,TFT,D0103,TFT D0103,1277.0,1277.0,1,0,0,0,TFT,112,3864,2832,7951,2832,0,0,0,0,0,0,0,0,0,0,,,,,
"W.H. Fewings & Sons, Tiverton, 83, 266",Wh,,0.0,0.0,0.0,0.0,A,W000,A W000,4517.0,4517.0,0,1,0,0,A,47593,20403,15729,5856,23,0,0,0,0,0,0,0,0,0,0,,,,,
"Fred Ford & Co., Exeter, 197, 203",Fred,,0.0,0.0,0.0,0.0,FRT,F603,FRT F603,10609.0,10609.0,0,0,0,0,FRT,54000,36706,32009,2795,3968,0,0,0,0,0,0,0,1,0,0,,,,15.0,
"CULN Gawthorp & Sons, 52(2), 82(3), 88, 189(3), 195, 274, 296, 324",Culn,13179.0,0.0,0.0,0.0,0.0,KLN,C045,KLN C045,13179.0,13179.0,0,0,0,0,KLN,54001,36707,32010,4733,6298,0,0,0,0,0,0,0,0,0,0,,,,,
"Gawthorp (& Sons), 37, 41, 54, 62, 82(2), 88(2), 113, 189, 205, 266, 275",Gawthorp,7959.0,0.0,0.0,0.0,0.0,K0RP,G03061,K0RP G03061,7959.0,7959.0,0,0,0,0,K0RP,17191,6208,4136,5749,4136,0,0,0,0,0,0,0,0,0,0,,,,,
"Gawthorp Sc., 5, 57(3), 81, 82, 178, 192(2), 204(2), 215(2), 237, 274, 275, 315, 325",Gawthorp,7959.0,0.0,0.0,0.0,0.0,K0RP,G03061,K0RP G03061,7959.0,7959.0,0,0,0,0,K0RP,17191,6208,4136,5749,4136,0,0,0,0,0,0,0,0,0,0,,,,,
"Gawthorpe Sc., 113, 182",Gawthorpe,13180.0,0.0,0.0,0.0,0.0,K0RP,G030610,K0RP G030610,13180.0,13180.0,0,0,0,0,K0RP,774,6208,4136,5749,4136,0,0,0,0,0,0,0,0,0,0,,,,,
"Gilkes, Eng., 19(2)",Gilkes,13181.0,0.0,0.0,0.0,0.0,KLKS,G04202,KLKS G04202,13181.0,13181.0,0,0,0,0,KLKS,6237,6304,4199,7118,4199,0,0,0,0,0,0,0,0,0,0,,,,,
"E. Glanville, 58",E,,0.0,0.0,0.0,0.0,A,E000,A E000,10761.0,10761.0,0,0,0,0,A,54002,36708,32011,5856,150,0,0,0,0,0,0,0,0,0,0,,,,,
"M. Glinn, Devonport, 247",M,,0.0,0.0,0.0,0.0,M,M000,M M000,2913.0,2913.0,0,0,0,0,M,43430,18453,13788,4770,6776,0,0,0,0,0,0,0,0,0,0,,,,,
"H.A. Gullett & Son, Plympton, 250",Ha,,0.0,0.0,0.0,0.0,H,H000,H H000,2323.0,2323.0,0,0,0,0,H,49909,20400,15726,7099,3323,0,0,0,0,0,0,0,0,0,1,,,,1.0,13.0
"J.A. & N.S., 240",Ja,,0.0,0.0,0.0,0.0,J,J000,J J000,2420.0,2420.0,0,0,0,0,J,54003,36709,32012,5316,5608,0,0,0,0,0,0,0,0,0,0,,,,,
"John Hardman & Co., 1, 2, 20, 22, 27, 29, 39, 46, 58(2), 62, 64(2), 75, 76, 101, 113, 136(6), 139, 146, 160, 161, 169(4), 174, 180, 192, 193, 204(3), 210, 215, 216(2), 230, 243, 249, 276(2), 282, 288(6), 289, 297, 299, 306(6), 309(3), 320, 332",John,2454.0,0.0,0.0,0.0,0.0,JN,J050,JN J050,2454.0,2454.0,0,0,0,0,JN,2571,8431,5663,6382,5663,0,0,0,1,0,1,0,0,0,0,,7.0,8.0,,11.0
"Hart, Son, Peard & Co., 19, 37, 39, 44, 47, 62, 202, 220, 222, 236, 257(3), 269, 293(3), 306(3), 320(2), 332",Hart,2344.0,0.0,0.0,0.0,0.0,HRT,H063,HRT H063,2344.0,2344.0,0,0,0,0,HRT,49945,16955,12300,7915,4875,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0
"John Hayward, 100",John,2454.0,0.0,0.0,0.0,0.0,JN,J050,JN J050,2454.0,2454.0,0,0,0,0,JN,2571,8431,5663,6382,5663,0,0,0,1,0,1,0,0,0,0,,7.0,8.0,,11.0
"Hems, Exeter, 134, 155, 176, 322",Hems,13182.0,0.0,0.0,0.0,0.0,HMS,H052,HMS H052,13182.0,13182.0,0,0,0,0,HMS,11989,7459,4998,1968,4998,0,0,0,0,0,0,0,0,0,0,,,,,
"Jenman & Morgan, 293",Jenman,13183.0,0.0,0.0,0.0,0.0,JNMN,J0505,JNMN J0505,13183.0,13183.0,0,0,0,0,JNMN,12370,8339,5662,6041,5662,0,0,0,0,0,0,0,0,0,0,,,,,
"Jenrick, 164",Jenrick,7960.0,0.0,0.0,0.0,0.0,JNRK,J05602,JNRK J05602,7960.0,7960.0,0,0,0,0,JNRK,54004,36710,32013,10279,4166,0,0,0,0,0,0,0,0,0,0,,,,,
"W.R. Jewell, Bideford, 215",Wr,,0.0,0.0,0.0,0.0,R,W600,R W600,4741.0,4741.0,0,0,0,0,R,38500,21206,16523,3861,11582,0,0,0,0,0,0,0,1,0,0,,,,2.0,
"John le Horner, 122",John,2454.0,0.0,0.0,0.0,0.0,JN,J050,JN J050,2454.0,2454.0,0,0,0,0,JN,2571,8431,5663,6382,5663,0,0,0,1,0,1,0,0,0,0,,7.0,8.0,,11.0
"John the Painter, 122",John,2454.0,0.0,0.0,0.0,0.0,JN,J050,JN J050,2454.0,2454.0,0,0,0,0,JN,2571,8431,5663,6382,5663,0,0,0,1,0,1,0,0,0,0,,7.0,8.0,,11.0
"Jones & Willis (Ltd.), 26, 41, 46, 56, 57(2), 63, 82, 107, 139, 155, 187(2), 199, 208, 275, 289",Jones,2426.0,0.0,0.0,0.0,0.0,JNS,J0502,JNS J0502,2426.0,2426.0,0,0,0,0,JNS,9991,8449,5663,3436,5663,0,0,0,0,0,1,0,0,0,0,,,8.0,,11.0
"Keith & Co., 50, 255, 289",Keith,,0.0,0.0,0.0,0.0,K0,K030,K0 K030,2502.0,2502.0,0,0,0,0,K0,54005,36711,32014,7519,1715,0,0,0,0,0,0,0,0,0,0,,,,,12.0
"E.J. Kenwood, Exeter, 11",Ej,13184.0,0.0,0.0,0.0,0.0,AJ,E200,AJ E200,13184.0,13184.0,0,0,0,0,AJ,54006,36712,32015,4331,358,0,0,0,0,0,0,0,0,0,0,,,,,
"Lewis, 112",Lewis,2796.0,0.0,0.0,0.0,0.0,LS,L020,LS L020,2796.0,2796.0,0,0,0,0,LS,24008,9165,6240,7802,6240,0,0,0,0,0,0,0,0,0,0,,,,,
"Lisle Sc., Taunton, 204",Lisle,11293.0,0.0,0.0,0.0,0.0,LL,L0240,LL L0240,11293.0,11293.0,0,0,0,0,LL,15817,9271,6267,1632,6267,0,0,0,0,0,0,0,0,0,0,,,,,
"Luscombe & Son, Exeter, 113",Luscombe,2804.0,0.0,0.0,0.0,0.0,LSKMP,L020510,LSKMP L020510,2804.0,2804.0,0,0,0,0,LSKMP,13466,9505,6505,803,6505,0,0,0,1,0,0,0,0,0,0,2.0,2.0,3.0,,
"G. Maile & Son, 26, 190, 318",G,,0.0,0.0,0.0,0.0,K,G000,K G000,2010.0,2010.0,0,0,0,0,K,47892,19727,15053,6603,1715,0,0,0,0,0,0,0,0,0,0,,,,,12.0
"W.K. Massey, Barnstaple, 332",Wk,13185.0,0.0,0.0,0.0,0.0,K,W200,K W200,13185.0,13185.0,0,0,0,0,K,54007,36713,32016,6603,5817,0,0,0,0,0,0,0,0,0,0,,,,,
"Matthews & Hodgson, 113, 240, 299",Matthews,,0.0,0.0,0.0,0.0,M0S,M0302,M0S M0302,10833.0,10833.0,0,0,0,0,M0S,50688,32680,27984,7558,6777,0,0,0,0,0,0,0,0,0,0,,,,,
"Matthews & Son, 301",Matthews,,0.0,0.0,0.0,0.0,M0S,M0302,M0S M0302,10833.0,10833.0,0,0,0,0,M0S,50688,32680,27984,7558,6777,0,0,0,0,0,0,0,0,0,0,,,,,
"Mayer & Co., 210(2)",Mayer,,0.0,0.0,0.0,0.0,MR,M060,MR M060,2949.0,2949.0,1,1,0,0,MR,28146,9909,6785,2614,6785,0,0,0,0,0,0,0,0,0,0,,,,4.0,
"Peak Meek & Co., 47",Peak,,0.0,0.0,0.0,0.0,PK,P020,PK P020,3495.0,3495.0,0,0,0,0,PK,19,11083,7677,7598,7677,0,0,0,0,0,0,0,0,0,0,,,,4.0,11.0
"W.K.M[eldrum], Tiverton, 56",Wkmeldrum,7961.0,0.0,0.0,0.0,0.0,KMLTRM,W25043605,KMLTRM W25043605,7961.0,7961.0,0,0,0,0,KMLTRM,54008,36714,32017,10280,11976,0,0,0,0,0,0,0,0,0,0,,,,,
"Miller, Axminster, 87",Miller,2979.0,0.0,0.0,0.0,0.0,MLR,M0406,MLR M0406,2979.0,2979.0,0,0,0,0,MLR,12104,10079,6923,6197,6923,0,0,0,0,0,0,0,0,0,0,,,,,
"A.L. Moore, 166, 245",Al,,0.0,0.0,0.0,0.0,AL,A400,AL A400,79.0,79.0,0,0,0,0,AL,54009,36715,32018,50,3410,0,0,0,0,0,0,0,0,0,0,,,,,
"(T.) Moring, 54, 262(3), 266, 288",T,,0.0,0.0,0.0,0.0,T,T000,T T000,4360.0,4360.0,0,0,0,0,T,44560,19928,15254,1068,6799,0,0,0,0,0,0,0,1,0,0,,,,5.0,
"W.T. Morris, 87",Wt,13186.0,0.0,0.0,0.0,0.0,T,W300,T W300,13186.0,13186.0,0,0,0,0,T,54010,36716,32019,1068,11932,0,0,0,0,0,0,0,1,0,0,,,,5.0,
"A.R. Mowbray & Co. Ltd., 254",Ar,,0.0,0.0,0.0,0.0,AR,A600,AR A600,9556.0,9556.0,0,0,0,0,AR,54011,36717,32020,6662,155,0,0,0,0,0,0,0,0,0,0,,,,5.0,
"Moring, 262",Moring,,0.0,0.0,0.0,0.0,MRNK,M06052,MRNK M06052,4938.0,4938.0,0,0,0,0,MRNK,29212,10227,7011,623,7011,0,0,0,0,0,0,0,0,0,0,,,,,
"George Myers, 27",George,1811.0,0.0,0.0,0.0,0.0,JRJ,G0620,JRJ G0620,1811.0,1811.0,0,0,0,0,JRJ,7250,6252,4167,7555,4167,0,0,0,0,0,0,0,0,0,0,,,,,
"Nash & Hull, 266",Nash,,0.0,0.0,0.0,0.0,NX,N020,NX N020,11450.0,11450.0,0,0,0,0,NX,50502,33116,28420,2803,7159,0,0,0,0,0,0,0,0,0,0,,,,,
"P. Orr & Sons, 237",P,,0.0,0.0,0.0,0.0,P,P000,P P000,3494.0,3494.0,0,0,0,0,P,49795,27980,23286,3710,7808,0,0,0,0,0,0,0,0,0,0,,,,,
"F. Osborne & Co. Ltd., 8(2), 46, 80, 81, 147, 234(2), 289",F,,0.0,0.0,0.0,0.0,F,F000,F F000,1572.0,1572.0,0,0,0,0,F,44536,27233,22539,7256,7810,0,0,0,0,0,0,0,0,0,0,,,,,
"Page, Keen & Page, Plymouth, 238",Page,3175.0,0.0,0.0,0.0,0.0,PJ,P020,PJ P020,3175.0,3175.0,0,0,0,0,PJ,13261,10894,7519,5595,7519,0,0,0,0,0,0,0,0,0,0,,,,,
"(J.) Palmer, Exeter, 113, 252",J,,0.0,0.0,0.0,0.0,J,J000,J J000,2420.0,2420.0,0,0,0,0,J,54012,36705,32008,5316,5693,0,0,0,0,0,0,0,0,0,0,,,,,
"S. Perkins (& Sons), Devonport, 44, 249",S,,0.0,0.0,0.0,0.0,S,S000,S S000,3955.0,3955.0,0,0,0,0,S,47703,21717,17032,7357,8956,0,0,0,0,0,0,0,0,0,0,,,,,
"I. Potter & Sons, 100",I,13187.0,0.0,0.0,0.0,0.0,A,I000,A I000,13187.0,13187.0,0,0,0,0,A,38161,20866,16185,5856,3522,0,0,0,0,0,0,0,0,0,0,,,,,
"(T.) Pratt & Sons, 29, 63, 216, 252, 285, 315",T,,0.0,0.0,0.0,0.0,T,T000,T T000,4360.0,4360.0,0,0,0,0,T,44560,19928,15254,1068,6799,0,0,0,0,0,0,0,1,0,0,,,,5.0,
"Pugin, 27",Pugin,,0.0,0.0,0.0,0.0,PJN,P0205,PJN P0205,3250.0,3250.0,0,0,0,0,PJN,54012,36718,32021,350,7628,0,0,0,0,0,0,0,0,0,0,,,,,
"Richardson Ellison & Co., 1(2)",Richardson,7231.0,0.0,0.0,0.0,0.0,RXRTSN,R02063205,RXRTSN R02063205,7231.0,7231.0,0,0,0,0,RXRTSN,32665,12075,8421,1843,8421,0,0,0,0,0,0,0,0,0,0,,,,,
"Rogers, Exeter, 101, 203",Rogers,3620.0,0.0,0.0,0.0,0.0,RKRS,R02062,RKRS R02062,3620.0,3620.0,0,0,0,0,RKRS,6704,12223,8522,2404,8522,0,0,0,0,0,0,0,0,0,0,13.0,,,,
"(H.E.) Scott, Plymouth, 11, 45, 81(3), 236(5), 243, 245(2), 248, 250, 342",He,,0.0,0.0,0.0,0.0,H,H000,H H000,2323.0,2323.0,0,0,0,0,H,49775,23595,18905,7099,4699,0,0,0,0,0,0,0,0,0,0,,,,1.0,
"Byam Shaw, 130",Byam,,0.0,0.0,0.0,0.0,PM,B050,PM B050,11362.0,11362.0,0,0,0,0,PM,29448,2282,1685,5154,1685,0,0,0,0,0,0,0,0,0,0,,,,,
"Singers, 113, 171, 195, 224",Singers,7962.0,0.0,0.0,0.0,0.0,SNKRS,S052062,SNKRS S052062,7962.0,7962.0,0,0,0,0,SNKRS,1525,13066,9141,3458,9141,0,0,0,0,0,0,0,0,0,0,,,,,
"Frank Smith & Co., 2, 66(3), 178",Frank,1712.0,0.0,0.0,0.0,0.0,FRNK,F6052,FRNK F6052,1712.0,1712.0,0,0,0,0,FRNK,29479,5924,3914,2279,3914,0,0,0,0,0,0,0,0,0,0,,,,,15.0
"W.J. Southwood & Co., Exeter & Bristol, 8, 44, 46(2), 49(2), 64, 73(2), 102, 137, 145, 172(2), 189, 195, 204, 208, 209, 216, 260, 269, 291, 296. 312, 326, 330, 331, 336(2)",Wj,13188.0,0.0,0.0,0.0,0.0,J,W200,J W200,13188.0,13188.0,0,0,0,0,J,54013,36719,32022,5316,11932,0,0,0,0,0,0,0,0,0,0,,,,,
